state_id,sector_abbr,p,p_SE,q,q_SE,m,p_sig,q_sig
35,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
35,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
35,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
28,com,0.008841644788752294,0.003870281710223676,0.04000000000000001,0.04058856337661472,0.048357998662295724,True,True
28,ind,0.019999999980000002,0.7798700964334486,0.31999999996000006,4.319229091250395,0.7473389467774261,False,False
28,res,0.007549780996785853,0.004088567007866403,0.04000000000038428,0.04980007408045588,0.04198393754919216,True,True
12,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
12,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
12,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
18,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
18,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
18,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
10,com,0.004604623072341878,0.003584362835825546,0.040000000000084086,0.07025654786529002,0.02662697369765918,True,False
10,ind,0.006488252431790149,0.004067427762864162,0.04000000140500141,0.05725898233735047,0.03658567370826015,True,False
10,res,0.0036350335048013077,0.0031134516027502535,0.04000000000000001,0.07683393900240726,0.021300387452080526,True,False
4,com,0.019999999980000002,0.03455199706957267,0.20564533931890724,0.16183044662491194,0.17088671574944017,True,True
4,ind,0.02,0.03453954810502352,0.20555314575885886,0.16176519215669757,0.17084125761904564,True,True
4,res,0.019999999980000002,0.8521963220144265,0.31999999996000006,4.719800290141611,0.7963581666680165,False,False
22,com,0.00554751394051065,0.0038974189781936473,0.040000009098626284,0.06378755719870603,0.03167450793971536,True,False
22,ind,0.019999999980000002,0.8575693509794224,0.31999999996000006,4.74955834370276,0.7999993232320066,False,False
22,res,0.005459816871429127,0.0038743264249535827,0.04000000000000011,0.06439233626163324,0.031210435603674286,True,False
26,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
26,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
26,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
25,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
25,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
25,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
30,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
30,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
30,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
24,com,0.011497888794673772,0.0025888038888576903,0.040000000000000036,0.021239936394207515,0.060837297470388116,True,True
24,ind,0.019999999980000002,0.3088149062161719,0.31999999996000006,1.7103391063522542,0.427355235694139,False,False
