state_id,sector_abbr,p,p_SE,q,q_SE,m,p_sig,q_sig
24,res,0.01820622520381225,0.0018117503424091243,0.05815951999213514,0.00965269620984021,0.09524028347066263,True,True
6,com,0.0027224462163295353,0.002532109408193854,0.04000000000000001,0.08295829658831476,0.016155662011632328,True,False
6,ind,0.019999999980000002,0.8575650343441423,0.31999999996000006,4.7495344364687995,0.7999963979866784,False,False
6,res,0.0016725109388115009,0.001697357979126425,0.040000000000000015,0.08992857832237326,0.01007243415692346,True,False
2,com,0.015684072532480504,0.001027091162244248,0.046067222150091514,0.006311800330812104,0.08085181609876921,True,True
2,ind,0.019999999980000002,0.8519860291436941,0.31999999996000006,4.718635698461096,0.7962156563095746,False,False
2,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
1,com,0.0016614489296739494,0.0016876165232766124,0.04000000355334604,0.09000158092215406,0.010007376824955078,True,False
1,ind,0.015790331285429476,0.0010529586848945123,0.046521120123557844,0.006428974523107841,0.08143851898119452,True,True
1,res,0.014232436760547085,0.0007208576908898462,0.040003387671359254,0.00486458979511872,0.07288903631555381,True,True
20,com,0.005495672167860024,0.0038839159448824257,0.04000000145424214,0.06414512716093335,0.03140027874948416,True,False
20,ind,0.019999999980000002,0.8573777765694822,0.31999999996000006,4.748497328828415,0.7998694993638196,False,False
20,res,0.006619580574164412,0.0040798537369072865,0.040000002859281875,0.05634154326929136,0.03726164801027715,True,False
29,com,0.0016639205067467376,0.0016897866253045644,0.04000001010423759,0.08998483681463054,0.010021855983826686,True,False
29,ind,0.019999999999981838,0.029167517441922957,0.1729070200958588,0.13560369709146786,0.15469622413275216,True,True
29,res,0.0016670813060888146,0.001692580919015984,0.04000000000000053,0.08996451464077067,0.010040517862122598,True,False
32,com,0.008649299444802668,0.003919734363509388,0.04000000000000001,0.04196935056807178,0.04742215658142172,True,True
32,ind,0.019999999980000002,0.7320988643545883,0.31999999996000006,4.054653109071443,0.7149550941043422,False,False
32,res,0.004167519459990983,0.003390777339796715,0.040000000040000004,0.07323094166992536,0.024243118632634883,True,False
31,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
31,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
31,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
23,com,0.015395052138458652,0.000958830204276972,0.04479926241015017,0.005998794971343678,0.07924623770104047,True,True
23,ind,0.019999999980000002,0.8575405497563794,0.31999999996000006,4.749398831134993,0.7999798055659362,False,False
23,res,0.0016620273135518095,0.00168812701559303,0.04000000000000002,0.08999780004626946,0.01001078420279114,True,False
27,com,0.019999999896813572,0.004554736749415918,0.07878857817848377,0.022026848176065383,0.11050960644864279,True,True
27,ind,0.019999999980000002,0.04691991454973078,0.31999999996000006,0.25986104655497433,0.23533208049868176,True,True
27,res,0.01673674196882283,0.001309655394342253,0.05083892388916161,0.007561737426305896,0.08675656925799227,True,True
14,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
14,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
14,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
17,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
17,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
17,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
15,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
15,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
15,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
13,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
13,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
13,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
7,com,0.002570377636576242,0.0024222083160244734,0.040000000902753956,0.0839727822834,0.015285636105492361,True,False
7,ind,0.019999999980000002,0.7731899010667601,0.31999999996000006,4.282231526790634,0.742810839282448,False,False
7,res,0.00572477661070589,0.003940322526026207,0.04000000049958709,0.06256312449982654,0.03260929733794645,True,False
21,com,0.0047764780173318875,0.003652065609133476,0.04000000071103381,0.06908290758112556,0.02755651832138461,True,False
21,ind,0.019999999980000002,0.6002883388882033,0.31999999996000006,3.3246342784019256,0.6255614917337442,False,False
21,res,0.006726454624353381,0.00408792071713289,0.04000000000000001,0.05559382156543285,0.03781004467625813,True,False
34,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
34,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
34,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
3,com,0.005487338745087289,0.003881705590749064,0.040000000040000004,0.06420259245240728,0.031356177063949275,True,False
3,ind,0.019999999980000002,0.7641704273100132,0.31999999996000006,4.232278109455996,0.7366968939442103,False,False
3,res,0.01084663926079393,0.00300448378712426,0.04000000000000001,0.026019805960270877,0.0578518636430227,True,True
8,com,0.019999999980000002,0.7001221696897758,0.31999999996000006,3.8775535249123934,0.6932745802768828,False,False
8,ind,0.019999999980000002,0.618713069158556,0.31999999996000006,3.4266777229582126,0.6380615541113575,False,False
8,res,0.0016630415714535786,0.0016890411319149569,0.04000039926627375,0.08999213793498885,0.01001677648168229,True,False
11,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
11,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
11,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
33,com,0.0016653653789966774,0.0016910719667311495,0.04000006694888362,0.08997595598288408,0.010030423499538864,True,False
33,ind,0.019999999980000002,0.08201251995475746,0.31999999996000006,0.4542177766215959,0.26817695760153754,False,False
33,res,0.010300651097924343,0.003303062934631443,0.04000000000000001,0.030015206167550445,0.055312654742462684,True,True
16,com,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
16,ind,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
16,res,0.0032729410034509883,0.002898826105994209,0.04000000486492708,0.07927149132640655,0.019274614484506264,True,False
9,com,0.0016783417943190796,0.0017024847797763253,0.040000000000000015,0.08989009335682306,0.010106717470545434,True,False
9,ind,0.004257936225192858,0.0034333394981828874,0.04000000378323213,0.07261690896835794,0.0247385392246326,True,False
9,res,0.0016635942513531907,0.001689516780131922,0.040000149229641714,0.08998791277181259,0.010020019354539805,True,False
5,com,0.0016811726836164877,0.0017049330798961937,0.040000000040000004,0.08986936403997163,0.01012309141884359,True,False
5,ind,0.019999999980000002,0.5083132051787984,0.31999999996000006,2.815239605073385,0.5631307238447405,False,False
5,res,0.019999999999999882,0.004957002424132446,0.08026135337862572,0.02394650348349184,0.11114444940230311,True,True
19,com,0.011847184118873732,0.00234041144251999,0.04000002450282784,0.018678419676496492,0.06241948590139956,True,True
19,ind,0.005469774226435893,0.003877009590587937,0.04000000000000001,0.0643236832230931,0.0312631578588033,True,False
19,res,0.008495108438014013,0.003955098543339372,0.04000000000000003,0.04307391340668253,0.04666866786249694,True,True
