"id","year","type","value","scenario"
"p28",2026,"price",215.730813041108,"BAU"
"p28",2028,"price",194.483002652656,"BAU"
"p28",2030,"price",167.187351545955,"BAU"
"p28",2032,"price",141.589576840992,"BAU"
"p28",2034,"price",117.724362518476,"BAU"
"p28",2036,"price",97.3581202227399,"BAU"
"p28",2038,"price",77.5808468324624,"BAU"
"p28",2040,"price",51.8474448988577,"BAU"
"p28",2042,"price",64.3848546678477,"BAU"
"p28",2044,"price",82.3911286454687,"BAU"
"p28",2046,"price",86.5012378863566,"BAU"
"p28",2048,"price",128.353580291125,"BAU"
"p28",2050,"price",151.149095270751,"BAU"
"p29",2010,"price",103.541614797353,"BAU"
"p29",2012,"price",181.835032713687,"BAU"
"p29",2014,"price",170.272916619826,"BAU"
"p29",2016,"price",183.70607085468,"BAU"
"p29",2018,"price",149.593455931091,"BAU"
"p29",2020,"price",139.568600574274,"BAU"
"p29",2022,"price",128.395649658013,"BAU"
"p29",2024,"price",117.154873282403,"BAU"
"p29",2026,"price",105.744724665207,"BAU"
"p29",2028,"price",94.6286294959389,"BAU"
"p29",2030,"price",84.6574708052527,"BAU"
