"","sector","gid","year","customer_expec_elec_rates","ownership_model","loan_term_yrs","loan_rate","down_payment","discount_rate","tax_rate","length_of_irr_analysis_yrs","market_share_last_year","number_of_adopters_last_year","installed_capacity_last_year","market_value_last_year","value_of_increment","value_of_pbi_fit","value_of_ptc","pbi_fit_length","ptc_length","value_of_rebate","value_of_tax_credit_or_deduction","cap","ic","aep","payback_period","lcoe","payback_key","max_market_share","diffusion_market_share","new_market_share","new_adopters","new_capacity","new_market_value","market_share","number_of_adopters","installed_capacity","market_value","county_id","state_abbr","census_division_abbr","utility_type","census_region","row_number","max_height","elec_rate_cents_per_kwh","carbon_price_cents_per_kwh","cap_cost_multiplier","fixed_om_dollars_per_kw_per_yr","variable_om_dollars_per_kwh","installed_costs_dollars_per_kw","ann_cons_kwh","prob","weight","customers_in_bin","initial_customers_in_bin","load_kwh_in_bin","initial_load_kwh_in_bin","load_kwh_per_customer_in_bin","nem_system_limit_kw","excess_generation_factor","i","j","cf_bin","aep_scale_factor","derate_factor","naep","nameplate_capacity_kw","power_curve_id","turbine_height_m","scoe"
"3445","commercial",3576381,2014,1,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,0,215.368957519531,0,10,0,0,0,10,81730.2288067968,8614.75830078125,30,84.3913055790337,300,0,5.35188175397044e-06,0,0,0,0,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,291,"CA","PAC","IOU","West",9,80,11.2518004393962,0,1.1044625514432,0,0.02,8173.02288067968,26319.3135364251,0.180510027260893,160983.05,1246.17490941865,1246.17490941865,10650419.4867468,10650419.4867468,8546.48846341747,1000,0.523000001907349,26,119,18,1,0.85,861.475830078125,10,1,40,0.306330339232
"3446","commercial",3576381,2016,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,0,215.368957519531,0,10,0,0,0,10,80095.6242306609,8614.75830078125,30,82.7434794674531,300,0,5.35188175397044e-06,0,0,0,0,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,291,"CA","PAC","IOU","West",9,80,11.0610880769656,0,1.1044625514432,0,0.02,8009.56242306609,26319.3135364251,0.180510027260893,160983.05,1271.09840760703,1246.17490941865,10863427.8764818,10650419.4867468,8546.48846341747,1000,0.523000001907349,26,119,18,1,0.85,861.475830078125,10,1,40,0.300603732448
"3447","commercial",3576381,2018,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,0,215.368957519531,0,10,0,0,0,10,78493.7117460476,8614.75830078125,30,81.128609878104,300,0,5.35188175397044e-06,0,0,0,0,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,291,"CA","PAC","IOU","West",9,80,10.8755894558537,0,1.1044625514432,0,0.02,7849.37117460476,26319.3135364251,0.180510027260893,160983.05,1308.48365488959,1246.17490941865,11182940.4610842,10650419.4867468,8546.48846341747,1000,0.523000001907349,26,119,18,1,0.85,861.475830078125,10,1,40,0.294991657799
"3448","commercial",3576381,2020,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,0,129.398894500732,0,10,0,0,0,5,40488.9658251133,5175.9557800293,30,69.934110606486,300,0,5.35188175397044e-06,0,0,0,0,5.35188175397044e-06,0.00666938075997346,0.0041576808158771,33.9808204387265,291,"CA","PAC","IOU","West",9,80,10.638033606865,0,1.1044625514432,0,0.02,8097.79316502266,26319.3135364251,0.180510027260893,160983.05,1333.40715307796,1246.17490941865,11395948.8508191,10650419.4867468,8546.48846341747,1000,0.517000019550323,26,119,18,1,0.85,1035.19115600586,5,4,40,0.256087980385
"3449","commercial",3577256,2014,1,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,0,1337.70875453949,0,10,0,0,0,250,1142999.10188875,53508.3501815796,30,187.509474754,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,294,"CA","PAC","IOU","West",5,80,11.2518004393962,0,1.10648509379356,0,0.02,4571.99640755499,153905.65324097,0.106208100795212,94718.86,1397.27445252641,1397.27445252641,69831190.1843736,69831190.1843736,49976.7172140821,1000,0.455000013113022,20,121,6,1,0.85,214.033400726318,250,2,50,0.663513268798
"3450","commercial",3577256,2016,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,0,1337.70875453949,0,10,0,0,0,250,1120139.11985097,53508.3501815796,30,183.79928525892,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,294,"CA","PAC","IOU","West",5,80,11.0610880769656,0,1.10648509379356,0,0.02,4480.55647940389,153905.65324097,0.106208100795212,94718.86,1425.21994157693,1397.27445252641,71227813.9880611,69831190.1843736,49976.7172140821,1000,0.455000013113022,20,121,6,1,0.85,214.033400726318,250,2,50,0.650643003422
"3451","commercial",3577256,2018,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,0,931.372623443604,0,10,0,0,0,100,573309.539260801,37254.9049377441,30,135.643387627751,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,294,"CA","PAC","IOU","West",5,80,10.8755894558537,0,1.10648509379356,0,0.02,5733.09539260801,153905.65324097,0.106208100795212,94718.86,1467.13817515273,1397.27445252641,73322749.6935923,69831190.1843736,49976.7172140821,1000,0.455000013113022,20,121,6,1,0.85,372.549049377441,100,5,50,0.483595152429
"3452","commercial",3577256,2020,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,0,931.372623443604,0,10,0,0,0,100,561843.348475585,37254.9049377441,30,132.970519875196,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.00968214387904352,0.00603583230755914,27.5958036267647,294,"CA","PAC","IOU","West",5,80,10.638033606865,0,1.10648509379356,0,0.02,5618.43348475585,153905.65324097,0.106208100795212,94718.86,1495.08366420326,1397.27445252641,74719373.4972798,69831190.1843736,49976.7172140821,1000,0.455000013113022,20,121,6,1,0.85,372.549049377441,100,5,50,0.47432324938
"3453","commercial",3577911,2014,1,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,0,71.9331630706787,0,10,0,0,0,5,43097.5944032592,2877.32652282715,30,132.078538238232,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,294,"CA","PAC","IOU","West",6,80,11.2518004393962,0,1.10648509379356,0,0.02,8619.51888065183,8194.09127331862,0.266757582283872,237900.63,3509.46445659225,3509.46445659225,9338019.97216294,9338019.97216294,2660.81052754993,1000,0.458999991416931,19,121,15,1,0.85,575.46530456543,5,1,40,0.471229056916
"3454","commercial",3577911,2016,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,0,71.9331630706787,0,10,0,0,0,5,42235.642515194,2877.32652282715,30,129.476967473467,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,294,"CA","PAC","IOU","West",6,80,11.0610880769656,0,1.10648509379356,0,0.02,8447.1285030388,8194.09127331862,0.266757582283872,237900.63,3579.65374572409,3509.46445659225,9524780.3716062,9338019.97216294,2660.81052754993,1000,0.458999991416931,19,121,15,1,0.85,575.46530456543,5,1,40,0.462204475777
"3455","commercial",3577911,2018,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,0,71.9331630706787,0,10,0,0,0,5,41390.9296648901,2877.32652282715,30,126.927428123998,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,294,"CA","PAC","IOU","West",6,80,10.8755894558537,0,1.10648509379356,0,0.02,8278.18593297802,8194.09127331862,0.266757582283872,237900.63,3684.93767942186,3509.46445659225,9804920.97077109,9338019.97216294,2660.81052754993,1000,0.458999991416931,19,121,15,1,0.85,575.46530456543,5,1,40,0.453360386262
"3456","commercial",3577911,2020,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,0,44.5582759857178,0,10,0,0,0,2.5,22859.0574588306,1782.33103942871,30,113.38115473598,300,0,6.9293071676343e-06,0,0,0,0,6.9293071676343e-06,0.0243181572136225,0.0151598985518055,130.671031796054,294,"CA","PAC","IOU","West",6,80,10.638033606865,0,1.10648509379356,0,0.02,9143.62298353223,8194.09127331862,0.266757582283872,237900.63,3755.1269685537,3509.46445659225,9991681.37021435,9338019.97216294,2660.81052754993,1000,0.458999991416931,19,121,15,1,0.85,712.932415771484,2.5,4,40,0.406369758535
"3457","commercial",3578254,2014,1,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,0,1174.76054382324,0,10,0,0,0,50,346066.16320877,46990.4217529297,30,65.9575121917431,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,289,"CA","PAC","IOU","West",9,50,11.2518004393962,0,1.10127979636192,0,0.02,6921.32326417539,284509.632772995,0.0803465991486587,71654.97,1736.6465821095,1736.6465821095,156001634.393735,156001634.393735,89829.2352634241,1000,0.512000024318695,26,121,18,1,0.85,939.808435058594,50,1,50,0.242910675749
"3458","commercial",3578254,2016,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,0,1174.76054382324,0,10,0,0,0,50,338964.009802032,46990.4217529297,30,64.6449421938926,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,289,"CA","PAC","IOU","West",9,50,11.0610880769656,0,1.10127979636192,0,0.02,6779.28019604063,284509.632772995,0.0803465991486587,71654.97,1771.37951375169,1736.6465821095,159121667.08161,156001634.393735,89829.2352634241,1000,0.512000024318695,26,121,18,1,0.85,939.808435058594,50,1,50,0.238335984596
"3459","commercial",3578254,2018,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,0,1420.06315612793,0,10,0,0,0,50,332003.899463428,56802.5262451172,30,52.7594959511701,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,289,"CA","PAC","IOU","West",9,50,10.8755894558537,0,1.10127979636192,0,0.02,6640.07798926857,284509.632772995,0.0803465991486587,71654.97,1823.47891121497,1736.6465821095,163801716.113422,156001634.393735,89829.2352634241,1000,0.507000029087067,26,121,18,1,0.85,1136.05052490234,50,4,50,0.19691172085
"3460","commercial",3578254,2020,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,0,1420.06315612793,0,10,0,0,0,50,325182.991331597,56802.5262451172,30,51.7166592276842,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0103987596711899,0.0063031080046645,43.6258480692946,289,"CA","PAC","IOU","West",9,50,10.638033606865,0,1.10127979636192,0,0.02,6503.65982663194,284509.632772995,0.0803465991486587,71654.97,1858.21184285716,1736.6465821095,166921748.801297,156001634.393735,89829.2352634241,1000,0.507000029087067,26,121,18,1,0.85,1136.05052490234,50,4,50,0.193277129217
"3461","commercial",3578438,2014,1,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,0,865.471035003662,0,10,0,0,0,50,346066.16320877,34618.8414001465,30,88.8137219677558,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,289,"CA","PAC","IOU","West",3,30,11.2518004393962,0,1.10127979636192,0,0.02,6921.32326417539,483984.175999233,0.0471354465942363,42036.49,1018.8061858428,1018.8061858428,155683814.172681,155683814.172681,152810.040158809,1000,0.517000019550323,26,121,18,1,0.85,692.37682800293,50,1,30,0.543274839421
"3462","commercial",3578438,2016,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,0,865.471035003662,0,10,0,0,0,50,338964.009802032,34618.8414001465,30,87.0320847065222,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,289,"CA","PAC","IOU","West",3,30,11.0610880769656,0,1.10127979636192,0,0.02,6779.28019604063,483984.175999233,0.0471354465942363,42036.49,1039.18230955965,1018.8061858428,158797490.456135,155683814.172681,152810.040158809,1000,0.517000019550323,26,121,18,1,0.85,692.37682800293,50,1,30,0.537065311373
"3463","commercial",3578438,2018,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,0,1054.50576400757,0,10,0,0,0,50,332003.899463428,42180.2305603027,30,70.3558994973536,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,289,"CA","PAC","IOU","West",3,30,10.8755894558537,0,1.10127979636192,0,0.02,6640.07798926857,483984.175999233,0.0471354465942363,42036.49,1069.74649513494,1018.8061858428,163468004.881315,155683814.172681,152810.040158809,1000,0.513999998569489,26,121,18,1,0.85,843.604611206055,50,4,30,0.439379753018
"3464","commercial",3578438,2020,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,0,1054.50576400757,0,10,0,0,0,50,325182.991331597,42180.2305603027,30,68.951550598158,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.00610044714177365,0.00369772727009724,25.5931657790998,289,"CA","PAC","IOU","West",3,30,10.638033606865,0,1.10127979636192,0,0.02,6503.65982663194,483984.175999233,0.0471354465942363,42036.49,1090.12261885179,1018.8061858428,166581681.164769,155683814.172681,152810.040158809,1000,0.513999998569489,26,121,18,1,0.85,843.604611206055,50,4,30,0.434485185493
"3465","commercial",3579044,2014,1,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,0,121.84994354248,0,10,0,0,0,5,42894.8480682968,4873.99774169922,30,78.4295983900615,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,289,"CA","PAC","IOU","West",4,80,11.2518004393962,0,1.10127979636192,0,0.02,8578.96961365936,26319.3135364251,0.180510027260893,160983.05,3901.62278429622,3901.62278429622,32422056.9180563,32422056.9180563,8309.89019455007,1000,0.510999977588654,26,121,21,1,0.85,974.799548339844,5,1,40,0.286379551682
"3466","commercial",3579044,2016,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,0,121.84994354248,0,10,0,0,0,5,42036.9511069309,4873.99774169922,30,76.9010064222603,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,289,"CA","PAC","IOU","West",4,80,11.0610880769656,0,1.10127979636192,0,0.02,8407.39022138617,26319.3135364251,0.180510027260893,160983.05,3979.65523998214,3901.62278429622,33070498.0564174,32422056.9180563,8309.89019455007,1000,0.510999977588654,26,121,21,1,0.85,974.799548339844,5,1,40,0.281051960648
"3467","commercial",3579044,2018,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,0,121.84994354248,0,10,0,0,0,5,41196.2120847922,4873.99774169922,30,75.4029862938151,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,289,"CA","PAC","IOU","West",4,80,10.8755894558537,0,1.10127979636192,0,0.02,8239.24241695845,26319.3135364251,0.180510027260893,160983.05,4096.70392351103,3901.62278429622,34043159.7639591,32422056.9180563,8309.89019455007,1000,0.510999977588654,26,121,21,1,0.85,974.799548339844,5,1,40,0.275830921435
"3468","commercial",3579044,2020,1.025,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,0,147.076238250732,0,10,0,0,0,5,40372.2878430964,5883.0495300293,30,61.596756384896,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.0233622880322906,0.0141608258446037,121.485294625178,289,"CA","PAC","IOU","West",4,80,10.638033606865,0,1.10127979636192,0,0.02,8074.45756861928,26319.3135364251,0.180510027260893,160983.05,4174.73637919695,3901.62278429622,34691600.9023202,32422056.9180563,8309.89019455007,1000,0.505999982357025,26,121,21,1,0.85,1176.60990600586,5,4,40,0.227712163637
"3469","commercial",3579084,2014,1,"Host Owned",20,0.06,0.2,0.12,0.35,25,5.98783873375004e-06,0.00166895119586808,0.00101161869056512,2.66041163859303,0,19201.5319061279,0,10,0,0,0,750,1972392.1152842,768061.276245117,30,24.3017609005321,300,0,5.98783873375004e-06,0,0,0,0,5.98783873375004e-06,0.00166895119586808,0.00101161869056512,2.66041163859303,289,"CA","PAC","IOU","West",1,50,11.2518004393962,0,1.10127979636192,0,0.02,2629.85615371227,2431304.27773585,0.012895244911237,11500.28,278.723471034908,278.723471034908,213960489.761166,213960489.761166,767644.321329399,1000,0.50900000333786,26,121,18,1,0.85,1024.08170166016,750,3,50,0.0977281733195
