country_abbr,control_reg_id,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
MEX,8,0.048003565,0.025478762,0.034412682,0.038027117,0.038542676,0.040146611,0.041086225,0.039768161,0.038885247,0.038885106,0.03765824,0.037620042,0.037473792,0.037883968,0.038611396,0.039264905,0.039377278,0.040587458,0.041369368
MEX,9,0.069767422,0.039427885,0.046259913,0.053631829,0.050287466,0.03866743,0.040271021,0.039064394,0.038914344,0.039020736,0.038030902,0.037746549,0.037815762,0.039046637,0.03960727,0.040208787,0.040454478,0.04176496,0.042819516
MEX,1,0.067097088,0.038154014,0.043007711,0.048047595,0.042712591,0.042997886,0.040791903,0.038961832,0.03823187,0.037880402,0.037848858,0.037767889,0.037900836,0.038319003,0.03852307,0.039243403,0.039327745,0.039291767,0.04064587
MEX,6,0.06255401,0.033220127,0.038151483,0.040964692,0.03792753,0.039371208,0.038645049,0.037927786,0.037541506,0.037667651,0.037653771,0.037490977,0.03749278,0.037236361,0.037296215,0.037410744,0.037838889,0.038196653,0.039124589
MEX,4,0.063085269,0.035590784,0.038421434,0.038898554,0.037144796,0.039075013,0.039299226,0.038076339,0.037746071,0.037585371,0.037328453,0.037254548,0.037369373,0.037950905,0.038588946,0.039303769,0.039607386,0.040574192,0.04150183
MEX,5,0.059085624,0.032331355,0.037228626,0.0409934,0.037308086,0.037870466,0.038103949,0.037613537,0.037368056,0.037384727,0.037126971,0.036803996,0.036888577,0.037064537,0.036866309,0.037309308,0.037910987,0.038307304,0.039369146
MEX,3,0.067107504,0.037926885,0.04451852,0.048758517,0.041447687,0.04223962,0.040456845,0.038677345,0.038039578,0.037736282,0.037728621,0.037631112,0.037749469,0.037923427,0.037979157,0.038451437,0.039061185,0.03943608,0.040652587
MEX,2,0.066925948,0.039342996,0.0422,0.047823278,0.042140694,0.042454419,0.040044137,0.038241246,0.037635266,0.037471701,0.037453121,0.037421384,0.037591237,0.038008582,0.038102264,0.038414916,0.039049402,0.039441102,0.040726707
MEX,7,0.070279018,0.040412843,0.043150146,0.048339799,0.043766649,0.043959042,0.040844338,0.038865732,0.038184778,0.037955417,0.037932404,0.037912425,0.038097784,0.038577886,0.038838278,0.039480427,0.040074538,0.041282098,0.042441665
