country_abbr,sector_abbr,control_reg_id,nem_system_size_limit_kw,year_end_excess_sell_rate_usd_per_kwh,year
MEX,ind,9,10000000000,0,2026
MEX,res,1,10000000000,0,2028
MEX,res,2,10000000000,0,2028
MEX,res,3,10000000000,0,2028
MEX,res,4,10000000000,0,2028
MEX,res,5,10000000000,0,2028
MEX,res,6,10000000000,0,2028
MEX,res,7,10000000000,0,2028
MEX,res,8,10000000000,0,2028
MEX,res,9,10000000000,0,2028
MEX,com,1,10000000000,0,2028
MEX,com,2,10000000000,0,2028
MEX,com,3,10000000000,0,2028
MEX,com,4,10000000000,0,2028
MEX,com,5,10000000000,0,2028
MEX,com,6,10000000000,0,2028
MEX,com,7,10000000000,0,2028
MEX,com,8,10000000000,0,2028
MEX,com,9,10000000000,0,2028
MEX,ind,1,10000000000,0,2028
MEX,ind,2,10000000000,0,2028
MEX,ind,3,10000000000,0,2028
MEX,ind,4,10000000000,0,2028
MEX,ind,5,10000000000,0,2028
MEX,ind,6,10000000000,0,2028
MEX,ind,7,10000000000,0,2028
MEX,ind,8,10000000000,0,2028
MEX,ind,9,10000000000,0,2028
MEX,res,1,10000000000,0,2030
MEX,res,2,10000000000,0,2030
MEX,res,3,10000000000,0,2030
MEX,res,4,10000000000,0,2030
MEX,res,5,10000000000,0,2030
MEX,res,6,10000000000,0,2030
MEX,res,7,10000000000,0,2030
MEX,res,8,10000000000,0,2030
MEX,res,9,10000000000,0,2030
MEX,com,1,10000000000,0,2030
MEX,com,2,10000000000,0,2030
MEX,com,3,10000000000,0,2030
MEX,com,4,10000000000,0,2030
MEX,com,5,10000000000,0,2030
MEX,com,6,10000000000,0,2030
MEX,com,7,10000000000,0,2030
MEX,com,8,10000000000,0,2030
MEX,com,9,10000000000,0,2030
MEX,ind,1,10000000000,0,2030
MEX,ind,2,10000000000,0,2030
MEX,ind,3,10000000000,0,2030
MEX,ind,4,10000000000,0,2030
MEX,ind,5,10000000000,0,2030
MEX,ind,6,10000000000,0,2030
MEX,ind,7,10000000000,0,2030
MEX,ind,8,10000000000,0,2030
MEX,ind,9,10000000000,0,2030
MEX,res,1,10000000000,0,2032
MEX,res,2,10000000000,0,2032
MEX,res,3,10000000000,0,2032
MEX,res,4,10000000000,0,2032
MEX,res,5,10000000000,0,2032
MEX,res,6,10000000000,0,2032
MEX,res,7,10000000000,0,2032
MEX,res,8,10000000000,0,2032
MEX,res,9,10000000000,0,2032
MEX,com,1,10000000000,0,2032
MEX,com,2,10000000000,0,2032
MEX,com,3,10000000000,0,2032
MEX,com,4,10000000000,0,2032
MEX,com,5,10000000000,0,2032
MEX,com,6,10000000000,0,2032
MEX,com,7,10000000000,0,2032
MEX,com,8,10000000000,0,2032
MEX,com,9,10000000000,0,2032
MEX,ind,1,10000000000,0,2032
MEX,ind,2,10000000000,0,2032
MEX,ind,3,10000000000,0,2032
MEX,ind,4,10000000000,0,2032
MEX,ind,5,10000000000,0,2032
MEX,ind,6,10000000000,0,2032
MEX,ind,7,10000000000,0,2032
MEX,ind,8,10000000000,0,2032
MEX,ind,9,10000000000,0,2032
MEX,res,1,10000000000,0,2034
MEX,res,2,10000000000,0,2034
MEX,res,3,10000000000,0,2034
MEX,res,4,10000000000,0,2034
MEX,res,5,10000000000,0,2034
MEX,res,6,10000000000,0,2034
MEX,res,7,10000000000,0,2034
MEX,res,8,10000000000,0,2034
MEX,res,9,10000000000,0,2034
MEX,com,1,10000000000,0,2034
MEX,com,2,10000000000,0,2034
MEX,com,3,10000000000,0,2034
MEX,com,4,10000000000,0,2034
MEX,com,5,10000000000,0,2034
MEX,com,6,10000000000,0,2034
MEX,com,7,10000000000,0,2034
MEX,com,8,10000000000,0,2034
MEX,com,9,10000000000,0,2034
MEX,ind,1,10000000000,0,2034
MEX,ind,2,10000000000,0,2034
MEX,ind,3,10000000000,0,2034
MEX,ind,4,10000000000,0,2034
MEX,ind,5,10000000000,0,2034
MEX,ind,6,10000000000,0,2034
MEX,ind,7,10000000000,0,2034
MEX,ind,8,10000000000,0,2034
MEX,ind,9,10000000000,0,2034
MEX,res,1,10000000000,0,2036
MEX,res,2,10000000000,0,2036
MEX,res,3,10000000000,0,2036
MEX,res,4,10000000000,0,2036
MEX,res,5,10000000000,0,2036
MEX,res,6,10000000000,0,2036
MEX,res,7,10000000000,0,2036
MEX,res,8,10000000000,0,2036
MEX,res,9,10000000000,0,2036
MEX,com,1,10000000000,0,2036
MEX,com,2,10000000000,0,2036
MEX,com,3,10000000000,0,2036
MEX,com,4,10000000000,0,2036
MEX,com,5,10000000000,0,2036
MEX,com,6,10000000000,0,2036
MEX,com,7,10000000000,0,2036
MEX,com,8,10000000000,0,2036
MEX,com,9,10000000000,0,2036
MEX,ind,1,10000000000,0,2036
MEX,ind,2,10000000000,0,2036
MEX,ind,3,10000000000,0,2036
MEX,ind,4,10000000000,0,2036
MEX,ind,5,10000000000,0,2036
MEX,ind,6,10000000000,0,2036
MEX,ind,7,10000000000,0,2036
MEX,ind,8,10000000000,0,2036
MEX,ind,9,10000000000,0,2036
MEX,res,1,10000000000,0,2038
MEX,res,2,10000000000,0,2038
MEX,res,3,10000000000,0,2038
MEX,res,4,10000000000,0,2038
MEX,res,5,10000000000,0,2038
MEX,res,6,10000000000,0,2038
MEX,res,7,10000000000,0,2038
MEX,res,8,10000000000,0,2038
MEX,res,9,10000000000,0,2038
MEX,com,1,10000000000,0,2038
MEX,com,2,10000000000,0,2038
MEX,com,3,10000000000,0,2038
MEX,com,4,10000000000,0,2038
MEX,com,5,10000000000,0,2038
MEX,com,6,10000000000,0,2038
MEX,com,7,10000000000,0,2038
MEX,com,8,10000000000,0,2038
MEX,com,9,10000000000,0,2038
MEX,ind,1,10000000000,0,2038
MEX,ind,2,10000000000,0,2038
MEX,ind,3,10000000000,0,2038
MEX,ind,4,10000000000,0,2038
MEX,ind,5,10000000000,0,2038
MEX,ind,6,10000000000,0,2038
MEX,ind,7,10000000000,0,2038
MEX,ind,8,10000000000,0,2038
MEX,ind,9,10000000000,0,2038
MEX,res,1,10000000000,0,2040
MEX,res,2,10000000000,0,2040
MEX,res,3,10000000000,0,2040
MEX,res,4,10000000000,0,2040
MEX,res,5,10000000000,0,2040
MEX,res,6,10000000000,0,2040
MEX,res,7,10000000000,0,2040
MEX,res,8,10000000000,0,2040
MEX,res,9,10000000000,0,2040
MEX,com,1,10000000000,0,2040
MEX,com,2,10000000000,0,2040
MEX,com,3,10000000000,0,2040
MEX,com,4,10000000000,0,2040
MEX,com,5,10000000000,0,2040
MEX,com,6,10000000000,0,2040
MEX,com,7,10000000000,0,2040
MEX,com,8,10000000000,0,2040
MEX,com,9,10000000000,0,2040
MEX,ind,1,10000000000,0,2040
MEX,ind,2,10000000000,0,2040
MEX,ind,3,10000000000,0,2040
MEX,ind,4,10000000000,0,2040
MEX,ind,5,10000000000,0,2040
MEX,ind,6,10000000000,0,2040
MEX,ind,7,10000000000,0,2040
MEX,ind,8,10000000000,0,2040
MEX,ind,9,10000000000,0,2040
MEX,res,1,10000000000,0,2042
MEX,res,2,10000000000,0,2042
MEX,res,3,10000000000,0,2042
MEX,res,4,10000000000,0,2042
MEX,res,5,10000000000,0,2042
MEX,res,6,10000000000,0,2042
MEX,res,7,10000000000,0,2042
MEX,res,8,10000000000,0,2042
MEX,res,9,10000000000,0,2042
MEX,com,1,10000000000,0,2042
MEX,com,2,10000000000,0,2042
MEX,com,3,10000000000,0,2042
MEX,com,4,10000000000,0,2042
MEX,com,5,10000000000,0,2042
MEX,com,6,10000000000,0,2042
MEX,com,7,10000000000,0,2042
MEX,com,8,10000000000,0,2042
MEX,com,9,10000000000,0,2042
MEX,ind,1,10000000000,0,2042
MEX,ind,2,10000000000,0,2042
MEX,ind,3,10000000000,0,2042
MEX,ind,4,10000000000,0,2042
MEX,ind,5,10000000000,0,2042
MEX,ind,6,10000000000,0,2042
MEX,ind,7,10000000000,0,2042
MEX,ind,8,10000000000,0,2042
MEX,ind,9,10000000000,0,2042
MEX,res,1,10000000000,0,2044
MEX,res,2,10000000000,0,2044
MEX,res,3,10000000000,0,2044
MEX,res,4,10000000000,0,2044
MEX,res,5,10000000000,0,2044
MEX,res,6,10000000000,0,2044
MEX,res,7,10000000000,0,2044
MEX,res,8,10000000000,0,2044
MEX,res,9,10000000000,0,2044
MEX,com,1,10000000000,0,2044
MEX,com,2,10000000000,0,2044
MEX,com,3,10000000000,0,2044
MEX,com,4,10000000000,0,2044
MEX,com,5,10000000000,0,2044
MEX,com,6,10000000000,0,2044
MEX,com,7,10000000000,0,2044
MEX,com,8,10000000000,0,2044
MEX,com,9,10000000000,0,2044
MEX,ind,1,10000000000,0,2044
MEX,ind,2,10000000000,0,2044
MEX,ind,3,10000000000,0,2044
MEX,ind,4,10000000000,0,2044
MEX,ind,5,10000000000,0,2044
MEX,ind,6,10000000000,0,2044
MEX,ind,7,10000000000,0,2044
MEX,ind,8,10000000000,0,2044
MEX,ind,9,10000000000,0,2044
MEX,res,1,10000000000,0,2046
MEX,res,2,10000000000,0,2046
MEX,res,3,10000000000,0,2046
MEX,res,4,10000000000,0,2046
MEX,res,5,10000000000,0,2046
MEX,res,6,10000000000,0,2046
MEX,res,7,10000000000,0,2046
MEX,res,8,10000000000,0,2046
MEX,res,9,10000000000,0,2046
MEX,com,1,10000000000,0,2046
MEX,com,2,10000000000,0,2046
MEX,com,3,10000000000,0,2046
MEX,com,4,10000000000,0,2046
MEX,com,5,10000000000,0,2046
MEX,com,6,10000000000,0,2046
MEX,com,7,10000000000,0,2046
MEX,com,8,10000000000,0,2046
MEX,com,9,10000000000,0,2046
MEX,ind,1,10000000000,0,2046
MEX,ind,2,10000000000,0,2046
MEX,ind,3,10000000000,0,2046
MEX,ind,4,10000000000,0,2046
MEX,ind,5,10000000000,0,2046
MEX,ind,6,10000000000,0,2046
MEX,ind,7,10000000000,0,2046
MEX,ind,8,10000000000,0,2046
MEX,ind,9,10000000000,0,2046
MEX,res,1,10000000000,0,2048
MEX,res,2,10000000000,0,2048
MEX,res,3,10000000000,0,2048
MEX,res,4,10000000000,0,2048
MEX,res,5,10000000000,0,2048
MEX,res,6,10000000000,0,2048
MEX,res,7,10000000000,0,2048
MEX,res,8,10000000000,0,2048
MEX,res,9,10000000000,0,2048
MEX,com,1,10000000000,0,2048
MEX,com,2,10000000000,0,2048
MEX,com,3,10000000000,0,2048
MEX,com,4,10000000000,0,2048
MEX,com,5,10000000000,0,2048
MEX,com,6,10000000000,0,2048
MEX,com,7,10000000000,0,2048
MEX,com,8,10000000000,0,2048
MEX,com,9,10000000000,0,2048
MEX,ind,1,10000000000,0,2048
MEX,ind,2,10000000000,0,2048
MEX,ind,3,10000000000,0,2048
MEX,ind,4,10000000000,0,2048
MEX,ind,5,10000000000,0,2048
MEX,ind,6,10000000000,0,2048
MEX,ind,7,10000000000,0,2048
MEX,ind,8,10000000000,0,2048
MEX,ind,9,10000000000,0,2048
MEX,res,1,10000000000,0,2050
MEX,res,2,10000000000,0,2050
MEX,res,3,10000000000,0,2050
MEX,res,4,10000000000,0,2050
MEX,res,5,10000000000,0,2050
MEX,res,6,10000000000,0,2050
MEX,res,7,10000000000,0,2050
MEX,res,8,10000000000,0,2050
MEX,res,9,10000000000,0,2050
MEX,com,1,10000000000,0,2050
MEX,com,2,10000000000,0,2050
MEX,com,3,10000000000,0,2050
MEX,com,4,10000000000,0,2050
MEX,com,5,10000000000,0,2050
MEX,com,6,10000000000,0,2050
MEX,com,7,10000000000,0,2050
MEX,com,8,10000000000,0,2050
MEX,com,9,10000000000,0,2050
MEX,ind,1,10000000000,0,2050
MEX,ind,2,10000000000,0,2050
MEX,ind,3,10000000000,0,2050
MEX,ind,4,10000000000,0,2050
MEX,ind,5,10000000000,0,2050
MEX,ind,6,10000000000,0,2050
MEX,ind,7,10000000000,0,2050
MEX,ind,8,10000000000,0,2050
MEX,ind,9,10000000000,0,2050
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,res,5,10000000000,0,
,res,6,10000000000,0,
