country_abbr,control_reg_id,state_id,sector_abbr,tariff_class,pv_capacity_mw,pv_systems_count
MEX,3,24,com,9N,0,0
MEX,3,24,res,DAC,0,0
MEX,3,24,ind,HM,1.20042,3
MEX,3,24,ind,HMC,0,0
MEX,3,24,ind,HMCF,0,0
MEX,3,24,ind,HMF,0,0
MEX,3,24,ind,HS,0,0
MEX,3,24,ind,HSF,0,0
MEX,3,24,ind,HSL,0,0
MEX,3,24,ind,HSLF,0,0
MEX,3,24,ind,HT,0,0
MEX,3,24,ind,HTF,0,0
MEX,3,24,ind,HTL,0,0
MEX,3,24,ind,HTLF,0,0
MEX,3,24,ind,OM,0.44664,13
MEX,3,24,ind,OMF,0,0
MEX,4,25,res,1,0.40378,65
MEX,4,25,com,2,0.26643,37
MEX,4,25,com,3,0.007,1
MEX,4,25,com,5,0,0
MEX,4,25,com,6,0,0
MEX,4,25,com,7,0,0
MEX,4,25,com,9,0,0
MEX,4,25,res,1A,0,0
MEX,4,25,res,1B,0,0
MEX,4,25,res,1C,0,0
MEX,4,25,res,1D,0.02647,7
MEX,4,25,res,1E,0.0035,1
MEX,4,25,res,1F,0.15801,37
MEX,4,25,com,5A,0,0
MEX,4,25,com,9CU,0,0
MEX,4,25,com,9M,0,0
MEX,4,25,com,9N,0,0
MEX,4,25,res,DAC,0.040735,8
MEX,4,25,ind,HM,1.158084,20
MEX,4,25,ind,HMC,0,0
MEX,4,25,ind,HMCF,0,0
MEX,4,25,ind,HMF,0,0
MEX,4,25,ind,HS,0,0
MEX,4,25,ind,HSF,0,0
MEX,4,25,ind,HSL,0,0
MEX,4,25,ind,HSLF,0,0
MEX,4,25,ind,HT,0,0
MEX,4,25,ind,HTF,0,0
MEX,4,25,ind,HTL,0,0
MEX,4,25,ind,HTLF,0,0
MEX,4,25,ind,OM,0.2109,12
MEX,4,25,ind,OMF,0,0
MEX,4,26,res,1,1.872328,207
MEX,4,26,com,2,0.37503,63
MEX,4,26,com,3,0,0
MEX,4,26,com,5,0.002,1
MEX,4,26,com,6,0,0
MEX,4,26,com,7,0,0
MEX,4,26,com,9,0,0
MEX,4,26,res,1A,0.03361,11
MEX,4,26,res,1B,0.05048,19
MEX,4,26,res,1C,0,0
MEX,4,26,res,1D,0,0
MEX,4,26,res,1E,0.07665,19
MEX,4,26,res,1F,0.290665,64
MEX,4,26,com,5A,0,0
MEX,4,26,com,9CU,0,0
MEX,4,26,com,9M,0,0
MEX,4,26,com,9N,0,0
MEX,4,26,res,DAC,0.02335,3
MEX,4,26,ind,HM,0.87305,13
MEX,4,26,ind,HMC,0,0
MEX,4,26,ind,HMCF,0,0
MEX,4,26,ind,HMF,0,0
MEX,4,26,ind,HS,0,0
MEX,4,26,ind,HSF,0,0
MEX,4,26,ind,HSL,0,0
MEX,4,26,ind,HSLF,0,0
MEX,4,26,ind,HT,0,0
MEX,4,26,ind,HTF,0,0
MEX,4,26,ind,HTL,0,0
MEX,4,26,ind,HTLF,0,0
MEX,4,26,ind,OM,0.626545,18
MEX,4,26,ind,OMF,0,0
MEX,2,27,res,1,0.231353,80
MEX,2,27,com,2,0.0177,8
MEX,2,27,com,3,0,0
MEX,2,27,com,5,0,0
MEX,2,27,com,6,0,0
MEX,2,27,com,7,0,0
MEX,2,27,com,9,0,0
MEX,2,27,res,1A,0,0
MEX,2,27,res,1B,0.007,2
MEX,2,27,res,1C,0.0175,5
MEX,2,27,res,1D,0.1786,62
MEX,2,27,res,1E,0,0
MEX,2,27,res,1F,0,0
MEX,2,27,com,5A,0,0
MEX,2,27,com,9CU,0,0
MEX,2,27,com,9M,0,0
MEX,2,27,com,9N,0,0
MEX,2,27,res,DAC,0,0
MEX,2,27,ind,HM,0,0
MEX,2,27,ind,HMC,0,0
MEX,2,27,ind,HMCF,0,0
MEX,2,27,ind,HMF,0,0
MEX,2,27,ind,HS,0,0
MEX,2,27,ind,HSF,0,0
MEX,2,27,ind,HSL,0,0
MEX,2,27,ind,HSLF,0,0
MEX,2,27,ind,HT,0,0
MEX,2,27,ind,HTF,0,0
MEX,2,27,ind,HTL,0,0
MEX,2,27,ind,HTLF,0,0
MEX,2,27,ind,OM,0.024,1
MEX,2,27,ind,OMF,0,0
MEX,6,28,res,1,0.456564,112
MEX,6,28,com,2,0.123035,22
MEX,6,28,com,3,0,0
MEX,6,28,com,5,0,0
MEX,6,28,com,6,0,0
MEX,6,28,com,7,0,0
MEX,6,28,com,9,0,0
MEX,6,28,res,1A,0,0
MEX,6,28,res,1B,0,0
MEX,6,28,res,1C,0.221555,46
MEX,6,28,res,1D,0.015,4
MEX,6,28,res,1E,0.02,3
MEX,6,28,res,1F,0,0
MEX,6,28,com,5A,0,0
MEX,6,28,com,9CU,0,0
MEX,6,28,com,9M,0,0
MEX,6,28,com,9N,0,0
MEX,6,28,res,DAC,0,0
MEX,6,28,ind,HM,0.986,7
MEX,6,28,ind,HMC,0,0
MEX,6,28,ind,HMCF,0,0
MEX,6,28,ind,HMF,0,0
MEX,6,28,ind,HS,0,0
MEX,6,28,ind,HSF,0,0
MEX,6,28,ind,HSL,0,0
MEX,6,28,ind,HSLF,0,0
MEX,6,28,ind,HT,0,0
MEX,6,28,ind,HTF,0,0
MEX,6,28,ind,HTL,0,0
MEX,6,28,ind,HTLF,0,0
MEX,6,28,ind,OM,0.1575,6
MEX,6,28,ind,OMF,0,0
MEX,2,29,res,1,0.029,11
MEX,2,29,com,2,0.011,4
MEX,2,29,com,3,0,0
MEX,2,29,com,5,0,0
MEX,2,29,com,6,0,0
MEX,2,29,com,7,0,0
MEX,2,29,com,9,0,0
MEX,2,29,res,1A,0,0
MEX,2,29,res,1B,0,0
MEX,2,29,res,1C,0,0
MEX,2,29,res,1D,0,0
MEX,2,29,res,1E,0,0
MEX,2,29,res,1F,0,0
MEX,2,29,com,5A,0,0
MEX,2,29,com,9CU,0,0
MEX,2,29,com,9M,0,0
MEX,2,29,com,9N,0,0
MEX,2,29,res,DAC,0,0
MEX,2,29,ind,HM,0,0
MEX,2,29,ind,HMC,0,0
MEX,2,29,ind,HMCF,0,0
MEX,2,29,ind,HMF,0,0
MEX,2,29,ind,HS,0,0
MEX,2,29,ind,HSF,0,0
MEX,2,29,ind,HSL,0,0
MEX,2,29,ind,HSLF,0,0
MEX,2,29,ind,HT,0,0
MEX,2,29,ind,HTF,0,0
MEX,2,29,ind,HTL,0,0
MEX,2,29,ind,HTLF,0,0
MEX,2,29,ind,OM,0.003,1
MEX,2,29,ind,OMF,0,0
MEX,2,30,res,1,1.19914,282
MEX,2,30,com,2,0.287595,47
MEX,2,30,com,3,0,0
MEX,2,30,com,5,0,0
MEX,2,30,com,6,0,0
MEX,2,30,com,7,0,0
MEX,2,30,com,9,0,0
MEX,2,30,res,1A,0,0
MEX,2,30,res,1B,0.05408,13
MEX,2,30,res,1C,0.262,67
MEX,2,30,res,1D,0,0
MEX,2,30,res,1E,0,0
MEX,2,30,res,1F,0,0
MEX,2,30,com,5A,0,0
MEX,2,30,com,9CU,0,0
MEX,2,30,com,9M,0,0
MEX,2,30,com,9N,0,0
MEX,2,30,res,DAC,0.080725,15
MEX,2,30,ind,HM,0.2828,5
MEX,2,30,ind,HMC,0,0
MEX,2,30,ind,HMCF,0,0
MEX,2,30,ind,HMF,0,0
MEX,2,30,ind,HS,0,0
MEX,2,30,ind,HSF,0,0
MEX,2,30,ind,HSL,0,0
MEX,2,30,ind,HSLF,0,0
MEX,2,30,ind,HT,0,0
MEX,2,30,ind,HTF,0,0
MEX,2,30,ind,HTL,0,0
MEX,2,30,ind,HTLF,0,0
MEX,2,30,ind,OM,0.18574,8
MEX,2,30,ind,OMF,0,0
MEX,7,31,res,1,1.285576,257
MEX,7,31,com,2,0.311,89
MEX,7,31,com,3,0,0
MEX,7,31,com,5,0,0
MEX,7,31,com,6,0.002,1
MEX,7,31,com,7,0,0
MEX,7,31,com,9,0,0
MEX,7,31,res,1A,0,0
MEX,7,31,res,1B,0.074,25
MEX,7,31,res,1C,0.295,124
MEX,7,31,res,1D,0,0
MEX,7,31,res,1E,0,0
MEX,7,31,res,1F,0,0
MEX,7,31,com,5A,0,0
MEX,7,31,com,9CU,0,0
MEX,7,31,com,9M,0,0
MEX,7,31,com,9N,0,0
MEX,7,31,res,DAC,0,0
MEX,7,31,ind,HM,0.403,9
MEX,7,31,ind,HMC,0,0
MEX,7,31,ind,HMCF,0,0
MEX,7,31,ind,HMF,0,0
MEX,7,31,ind,HS,0,0
MEX,7,31,ind,HSF,0,0
MEX,7,31,ind,HSL,0,0
MEX,7,31,ind,HSLF,0,0
MEX,7,31,ind,HT,0,0
MEX,7,31,ind,HTF,0,0
MEX,7,31,ind,HTL,0,0
MEX,7,31,ind,HTLF,0,0
MEX,7,31,ind,OM,0.302,12
MEX,7,31,ind,OMF,0,0
MEX,3,32,res,1,0.100214,31
MEX,3,32,com,2,0.1435,22
MEX,3,32,com,3,0,0
MEX,3,32,com,5,0,0
MEX,3,32,com,6,0,0
MEX,3,32,com,7,0,0
MEX,3,32,com,9,0,0
MEX,3,32,res,1A,0,0
MEX,3,32,res,1B,0,0
MEX,3,32,res,1C,0,0
MEX,3,32,res,1D,0,0
MEX,3,32,res,1E,0,0
MEX,3,32,res,1F,0,0
MEX,3,32,com,5A,0,0
MEX,3,32,com,9CU,0,0
MEX,3,32,com,9M,0.05,1
MEX,3,32,com,9N,0,0
MEX,3,32,res,DAC,0,0
MEX,3,32,ind,HM,0.537,4
MEX,3,32,ind,HMC,0,0
MEX,3,32,ind,HMCF,0,0
MEX,3,32,ind,HMF,0,0
MEX,3,32,ind,HS,0,0
MEX,3,32,ind,HSF,0,0
MEX,3,32,ind,HSL,0,0
MEX,3,32,ind,HSLF,0,0
MEX,3,32,ind,HT,0,0
MEX,3,32,ind,HTF,0,0
MEX,3,32,ind,HTL,0,0
MEX,3,32,ind,HTLF,0,0
MEX,3,32,ind,OM,0.4737,9
MEX,3,32,ind,OMF,0,0
