country_abbr,control_reg_id,state_id,sector_abbr,tariff_class,pv_capacity_mw,pv_systems_count
MEX,2,21,com,6,0,0
MEX,2,21,com,7,0,0
MEX,2,21,com,9,0,0
MEX,2,21,res,1A,0,0
MEX,2,21,res,1B,0,0
MEX,2,21,res,1C,0,0
MEX,2,21,res,1D,0,0
MEX,2,21,res,1E,0,0
MEX,2,21,res,1F,0,0
MEX,2,21,com,5A,0.007,2
MEX,2,21,com,9CU,0,0
MEX,2,21,com,9M,0,0
MEX,2,21,com,9N,0,0
MEX,2,21,res,DAC,0,0
MEX,2,21,ind,HM,0.4691,3
MEX,2,21,ind,HMC,0,0
MEX,2,21,ind,HMCF,0,0
MEX,2,21,ind,HMF,0,0
MEX,2,21,ind,HS,0,0
MEX,2,21,ind,HSF,0,0
MEX,2,21,ind,HSL,0,0
MEX,2,21,ind,HSLF,0,0
MEX,2,21,ind,HT,0,0
MEX,2,21,ind,HTF,0,0
MEX,2,21,ind,HTL,0,0
MEX,2,21,ind,HTLF,0,0
MEX,2,21,ind,OM,0.32515,20
MEX,2,21,ind,OMF,0,0
MEX,3,22,res,1,1.46088,535
MEX,3,22,com,2,0.250545,48
MEX,3,22,com,3,0,0
MEX,3,22,com,5,0,0
MEX,3,22,com,6,0,0
MEX,3,22,com,7,0,0
MEX,3,22,com,9,0,0
MEX,3,22,res,1A,0,0
MEX,3,22,res,1B,0,0
MEX,3,22,res,1C,0,0
MEX,3,22,res,1D,0,0
MEX,3,22,res,1E,0,0
MEX,3,22,res,1F,0,0
MEX,3,22,com,5A,0.08915,83
MEX,3,22,com,9CU,0,0
MEX,3,22,com,9M,0,0
MEX,3,22,com,9N,0,0
MEX,3,22,res,DAC,0,0
MEX,3,22,ind,HM,1.05725,7
MEX,3,22,ind,HMC,0,0
MEX,3,22,ind,HMCF,0,0
MEX,3,22,ind,HMF,0,0
MEX,3,22,ind,HS,0,0
MEX,3,22,ind,HSF,0,0
MEX,3,22,ind,HSL,0,0
MEX,3,22,ind,HSLF,0,0
MEX,3,22,ind,HT,0,0
MEX,3,22,ind,HTF,0,0
MEX,3,22,ind,HTL,0,0
MEX,3,22,ind,HTLF,0,0
MEX,3,22,ind,OM,0.5245,10
MEX,3,22,ind,OMF,0,0
MEX,7,23,res,1,0.57422,78
MEX,7,23,com,2,0.0916,22
MEX,7,23,com,3,0,0
MEX,7,23,com,5,0,0
MEX,7,23,com,6,0,0
MEX,7,23,com,7,0,0
MEX,7,23,com,9,0,0
MEX,7,23,res,1A,0,0
MEX,7,23,res,1B,0.10885,28
MEX,7,23,res,1C,0.04,14
MEX,7,23,res,1D,0,0
MEX,7,23,res,1E,0,0
MEX,7,23,res,1F,0,0
MEX,7,23,com,5A,0,0
MEX,7,23,com,9CU,0,0
MEX,7,23,com,9M,0,0
MEX,7,23,com,9N,0,0
MEX,7,23,res,DAC,0,0
MEX,7,23,ind,HM,0.204,6
MEX,7,23,ind,HMC,0,0
MEX,7,23,ind,HMCF,0,0
MEX,7,23,ind,HMF,0,0
MEX,7,23,ind,HS,0,0
MEX,7,23,ind,HSF,0,0
MEX,7,23,ind,HSL,0,0
MEX,7,23,ind,HSLF,0,0
MEX,7,23,ind,HT,0,0
MEX,7,23,ind,HTF,0,0
MEX,7,23,ind,HTL,0,0
MEX,7,23,ind,HTLF,0,0
MEX,7,23,ind,OM,0.092,2
MEX,7,23,ind,OMF,0,0
MEX,3,24,res,1,0.661205,288
MEX,3,24,com,2,0.201755,42
MEX,3,24,com,3,0,0
MEX,3,24,com,5,0,0
MEX,3,24,com,6,0,0
MEX,3,24,com,7,0,0
MEX,3,24,com,9,0,0
MEX,3,24,res,1A,0.014921,3
MEX,3,24,res,1B,0,0
MEX,3,24,res,1C,0,0
MEX,3,24,res,1D,0.004,1
MEX,3,24,res,1E,0,0
MEX,3,24,res,1F,0,0
MEX,3,24,com,5A,0,0
MEX,3,24,com,9CU,0,0
MEX,3,24,com,9M,0,0
