control_reg_id,state_id,sector_abbr,p,q,teq_yr1,tech
30,1041,res,0.00285301,0.573395,2,solar
21,1041,res,0.00285301,0.573395,2,solar
27,5,res,0.00285301,0.573395,2,solar
20,1049,res,0.00285301,0.573395,2,solar
33,664,res,0.00285301,0.573395,2,solar
27,877,res,0.00285301,0.573395,2,solar
20,245,res,0.00285301,0.573395,2,solar
20,379,res,0.00285301,0.573395,2,solar
10,379,res,0.00285301,0.573395,2,solar
27,614,res,0.00285301,0.573395,2,solar
20,500,res,0.00285301,0.573395,2,solar
35,500,res,0.00285301,0.573395,2,solar
20,312,res,0.00285301,0.573395,2,solar
2,312,res,0.00285301,0.573395,2,solar
35,114,res,0.00285301,0.573395,2,solar
20,388,res,0.00285301,0.573395,2,solar
27,110,res,0.00285301,0.573395,2,solar
33,110,res,0.00285301,0.573395,2,solar
35,110,res,0.00285301,0.573395,2,solar
2,110,res,0.00285301,0.573395,2,solar
36,110,res,0.00285301,0.573395,2,solar
18,110,res,0.00285301,0.573395,2,solar
13,110,res,0.00285301,0.573395,2,solar
35,1047,res,0.00285301,0.573395,2,solar
18,1047,res,0.00285301,0.573395,2,solar
27,638,res,0.00285301,0.573395,2,solar
27,181,res,0.00285301,0.573395,2,solar
35,181,res,0.00285301,0.573395,2,solar
33,181,res,0.00285301,0.573395,2,solar
10,214,res,0.00285301,0.573395,2,solar
2,214,res,0.00285301,0.573395,2,solar
21,214,res,0.00285301,0.573395,2,solar
18,214,res,0.00285301,0.573395,2,solar
12,214,res,0.00285301,0.573395,2,solar
42,214,res,0.00285301,0.573395,2,solar
35,214,res,0.00285301,0.573395,2,solar
27,360,res,0.00285301,0.573395,2,solar
10,326,res,0.00285301,0.573395,2,solar
35,326,res,0.00285301,0.573395,2,solar
18,246,res,0.00285301,0.573395,2,solar
6,326,res,0.00285301,0.573395,2,solar
20,959,res,0.00285301,0.573395,2,solar
35,416,res,0.00285301,0.573395,2,solar
33,416,res,0.00285301,0.573395,2,solar
38,416,res,0.00285301,0.573395,2,solar
27,416,res,0.00285301,0.573395,2,solar
30,416,res,0.00285301,0.573395,2,solar
18,416,res,0.00285301,0.573395,2,solar
35,411,res,0.00285301,0.573395,2,solar
33,411,res,0.00285301,0.573395,2,solar
15,411,res,0.00285301,0.573395,2,solar
12,411,res,0.00285301,0.573395,2,solar
27,411,res,0.00285301,0.573395,2,solar
18,411,res,0.00285301,0.573395,2,solar
10,263,res,0.00285301,0.573395,2,solar
21,263,res,0.00285301,0.573395,2,solar
18,263,res,0.00285301,0.573395,2,solar
20,501,res,0.00285301,0.573395,2,solar
20,833,res,0.00285301,0.573395,2,solar
35,269,res,0.00285301,0.573395,2,solar
27,17,res,0.00285301,0.573395,2,solar
20,219,res,0.00285301,0.573395,2,solar
20,332,res,0.00285301,0.573395,2,solar
38,332,res,0.00285301,0.573395,2,solar
18,332,res,0.00285301,0.573395,2,solar
35,236,res,0.00285301,0.573395,2,solar
35,185,res,0.00285301,0.573395,2,solar
18,185,res,0.00285301,0.573395,2,solar
20,335,res,0.00285301,0.573395,2,solar
30,335,res,0.00285301,0.573395,2,solar
20,474,res,0.00285301,0.573395,2,solar
18,474,res,0.00285301,0.573395,2,solar
35,474,res,0.00285301,0.573395,2,solar
20,999,res,0.00285301,0.573395,2,solar
10,999,res,0.00285301,0.573395,2,solar
20,489,res,0.00285301,0.573395,2,solar
20,795,res,0.00285301,0.573395,2,solar
18,795,res,0.00285301,0.573395,2,solar
12,795,res,0.00285301,0.573395,2,solar
35,795,res,0.00285301,0.573395,2,solar
20,982,res,0.00285301,0.573395,2,solar
10,982,res,0.00285301,0.573395,2,solar
21,982,res,0.00285301,0.573395,2,solar
35,669,res,0.00285301,0.573395,2,solar
33,669,res,0.00285301,0.573395,2,solar
35,936,res,0.00285301,0.573395,2,solar
20,897,res,0.00285301,0.573395,2,solar
10,498,res,0.00285301,0.573395,2,solar
35,498,res,0.00285301,0.573395,2,solar
20,215,res,0.00285301,0.573395,2,solar
35,286,res,0.00285301,0.573395,2,solar
10,494,res,0.00285301,0.573395,2,solar
12,494,res,0.00285301,0.573395,2,solar
20,607,res,0.00285301,0.573395,2,solar
18,607,res,0.00285301,0.573395,2,solar
20,339,res,0.00285301,0.573395,2,solar
10,803,res,0.00285301,0.573395,2,solar
20,879,res,0.00285301,0.573395,2,solar
10,557,res,0.00285301,0.573395,2,solar
20,81,res,0.00285301,0.573395,2,solar
20,50,res,0.00285301,0.573395,2,solar
27,1042,res,0.00285301,0.573395,2,solar
10,1042,res,0.00285301,0.573395,2,solar
18,1042,res,0.00285301,0.573395,2,solar
10,592,res,0.00285301,0.573395,2,solar
18,592,res,0.00285301,0.573395,2,solar
35,510,res,0.00285301,0.573395,2,solar
10,882,res,0.00285301,0.573395,2,solar
20,291,res,0.00285301,0.573395,2,solar
18,291,res,0.00285301,0.573395,2,solar
10,913,res,0.00285301,0.573395,2,solar
10,217,res,0.00285301,0.573395,2,solar
12,217,res,0.00285301,0.573395,2,solar
20,991,res,0.00285301,0.573395,2,solar
27,991,res,0.00285301,0.573395,2,solar
12,991,res,0.00285301,0.573395,2,solar
18,991,res,0.00285301,0.573395,2,solar
30,991,res,0.00285301,0.573395,2,solar
35,398,res,0.00285301,0.573395,2,solar
35,1035,res,0.00285301,0.573395,2,solar
35,602,res,0.00285301,0.573395,2,solar
10,779,res,0.00285301,0.573395,2,solar
21,779,res,0.00285301,0.573395,2,solar
18,779,res,0.00285301,0.573395,2,solar
35,779,res,0.00285301,0.573395,2,solar
11,779,res,0.00285301,0.573395,2,solar
20,155,res,0.00285301,0.573395,2,solar
20,632,res,0.00285301,0.573395,2,solar
10,430,res,0.00285301,0.573395,2,solar
20,871,res,0.00285301,0.573395,2,solar
20,328,res,0.00285301,0.573395,2,solar
10,328,res,0.00285301,0.573395,2,solar
35,68,res,0.00285301,0.573395,2,solar
35,348,res,0.00285301,0.573395,2,solar
10,221,res,0.00285301,0.573395,2,solar
18,221,res,0.00285301,0.573395,2,solar
42,221,res,0.00285301,0.573395,2,solar
35,221,res,0.00285301,0.573395,2,solar
37,221,res,0.00285301,0.573395,2,solar
2,221,res,0.00285301,0.573395,2,solar
30,221,res,0.00285301,0.573395,2,solar
21,221,res,0.00285301,0.573395,2,solar
11,221,res,0.00285301,0.573395,2,solar
38,221,res,0.00285301,0.573395,2,solar
12,221,res,0.00285301,0.573395,2,solar
40,221,res,0.00285301,0.573395,2,solar
35,94,res,0.00285301,0.573395,2,solar
10,609,res,0.00285301,0.573395,2,solar
35,516,res,0.00285301,0.573395,2,solar
33,516,res,0.00285301,0.573395,2,solar
2,516,res,0.00285301,0.573395,2,solar
18,516,res,0.00285301,0.573395,2,solar
20,688,res,0.00285301,0.573395,2,solar
10,688,res,0.00285301,0.573395,2,solar
10,349,res,0.00285301,0.573395,2,solar
21,349,res,0.00285301,0.573395,2,solar
18,349,res,0.00285301,0.573395,2,solar
6,349,res,0.00285301,0.573395,2,solar
38,349,res,0.00285301,0.573395,2,solar
27,349,res,0.00285301,0.573395,2,solar
12,349,res,0.00285301,0.573395,2,solar
42,349,res,0.00285301,0.573395,2,solar
35,349,res,0.00285301,0.573395,2,solar
37,349,res,0.00285301,0.573395,2,solar
2,349,res,0.00285301,0.573395,2,solar
30,349,res,0.00285301,0.573395,2,solar
11,349,res,0.00285301,0.573395,2,solar
16,349,res,0.00285301,0.573395,2,solar
10,971,res,0.00285301,0.573395,2,solar
18,971,res,0.00285301,0.573395,2,solar
2,971,res,0.00285301,0.573395,2,solar
21,971,res,0.00285301,0.573395,2,solar
12,971,res,0.00285301,0.573395,2,solar
35,971,res,0.00285301,0.573395,2,solar
36,971,res,0.00285301,0.573395,2,solar
38,971,res,0.00285301,0.573395,2,solar
27,971,res,0.00285301,0.573395,2,solar
35,284,res,0.00285301,0.573395,2,solar
35,105,res,0.00285301,0.573395,2,solar
35,377,res,0.00285301,0.573395,2,solar
10,1062,res,0.00285301,0.573395,2,solar
18,1062,res,0.00285301,0.573395,2,solar
10,133,res,0.00285301,0.573395,2,solar
18,133,res,0.00285301,0.573395,2,solar
21,133,res,0.00285301,0.573395,2,solar
35,133,res,0.00285301,0.573395,2,solar
30,133,res,0.00285301,0.573395,2,solar
12,133,res,0.00285301,0.573395,2,solar
38,133,res,0.00285301,0.573395,2,solar
27,133,res,0.00285301,0.573395,2,solar
37,133,res,0.00285301,0.573395,2,solar
33,133,res,0.00285301,0.573395,2,solar
40,133,res,0.00285301,0.573395,2,solar
10,780,res,0.00285301,0.573395,2,solar
10,813,res,0.00285301,0.573395,2,solar
18,813,res,0.00285301,0.573395,2,solar
21,813,res,0.00285301,0.573395,2,solar
35,813,res,0.00285301,0.573395,2,solar
12,813,res,0.00285301,0.573395,2,solar
11,813,res,0.00285301,0.573395,2,solar
35,125,res,0.00285301,0.573395,2,solar
27,893,res,0.00285301,0.573395,2,solar
12,893,res,0.00285301,0.573395,2,solar
18,893,res,0.00285301,0.573395,2,solar
10,535,res,0.00285301,0.573395,2,solar
35,260,res,0.00285301,0.573395,2,solar
12,260,res,0.00285301,0.573395,2,solar
12,118,res,0.00285301,0.573395,2,solar
18,118,res,0.00285301,0.573395,2,solar
18,624,res,0.00285301,0.573395,2,solar
10,899,res,0.00285301,0.573395,2,solar
35,93,res,0.00285301,0.573395,2,solar
28,327,res,0.00285301,0.573395,2,solar
10,344,res,0.00285301,0.573395,2,solar
10,902,res,0.00285301,0.573395,2,solar
18,902,res,0.00285301,0.573395,2,solar
35,696,res,0.00285301,0.573395,2,solar
35,32,res,0.00285301,0.573395,2,solar
35,845,res,0.00285301,0.573395,2,solar
35,213,res,0.00285301,0.573395,2,solar
10,92,res,0.00285301,0.573395,2,solar
10,526,res,0.00285301,0.573395,2,solar
35,36,res,0.00285301,0.573395,2,solar
35,988,res,0.00285301,0.573395,2,solar
2,988,res,0.00285301,0.573395,2,solar
10,413,res,0.00285301,0.573395,2,solar
10,35,res,0.00285301,0.573395,2,solar
18,35,res,0.00285301,0.573395,2,solar
21,35,res,0.00285301,0.573395,2,solar
10,104,res,0.00285301,0.573395,2,solar
35,350,res,0.00285301,0.573395,2,solar
33,350,res,0.00285301,0.573395,2,solar
18,350,res,0.00285301,0.573395,2,solar
6,350,res,0.00285301,0.573395,2,solar
30,350,res,0.00285301,0.573395,2,solar
10,692,res,0.00285301,0.573395,2,solar
28,768,res,0.00285301,0.573395,2,solar
35,493,res,0.00285301,0.573395,2,solar
35,675,res,0.00285301,0.573395,2,solar
10,439,res,0.00285301,0.573395,2,solar
35,439,res,0.00285301,0.573395,2,solar
21,439,res,0.00285301,0.573395,2,solar
10,814,res,0.00285301,0.573395,2,solar
35,930,res,0.00285301,0.573395,2,solar
35,741,res,0.00285301,0.573395,2,solar
35,830,res,0.00285301,0.573395,2,solar
10,697,res,0.00285301,0.573395,2,solar
10,433,res,0.00285301,0.573395,2,solar
18,433,res,0.00285301,0.573395,2,solar
10,488,res,0.00285301,0.573395,2,solar
28,488,res,0.00285301,0.573395,2,solar
18,488,res,0.00285301,0.573395,2,solar
10,90,res,0.00285301,0.573395,2,solar
35,682,res,0.00285301,0.573395,2,solar
10,45,res,0.00285301,0.573395,2,solar
28,45,res,0.00285301,0.573395,2,solar
35,612,res,0.00285301,0.573395,2,solar
33,612,res,0.00285301,0.573395,2,solar
30,612,res,0.00285301,0.573395,2,solar
10,1039,res,0.00285301,0.573395,2,solar
28,601,res,0.00285301,0.573395,2,solar
35,1002,res,0.00285301,0.573395,2,solar
