control_reg_id,state_id,sector_abbr,p,q,teq_yr1,tech
35,56,res,0.00285301,0.573395,2,solar
29,56,res,0.00285301,0.573395,2,solar
33,56,res,0.00285301,0.573395,2,solar
18,56,res,0.00285301,0.573395,2,solar
12,56,res,0.00285301,0.573395,2,solar
30,56,res,0.00285301,0.573395,2,solar
1,637,res,0.00285301,0.573395,2,solar
1,381,res,0.00285301,0.573395,2,solar
12,381,res,0.00285301,0.573395,2,solar
42,305,res,0.00285301,0.573395,2,solar
2,305,res,0.00285301,0.573395,2,solar
38,305,res,0.00285301,0.573395,2,solar
29,305,res,0.00285301,0.573395,2,solar
18,305,res,0.00285301,0.573395,2,solar
17,1016,res,0.00285301,0.573395,2,solar
1,1016,res,0.00285301,0.573395,2,solar
42,732,res,0.00285301,0.573395,2,solar
33,732,res,0.00285301,0.573395,2,solar
18,732,res,0.00285301,0.573395,2,solar
32,732,res,0.00285301,0.573395,2,solar
38,732,res,0.00285301,0.573395,2,solar
2,732,res,0.00285301,0.573395,2,solar
35,732,res,0.00285301,0.573395,2,solar
39,654,res,0.00285301,0.573395,2,solar
22,316,res,0.00285301,0.573395,2,solar
4,316,res,0.00285301,0.573395,2,solar
32,316,res,0.00285301,0.573395,2,solar
38,316,res,0.00285301,0.573395,2,solar
42,316,res,0.00285301,0.573395,2,solar
2,316,res,0.00285301,0.573395,2,solar
18,316,res,0.00285301,0.573395,2,solar
33,316,res,0.00285301,0.573395,2,solar
30,316,res,0.00285301,0.573395,2,solar
22,822,res,0.00285301,0.573395,2,solar
42,822,res,0.00285301,0.573395,2,solar
33,822,res,0.00285301,0.573395,2,solar
30,822,res,0.00285301,0.573395,2,solar
1,556,res,0.00285301,0.573395,2,solar
12,556,res,0.00285301,0.573395,2,solar
22,395,res,0.00285301,0.573395,2,solar
1,938,res,0.00285301,0.573395,2,solar
18,938,res,0.00285301,0.573395,2,solar
38,938,res,0.00285301,0.573395,2,solar
42,938,res,0.00285301,0.573395,2,solar
35,938,res,0.00285301,0.573395,2,solar
2,938,res,0.00285301,0.573395,2,solar
27,938,res,0.00285301,0.573395,2,solar
12,938,res,0.00285301,0.573395,2,solar
30,938,res,0.00285301,0.573395,2,solar
17,938,res,0.00285301,0.573395,2,solar
22,835,res,0.00285301,0.573395,2,solar
38,835,res,0.00285301,0.573395,2,solar
27,835,res,0.00285301,0.573395,2,solar
12,835,res,0.00285301,0.573395,2,solar
35,835,res,0.00285301,0.573395,2,solar
2,835,res,0.00285301,0.573395,2,solar
18,835,res,0.00285301,0.573395,2,solar
22,86,res,0.00285301,0.573395,2,solar
39,677,res,0.00285301,0.573395,2,solar
30,677,res,0.00285301,0.573395,2,solar
1,728,res,0.00285301,0.573395,2,solar
22,658,res,0.00285301,0.573395,2,solar
33,658,res,0.00285301,0.573395,2,solar
38,658,res,0.00285301,0.573395,2,solar
42,658,res,0.00285301,0.573395,2,solar
32,658,res,0.00285301,0.573395,2,solar
18,658,res,0.00285301,0.573395,2,solar
12,658,res,0.00285301,0.573395,2,solar
4,658,res,0.00285301,0.573395,2,solar
30,658,res,0.00285301,0.573395,2,solar
39,575,res,0.00285301,0.573395,2,solar
30,575,res,0.00285301,0.573395,2,solar
22,884,res,0.00285301,0.573395,2,solar
22,22,res,0.00285301,0.573395,2,solar
1,572,res,0.00285301,0.573395,2,solar
1,533,res,0.00285301,0.573395,2,solar
38,533,res,0.00285301,0.573395,2,solar
11,533,res,0.00285301,0.573395,2,solar
18,533,res,0.00285301,0.573395,2,solar
22,876,res,0.00285301,0.573395,2,solar
22,296,res,0.00285301,0.573395,2,solar
1,296,res,0.00285301,0.573395,2,solar
1,252,res,0.00285301,0.573395,2,solar
22,863,res,0.00285301,0.573395,2,solar
22,351,res,0.00285301,0.573395,2,solar
7,1034,res,0.00285301,0.573395,2,solar
1,1034,res,0.00285301,0.573395,2,solar
22,343,res,0.00285301,0.573395,2,solar
1,736,res,0.00285301,0.573395,2,solar
1,648,res,0.00285301,0.573395,2,solar
18,648,res,0.00285301,0.573395,2,solar
34,67,res,0.00285301,0.573395,2,solar
22,621,res,0.00285301,0.573395,2,solar
18,621,res,0.00285301,0.573395,2,solar
34,162,res,0.00285301,0.573395,2,solar
22,401,res,0.00285301,0.573395,2,solar
33,401,res,0.00285301,0.573395,2,solar
22,159,res,0.00285301,0.573395,2,solar
22,683,res,0.00285301,0.573395,2,solar
11,683,res,0.00285301,0.573395,2,solar
1,1045,res,0.00285301,0.573395,2,solar
18,1045,res,0.00285301,0.573395,2,solar
1,647,res,0.00285301,0.573395,2,solar
38,647,res,0.00285301,0.573395,2,solar
18,647,res,0.00285301,0.573395,2,solar
1,290,res,0.00285301,0.573395,2,solar
12,290,res,0.00285301,0.573395,2,solar
1,368,res,0.00285301,0.573395,2,solar
1,745,res,0.00285301,0.573395,2,solar
22,873,res,0.00285301,0.573395,2,solar
7,914,res,0.00285301,0.573395,2,solar
1,952,res,0.00285301,0.573395,2,solar
22,559,res,0.00285301,0.573395,2,solar
22,723,res,0.00285301,0.573395,2,solar
38,723,res,0.00285301,0.573395,2,solar
4,723,res,0.00285301,0.573395,2,solar
18,723,res,0.00285301,0.573395,2,solar
42,723,res,0.00285301,0.573395,2,solar
35,723,res,0.00285301,0.573395,2,solar
33,723,res,0.00285301,0.573395,2,solar
27,723,res,0.00285301,0.573395,2,solar
12,723,res,0.00285301,0.573395,2,solar
30,723,res,0.00285301,0.573395,2,solar
1,244,res,0.00285301,0.573395,2,solar
12,244,res,0.00285301,0.573395,2,solar
1,906,res,0.00285301,0.573395,2,solar
18,906,res,0.00285301,0.573395,2,solar
22,29,res,0.00285301,0.573395,2,solar
1,119,res,0.00285301,0.573395,2,solar
22,852,res,0.00285301,0.573395,2,solar
38,852,res,0.00285301,0.573395,2,solar
22,811,res,0.00285301,0.573395,2,solar
4,811,res,0.00285301,0.573395,2,solar
1,811,res,0.00285301,0.573395,2,solar
22,130,res,0.00285301,0.573395,2,solar
1,89,res,0.00285301,0.573395,2,solar
7,15,res,0.00285301,0.573395,2,solar
22,42,res,0.00285301,0.573395,2,solar
33,42,res,0.00285301,0.573395,2,solar
30,42,res,0.00285301,0.573395,2,solar
1,206,res,0.00285301,0.573395,2,solar
22,1022,res,0.00285301,0.573395,2,solar
1,207,res,0.00285301,0.573395,2,solar
38,207,res,0.00285301,0.573395,2,solar
18,207,res,0.00285301,0.573395,2,solar
19,758,res,0.00285301,0.573395,2,solar
22,187,res,0.00285301,0.573395,2,solar
7,128,res,0.00285301,0.573395,2,solar
34,538,res,0.00285301,0.573395,2,solar
1,865,res,0.00285301,0.573395,2,solar
22,281,res,0.00285301,0.573395,2,solar
18,281,res,0.00285301,0.573395,2,solar
1,836,res,0.00285301,0.573395,2,solar
19,251,res,0.00285301,0.573395,2,solar
1,139,res,0.00285301,0.573395,2,solar
19,885,res,0.00285301,0.573395,2,solar
22,460,res,0.00285301,0.573395,2,solar
7,100,res,0.00285301,0.573395,2,solar
12,100,res,0.00285301,0.573395,2,solar
42,100,res,0.00285301,0.573395,2,solar
35,100,res,0.00285301,0.573395,2,solar
30,100,res,0.00285301,0.573395,2,solar
18,100,res,0.00285301,0.573395,2,solar
1,100,res,0.00285301,0.573395,2,solar
1,622,res,0.00285301,0.573395,2,solar
1,743,res,0.00285301,0.573395,2,solar
18,743,res,0.00285301,0.573395,2,solar
1,1019,res,0.00285301,0.573395,2,solar
18,1019,res,0.00285301,0.573395,2,solar
1,212,res,0.00285301,0.573395,2,solar
38,212,res,0.00285301,0.573395,2,solar
1,629,res,0.00285301,0.573395,2,solar
22,766,res,0.00285301,0.573395,2,solar
1,595,res,0.00285301,0.573395,2,solar
1,978,res,0.00285301,0.573395,2,solar
22,87,res,0.00285301,0.573395,2,solar
1,183,res,0.00285301,0.573395,2,solar
22,468,res,0.00285301,0.573395,2,solar
34,507,res,0.00285301,0.573395,2,solar
22,946,res,0.00285301,0.573395,2,solar
1,107,res,0.00285301,0.573395,2,solar
38,107,res,0.00285301,0.573395,2,solar
35,107,res,0.00285301,0.573395,2,solar
18,107,res,0.00285301,0.573395,2,solar
19,111,res,0.00285301,0.573395,2,solar
22,444,res,0.00285301,0.573395,2,solar
14,444,res,0.00285301,0.573395,2,solar
19,611,res,0.00285301,0.573395,2,solar
1,428,res,0.00285301,0.573395,2,solar
7,176,res,0.00285301,0.573395,2,solar
1,186,res,0.00285301,0.573395,2,solar
19,895,res,0.00285301,0.573395,2,solar
19,947,res,0.00285301,0.573395,2,solar
7,929,res,0.00285301,0.573395,2,solar
22,943,res,0.00285301,0.573395,2,solar
19,522,res,0.00285301,0.573395,2,solar
19,919,res,0.00285301,0.573395,2,solar
19,659,res,0.00285301,0.573395,2,solar
19,319,res,0.00285301,0.573395,2,solar
19,558,res,0.00285301,0.573395,2,solar
19,66,res,0.00285301,0.573395,2,solar
19,369,res,0.00285301,0.573395,2,solar
19,470,res,0.00285301,0.573395,2,solar
7,515,res,0.00285301,0.573395,2,solar
19,297,res,0.00285301,0.573395,2,solar
19,856,res,0.00285301,0.573395,2,solar
19,886,res,0.00285301,0.573395,2,solar
19,203,res,0.00285301,0.573395,2,solar
19,716,res,0.00285301,0.573395,2,solar
19,744,res,0.00285301,0.573395,2,solar
14,274,res,0.00285301,0.573395,2,solar
19,418,res,0.00285301,0.573395,2,solar
7,733,res,0.00285301,0.573395,2,solar
19,594,res,0.00285301,0.573395,2,solar
19,157,res,0.00285301,0.573395,2,solar
19,923,res,0.00285301,0.573395,2,solar
19,175,res,0.00285301,0.573395,2,solar
19,33,res,0.00285301,0.573395,2,solar
7,358,res,0.00285301,0.573395,2,solar
14,234,res,0.00285301,0.573395,2,solar
18,234,res,0.00285301,0.573395,2,solar
19,762,res,0.00285301,0.573395,2,solar
7,30,res,0.00285301,0.573395,2,solar
7,1028,res,0.00285301,0.573395,2,solar
7,983,res,0.00285301,0.573395,2,solar
19,523,res,0.00285301,0.573395,2,solar
33,523,res,0.00285301,0.573395,2,solar
38,523,res,0.00285301,0.573395,2,solar
1,523,res,0.00285301,0.573395,2,solar
12,523,res,0.00285301,0.573395,2,solar
35,523,res,0.00285301,0.573395,2,solar
18,523,res,0.00285301,0.573395,2,solar
27,523,res,0.00285301,0.573395,2,solar
30,523,res,0.00285301,0.573395,2,solar
19,1037,res,0.00285301,0.573395,2,solar
19,491,res,0.00285301,0.573395,2,solar
19,542,res,0.00285301,0.573395,2,solar
23,408,res,0.00285301,0.573395,2,solar
19,39,res,0.00285301,0.573395,2,solar
18,39,res,0.00285301,0.573395,2,solar
19,231,res,0.00285301,0.573395,2,solar
23,729,res,0.00285301,0.573395,2,solar
19,259,res,0.00285301,0.573395,2,solar
7,182,res,0.00285301,0.573395,2,solar
19,819,res,0.00285301,0.573395,2,solar
33,819,res,0.00285301,0.573395,2,solar
23,834,res,0.00285301,0.573395,2,solar
7,43,res,0.00285301,0.573395,2,solar
35,43,res,0.00285301,0.573395,2,solar
19,1036,res,0.00285301,0.573395,2,solar
23,173,res,0.00285301,0.573395,2,solar
19,569,res,0.00285301,0.573395,2,solar
19,985,res,0.00285301,0.573395,2,solar
19,717,res,0.00285301,0.573395,2,solar
7,878,res,0.00285301,0.573395,2,solar
19,891,res,0.00285301,0.573395,2,solar
19,663,res,0.00285301,0.573395,2,solar
14,796,res,0.00285301,0.573395,2,solar
12,796,res,0.00285301,0.573395,2,solar
30,796,res,0.00285301,0.573395,2,solar
19,323,res,0.00285301,0.573395,2,solar
14,329,res,0.00285301,0.573395,2,solar
7,329,res,0.00285301,0.573395,2,solar
19,170,res,0.00285301,0.573395,2,solar
19,570,res,0.00285301,0.573395,2,solar
19,941,res,0.00285301,0.573395,2,solar
9,227,res,0.00285301,0.573395,2,solar
14,227,res,0.00285301,0.573395,2,solar
12,227,res,0.00285301,0.573395,2,solar
18,227,res,0.00285301,0.573395,2,solar
19,1060,res,0.00285301,0.573395,2,solar
19,34,res,0.00285301,0.573395,2,solar
19,828,res,0.00285301,0.573395,2,solar
19,250,res,0.00285301,0.573395,2,solar
19,827,res,0.00285301,0.573395,2,solar
19,334,res,0.00285301,0.573395,2,solar
38,334,res,0.00285301,0.573395,2,solar
33,334,res,0.00285301,0.573395,2,solar
30,334,res,0.00285301,0.573395,2,solar
18,334,res,0.00285301,0.573395,2,solar
19,777,res,0.00285301,0.573395,2,solar
9,320,res,0.00285301,0.573395,2,solar
9,551,res,0.00285301,0.573395,2,solar
18,551,res,0.00285301,0.573395,2,solar
9,652,res,0.00285301,0.573395,2,solar
9,492,res,0.00285301,0.573395,2,solar
27,238,res,0.00285301,0.573395,2,solar
27,19,res,0.00285301,0.573395,2,solar
27,451,res,0.00285301,0.573395,2,solar
35,451,res,0.00285301,0.573395,2,solar
18,451,res,0.00285301,0.573395,2,solar
21,451,res,0.00285301,0.573395,2,solar
30,451,res,0.00285301,0.573395,2,solar
27,600,res,0.00285301,0.573395,2,solar
27,353,res,0.00285301,0.573395,2,solar
27,280,res,0.00285301,0.573395,2,solar
27,200,res,0.00285301,0.573395,2,solar
27,539,res,0.00285301,0.573395,2,solar
27,714,res,0.00285301,0.573395,2,solar
27,928,res,0.00285301,0.573395,2,solar
27,898,res,0.00285301,0.573395,2,solar
19,445,res,0.00285301,0.573395,2,solar
22,653,res,0.00285301,0.573395,2,solar
22,1000,res,0.00285301,0.573395,2,solar
38,1000,res,0.00285301,0.573395,2,solar
42,1000,res,0.00285301,0.573395,2,solar
35,1000,res,0.00285301,0.573395,2,solar
2,1000,res,0.00285301,0.573395,2,solar
18,1000,res,0.00285301,0.573395,2,solar
12,1000,res,0.00285301,0.573395,2,solar
27,347,res,0.00285301,0.573395,2,solar
33,347,res,0.00285301,0.573395,2,solar
38,347,res,0.00285301,0.573395,2,solar
15,347,res,0.00285301,0.573395,2,solar
35,347,res,0.00285301,0.573395,2,solar
18,347,res,0.00285301,0.573395,2,solar
32,347,res,0.00285301,0.573395,2,solar
8,279,res,0.00285301,0.573395,2,solar
12,279,res,0.00285301,0.573395,2,solar
38,279,res,0.00285301,0.573395,2,solar
40,279,res,0.00285301,0.573395,2,solar
18,279,res,0.00285301,0.573395,2,solar
35,279,res,0.00285301,0.573395,2,solar
33,279,res,0.00285301,0.573395,2,solar
8,925,res,0.00285301,0.573395,2,solar
8,229,res,0.00285301,0.573395,2,solar
33,229,res,0.00285301,0.573395,2,solar
31,48,res,0.00285301,0.573395,2,solar
31,396,res,0.00285301,0.573395,2,solar
31,934,res,0.00285301,0.573395,2,solar
31,721,res,0.00285301,0.573395,2,solar
31,686,res,0.00285301,0.573395,2,solar
31,363,res,0.00285301,0.573395,2,solar
31,966,res,0.00285301,0.573395,2,solar
35,61,res,0.00285301,0.573395,2,solar
35,875,res,0.00285301,0.573395,2,solar
35,890,res,0.00285301,0.573395,2,solar
35,315,res,0.00285301,0.573395,2,solar
35,473,res,0.00285301,0.573395,2,solar
30,473,res,0.00285301,0.573395,2,solar
35,171,res,0.00285301,0.573395,2,solar
8,171,res,0.00285301,0.573395,2,solar
35,487,res,0.00285301,0.573395,2,solar
35,352,res,0.00285301,0.573395,2,solar
35,561,res,0.00285301,0.573395,2,solar
35,742,res,0.00285301,0.573395,2,solar
35,660,res,0.00285301,0.573395,2,solar
18,660,res,0.00285301,0.573395,2,solar
35,389,res,0.00285301,0.573395,2,solar
27,304,res,0.00285301,0.573395,2,solar
33,304,res,0.00285301,0.573395,2,solar
18,304,res,0.00285301,0.573395,2,solar
6,304,res,0.00285301,0.573395,2,solar
22,304,res,0.00285301,0.573395,2,solar
38,304,res,0.00285301,0.573395,2,solar
12,304,res,0.00285301,0.573395,2,solar
35,304,res,0.00285301,0.573395,2,solar
15,304,res,0.00285301,0.573395,2,solar
2,304,res,0.00285301,0.573395,2,solar
30,304,res,0.00285301,0.573395,2,solar
42,304,res,0.00285301,0.573395,2,solar
11,304,res,0.00285301,0.573395,2,solar
21,304,res,0.00285301,0.573395,2,solar
40,304,res,0.00285301,0.573395,2,solar
32,304,res,0.00285301,0.573395,2,solar
27,693,res,0.00285301,0.573395,2,solar
27,532,res,0.00285301,0.573395,2,solar
28,735,res,0.00285301,0.573395,2,solar
7,164,res,0.00285301,0.573395,2,solar
22,818,res,0.00285301,0.573395,2,solar
42,818,res,0.00285301,0.573395,2,solar
32,818,res,0.00285301,0.573395,2,solar
18,818,res,0.00285301,0.573395,2,solar
38,818,res,0.00285301,0.573395,2,solar
33,818,res,0.00285301,0.573395,2,solar
27,166,res,0.00285301,0.573395,2,solar
31,679,res,0.00285301,0.573395,2,solar
31,513,res,0.00285301,0.573395,2,solar
27,568,res,0.00285301,0.573395,2,solar
27,576,res,0.00285301,0.573395,2,solar
27,809,res,0.00285301,0.573395,2,solar
35,809,res,0.00285301,0.573395,2,solar
33,809,res,0.00285301,0.573395,2,solar
27,537,res,0.00285301,0.573395,2,solar
24,656,res,0.00285301,0.573395,2,solar
24,869,res,0.00285301,0.573395,2,solar
24,1010,res,0.00285301,0.573395,2,solar
24,837,res,0.00285301,0.573395,2,solar
24,137,res,0.00285301,0.573395,2,solar
18,137,res,0.00285301,0.573395,2,solar
24,651,res,0.00285301,0.573395,2,solar
18,651,res,0.00285301,0.573395,2,solar
27,1029,res,0.00285301,0.573395,2,solar
27,18,res,0.00285301,0.573395,2,solar
33,18,res,0.00285301,0.573395,2,solar
27,141,res,0.00285301,0.573395,2,solar
27,1012,res,0.00285301,0.573395,2,solar
39,243,res,0.00285301,0.573395,2,solar
18,243,res,0.00285301,0.573395,2,solar
39,908,res,0.00285301,0.573395,2,solar
19,970,res,0.00285301,0.573395,2,solar
19,904,res,0.00285301,0.573395,2,solar
19,843,res,0.00285301,0.573395,2,solar
3,843,res,0.00285301,0.573395,2,solar
38,843,res,0.00285301,0.573395,2,solar
33,843,res,0.00285301,0.573395,2,solar
18,843,res,0.00285301,0.573395,2,solar
32,843,res,0.00285301,0.573395,2,solar
30,843,res,0.00285301,0.573395,2,solar
19,382,res,0.00285301,0.573395,2,solar
20,939,res,0.00285301,0.573395,2,solar
18,939,res,0.00285301,0.573395,2,solar
27,939,res,0.00285301,0.573395,2,solar
12,939,res,0.00285301,0.573395,2,solar
35,939,res,0.00285301,0.573395,2,solar
10,832,res,0.00285301,0.573395,2,solar
27,980,res,0.00285301,0.573395,2,solar
18,980,res,0.00285301,0.573395,2,solar
27,91,res,0.00285301,0.573395,2,solar
38,91,res,0.00285301,0.573395,2,solar
33,91,res,0.00285301,0.573395,2,solar
2,91,res,0.00285301,0.573395,2,solar
12,91,res,0.00285301,0.573395,2,solar
30,91,res,0.00285301,0.573395,2,solar
18,91,res,0.00285301,0.573395,2,solar
27,435,res,0.00285301,0.573395,2,solar
33,435,res,0.00285301,0.573395,2,solar
2,435,res,0.00285301,0.573395,2,solar
35,435,res,0.00285301,0.573395,2,solar
17,731,res,0.00285301,0.573395,2,solar
33,731,res,0.00285301,0.573395,2,solar
18,731,res,0.00285301,0.573395,2,solar
17,158,res,0.00285301,0.573395,2,solar
18,158,res,0.00285301,0.573395,2,solar
17,972,res,0.00285301,0.573395,2,solar
8,972,res,0.00285301,0.573395,2,solar
38,972,res,0.00285301,0.573395,2,solar
2,972,res,0.00285301,0.573395,2,solar
35,972,res,0.00285301,0.573395,2,solar
27,972,res,0.00285301,0.573395,2,solar
12,972,res,0.00285301,0.573395,2,solar
42,356,res,0.00285301,0.573395,2,solar
38,356,res,0.00285301,0.573395,2,solar
42,144,res,0.00285301,0.573395,2,solar
38,144,res,0.00285301,0.573395,2,solar
35,144,res,0.00285301,0.573395,2,solar
2,144,res,0.00285301,0.573395,2,solar
33,144,res,0.00285301,0.573395,2,solar
27,144,res,0.00285301,0.573395,2,solar
30,144,res,0.00285301,0.573395,2,solar
40,144,res,0.00285301,0.573395,2,solar
18,144,res,0.00285301,0.573395,2,solar
27,103,com,0.00285301,0.573395,2,solar
35,103,com,0.00285301,0.573395,2,solar
18,103,com,0.00285301,0.573395,2,solar
27,530,com,0.00285301,0.573395,2,solar
27,767,com,0.00285301,0.573395,2,solar
12,767,com,0.00285301,0.573395,2,solar
27,525,com,0.00285301,0.573395,2,solar
38,525,com,0.00285301,0.573395,2,solar
12,525,com,0.00285301,0.573395,2,solar
35,525,com,0.00285301,0.573395,2,solar
33,525,com,0.00285301,0.573395,2,solar
30,525,com,0.00285301,0.573395,2,solar
18,525,com,0.00285301,0.573395,2,solar
27,62,com,0.00285301,0.573395,2,solar
27,585,com,0.00285301,0.573395,2,solar
18,585,com,0.00285301,0.573395,2,solar
1,585,com,0.00285301,0.573395,2,solar
12,585,com,0.00285301,0.573395,2,solar
35,585,com,0.00285301,0.573395,2,solar
15,585,com,0.00285301,0.573395,2,solar
33,585,com,0.00285301,0.573395,2,solar
2,585,com,0.00285301,0.573395,2,solar
38,585,com,0.00285301,0.573395,2,solar
30,585,com,0.00285301,0.573395,2,solar
40,585,com,0.00285301,0.573395,2,solar
27,754,com,0.00285301,0.573395,2,solar
38,754,com,0.00285301,0.573395,2,solar
18,754,com,0.00285301,0.573395,2,solar
27,4,com,0.00285301,0.573395,2,solar
18,4,com,0.00285301,0.573395,2,solar
27,920,com,0.00285301,0.573395,2,solar
12,920,com,0.00285301,0.573395,2,solar
2,920,com,0.00285301,0.573395,2,solar
18,920,com,0.00285301,0.573395,2,solar
27,10,com,0.00285301,0.573395,2,solar
18,10,com,0.00285301,0.573395,2,solar
22,10,com,0.00285301,0.573395,2,solar
38,10,com,0.00285301,0.573395,2,solar
12,10,com,0.00285301,0.573395,2,solar
42,10,com,0.00285301,0.573395,2,solar
32,10,com,0.00285301,0.573395,2,solar
35,10,com,0.00285301,0.573395,2,solar
2,10,com,0.00285301,0.573395,2,solar
30,10,com,0.00285301,0.573395,2,solar
11,10,com,0.00285301,0.573395,2,solar
33,10,com,0.00285301,0.573395,2,solar
21,10,com,0.00285301,0.573395,2,solar
40,10,com,0.00285301,0.573395,2,solar
27,794,com,0.00285301,0.573395,2,solar
27,169,com,0.00285301,0.573395,2,solar
18,169,com,0.00285301,0.573395,2,solar
42,169,com,0.00285301,0.573395,2,solar
35,169,com,0.00285301,0.573395,2,solar
30,169,com,0.00285301,0.573395,2,solar
27,393,com,0.00285301,0.573395,2,solar
30,393,com,0.00285301,0.573395,2,solar
27,431,com,0.00285301,0.573395,2,solar
18,431,com,0.00285301,0.573395,2,solar
27,702,com,0.00285301,0.573395,2,solar
18,702,com,0.00285301,0.573395,2,solar
27,1013,com,0.00285301,0.573395,2,solar
27,406,com,0.00285301,0.573395,2,solar
30,406,com,0.00285301,0.573395,2,solar
18,406,com,0.00285301,0.573395,2,solar
27,101,com,0.00285301,0.573395,2,solar
35,101,com,0.00285301,0.573395,2,solar
2,101,com,0.00285301,0.573395,2,solar
18,101,com,0.00285301,0.573395,2,solar
12,101,com,0.00285301,0.573395,2,solar
42,101,com,0.00285301,0.573395,2,solar
27,136,com,0.00285301,0.573395,2,solar
35,136,com,0.00285301,0.573395,2,solar
36,136,com,0.00285301,0.573395,2,solar
2,136,com,0.00285301,0.573395,2,solar
18,136,com,0.00285301,0.573395,2,solar
42,136,com,0.00285301,0.573395,2,solar
38,136,com,0.00285301,0.573395,2,solar
30,136,com,0.00285301,0.573395,2,solar
40,136,com,0.00285301,0.573395,2,solar
27,453,com,0.00285301,0.573395,2,solar
12,453,com,0.00285301,0.573395,2,solar
42,453,com,0.00285301,0.573395,2,solar
35,453,com,0.00285301,0.573395,2,solar
2,453,com,0.00285301,0.573395,2,solar
18,453,com,0.00285301,0.573395,2,solar
30,453,com,0.00285301,0.573395,2,solar
27,540,com,0.00285301,0.573395,2,solar
27,926,com,0.00285301,0.573395,2,solar
18,926,com,0.00285301,0.573395,2,solar
38,926,com,0.00285301,0.573395,2,solar
1,926,com,0.00285301,0.573395,2,solar
35,926,com,0.00285301,0.573395,2,solar
12,926,com,0.00285301,0.573395,2,solar
33,926,com,0.00285301,0.573395,2,solar
30,926,com,0.00285301,0.573395,2,solar
40,926,com,0.00285301,0.573395,2,solar
27,603,com,0.00285301,0.573395,2,solar
27,789,com,0.00285301,0.573395,2,solar
18,789,com,0.00285301,0.573395,2,solar
27,954,com,0.00285301,0.573395,2,solar
2,954,com,0.00285301,0.573395,2,solar
18,954,com,0.00285301,0.573395,2,solar
27,456,com,0.00285301,0.573395,2,solar
18,456,com,0.00285301,0.573395,2,solar
42,456,com,0.00285301,0.573395,2,solar
27,407,com,0.00285301,0.573395,2,solar
27,241,com,0.00285301,0.573395,2,solar
27,1052,com,0.00285301,0.573395,2,solar
35,1052,com,0.00285301,0.573395,2,solar
27,346,com,0.00285301,0.573395,2,solar
18,346,com,0.00285301,0.573395,2,solar
27,628,com,0.00285301,0.573395,2,solar
27,152,com,0.00285301,0.573395,2,solar
27,631,com,0.00285301,0.573395,2,solar
27,448,com,0.00285301,0.573395,2,solar
21,448,com,0.00285301,0.573395,2,solar
11,448,com,0.00285301,0.573395,2,solar
18,448,com,0.00285301,0.573395,2,solar
27,14,com,0.00285301,0.573395,2,solar
18,14,com,0.00285301,0.573395,2,solar
27,364,com,0.00285301,0.573395,2,solar
27,691,com,0.00285301,0.573395,2,solar
27,322,com,0.00285301,0.573395,2,solar
27,528,com,0.00285301,0.573395,2,solar
18,528,com,0.00285301,0.573395,2,solar
27,455,com,0.00285301,0.573395,2,solar
27,1003,com,0.00285301,0.573395,2,solar
12,1003,com,0.00285301,0.573395,2,solar
18,1003,com,0.00285301,0.573395,2,solar
27,264,com,0.00285301,0.573395,2,solar
27,820,com,0.00285301,0.573395,2,solar
27,399,com,0.00285301,0.573395,2,solar
27,671,com,0.00285301,0.573395,2,solar
27,857,com,0.00285301,0.573395,2,solar
27,374,com,0.00285301,0.573395,2,solar
27,202,com,0.00285301,0.573395,2,solar
27,634,com,0.00285301,0.573395,2,solar
27,188,com,0.00285301,0.573395,2,solar
18,188,com,0.00285301,0.573395,2,solar
27,120,com,0.00285301,0.573395,2,solar
27,447,com,0.00285301,0.573395,2,solar
27,554,com,0.00285301,0.573395,2,solar
27,883,com,0.00285301,0.573395,2,solar
33,883,com,0.00285301,0.573395,2,solar
12,883,com,0.00285301,0.573395,2,solar
38,883,com,0.00285301,0.573395,2,solar
18,883,com,0.00285301,0.573395,2,solar
27,117,com,0.00285301,0.573395,2,solar
15,117,com,0.00285301,0.573395,2,solar
18,117,com,0.00285301,0.573395,2,solar
27,787,com,0.00285301,0.573395,2,solar
27,769,com,0.00285301,0.573395,2,solar
18,769,com,0.00285301,0.573395,2,solar
27,962,com,0.00285301,0.573395,2,solar
27,247,com,0.00285301,0.573395,2,solar
27,450,com,0.00285301,0.573395,2,solar
38,450,com,0.00285301,0.573395,2,solar
18,450,com,0.00285301,0.573395,2,solar
27,713,com,0.00285301,0.573395,2,solar
18,713,com,0.00285301,0.573395,2,solar
27,694,com,0.00285301,0.573395,2,solar
27,1059,com,0.00285301,0.573395,2,solar
27,454,com,0.00285301,0.573395,2,solar
27,801,com,0.00285301,0.573395,2,solar
12,801,com,0.00285301,0.573395,2,solar
18,801,com,0.00285301,0.573395,2,solar
27,220,com,0.00285301,0.573395,2,solar
27,321,com,0.00285301,0.573395,2,solar
27,940,com,0.00285301,0.573395,2,solar
38,940,com,0.00285301,0.573395,2,solar
18,940,com,0.00285301,0.573395,2,solar
27,681,com,0.00285301,0.573395,2,solar
33,681,com,0.00285301,0.573395,2,solar
27,773,com,0.00285301,0.573395,2,solar
18,773,com,0.00285301,0.573395,2,solar
27,420,com,0.00285301,0.573395,2,solar
27,76,com,0.00285301,0.573395,2,solar
18,76,com,0.00285301,0.573395,2,solar
27,543,com,0.00285301,0.573395,2,solar
27,324,com,0.00285301,0.573395,2,solar
27,562,com,0.00285301,0.573395,2,solar
