sector_abbr,control_reg_id,nem_system_size_limit_kw,year
res,39,1000,2041
res,39,1000,2042
res,39,1000,2043
res,39,1000,2044
res,39,1000,2045
res,39,1000,2046
res,39,1000,2047
res,39,1000,2048
res,39,1000,2049
res,39,1000,2050
res,40,1000,2015
res,40,1000,2016
res,40,1000,2017
res,40,1000,2018
res,40,1000,2019
res,40,1000,2020
res,40,1000,2021
res,40,1000,2022
res,40,1000,2023
res,40,1000,2024
res,40,1000,2025
res,40,1000,2026
res,40,1000,2027
res,40,1000,2028
res,40,1000,2029
res,40,1000,2030
res,40,1000,2031
res,40,1000,2032
res,40,1000,2033
res,40,1000,2034
res,40,1000,2035
res,40,1000,2036
res,40,1000,2037
res,40,1000,2038
res,40,1000,2039
res,40,1000,2040
res,40,1000,2041
res,40,1000,2042
res,40,1000,2043
res,40,1000,2044
res,40,1000,2045
res,40,1000,2046
res,40,1000,2047
res,40,1000,2048
res,40,1000,2049
res,40,1000,2050
res,41,1000,2015
res,41,1000,2016
res,41,1000,2017
res,41,1000,2018
res,41,1000,2019
res,41,1000,2020
res,41,1000,2021
res,41,1000,2022
res,41,1000,2023
res,41,1000,2024
res,41,1000,2025
res,41,1000,2026
res,41,1000,2027
res,41,1000,2028
res,41,1000,2029
res,41,1000,2030
res,41,1000,2031
res,41,1000,2032
res,41,1000,2033
res,41,1000,2034
res,41,1000,2035
res,41,1000,2036
res,41,1000,2037
res,41,1000,2038
res,41,1000,2039
res,41,1000,2040
res,41,1000,2041
res,41,1000,2042
res,41,1000,2043
res,41,1000,2044
res,41,1000,2045
res,41,1000,2046
res,41,1000,2047
res,41,1000,2048
res,41,1000,2049
res,41,1000,2050
res,42,1000,2015
res,42,1000,2016
res,42,1000,2017
res,42,1000,2018
res,42,1000,2019
res,42,1000,2020
res,42,1000,2021
res,42,1000,2022
res,42,1000,2023
res,42,1000,2024
res,42,1000,2025
res,42,1000,2026
res,42,1000,2027
res,42,1000,2028
res,42,1000,2029
res,42,1000,2030
res,42,1000,2031
res,42,1000,2032
res,42,1000,2033
res,42,1000,2034
res,42,1000,2035
res,42,1000,2036
res,42,1000,2037
res,42,1000,2038
res,42,1000,2039
res,42,1000,2040
res,42,1000,2041
res,42,1000,2042
res,42,1000,2043
res,42,1000,2044
res,42,1000,2045
res,42,1000,2046
res,42,1000,2047
res,42,1000,2048
res,42,1000,2049
res,42,1000,2050
com,1,5000,2015
com,1,5000,2016
com,1,5000,2017
com,1,5000,2018
com,1,5000,2019
com,1,5000,2020
com,1,5000,2021
com,1,5000,2022
com,1,5000,2023
com,1,5000,2024
com,1,5000,2025
com,1,5000,2026
com,1,5000,2027
com,1,5000,2028
com,1,5000,2029
com,1,5000,2030
com,1,5000,2031
com,1,5000,2032
com,1,5000,2033
com,1,5000,2034
com,1,5000,2035
com,1,5000,2036
com,1,5000,2037
com,1,5000,2038
com,1,5000,2039
com,1,5000,2040
com,1,5000,2041
com,1,5000,2042
com,1,5000,2043
com,1,5000,2044
com,1,5000,2045
com,1,5000,2046
com,1,5000,2047
com,1,5000,2048
com,1,5000,2049
com,1,5000,2050
com,2,5000,2015
com,2,5000,2016
com,2,5000,2017
com,2,5000,2018
com,2,5000,2019
com,2,5000,2020
com,2,5000,2021
com,2,5000,2022
com,2,5000,2023
com,2,5000,2024
com,2,5000,2025
com,2,5000,2026
com,2,5000,2027
com,2,5000,2028
com,2,5000,2029
com,2,5000,2030
com,2,5000,2031
com,2,5000,2032
com,2,5000,2033
com,2,5000,2034
com,2,5000,2035
com,2,5000,2036
com,2,5000,2037
com,2,5000,2038
com,2,5000,2039
com,2,5000,2040
com,2,5000,2041
com,2,5000,2042
com,2,5000,2043
com,2,5000,2044
com,2,5000,2045
com,2,5000,2046
com,2,5000,2047
com,2,5000,2048
com,2,5000,2049
com,2,5000,2050
com,3,5000,2015
com,3,5000,2016
com,3,5000,2017
com,3,5000,2018
com,3,5000,2019
com,3,5000,2020
com,3,5000,2021
com,3,5000,2022
com,3,5000,2023
com,3,5000,2024
com,3,5000,2025
com,3,5000,2026
com,3,5000,2027
com,3,5000,2028
com,3,5000,2029
com,3,5000,2030
com,3,5000,2031
com,3,5000,2032
com,3,5000,2033
com,3,5000,2034
com,3,5000,2035
com,3,5000,2036
com,3,5000,2037
com,3,5000,2038
com,3,5000,2039
com,3,5000,2040
com,3,5000,2041
com,3,5000,2042
com,3,5000,2043
com,3,5000,2044
com,3,5000,2045
com,3,5000,2046
com,3,5000,2047
com,3,5000,2048
com,3,5000,2049
com,3,5000,2050
com,4,5000,2015
com,4,5000,2016
com,4,5000,2017
com,4,5000,2018
com,4,5000,2019
com,4,5000,2020
com,4,5000,2021
com,4,5000,2022
com,4,5000,2023
com,4,5000,2024
com,4,5000,2025
com,4,5000,2026
com,4,5000,2027
com,4,5000,2028
com,4,5000,2029
com,4,5000,2030
com,4,5000,2031
com,4,5000,2032
com,4,5000,2033
com,4,5000,2034
com,4,5000,2035
com,4,5000,2036
com,4,5000,2037
com,4,5000,2038
com,4,5000,2039
com,4,5000,2040
com,4,5000,2041
com,4,5000,2042
com,4,5000,2043
com,4,5000,2044
com,4,5000,2045
com,4,5000,2046
com,4,5000,2047
com,4,5000,2048
com,4,5000,2049
com,4,5000,2050
com,5,5000,2015
com,5,5000,2016
com,5,5000,2017
com,5,5000,2018
com,5,5000,2019
com,5,5000,2020
com,5,5000,2021
com,5,5000,2022
com,5,5000,2023
com,5,5000,2024
com,5,5000,2025
com,5,5000,2026
com,5,5000,2027
com,5,5000,2028
com,5,5000,2029
com,5,5000,2030
com,5,5000,2031
com,5,5000,2032
com,5,5000,2033
com,5,5000,2034
com,5,5000,2035
com,5,5000,2036
com,5,5000,2037
com,5,5000,2038
com,5,5000,2039
com,5,5000,2040
com,5,5000,2041
com,5,5000,2042
com,5,5000,2043
com,5,5000,2044
com,5,5000,2045
com,5,5000,2046
com,5,5000,2047
com,5,5000,2048
com,5,5000,2049
com,5,5000,2050
com,6,5000,2015
com,6,5000,2016
com,6,5000,2017
com,6,5000,2018
com,6,5000,2019
com,6,5000,2020
com,6,5000,2021
com,6,5000,2022
com,6,5000,2023
com,6,5000,2024
com,6,5000,2025
com,6,5000,2026
com,6,5000,2027
com,6,5000,2028
com,6,5000,2029
com,6,5000,2030
com,6,5000,2031
com,6,5000,2032
com,6,5000,2033
com,6,5000,2034
com,6,5000,2035
com,6,5000,2036
com,6,5000,2037
com,6,5000,2038
com,6,5000,2039
com,6,5000,2040
com,6,5000,2041
com,6,5000,2042
com,6,5000,2043
com,6,5000,2044
com,6,5000,2045
com,6,5000,2046
com,6,5000,2047
com,6,5000,2048
com,6,5000,2049
com,6,5000,2050
com,7,5000,2015
com,7,5000,2016
com,7,5000,2017
com,7,5000,2018
com,7,5000,2019
com,7,5000,2020
com,7,5000,2021
com,7,5000,2022
com,7,5000,2023
com,7,5000,2024
com,7,5000,2025
com,7,5000,2026
com,7,5000,2027
com,7,5000,2028
com,7,5000,2029
com,7,5000,2030
com,7,5000,2031
com,7,5000,2032
com,7,5000,2033
com,7,5000,2034
com,7,5000,2035
com,7,5000,2036
com,7,5000,2037
com,7,5000,2038
com,7,5000,2039
com,7,5000,2040
com,7,5000,2041
com,7,5000,2042
com,7,5000,2043
com,7,5000,2044
com,7,5000,2045
com,7,5000,2046
com,7,5000,2047
com,7,5000,2048
com,7,5000,2049
com,7,5000,2050
com,8,5000,2015
com,8,5000,2016
com,8,5000,2017
com,8,5000,2018
com,8,5000,2019
com,8,5000,2020
com,8,5000,2021
com,8,5000,2022
com,8,5000,2023
com,8,5000,2024
com,8,5000,2025
com,8,5000,2026
com,8,5000,2027
com,8,5000,2028
com,8,5000,2029
com,8,5000,2030
com,8,5000,2031
com,8,5000,2032
com,8,5000,2033
com,8,5000,2034
com,8,5000,2035
com,8,5000,2036
com,8,5000,2037
com,8,5000,2038
com,8,5000,2039
com,8,5000,2040
com,8,5000,2041
com,8,5000,2042
com,8,5000,2043
com,8,5000,2044
com,8,5000,2045
com,8,5000,2046
com,8,5000,2047
com,8,5000,2048
com,8,5000,2049
com,8,5000,2050
com,9,5000,2015
com,9,5000,2016
com,9,5000,2017
com,9,5000,2018
com,9,5000,2019
com,9,5000,2020
com,9,5000,2021
com,9,5000,2022
com,9,5000,2023
com,9,5000,2024
com,9,5000,2025
com,9,5000,2026
com,9,5000,2027
com,9,5000,2028
com,9,5000,2029
com,9,5000,2030
com,9,5000,2031
com,9,5000,2032
com,9,5000,2033
com,9,5000,2034
com,9,5000,2035
com,9,5000,2036
com,9,5000,2037
com,9,5000,2038
com,9,5000,2039
com,9,5000,2040
com,9,5000,2041
com,9,5000,2042
com,9,5000,2043
com,9,5000,2044
com,9,5000,2045
com,9,5000,2046
com,9,5000,2047
com,9,5000,2048
com,9,5000,2049
com,9,5000,2050
com,10,5000,2015
com,10,5000,2016
com,10,5000,2017
com,10,5000,2018
com,10,5000,2019
com,10,5000,2020
com,10,5000,2021
com,10,5000,2022
com,10,5000,2023
com,10,5000,2024
com,10,5000,2025
com,10,5000,2026
com,10,5000,2027
com,10,5000,2028
com,10,5000,2029
com,10,5000,2030
com,10,5000,2031
com,10,5000,2032
com,10,5000,2033
com,10,5000,2034
com,10,5000,2035
com,10,5000,2036
com,10,5000,2037
com,10,5000,2038
com,10,5000,2039
com,10,5000,2040
com,10,5000,2041
com,10,5000,2042
com,10,5000,2043
com,10,5000,2044
com,10,5000,2045
com,10,5000,2046
com,10,5000,2047
com,10,5000,2048
com,10,5000,2049
com,10,5000,2050
com,11,5000,2015
com,11,5000,2016
com,11,5000,2017
com,11,5000,2018
com,11,5000,2019
com,11,5000,2020
com,11,5000,2021
com,11,5000,2022
com,11,5000,2023
com,11,5000,2024
com,11,5000,2025
com,11,5000,2026
com,11,5000,2027
com,11,5000,2028
com,11,5000,2029
com,11,5000,2030
com,11,5000,2031
com,11,5000,2032
com,11,5000,2033
com,11,5000,2034
com,11,5000,2035
com,11,5000,2036
com,11,5000,2037
com,11,5000,2038
com,11,5000,2039
com,11,5000,2040
com,11,5000,2041
com,11,5000,2042
com,11,5000,2043
com,11,5000,2044
com,11,5000,2045
com,11,5000,2046
com,11,5000,2047
com,11,5000,2048
com,11,5000,2049
com,11,5000,2050
com,12,5000,2015
com,12,5000,2016
com,12,5000,2017
com,12,5000,2018
com,12,5000,2019
com,12,5000,2020
com,12,5000,2021
com,12,5000,2022
com,12,5000,2023
com,12,5000,2024
com,12,5000,2025
com,12,5000,2026
com,12,5000,2027
com,12,5000,2028
com,12,5000,2029
com,12,5000,2030
com,12,5000,2031
com,12,5000,2032
com,12,5000,2033
com,12,5000,2034
com,12,5000,2035
com,12,5000,2036
com,12,5000,2037
com,12,5000,2038
com,12,5000,2039
com,12,5000,2040
com,12,5000,2041
com,12,5000,2042
com,12,5000,2043
com,12,5000,2044
com,12,5000,2045
com,12,5000,2046
com,12,5000,2047
com,12,5000,2048
com,12,5000,2049
com,12,5000,2050
com,13,5000,2015
com,13,5000,2016
com,13,5000,2017
com,13,5000,2018
com,13,5000,2019
com,13,5000,2020
com,13,5000,2021
com,13,5000,2022
com,13,5000,2023
com,13,5000,2024
com,13,5000,2025
com,13,5000,2026
com,13,5000,2027
com,13,5000,2028
com,13,5000,2029
com,13,5000,2030
com,13,5000,2031
com,13,5000,2032
com,13,5000,2033
com,13,5000,2034
com,13,5000,2035
com,13,5000,2036
com,13,5000,2037
com,13,5000,2038
com,13,5000,2039
com,13,5000,2040
com,13,5000,2041
com,13,5000,2042
com,13,5000,2043
com,13,5000,2044
com,13,5000,2045
com,13,5000,2046
com,13,5000,2047
com,13,5000,2048
com,13,5000,2049
com,13,5000,2050
com,14,5000,2015
com,14,5000,2016
com,14,5000,2017
com,14,5000,2018
com,14,5000,2019
com,14,5000,2020
com,14,5000,2021
com,14,5000,2022
com,14,5000,2023
com,14,5000,2024
com,14,5000,2025
com,14,5000,2026
com,14,5000,2027
com,14,5000,2028
com,14,5000,2029
com,14,5000,2030
com,14,5000,2031
com,14,5000,2032
com,14,5000,2033
com,14,5000,2034
com,14,5000,2035
com,14,5000,2036
com,14,5000,2037
com,14,5000,2038
com,14,5000,2039
com,14,5000,2040
com,14,5000,2041
com,14,5000,2042
com,14,5000,2043
com,14,5000,2044
com,14,5000,2045
com,14,5000,2046
com,14,5000,2047
com,14,5000,2048
com,14,5000,2049
com,14,5000,2050
com,15,5000,2015
com,15,5000,2016
com,15,5000,2017
com,15,5000,2018
com,15,5000,2019
com,15,5000,2020
com,15,5000,2021
com,15,5000,2022
com,15,5000,2023
com,15,5000,2024
com,15,5000,2025
com,15,5000,2026
com,15,5000,2027
com,15,5000,2028
com,15,5000,2029
com,15,5000,2030
com,15,5000,2031
com,15,5000,2032
com,15,5000,2033
com,15,5000,2034
com,15,5000,2035
com,15,5000,2036
com,15,5000,2037
com,15,5000,2038
com,15,5000,2039
com,15,5000,2040
com,15,5000,2041
com,15,5000,2042
com,15,5000,2043
com,15,5000,2044
com,15,5000,2045
com,15,5000,2046
com,15,5000,2047
com,15,5000,2048
com,15,5000,2049
com,15,5000,2050
com,16,5000,2015
com,16,5000,2016
com,16,5000,2017
com,16,5000,2018
com,16,5000,2019
com,16,5000,2020
com,16,5000,2021
com,16,5000,2022
com,16,5000,2023
com,16,5000,2024
com,16,5000,2025
com,16,5000,2026
com,16,5000,2027
com,16,5000,2028
com,16,5000,2029
com,16,5000,2030
com,16,5000,2031
com,16,5000,2032
com,16,5000,2033
com,16,5000,2034
com,16,5000,2035
com,16,5000,2036
com,16,5000,2037
com,16,5000,2038
com,16,5000,2039
com,16,5000,2040
com,16,5000,2041
com,16,5000,2042
com,16,5000,2043
com,16,5000,2044
com,16,5000,2045
com,16,5000,2046
com,16,5000,2047
com,16,5000,2048
com,16,5000,2049
com,16,5000,2050
com,17,5000,2015
com,17,5000,2016
com,17,5000,2017
com,17,5000,2018
com,17,5000,2019
com,17,5000,2020
com,17,5000,2021
com,17,5000,2022
com,17,5000,2023
com,17,5000,2024
com,17,5000,2025
com,17,5000,2026
com,17,5000,2027
com,17,5000,2028
com,17,5000,2029
com,17,5000,2030
com,17,5000,2031
com,17,5000,2032
com,17,5000,2033
com,17,5000,2034
com,17,5000,2035
com,17,5000,2036
com,17,5000,2037
com,17,5000,2038
com,17,5000,2039
com,17,5000,2040
com,17,5000,2041
com,17,5000,2042
com,17,5000,2043
com,17,5000,2044
com,17,5000,2045
com,17,5000,2046
com,17,5000,2047
com,17,5000,2048
com,17,5000,2049
com,17,5000,2050
com,18,5000,2015
com,18,5000,2016
com,18,5000,2017
com,18,5000,2018
com,18,5000,2019
com,18,5000,2020
com,18,5000,2021
com,18,5000,2022
com,18,5000,2023
com,18,5000,2024
com,18,5000,2025
com,18,5000,2026
com,18,5000,2027
com,18,5000,2028
com,18,5000,2029
com,18,5000,2030
com,18,5000,2031
com,18,5000,2032
com,18,5000,2033
com,18,5000,2034
com,18,5000,2035
com,18,5000,2036
com,18,5000,2037
com,18,5000,2038
com,18,5000,2039
com,18,5000,2040
com,18,5000,2041
com,18,5000,2042
com,18,5000,2043
com,18,5000,2044
com,18,5000,2045
com,18,5000,2046
com,18,5000,2047
com,18,5000,2048
com,18,5000,2049
com,18,5000,2050
com,19,5000,2015
com,19,5000,2016
com,19,5000,2017
com,19,5000,2018
com,19,5000,2019
com,19,5000,2020
com,19,5000,2021
com,19,5000,2022
com,19,5000,2023
com,19,5000,2024
com,19,5000,2025
com,19,5000,2026
com,19,5000,2027
com,19,5000,2028
com,19,5000,2029
com,19,5000,2030
com,19,5000,2031
com,19,5000,2032
com,19,5000,2033
com,19,5000,2034
com,19,5000,2035
com,19,5000,2036
com,19,5000,2037
com,19,5000,2038
com,19,5000,2039
com,19,5000,2040
com,19,5000,2041
com,19,5000,2042
com,19,5000,2043
com,19,5000,2044
com,19,5000,2045
com,19,5000,2046
com,19,5000,2047
com,19,5000,2048
com,19,5000,2049
com,19,5000,2050
com,20,5000,2015
com,20,5000,2016
com,20,5000,2017
com,20,5000,2018
com,20,5000,2019
com,20,5000,2020
com,20,5000,2021
com,20,5000,2022
com,20,5000,2023
com,20,5000,2024
com,20,5000,2025
com,20,5000,2026
com,20,5000,2027
com,20,5000,2028
com,20,5000,2029
com,20,5000,2030
com,20,5000,2031
com,20,5000,2032
com,20,5000,2033
com,20,5000,2034
com,20,5000,2035
com,20,5000,2036
com,20,5000,2037
com,20,5000,2038
com,20,5000,2039
com,20,5000,2040
com,20,5000,2041
com,20,5000,2042
com,20,5000,2043
com,20,5000,2044
com,20,5000,2045
com,20,5000,2046
com,20,5000,2047
com,20,5000,2048
com,20,5000,2049
com,20,5000,2050
com,21,5000,2015
com,21,5000,2016
com,21,5000,2017
com,21,5000,2018
com,21,5000,2019
com,21,5000,2020
com,21,5000,2021
com,21,5000,2022
com,21,5000,2023
com,21,5000,2024
com,21,5000,2025
com,21,5000,2026
com,21,5000,2027
com,21,5000,2028
com,21,5000,2029
com,21,5000,2030
com,21,5000,2031
com,21,5000,2032
com,21,5000,2033
com,21,5000,2034
com,21,5000,2035
com,21,5000,2036
com,21,5000,2037
com,21,5000,2038
com,21,5000,2039
com,21,5000,2040
com,21,5000,2041
com,21,5000,2042
com,21,5000,2043
com,21,5000,2044
com,21,5000,2045
com,21,5000,2046
com,21,5000,2047
com,21,5000,2048
com,21,5000,2049
com,21,5000,2050
com,22,5000,2015
com,22,5000,2016
com,22,5000,2017
com,22,5000,2018
com,22,5000,2019
com,22,5000,2020
com,22,5000,2021
com,22,5000,2022
com,22,5000,2023
com,22,5000,2024
com,22,5000,2025
com,22,5000,2026
com,22,5000,2027
com,22,5000,2028
com,22,5000,2029
com,22,5000,2030
com,22,5000,2031
com,22,5000,2032
com,22,5000,2033
com,22,5000,2034
com,22,5000,2035
com,22,5000,2036
com,22,5000,2037
com,22,5000,2038
com,22,5000,2039
com,22,5000,2040
com,22,5000,2041
com,22,5000,2042
com,22,5000,2043
com,22,5000,2044
com,22,5000,2045
com,22,5000,2046
com,22,5000,2047
com,22,5000,2048
com,22,5000,2049
com,22,5000,2050
com,23,5000,2015
com,23,5000,2016
com,23,5000,2017
com,23,5000,2018
com,23,5000,2019
com,23,5000,2020
com,23,5000,2021
com,23,5000,2022
com,23,5000,2023
com,23,5000,2024
com,23,5000,2025
com,23,5000,2026
com,23,5000,2027
com,23,5000,2028
com,23,5000,2029
com,23,5000,2030
com,23,5000,2031
com,23,5000,2032
com,23,5000,2033
com,23,5000,2034
com,23,5000,2035
com,23,5000,2036
com,23,5000,2037
com,23,5000,2038
com,23,5000,2039
com,23,5000,2040
com,23,5000,2041
com,23,5000,2042
com,23,5000,2043
com,23,5000,2044
com,23,5000,2045
com,23,5000,2046
com,23,5000,2047
com,23,5000,2048
com,23,5000,2049
com,23,5000,2050
com,24,5000,2015
com,24,5000,2016
com,24,5000,2017
com,24,5000,2018
com,24,5000,2019
com,24,5000,2020
com,24,5000,2021
com,24,5000,2022
com,24,5000,2023
com,24,5000,2024
com,24,5000,2025
com,24,5000,2026
com,24,5000,2027
com,24,5000,2028
com,24,5000,2029
com,24,5000,2030
com,24,5000,2031
com,24,5000,2032
com,24,5000,2033
com,24,5000,2034
com,24,5000,2035
com,24,5000,2036
com,24,5000,2037
com,24,5000,2038
com,24,5000,2039
com,24,5000,2040
com,24,5000,2041
com,24,5000,2042
com,24,5000,2043
com,24,5000,2044
com,24,5000,2045
com,24,5000,2046
com,24,5000,2047
com,24,5000,2048
com,24,5000,2049
com,24,5000,2050
com,25,5000,2015
com,25,5000,2016
com,25,5000,2017
com,25,5000,2018
com,25,5000,2019
com,25,5000,2020
com,25,5000,2021
com,25,5000,2022
com,25,5000,2023
com,25,5000,2024
com,25,5000,2025
com,25,5000,2026
com,25,5000,2027
com,25,5000,2028
com,25,5000,2029
com,25,5000,2030
com,25,5000,2031
com,25,5000,2032
com,25,5000,2033
com,25,5000,2034
com,25,5000,2035
com,25,5000,2036
com,25,5000,2037
com,25,5000,2038
com,25,5000,2039
com,25,5000,2040
com,25,5000,2041
com,25,5000,2042
com,25,5000,2043
com,25,5000,2044
com,25,5000,2045
com,25,5000,2046
com,25,5000,2047
com,25,5000,2048
com,25,5000,2049
com,25,5000,2050
com,26,5000,2015
com,26,5000,2016
com,26,5000,2017
com,26,5000,2018
com,26,5000,2019
com,26,5000,2020
com,26,5000,2021
com,26,5000,2022
com,26,5000,2023
com,26,5000,2024
com,26,5000,2025
com,26,5000,2026
com,26,5000,2027
com,26,5000,2028
com,26,5000,2029
com,26,5000,2030
com,26,5000,2031
com,26,5000,2032
com,26,5000,2033
com,26,5000,2034
com,26,5000,2035
com,26,5000,2036
com,26,5000,2037
com,26,5000,2038
com,26,5000,2039
com,26,5000,2040
com,26,5000,2041
com,26,5000,2042
com,26,5000,2043
com,26,5000,2044
com,26,5000,2045
com,26,5000,2046
com,26,5000,2047
com,26,5000,2048
com,26,5000,2049
com,26,5000,2050
com,27,5000,2015
com,27,5000,2016
com,27,5000,2017
com,27,5000,2018
com,27,5000,2019
com,27,5000,2020
com,27,5000,2021
com,27,5000,2022
com,27,5000,2023
com,27,5000,2024
com,27,5000,2025
com,27,5000,2026
com,27,5000,2027
com,27,5000,2028
com,27,5000,2029
com,27,5000,2030
com,27,5000,2031
com,27,5000,2032
com,27,5000,2033
com,27,5000,2034
com,27,5000,2035
com,27,5000,2036
com,27,5000,2037
com,27,5000,2038
com,27,5000,2039
com,27,5000,2040
com,27,5000,2041
com,27,5000,2042
com,27,5000,2043
com,27,5000,2044
com,27,5000,2045
com,27,5000,2046
com,27,5000,2047
com,27,5000,2048
com,27,5000,2049
com,27,5000,2050
com,28,5000,2015
com,28,5000,2016
com,28,5000,2017
com,28,5000,2018
com,28,5000,2019
com,28,5000,2020
com,28,5000,2021
com,28,5000,2022
com,28,5000,2023
com,28,5000,2024
com,28,5000,2025
com,28,5000,2026
com,28,5000,2027
com,28,5000,2028
com,28,5000,2029
com,28,5000,2030
com,28,5000,2031
com,28,5000,2032
com,28,5000,2033
com,28,5000,2034
com,28,5000,2035
com,28,5000,2036
com,28,5000,2037
com,28,5000,2038
com,28,5000,2039
com,28,5000,2040
com,28,5000,2041
com,28,5000,2042
com,28,5000,2043
com,28,5000,2044
com,28,5000,2045
com,28,5000,2046
com,28,5000,2047
com,28,5000,2048
com,28,5000,2049
com,28,5000,2050
com,29,5000,2015
com,29,5000,2016
com,29,5000,2017
com,29,5000,2018
com,29,5000,2019
com,29,5000,2020
com,29,5000,2021
com,29,5000,2022
com,29,5000,2023
com,29,5000,2024
com,29,5000,2025
com,29,5000,2026
com,29,5000,2027
com,29,5000,2028
com,29,5000,2029
com,29,5000,2030
com,29,5000,2031
com,29,5000,2032
com,29,5000,2033
com,29,5000,2034
com,29,5000,2035
com,29,5000,2036
com,29,5000,2037
com,29,5000,2038
com,29,5000,2039
com,29,5000,2040
com,29,5000,2041
com,29,5000,2042
com,29,5000,2043
com,29,5000,2044
com,29,5000,2045
com,29,5000,2046
com,29,5000,2047
com,29,5000,2048
com,29,5000,2049
com,29,5000,2050
com,30,5000,2015
com,30,5000,2016
com,30,5000,2017
com,30,5000,2018
com,30,5000,2019
com,30,5000,2020
com,30,5000,2021
com,30,5000,2022
com,30,5000,2023
com,30,5000,2024
com,30,5000,2025
com,30,5000,2026
com,30,5000,2027
com,30,5000,2028
com,30,5000,2029
com,30,5000,2030
com,30,5000,2031
com,30,5000,2032
com,30,5000,2033
com,30,5000,2034
com,30,5000,2035
com,30,5000,2036
com,30,5000,2037
com,30,5000,2038
com,30,5000,2039
com,30,5000,2040
com,30,5000,2041
com,30,5000,2042
com,30,5000,2043
com,30,5000,2044
com,30,5000,2045
com,30,5000,2046
com,30,5000,2047
com,30,5000,2048
com,30,5000,2049
com,30,5000,2050
com,31,5000,2015
com,31,5000,2016
com,31,5000,2017
com,31,5000,2018
com,31,5000,2019
com,31,5000,2020
com,31,5000,2021
com,31,5000,2022
com,31,5000,2023
com,31,5000,2024
com,31,5000,2025
com,31,5000,2026
com,31,5000,2027
com,31,5000,2028
com,31,5000,2029
com,31,5000,2030
com,31,5000,2031
com,31,5000,2032
com,31,5000,2033
com,31,5000,2034
com,31,5000,2035
com,31,5000,2036
com,31,5000,2037
com,31,5000,2038
com,31,5000,2039
com,31,5000,2040
com,31,5000,2041
com,31,5000,2042
com,31,5000,2043
com,31,5000,2044
com,31,5000,2045
com,31,5000,2046
com,31,5000,2047
com,31,5000,2048
com,31,5000,2049
com,31,5000,2050
com,32,5000,2015
com,32,5000,2016
com,32,5000,2017
com,32,5000,2018
com,32,5000,2019
com,32,5000,2020
com,32,5000,2021
com,32,5000,2022
com,32,5000,2023
com,32,5000,2024
com,32,5000,2025
com,32,5000,2026
com,32,5000,2027
com,32,5000,2028
com,32,5000,2029
com,32,5000,2030
com,32,5000,2031
com,32,5000,2032
com,32,5000,2033
com,32,5000,2034
com,32,5000,2035
com,32,5000,2036
com,32,5000,2037
com,32,5000,2038
com,32,5000,2039
com,32,5000,2040
com,32,5000,2041
com,32,5000,2042
com,32,5000,2043
com,32,5000,2044
com,32,5000,2045
com,32,5000,2046
com,32,5000,2047
com,32,5000,2048
com,32,5000,2049
com,32,5000,2050
com,33,5000,2015
com,33,5000,2016
com,33,5000,2017
com,33,5000,2018
com,33,5000,2019
com,33,5000,2020
com,33,5000,2021
com,33,5000,2022
com,33,5000,2023
com,33,5000,2024
com,33,5000,2025
com,33,5000,2026
com,33,5000,2027
com,33,5000,2028
com,33,5000,2029
com,33,5000,2030
com,33,5000,2031
com,33,5000,2032
com,33,5000,2033
com,33,5000,2034
com,33,5000,2035
com,33,5000,2036
com,33,5000,2037
com,33,5000,2038
com,33,5000,2039
com,33,5000,2040
com,33,5000,2041
com,33,5000,2042
com,33,5000,2043
com,33,5000,2044
com,33,5000,2045
com,33,5000,2046
com,33,5000,2047
com,33,5000,2048
com,33,5000,2049
com,33,5000,2050
com,34,5000,2015
com,34,5000,2016
com,34,5000,2017
com,34,5000,2018
com,34,5000,2019
com,34,5000,2020
com,34,5000,2021
com,34,5000,2022
com,34,5000,2023
com,34,5000,2024
com,34,5000,2025
com,34,5000,2026
com,34,5000,2027
com,34,5000,2028
com,34,5000,2029
com,34,5000,2030
com,34,5000,2031
com,34,5000,2032
com,34,5000,2033
com,34,5000,2034
com,34,5000,2035
com,34,5000,2036
com,34,5000,2037
com,34,5000,2038
com,34,5000,2039
com,34,5000,2040
com,34,5000,2041
com,34,5000,2042
com,34,5000,2043
com,34,5000,2044
com,34,5000,2045
com,34,5000,2046
com,34,5000,2047
com,34,5000,2048
com,34,5000,2049
com,34,5000,2050
com,35,5000,2015
com,35,5000,2016
com,35,5000,2017
com,35,5000,2018
com,35,5000,2019
com,35,5000,2020
com,35,5000,2021
com,35,5000,2022
com,35,5000,2023
com,35,5000,2024
com,35,5000,2025
com,35,5000,2026
com,35,5000,2027
com,35,5000,2028
com,35,5000,2029
com,35,5000,2030
com,35,5000,2031
com,35,5000,2032
com,35,5000,2033
com,35,5000,2034
com,35,5000,2035
com,35,5000,2036
com,35,5000,2037
com,35,5000,2038
com,35,5000,2039
com,35,5000,2040
com,35,5000,2041
com,35,5000,2042
com,35,5000,2043
com,35,5000,2044
com,35,5000,2045
com,35,5000,2046
com,35,5000,2047
com,35,5000,2048
com,35,5000,2049
com,35,5000,2050
com,36,5000,2015
com,36,5000,2016
com,36,5000,2017
com,36,5000,2018
com,36,5000,2019
com,36,5000,2020
com,36,5000,2021
com,36,5000,2022
com,36,5000,2023
com,36,5000,2024
com,36,5000,2025
com,36,5000,2026
com,36,5000,2027
com,36,5000,2028
com,36,5000,2029
com,36,5000,2030
com,36,5000,2031
com,36,5000,2032
com,36,5000,2033
