sector_abbr,control_reg_id,nem_system_size_limit_kw,year
res,38,1000,2037
res,38,1000,2038
res,38,1000,2039
res,38,1000,2040
res,38,1000,2041
res,38,1000,2042
res,38,1000,2043
res,38,1000,2044
res,38,1000,2045
res,38,1000,2046
res,38,1000,2047
res,38,1000,2048
res,38,1000,2049
res,38,1000,2050
res,39,1000,2015
res,39,1000,2016
res,39,1000,2017
res,39,1000,2018
res,39,1000,2019
res,39,1000,2020
res,39,1000,2021
res,39,1000,2022
res,39,1000,2023
res,39,1000,2024
res,39,1000,2025
res,39,1000,2026
res,39,1000,2027
res,39,1000,2028
res,39,1000,2029
res,39,1000,2030
res,39,1000,2031
res,39,1000,2032
res,39,1000,2033
res,39,1000,2034
res,39,1000,2035
res,39,1000,2036
res,39,1000,2037
res,39,1000,2038
res,39,1000,2039
res,39,1000,2040
