control_reg,control_reg_id,state_id,state,sector_abbr,tariff_class,developable_roof_sqft,customers_in_bin,load_in_bin_kwh,load_per_customer_in_bin_kwh,max_demand_kw,avg_monthly_kwh,interconnection_limit,owner_occupancy_status,cap_cost_multiplier,developable_buildings_pct,bldg_size_class,rate_id_alias,elevation,unsub_cost,departamento,agent_id
EDCD,27,374,MANATI,com,comercial,3418.61464,9,152248,16916.44,24.463,1409.703333,5000,1,1,0.6,small,267,13,0.126177799,ATLANTICO,978
EDCD,27,202,SANTA ROSA,com,comercial,3418.61464,88,1277183,14513.44,205.217,1209.453333,5000,1,1,0.6,small,267,30,0.126177799,BOLIVAR,979
EDCD,27,202,SANTA ROSA,com,comercial,3418.61464,10,246642,24664.2,39.63,2055.35,5000,1,1,0.6,small,267,30,0.126177799,BOLIVAR,980
EDCD,27,634,CAMPO DE LA CRUZ,com,comercial,3418.61464,60,845132,14085.53,135.795,1173.794167,5000,1,1,0.6,small,267,2,0.126177799,ATLANTICO,981
EDCD,27,634,CAMPO DE LA CRUZ,com,comercial,3418.61464,5,15500,3100,2.491,258.3333333,5000,1,1,0.6,small,267,2,0.126177799,ATLANTICO,982
EDCD,27,634,CAMPO DE LA CRUZ,com,comercial,3418.61464,16,324064,20254,52.07,1687.833333,5000,1,1,0.6,small,267,2,0.126177799,ATLANTICO,983
EDCD,27,634,CAMPO DE LA CRUZ,com,comercial,3418.61464,2,3796,1898,0.61,158.1666667,5000,1,1,0.6,small,267,2,0.126177799,ATLANTICO,984
EDCD,27,188,LA PAZ,com,comercial,3418.61464,102,1510404,14807.88,242.691,1233.99,5000,1,1,0.6,small,267,156,0.126177799,CESAR,985
EDCD,27,188,LA PAZ,com,comercial,3418.61464,23,354911,15430.91,57.027,1285.909167,5000,1,1,0.6,small,267,156,0.126177799,CESAR,986
EDCD,27,188,LA PAZ,com,comercial,3418.61464,20,635756,31787.8,102.153,2648.983333,5000,1,1,0.6,small,267,156,0.126177799,CESAR,987
EDCD,27,188,LA PAZ,com,comercial,3418.61464,5,48280,9656,7.758,804.6666667,5000,1,1,0.6,small,267,156,0.126177799,CESAR,988
EDCD,27,120,SAN ESTANISLAO,com,comercial,3418.61464,50,459214,9184.28,73.786,765.3566667,5000,1,1,0.6,small,267,24,0.126177799,BOLIVAR,989
EDCD,27,120,SAN ESTANISLAO,com,comercial,3418.61464,13,184931,14225.46,29.715,1185.455,5000,1,1,0.6,small,267,24,0.126177799,BOLIVAR,990
EDCD,27,447,SOPLAVIENTO,com,comercial,3418.61464,25,149916,5996.64,24.088,499.72,5000,1,1,0.6,small,267,4,0.126177799,BOLIVAR,991
EDCD,27,447,SOPLAVIENTO,com,comercial,3418.61464,7,58772,8396,9.443,699.6666667,5000,1,1,0.6,small,267,4,0.126177799,BOLIVAR,992
EDCD,27,554,SAN CRISTOBAL,com,comercial,3418.61464,19,139342,7333.79,22.389,611.1491667,5000,1,1,0.6,small,267,3,0.126177799,BOLIVAR,993
EDCD,27,554,SAN CRISTOBAL,com,comercial,3418.61464,6,69494,11582.33,11.166,965.1941667,5000,1,1,0.6,small,267,3,0.126177799,BOLIVAR,994
EDCD,27,883,TURBACO,com,comercial,3418.61464,973,19394595,19932.78,3116.314,1661.065,5000,1,1,0.6,small,267,70,0.126177799,BOLIVAR,995
EDCD,27,883,TURBACO,com,comercial,3418.61464,37,2309328,62414.27,371.062,5201.189167,5000,1,1,0.6,small,267,70,0.126177799,BOLIVAR,996
EDCD,27,117,EL COPEY,com,comercial,3418.61464,161,1930004,11987.6,310.112,998.9666667,5000,1,1,0.6,small,267,156,0.126177799,CESAR,997
EDCD,27,117,EL COPEY,com,comercial,3418.61464,26,1170155,45005.96,188.02,3750.496667,5000,1,1,0.6,small,267,156,0.126177799,CESAR,998
EDCD,27,117,EL COPEY,com,comercial,3418.61464,15,248775,16585,39.973,1382.083333,5000,1,1,0.6,small,267,156,0.126177799,CESAR,999
EDCD,27,117,EL COPEY,com,comercial,3418.61464,7,52446,7492.29,8.427,624.3575,5000,1,1,0.6,small,267,156,0.126177799,CESAR,1000
EDCD,27,787,SANTA LUCIA,com,comercial,3418.61464,23,198079,8612.13,31.827,717.6775,5000,1,1,0.6,small,267,3,0.126177799,ATLANTICO,1001
EDCD,27,787,SANTA LUCIA,com,comercial,3418.61464,8,120110,15013.75,19.299,1251.145833,5000,1,1,0.6,small,267,3,0.126177799,ATLANTICO,1002
EDCD,27,769,CALAMAR,com,comercial,3418.61464,150,1789957,11933.05,287.609,994.4208333,5000,1,1,0.6,small,267,15,0.126177799,BOLIVAR,1003
EDCD,27,769,CALAMAR,com,comercial,3418.61464,17,408254,24014.94,65.598,2001.245,5000,1,1,0.6,small,267,15,0.126177799,BOLIVAR,1004
EDCD,27,962,SAN DIEGO,com,comercial,3418.61464,71,1292216,18200.23,207.633,1516.685833,5000,1,1,0.6,small,267,49,0.126177799,CESAR,1005
EDCD,27,962,SAN DIEGO,com,comercial,3418.61464,11,294546,26776.91,47.328,2231.409167,5000,1,1,0.6,small,267,49,0.126177799,CESAR,1006
EDCD,27,247,SUAN,com,comercial,3418.61464,42,680406,16200.14,109.327,1350.011667,5000,1,1,0.6,small,267,3,0.126177799,ATLANTICO,1007
EDCD,27,247,SUAN,com,comercial,3418.61464,13,623175,47936.54,100.131,3994.711667,5000,1,1,0.6,small,267,3,0.126177799,ATLANTICO,1008
EDCD,27,450,ARJONA,com,comercial,3418.61464,344,5209424,15143.67,837.048,1261.9725,5000,1,1,0.6,small,267,11,0.126177799,BOLIVAR,1009
EDCD,27,450,ARJONA,com,comercial,3418.61464,20,814416,40720.8,130.86,3393.4,5000,1,1,0.6,small,267,11,0.126177799,BOLIVAR,1010
EDCD,27,713,MAHATES,com,comercial,3418.61464,130,2071518,15934.75,332.85,1327.895833,5000,1,1,0.6,small,267,41,0.126177799,BOLIVAR,1011
EDCD,27,713,MAHATES,com,comercial,3418.61464,14,621863,44418.79,99.921,3701.565833,5000,1,1,0.6,small,267,41,0.126177799,BOLIVAR,1012
EDCD,27,694,TURBANA,com,comercial,3418.61464,64,2346146,36658.53,376.978,3054.8775,5000,1,1,0.6,small,267,10,0.126177799,BOLIVAR,1013
EDCD,27,694,TURBANA,com,comercial,3418.61464,10,144751,14475.1,23.259,1206.258333,5000,1,1,0.6,small,267,10,0.126177799,BOLIVAR,1014
EDCD,27,1059,PEDRAZA,com,comercial,3418.61464,9,184937,20548.56,29.716,1712.38,5000,1,1,0.6,small,267,17,0.126177799,MAGDALENA,1015
EDCD,27,1059,PEDRAZA,com,comercial,3418.61464,3,37505,12501.67,6.026,1041.805833,5000,1,1,0.6,small,267,17,0.126177799,MAGDALENA,1016
EDCD,27,454,CHIVOLO,com,comercial,3418.61464,67,564327,8422.79,90.676,701.8991667,5000,1,1,0.6,small,267,62,0.126177799,MAGDALENA,1017
EDCD,27,454,CHIVOLO,com,comercial,3418.61464,10,129665,12966.5,20.835,1080.541667,5000,1,1,0.6,small,267,62,0.126177799,MAGDALENA,1018
EDCD,27,801,AGUSTIN CODAZZI,com,comercial,3418.61464,430,4817119,11202.6,774.012,933.55,5000,1,1,0.6,small,267,157,0.126177799,CESAR,1019
EDCD,27,801,AGUSTIN CODAZZI,com,comercial,3418.61464,36,938104,26058.44,150.734,2171.536667,5000,1,1,0.6,small,267,157,0.126177799,CESAR,1020
EDCD,27,801,AGUSTIN CODAZZI,com,comercial,3418.61464,31,1572175,50715.32,252.616,4226.276667,5000,1,1,0.6,small,267,157,0.126177799,CESAR,1021
EDCD,27,801,AGUSTIN CODAZZI,com,comercial,3418.61464,5,51288,10257.6,8.241,854.8,5000,1,1,0.6,small,267,157,0.126177799,CESAR,1022
EDCD,27,220,EL GUAMO,com,comercial,3418.61464,24,184131,7672.12,29.586,639.3433333,5000,1,1,0.6,small,267,28,0.126177799,BOLIVAR,1023
EDCD,27,220,EL GUAMO,com,comercial,3418.61464,8,103676,12959.5,16.659,1079.958333,5000,1,1,0.6,small,267,28,0.126177799,BOLIVAR,1024
EDCD,27,321,SAN ONOFRE,com,comercial,3418.61464,209,3008099,14392.82,483.34,1199.401667,5000,1,1,0.6,small,267,34,0.126177799,SUCRE,1025
EDCD,27,321,SAN ONOFRE,com,comercial,3418.61464,22,817242,37147.36,131.314,3095.613333,5000,1,1,0.6,small,267,34,0.126177799,SUCRE,1026
EDCD,27,940,SAN JUAN NEPOMUCENO,com,comercial,3418.61464,293,2983611,10182.97,479.405,848.5808333,5000,1,1,0.6,small,267,115,0.126177799,BOLIVAR,1027
EDCD,27,940,SAN JUAN NEPOMUCENO,com,comercial,3418.61464,20,512460,25623,82.342,2135.25,5000,1,1,0.6,small,267,115,0.126177799,BOLIVAR,1028
EDCD,27,681,MARIA LA BAJA,com,comercial,3418.61464,259,3123070,12058.19,501.813,1004.849167,5000,1,1,0.6,small,267,15,0.126177799,BOLIVAR,1029
EDCD,27,681,MARIA LA BAJA,com,comercial,3418.61464,21,371305,17681.19,59.661,1473.4325,5000,1,1,0.6,small,267,15,0.126177799,BOLIVAR,1030
EDCD,27,773,BOSCONIA,com,comercial,3418.61464,444,7542569,16987.77,1211.936,1415.6475,5000,1,1,0.6,small,267,41,0.126177799,CESAR,1031
EDCD,27,773,BOSCONIA,com,comercial,3418.61464,32,1457621,45550.66,234.21,3795.888333,5000,1,1,0.6,small,267,41,0.126177799,CESAR,1032
EDCD,27,773,BOSCONIA,com,comercial,3418.61464,20,752883,37644.15,120.973,3137.0125,5000,1,1,0.6,small,267,41,0.126177799,CESAR,1033
EDCD,27,773,BOSCONIA,com,comercial,3418.61464,1,606,606,0.097,50.5,5000,1,1,0.6,small,267,41,0.126177799,CESAR,1034
EDCD,27,420,TENERIFE,com,comercial,3418.61464,28,138365,4941.61,22.232,411.8008333,5000,1,1,0.6,small,267,35,0.126177799,MAGDALENA,1035
EDCD,27,420,TENERIFE,com,comercial,3418.61464,2,17960,8980,2.886,748.3333333,5000,1,1,0.6,small,267,35,0.126177799,MAGDALENA,1036
EDCD,27,420,TENERIFE,com,comercial,3418.61464,10,182569,18256.9,29.335,1521.408333,5000,1,1,0.6,small,267,35,0.126177799,MAGDALENA,1037
EDCD,27,76,PLATO,com,comercial,3418.61464,440,4881271,11093.8,784.32,924.4833333,5000,1,1,0.6,small,267,45,0.126177799,MAGDALENA,1038
EDCD,27,76,PLATO,com,comercial,3418.61464,12,79366,6613.83,12.752,551.1525,5000,1,1,0.6,small,267,45,0.126177799,MAGDALENA,1039
EDCD,27,76,PLATO,com,comercial,3418.61464,28,1084790,38742.5,174.304,3228.541667,5000,1,1,0.6,small,267,45,0.126177799,MAGDALENA,1040
EDCD,27,76,PLATO,com,comercial,3418.61464,1,25236,25236,4.055,2103,5000,1,1,0.6,small,267,45,0.126177799,MAGDALENA,1041
EDCD,27,543,BECERRIL,com,comercial,3418.61464,82,1112649,13568.89,178.78,1130.740833,5000,1,1,0.6,small,267,236,0.126177799,CESAR,1042
EDCD,27,543,BECERRIL,com,comercial,3418.61464,15,724967,48331.13,116.487,4027.594167,5000,1,1,0.6,small,267,236,0.126177799,CESAR,1043
EDCD,27,324,SAN JACINTO,com,comercial,3418.61464,115,1588491,13812.97,255.238,1151.080833,5000,1,1,0.6,small,267,93,0.126177799,BOLIVAR,1044
EDCD,27,324,SAN JACINTO,com,comercial,3418.61464,15,286150,19076.67,45.978,1589.7225,5000,1,1,0.6,small,267,93,0.126177799,BOLIVAR,1045
EDCD,27,562,EL CARMEN DE BOLIVAR,com,comercial,3418.61464,612,5635277,9207.97,905.473,767.3308333,5000,1,1,0.6,small,267,136,0.126177799,BOLIVAR,1046
EDCD,27,562,EL CARMEN DE BOLIVAR,com,comercial,3418.61464,42,1149547,27370.17,184.709,2280.8475,5000,1,1,0.6,small,267,136,0.126177799,BOLIVAR,1047
EDCD,27,249,EL PASO,com,comercial,3418.61464,304,9794705,32219.42,1573.808,2684.951667,5000,1,1,0.6,small,267,22,0.126177799,CESAR,1048
EDCD,27,249,EL PASO,com,comercial,3418.61464,29,1910191,65868.66,306.929,5489.055,5000,1,1,0.6,small,267,22,0.126177799,CESAR,1049
EDCD,27,643,ZAMBRANO,com,comercial,3418.61464,55,477500,8681.82,76.724,723.485,5000,1,1,0.6,small,267,46,0.126177799,BOLIVAR,1050
EDCD,27,643,ZAMBRANO,com,comercial,3418.61464,10,180170,18017,28.95,1501.416667,5000,1,1,0.6,small,267,46,0.126177799,BOLIVAR,1051
EDCD,27,534,SANTA ANA,com,comercial,3418.61464,241,1619785,6721.1,260.266,560.0916667,5000,1,1,0.6,small,267,17,0.126177799,MAGDALENA,1052
EDCD,27,534,SANTA ANA,com,comercial,3418.61464,17,404259,23779.94,64.956,1981.661667,5000,1,1,0.6,small,267,17,0.126177799,MAGDALENA,1053
EDCD,27,51,OVEJAS,com,comercial,3418.61464,95,832199,8759.99,133.717,729.9991667,5000,1,1,0.6,small,267,107,0.126177799,SUCRE,1054
EDCD,27,51,OVEJAS,com,comercial,3418.61464,13,127803,9831,20.535,819.25,5000,1,1,0.6,small,267,107,0.126177799,SUCRE,1055
EDCD,27,1004,LA JAGUA DE IBIRICO,com,comercial,3418.61464,281,3659840,13024.34,588.061,1085.361667,5000,1,1,0.6,small,267,274,0.126177799,CESAR,1056
EDCD,27,1004,LA JAGUA DE IBIRICO,com,comercial,3418.61464,19,519876,27361.89,83.533,2280.1575,5000,1,1,0.6,small,267,274,0.126177799,CESAR,1057
EDCD,27,1004,LA JAGUA DE IBIRICO,com,comercial,3418.61464,32,1836081,57377.53,295.021,4781.460833,5000,1,1,0.6,small,267,274,0.126177799,CESAR,1058
EDCD,27,1004,LA JAGUA DE IBIRICO,com,comercial,3418.61464,43,959316,22309.67,154.142,1859.139167,5000,1,1,0.6,small,267,274,0.126177799,CESAR,1059
EDCD,27,646,CHALAN,com,comercial,3418.61464,9,86084,9564.89,13.832,797.0741667,5000,1,1,0.6,small,267,95,0.126177799,SUCRE,1060
EDCD,27,646,CHALAN,com,comercial,3418.61464,12,61274,5106.17,9.845,425.5141667,5000,1,1,0.6,small,267,95,0.126177799,SUCRE,1061
EDCD,27,178,CORDOBA,com,comercial,3418.61464,39,648614,16631.13,104.219,1385.9275,5000,1,1,0.6,small,267,37,0.126177799,BOLIVAR,1062
EDCD,27,178,CORDOBA,com,comercial,3418.61464,10,154212,15421.2,24.779,1285.1,5000,1,1,0.6,small,267,37,0.126177799,BOLIVAR,1063
EDCD,27,770,COLOSO,com,comercial,3418.61464,25,194272,7770.88,31.216,647.5733333,5000,1,1,0.6,small,267,102,0.126177799,SUCRE,1064
EDCD,27,770,COLOSO,com,comercial,3418.61464,24,135138,5630.75,21.714,469.2291667,5000,1,1,0.6,small,267,102,0.126177799,SUCRE,1065
EDCD,27,806,CHIRIGUANA,com,comercial,3418.61464,143,2191187,15322.99,352.079,1276.915833,5000,1,1,0.6,small,267,119,0.126177799,CESAR,1066
EDCD,27,806,CHIRIGUANA,com,comercial,3418.61464,28,1248168,44577.43,200.555,3714.785833,5000,1,1,0.6,small,267,119,0.126177799,CESAR,1067
EDCD,27,273,ASTREA,com,comercial,3418.61464,126,1167546,9266.24,187.601,772.1866667,5000,1,1,0.6,small,267,33,0.126177799,CESAR,1068
EDCD,27,273,ASTREA,com,comercial,3418.61464,25,650324,26012.96,104.494,2167.746667,5000,1,1,0.6,small,267,33,0.126177799,CESAR,1069
EDCD,27,825,SAN PEDRO,com,comercial,3418.61464,96,889771,9268.45,142.968,772.3708333,5000,1,1,0.6,small,267,61,0.126177799,SUCRE,1070
EDCD,27,825,SAN PEDRO,com,comercial,3418.61464,11,304355,27668.64,48.904,2305.72,5000,1,1,0.6,small,267,61,0.126177799,SUCRE,1071
EDCD,27,825,SAN PEDRO,com,comercial,3418.61464,11,200898,18263.45,32.28,1521.954167,5000,1,1,0.6,small,267,61,0.126177799,SUCRE,1072
EDCD,27,823,CHIMICHAGUA,com,comercial,3418.61464,128,1320568,10316.94,212.188,859.745,5000,1,1,0.6,small,267,73,0.126177799,CESAR,1073
EDCD,27,823,CHIMICHAGUA,com,comercial,3418.61464,20,434830,21741.5,69.868,1811.791667,5000,1,1,0.6,small,267,73,0.126177799,CESAR,1074
EDCD,27,239,LOS PALMITOS,com,comercial,3418.61464,37,267314,7224.7,42.952,602.0583333,5000,1,1,0.6,small,267,108,0.126177799,SUCRE,1075
EDCD,27,239,LOS PALMITOS,com,comercial,3418.61464,18,141420,7856.67,22.723,654.7225,5000,1,1,0.6,small,267,108,0.126177799,SUCRE,1076
EDCD,27,239,LOS PALMITOS,com,comercial,3418.61464,10,151688,15168.8,24.373,1264.066667,5000,1,1,0.6,small,267,108,0.126177799,SUCRE,1077
EDCD,27,239,LOS PALMITOS,com,comercial,3418.61464,4,69292,17323,11.134,1443.583333,5000,1,1,0.6,small,267,108,0.126177799,SUCRE,1078
EDCD,27,979,MORROA,com,comercial,3418.61464,35,670943,19169.8,107.807,1597.483333,5000,1,1,0.6,small,267,81,0.126177799,SUCRE,1079
EDCD,27,979,MORROA,com,comercial,3418.61464,11,169263,15387.55,27.197,1282.295833,5000,1,1,0.6,small,267,81,0.126177799,SUCRE,1080
EDCD,27,979,MORROA,com,comercial,3418.61464,16,239147,14946.69,38.426,1245.5575,5000,1,1,0.6,small,267,81,0.126177799,SUCRE,1081
EDCD,27,740,SAN SEBASTIAN DE BUENAVISTA,com,comercial,3418.61464,122,668167,5476.78,107.361,456.3983333,5000,1,1,0.6,small,267,17,0.126177799,MAGDALENA,1082
EDCD,27,740,SAN SEBASTIAN DE BUENAVISTA,com,comercial,3418.61464,13,207109,15931.46,33.278,1327.621667,5000,1,1,0.6,small,267,17,0.126177799,MAGDALENA,1083
EDCD,27,772,SAN ZENON,com,comercial,3418.61464,31,266296,8590.19,42.788,715.8491667,5000,1,1,0.6,small,267,4,0.126177799,MAGDALENA,1084
EDCD,27,772,SAN ZENON,com,comercial,3418.61464,8,134270,16783.75,21.574,1398.645833,5000,1,1,0.6,small,267,4,0.126177799,MAGDALENA,1085
EDCD,27,989,MAGANGUE,com,comercial,3418.61464,1849,14607458,7900.19,2347.119,658.3491667,5000,1,1,0.6,small,267,9,0.126177799,BOLIVAR,1086
EDCD,27,989,MAGANGUE,com,comercial,3418.61464,180,716924,3982.91,115.195,331.9091667,5000,1,1,0.6,small,267,9,0.126177799,BOLIVAR,1087
EDCD,27,989,MAGANGUE,com,comercial,3418.61464,48,2649656,55201.17,425.745,4600.0975,5000,1,1,0.6,small,267,9,0.126177799,BOLIVAR,1088
EDCD,27,989,MAGANGUE,com,comercial,3418.61464,7,49355,7050.71,7.93,587.5591667,5000,1,1,0.6,small,267,9,0.126177799,BOLIVAR,1089
EDCD,27,707,BUENAVISTA,com,comercial,3418.61464,26,274830,10570.38,44.16,880.865,5000,1,1,0.6,small,267,41,0.126177799,SUCRE,1090
EDCD,27,707,BUENAVISTA,com,comercial,3418.61464,26,274830,10570.38,44.16,880.865,5000,1,1,0.6,small,267,22,0.126177799,SUCRE,1091
EDCD,27,707,BUENAVISTA,com,comercial,3418.61464,4,12558,3139.5,2.018,261.625,5000,1,1,0.6,small,267,41,0.126177799,SUCRE,1092
EDCD,27,707,BUENAVISTA,com,comercial,3418.61464,4,12558,3139.5,2.018,261.625,5000,1,1,0.6,small,267,22,0.126177799,SUCRE,1093
EDCD,27,707,BUENAVISTA,com,comercial,3418.61464,9,130305,14478.33,20.937,1206.5275,5000,1,1,0.6,small,267,41,0.126177799,SUCRE,1094
EDCD,27,707,BUENAVISTA,com,comercial,3418.61464,9,130305,14478.33,20.937,1206.5275,5000,1,1,0.6,small,267,22,0.126177799,SUCRE,1095
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,79,598786,7579.57,96.213,631.6308333,5000,1,1,0.6,small,267,41,0.126177799,CORDOBA,1096
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,79,598786,7579.57,96.213,631.6308333,5000,1,1,0.6,small,267,22,0.126177799,CORDOBA,1097
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,47,1304691,27759.38,209.637,2313.281667,5000,1,1,0.6,small,267,41,0.126177799,CORDOBA,1098
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,47,1304691,27759.38,209.637,2313.281667,5000,1,1,0.6,small,267,22,0.126177799,CORDOBA,1099
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,14,216668,15476.29,34.814,1289.690833,5000,1,1,0.6,small,267,41,0.126177799,CORDOBA,1100
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,14,216668,15476.29,34.814,1289.690833,5000,1,1,0.6,small,267,22,0.126177799,CORDOBA,1101
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,3,1992,664,0.32,55.33333333,5000,1,1,0.6,small,267,41,0.126177799,CORDOBA,1102
EDCD,27,664,BUENAVISTA,com,comercial,3418.61464,3,1992,664,0.32,55.33333333,5000,1,1,0.6,small,267,22,0.126177799,CORDOBA,1103
EDCD,27,165,SAN ANTERO,com,comercial,3418.61464,166,1923389,11586.68,309.049,965.5566667,5000,1,1,0.6,small,267,28,0.126177799,CORDOBA,1104
EDCD,27,165,SAN ANTERO,com,comercial,3418.61464,53,658882,12431.74,105.869,1035.978333,5000,1,1,0.6,small,267,28,0.126177799,CORDOBA,1105
EDCD,27,165,SAN ANTERO,com,comercial,3418.61464,21,460642,21935.33,74.016,1827.944167,5000,1,1,0.6,small,267,28,0.126177799,CORDOBA,1106
EDCD,27,165,SAN ANTERO,com,comercial,3418.61464,10,70573,7057.3,11.34,588.1083333,5000,1,1,0.6,small,267,28,0.126177799,CORDOBA,1107
EDCD,27,726,SAN BERNARDO DEL VIENTO,com,comercial,3418.61464,212,1411911,6659.96,226.865,554.9966667,5000,1,1,0.6,small,267,5,0.126177799,CORDOBA,1108
EDCD,27,726,SAN BERNARDO DEL VIENTO,com,comercial,3418.61464,31,723243,23330.42,116.21,1944.201667,5000,1,1,0.6,small,267,5,0.126177799,CORDOBA,1109
EDCD,27,497,SINCELEJO,com,comercial,3418.61464,4929,67127533,13618.89,10786.018,1134.9075,5000,1,1,0.6,small,267,90,0.126177799,SUCRE,1110
EDCD,27,497,SINCELEJO,com,comercial,3418.61464,57,603124,10581.12,96.91,881.76,5000,1,1,0.6,small,267,90,0.126177799,SUCRE,1111
EDCD,27,497,SINCELEJO,com,comercial,3418.61464,150,10042609,66950.73,1613.641,5579.2275,5000,1,1,0.6,small,267,90,0.126177799,SUCRE,1112
EDCD,27,497,SINCELEJO,com,comercial,3418.61464,3,4170,1390,0.67,115.8333333,5000,1,1,0.6,small,267,90,0.126177799,SUCRE,1113
EDCD,27,759,TALAIGUA NUEVO,com,comercial,3418.61464,85,359523,4229.68,57.768,352.4733333,5000,1,1,0.6,small,267,4,0.126177799,BOLIVAR,1114
EDCD,27,759,TALAIGUA NUEVO,com,comercial,3418.61464,10,161065,16106.5,25.88,1342.208333,5000,1,1,0.6,small,267,4,0.126177799,BOLIVAR,1115
EDCD,27,385,PALMITO,com,comercial,3418.61464,32,155497,4859.28,24.985,404.94,5000,1,1,0.6,small,267,21,0.126177799,SUCRE,1116
EDCD,27,385,PALMITO,com,comercial,3418.61464,14,105634,7545.29,16.973,628.7741667,5000,1,1,0.6,small,267,21,0.126177799,SUCRE,1117
EDCD,27,55,SAN JUAN DE BETULIA,com,comercial,3418.61464,39,260631,6682.85,41.878,556.9041667,5000,1,1,0.6,small,267,58,0.126177799,SUCRE,1118
EDCD,27,55,SAN JUAN DE BETULIA,com,comercial,3418.61464,20,42917,2145.85,6.896,178.8208333,5000,1,1,0.6,small,267,58,0.126177799,SUCRE,1119
EDCD,27,55,SAN JUAN DE BETULIA,com,comercial,3418.61464,10,122566,12256.6,19.694,1021.383333,5000,1,1,0.6,small,267,58,0.126177799,SUCRE,1120
EDCD,27,590,CURUMANI,com,comercial,3418.61464,318,3127287,9834.24,502.491,819.52,5000,1,1,0.6,small,267,301,0.126177799,CESAR,1121
EDCD,27,590,CURUMANI,com,comercial,3418.61464,56,944327,16862.98,151.734,1405.248333,5000,1,1,0.6,small,267,301,0.126177799,CESAR,1122
EDCD,27,590,CURUMANI,com,comercial,3418.61464,20,610832,30541.6,98.148,2545.133333,5000,1,1,0.6,small,267,301,0.126177799,CESAR,1123
EDCD,27,590,CURUMANI,com,comercial,3418.61464,5,4298,859.6,0.691,71.63333333,5000,1,1,0.6,small,267,301,0.126177799,CESAR,1124
EDCD,27,755,GUAMAL,com,comercial,3418.61464,190,820253,4317.12,131.798,359.76,5000,1,1,0.6,small,267,13,0.126177799,MAGDALENA,1125
EDCD,27,755,GUAMAL,com,comercial,3418.61464,37,145906,3943.41,23.444,328.6175,5000,1,1,0.6,small,267,13,0.126177799,MAGDALENA,1126
EDCD,27,755,GUAMAL,com,comercial,3418.61464,16,296436,18527.25,47.631,1543.9375,5000,1,1,0.6,small,267,13,0.126177799,MAGDALENA,1127
EDCD,27,755,GUAMAL,com,comercial,3418.61464,3,4734,1578,0.761,131.5,5000,1,1,0.6,small,267,13,0.126177799,MAGDALENA,1128
EDCD,27,529,COROZAL,com,comercial,3418.61464,513,4946129,9641.58,794.742,803.465,5000,1,1,0.6,small,267,82,0.126177799,SUCRE,1129
EDCD,27,529,COROZAL,com,comercial,3418.61464,41,434410,10595.37,69.801,882.9475,5000,1,1,0.6,small,267,82,0.126177799,SUCRE,1130
EDCD,27,529,COROZAL,com,comercial,3418.61464,30,935886,31196.2,150.378,2599.683333,5000,1,1,0.6,small,267,82,0.126177799,SUCRE,1131
EDCD,27,529,COROZAL,com,comercial,3418.61464,7,11128,1589.71,1.788,132.4758333,5000,1,1,0.6,small,267,82,0.126177799,SUCRE,1132
EDCD,27,403,EL BANCO,com,comercial,3418.61464,838,5822094,6947.61,935.491,578.9675,5000,1,1,0.6,small,267,15,0.126177799,MAGDALENA,1133
EDCD,27,403,EL BANCO,com,comercial,3418.61464,12,366561,30546.75,58.899,2545.5625,5000,1,1,0.6,small,267,15,0.126177799,MAGDALENA,1134
EDCD,27,403,EL BANCO,com,comercial,3418.61464,28,910876,32531.29,146.359,2710.940833,5000,1,1,0.6,small,267,15,0.126177799,MAGDALENA,1135
EDCD,27,403,EL BANCO,com,comercial,3418.61464,2,36837,18418.5,5.919,1534.875,5000,1,1,0.6,small,267,15,0.126177799,MAGDALENA,1136
EDCD,27,948,LORICA,com,comercial,3418.61464,1188,12782850,10759.97,2053.942,896.6641667,5000,1,1,0.6,small,267,19,0.126177799,CORDOBA,1137
EDCD,27,948,LORICA,com,comercial,3418.61464,92,1972796,21443.43,316.988,1786.9525,5000,1,1,0.6,small,267,19,0.126177799,CORDOBA,1138
EDCD,27,495,MOMIL,com,comercial,3418.61464,96,1193328,12430.5,191.743,1035.875,5000,1,1,0.6,small,267,7,0.126177799,CORDOBA,1139
EDCD,27,495,MOMIL,com,comercial,3418.61464,19,220425,11601.32,35.418,966.7766667,5000,1,1,0.6,small,267,7,0.126177799,CORDOBA,1140
EDCD,27,146,MOMPOS,com,comercial,3418.61464,609,3748240,6154.75,602.265,512.8958333,5000,1,1,0.6,small,267,6,0.126177799,BOLIVAR,1141
EDCD,27,146,MOMPOS,com,comercial,3418.61464,18,744183,41343.5,119.575,3445.291667,5000,1,1,0.6,small,267,6,0.126177799,BOLIVAR,1142
EDCD,27,409,CICUCO,com,comercial,3418.61464,64,316517,4945.58,50.858,412.1316667,5000,1,1,0.6,small,267,3,0.126177799,BOLIVAR,1143
EDCD,27,409,CICUCO,com,comercial,3418.61464,18,88988,4943.78,14.299,411.9816667,5000,1,1,0.6,small,267,3,0.126177799,BOLIVAR,1144
