source,year,sector_abbr,control_reg_id,escalation_factor
Planning,2036,ind,36,1.21
Planning,2036,ind,37,1.21
Planning,2036,ind,38,1.21
Planning,2036,ind,39,1.21
Planning,2036,ind,40,1.21
Planning,2036,ind,41,1.21
Planning,2036,ind,42,1.21
Planning,2037,res,1,1.22
Planning,2037,res,2,1.22
Planning,2037,res,3,1.22
Planning,2037,res,4,1.22
Planning,2037,res,5,1.22
Planning,2037,res,6,1.22
Planning,2037,res,7,1.22
Planning,2037,res,8,1.22
Planning,2037,res,9,1.22
Planning,2037,res,10,1.22
Planning,2037,res,11,1.22
Planning,2037,res,12,1.22
Planning,2037,res,13,1.22
Planning,2037,res,14,1.22
Planning,2037,res,15,1.22
Planning,2037,res,16,1.22
Planning,2037,res,17,1.22
Planning,2037,res,18,1.22
Planning,2037,res,19,1.22
Planning,2037,res,20,1.22
Planning,2037,res,21,1.22
Planning,2037,res,22,1.22
Planning,2037,res,23,1.22
Planning,2037,res,24,1.22
Planning,2037,res,25,1.22
Planning,2037,res,26,1.22
Planning,2037,res,27,1.22
Planning,2037,res,28,1.22
Planning,2037,res,29,1.22
Planning,2037,res,30,1.22
Planning,2037,res,31,1.22
Planning,2037,res,32,1.22
Planning,2037,res,33,1.22
Planning,2037,res,34,1.22
Planning,2037,res,35,1.22
Planning,2037,res,36,1.22
Planning,2037,res,37,1.22
Planning,2037,res,38,1.22
Planning,2037,res,39,1.22
Planning,2037,res,40,1.22
Planning,2037,res,41,1.22
Planning,2037,res,42,1.22
Planning,2037,com,1,1.22
Planning,2037,com,2,1.22
Planning,2037,com,3,1.22
Planning,2037,com,4,1.22
Planning,2037,com,5,1.22
Planning,2037,com,6,1.22
Planning,2037,com,7,1.22
Planning,2037,com,8,1.22
Planning,2037,com,9,1.22
Planning,2037,com,10,1.22
Planning,2037,com,11,1.22
Planning,2037,com,12,1.22
Planning,2037,com,13,1.22
Planning,2037,com,14,1.22
Planning,2037,com,15,1.22
Planning,2037,com,16,1.22
Planning,2037,com,17,1.22
Planning,2037,com,18,1.22
Planning,2037,com,19,1.22
Planning,2037,com,20,1.22
Planning,2037,com,21,1.22
Planning,2037,com,22,1.22
Planning,2037,com,23,1.22
Planning,2037,com,24,1.22
Planning,2037,com,25,1.22
Planning,2037,com,26,1.22
Planning,2037,com,27,1.22
Planning,2037,com,28,1.22
Planning,2037,com,29,1.22
Planning,2037,com,30,1.22
Planning,2037,com,31,1.22
Planning,2037,com,32,1.22
Planning,2037,com,33,1.22
Planning,2037,com,34,1.22
Planning,2037,com,35,1.22
Planning,2037,com,36,1.22
Planning,2037,com,37,1.22
Planning,2037,com,38,1.22
Planning,2037,com,39,1.22
Planning,2037,com,40,1.22
Planning,2037,com,41,1.22
Planning,2037,com,42,1.22
Planning,2037,ind,1,1.22
Planning,2037,ind,2,1.22
Planning,2037,ind,3,1.22
Planning,2037,ind,4,1.22
Planning,2037,ind,5,1.22
Planning,2037,ind,6,1.22
Planning,2037,ind,7,1.22
Planning,2037,ind,8,1.22
Planning,2037,ind,9,1.22
Planning,2037,ind,10,1.22
Planning,2037,ind,11,1.22
Planning,2037,ind,12,1.22
Planning,2037,ind,13,1.22
Planning,2037,ind,14,1.22
Planning,2037,ind,15,1.22
Planning,2037,ind,16,1.22
Planning,2037,ind,17,1.22
Planning,2037,ind,18,1.22
Planning,2037,ind,19,1.22
Planning,2037,ind,20,1.22
Planning,2037,ind,21,1.22
Planning,2037,ind,22,1.22
Planning,2037,ind,23,1.22
Planning,2037,ind,24,1.22
Planning,2037,ind,25,1.22
Planning,2037,ind,26,1.22
Planning,2037,ind,27,1.22
Planning,2037,ind,28,1.22
Planning,2037,ind,29,1.22
Planning,2037,ind,30,1.22
Planning,2037,ind,31,1.22
Planning,2037,ind,32,1.22
Planning,2037,ind,33,1.22
Planning,2037,ind,34,1.22
Planning,2037,ind,35,1.22
Planning,2037,ind,36,1.22
Planning,2037,ind,37,1.22
Planning,2037,ind,38,1.22
Planning,2037,ind,39,1.22
Planning,2037,ind,40,1.22
Planning,2037,ind,41,1.22
Planning,2037,ind,42,1.22
Planning,2038,res,1,1.23
Planning,2038,res,2,1.23
Planning,2038,res,3,1.23
Planning,2038,res,4,1.23
Planning,2038,res,5,1.23
Planning,2038,res,6,1.23
Planning,2038,res,7,1.23
Planning,2038,res,8,1.23
Planning,2038,res,9,1.23
Planning,2038,res,10,1.23
Planning,2038,res,11,1.23
Planning,2038,res,12,1.23
Planning,2038,res,13,1.23
Planning,2038,res,14,1.23
Planning,2038,res,15,1.23
Planning,2038,res,16,1.23
Planning,2038,res,17,1.23
Planning,2038,res,18,1.23
Planning,2038,res,19,1.23
Planning,2038,res,20,1.23
Planning,2038,res,21,1.23
Planning,2038,res,22,1.23
Planning,2038,res,23,1.23
Planning,2038,res,24,1.23
Planning,2038,res,25,1.23
Planning,2038,res,26,1.23
Planning,2038,res,27,1.23
Planning,2038,res,28,1.23
Planning,2038,res,29,1.23
Planning,2038,res,30,1.23
Planning,2038,res,31,1.23
Planning,2038,res,32,1.23
Planning,2038,res,33,1.23
Planning,2038,res,34,1.23
Planning,2038,res,35,1.23
Planning,2038,res,36,1.23
Planning,2038,res,37,1.23
Planning,2038,res,38,1.23
Planning,2038,res,39,1.23
Planning,2038,res,40,1.23
Planning,2038,res,41,1.23
Planning,2038,res,42,1.23
Planning,2038,com,1,1.23
Planning,2038,com,2,1.23
Planning,2038,com,3,1.23
Planning,2038,com,4,1.23
Planning,2038,com,5,1.23
Planning,2038,com,6,1.23
Planning,2038,com,7,1.23
Planning,2038,com,8,1.23
Planning,2038,com,9,1.23
Planning,2038,com,10,1.23
Planning,2038,com,11,1.23
Planning,2038,com,12,1.23
Planning,2038,com,13,1.23
Planning,2038,com,14,1.23
Planning,2038,com,15,1.23
Planning,2038,com,16,1.23
Planning,2038,com,17,1.23
Planning,2038,com,18,1.23
Planning,2038,com,19,1.23
Planning,2038,com,20,1.23
Planning,2038,com,21,1.23
Planning,2038,com,22,1.23
Planning,2038,com,23,1.23
Planning,2038,com,24,1.23
Planning,2038,com,25,1.23
Planning,2038,com,26,1.23
Planning,2038,com,27,1.23
Planning,2038,com,28,1.23
Planning,2038,com,29,1.23
Planning,2038,com,30,1.23
Planning,2038,com,31,1.23
Planning,2038,com,32,1.23
Planning,2038,com,33,1.23
Planning,2038,com,34,1.23
Planning,2038,com,35,1.23
Planning,2038,com,36,1.23
Planning,2038,com,37,1.23
Planning,2038,com,38,1.23
Planning,2038,com,39,1.23
Planning,2038,com,40,1.23
Planning,2038,com,41,1.23
Planning,2038,com,42,1.23
Planning,2038,ind,1,1.23
Planning,2038,ind,2,1.23
Planning,2038,ind,3,1.23
Planning,2038,ind,4,1.23
Planning,2038,ind,5,1.23
Planning,2038,ind,6,1.23
Planning,2038,ind,7,1.23
Planning,2038,ind,8,1.23
Planning,2038,ind,9,1.23
Planning,2038,ind,10,1.23
Planning,2038,ind,11,1.23
Planning,2038,ind,12,1.23
Planning,2038,ind,13,1.23
Planning,2038,ind,14,1.23
Planning,2038,ind,15,1.23
Planning,2038,ind,16,1.23
Planning,2038,ind,17,1.23
Planning,2038,ind,18,1.23
Planning,2038,ind,19,1.23
Planning,2038,ind,20,1.23
Planning,2038,ind,21,1.23
Planning,2038,ind,22,1.23
Planning,2038,ind,23,1.23
Planning,2038,ind,24,1.23
Planning,2038,ind,25,1.23
Planning,2038,ind,26,1.23
Planning,2038,ind,27,1.23
Planning,2038,ind,28,1.23
Planning,2038,ind,29,1.23
Planning,2038,ind,30,1.23
Planning,2038,ind,31,1.23
Planning,2038,ind,32,1.23
Planning,2038,ind,33,1.23
Planning,2038,ind,34,1.23
Planning,2038,ind,35,1.23
Planning,2038,ind,36,1.23
Planning,2038,ind,37,1.23
Planning,2038,ind,38,1.23
Planning,2038,ind,39,1.23
Planning,2038,ind,40,1.23
Planning,2038,ind,41,1.23
Planning,2038,ind,42,1.23
Planning,2039,res,1,1.24
Planning,2039,res,2,1.24
Planning,2039,res,3,1.24
Planning,2039,res,4,1.24
Planning,2039,res,5,1.24
Planning,2039,res,6,1.24
Planning,2039,res,7,1.24
Planning,2039,res,8,1.24
Planning,2039,res,9,1.24
Planning,2039,res,10,1.24
Planning,2039,res,11,1.24
Planning,2039,res,12,1.24
Planning,2039,res,13,1.24
Planning,2039,res,14,1.24
Planning,2039,res,15,1.24
Planning,2039,res,16,1.24
Planning,2039,res,17,1.24
Planning,2039,res,18,1.24
Planning,2039,res,19,1.24
Planning,2039,res,20,1.24
Planning,2039,res,21,1.24
Planning,2039,res,22,1.24
Planning,2039,res,23,1.24
Planning,2039,res,24,1.24
Planning,2039,res,25,1.24
Planning,2039,res,26,1.24
Planning,2039,res,27,1.24
Planning,2039,res,28,1.24
Planning,2039,res,29,1.24
Planning,2039,res,30,1.24
Planning,2039,res,31,1.24
Planning,2039,res,32,1.24
Planning,2039,res,33,1.24
Planning,2039,res,34,1.24
Planning,2039,res,35,1.24
Planning,2039,res,36,1.24
Planning,2039,res,37,1.24
Planning,2039,res,38,1.24
Planning,2039,res,39,1.24
Planning,2039,res,40,1.24
Planning,2039,res,41,1.24
Planning,2039,res,42,1.24
Planning,2039,com,1,1.24
Planning,2039,com,2,1.24
Planning,2039,com,3,1.24
Planning,2039,com,4,1.24
Planning,2039,com,5,1.24
Planning,2039,com,6,1.24
Planning,2039,com,7,1.24
Planning,2039,com,8,1.24
Planning,2039,com,9,1.24
Planning,2039,com,10,1.24
Planning,2039,com,11,1.24
Planning,2039,com,12,1.24
Planning,2039,com,13,1.24
Planning,2039,com,14,1.24
Planning,2039,com,15,1.24
Planning,2039,com,16,1.24
Planning,2039,com,17,1.24
Planning,2039,com,18,1.24
Planning,2039,com,19,1.24
Planning,2039,com,20,1.24
Planning,2039,com,21,1.24
Planning,2039,com,22,1.24
Planning,2039,com,23,1.24
Planning,2039,com,24,1.24
Planning,2039,com,25,1.24
Planning,2039,com,26,1.24
Planning,2039,com,27,1.24
Planning,2039,com,28,1.24
Planning,2039,com,29,1.24
Planning,2039,com,30,1.24
Planning,2039,com,31,1.24
Planning,2039,com,32,1.24
Planning,2039,com,33,1.24
Planning,2039,com,34,1.24
Planning,2039,com,35,1.24
Planning,2039,com,36,1.24
Planning,2039,com,37,1.24
Planning,2039,com,38,1.24
Planning,2039,com,39,1.24
Planning,2039,com,40,1.24
Planning,2039,com,41,1.24
Planning,2039,com,42,1.24
Planning,2039,ind,1,1.24
Planning,2039,ind,2,1.24
Planning,2039,ind,3,1.24
Planning,2039,ind,4,1.24
Planning,2039,ind,5,1.24
Planning,2039,ind,6,1.24
Planning,2039,ind,7,1.24
Planning,2039,ind,8,1.24
Planning,2039,ind,9,1.24
Planning,2039,ind,10,1.24
Planning,2039,ind,11,1.24
Planning,2039,ind,12,1.24
Planning,2039,ind,13,1.24
Planning,2039,ind,14,1.24
Planning,2039,ind,15,1.24
Planning,2039,ind,16,1.24
Planning,2039,ind,17,1.24
Planning,2039,ind,18,1.24
Planning,2039,ind,19,1.24
Planning,2039,ind,20,1.24
Planning,2039,ind,21,1.24
Planning,2039,ind,22,1.24
Planning,2039,ind,23,1.24
Planning,2039,ind,24,1.24
Planning,2039,ind,25,1.24
Planning,2039,ind,26,1.24
Planning,2039,ind,27,1.24
Planning,2039,ind,28,1.24
Planning,2039,ind,29,1.24
Planning,2039,ind,30,1.24
Planning,2039,ind,31,1.24
Planning,2039,ind,32,1.24
Planning,2039,ind,33,1.24
Planning,2039,ind,34,1.24
Planning,2039,ind,35,1.24
Planning,2039,ind,36,1.24
Planning,2039,ind,37,1.24
Planning,2039,ind,38,1.24
Planning,2039,ind,39,1.24
Planning,2039,ind,40,1.24
Planning,2039,ind,41,1.24
Planning,2039,ind,42,1.24
Planning,2040,res,1,1.25
Planning,2040,res,2,1.25
Planning,2040,res,3,1.25
Planning,2040,res,4,1.25
Planning,2040,res,5,1.25
Planning,2040,res,6,1.25
Planning,2040,res,7,1.25
Planning,2040,res,8,1.25
Planning,2040,res,9,1.25
Planning,2040,res,10,1.25
Planning,2040,res,11,1.25
Planning,2040,res,12,1.25
Planning,2040,res,13,1.25
Planning,2040,res,14,1.25
Planning,2040,res,15,1.25
Planning,2040,res,16,1.25
Planning,2040,res,17,1.25
Planning,2040,res,18,1.25
Planning,2040,res,19,1.25
Planning,2040,res,20,1.25
Planning,2040,res,21,1.25
Planning,2040,res,22,1.25
Planning,2040,res,23,1.25
Planning,2040,res,24,1.25
Planning,2040,res,25,1.25
Planning,2040,res,26,1.25
Planning,2040,res,27,1.25
Planning,2040,res,28,1.25
Planning,2040,res,29,1.25
Planning,2040,res,30,1.25
Planning,2040,res,31,1.25
Planning,2040,res,32,1.25
Planning,2040,res,33,1.25
Planning,2040,res,34,1.25
Planning,2040,res,35,1.25
Planning,2040,res,36,1.25
Planning,2040,res,37,1.25
Planning,2040,res,38,1.25
Planning,2040,res,39,1.25
Planning,2040,res,40,1.25
Planning,2040,res,41,1.25
Planning,2040,res,42,1.25
Planning,2040,com,1,1.25
Planning,2040,com,2,1.25
Planning,2040,com,3,1.25
Planning,2040,com,4,1.25
Planning,2040,com,5,1.25
Planning,2040,com,6,1.25
Planning,2040,com,7,1.25
Planning,2040,com,8,1.25
Planning,2040,com,9,1.25
Planning,2040,com,10,1.25
Planning,2040,com,11,1.25
Planning,2040,com,12,1.25
Planning,2040,com,13,1.25
Planning,2040,com,14,1.25
Planning,2040,com,15,1.25
Planning,2040,com,16,1.25
Planning,2040,com,17,1.25
Planning,2040,com,18,1.25
Planning,2040,com,19,1.25
Planning,2040,com,20,1.25
Planning,2040,com,21,1.25
Planning,2040,com,22,1.25
Planning,2040,com,23,1.25
Planning,2040,com,24,1.25
Planning,2040,com,25,1.25
Planning,2040,com,26,1.25
Planning,2040,com,27,1.25
Planning,2040,com,28,1.25
Planning,2040,com,29,1.25
Planning,2040,com,30,1.25
Planning,2040,com,31,1.25
Planning,2040,com,32,1.25
Planning,2040,com,33,1.25
Planning,2040,com,34,1.25
Planning,2040,com,35,1.25
Planning,2040,com,36,1.25
Planning,2040,com,37,1.25
Planning,2040,com,38,1.25
Planning,2040,com,39,1.25
Planning,2040,com,40,1.25
Planning,2040,com,41,1.25
Planning,2040,com,42,1.25
Planning,2040,ind,1,1.25
Planning,2040,ind,2,1.25
Planning,2040,ind,3,1.25
Planning,2040,ind,4,1.25
Planning,2040,ind,5,1.25
Planning,2040,ind,6,1.25
Planning,2040,ind,7,1.25
Planning,2040,ind,8,1.25
Planning,2040,ind,9,1.25
Planning,2040,ind,10,1.25
Planning,2040,ind,11,1.25
Planning,2040,ind,12,1.25
Planning,2040,ind,13,1.25
Planning,2040,ind,14,1.25
Planning,2040,ind,15,1.25
Planning,2040,ind,16,1.25
Planning,2040,ind,17,1.25
Planning,2040,ind,18,1.25
Planning,2040,ind,19,1.25
Planning,2040,ind,20,1.25
Planning,2040,ind,21,1.25
Planning,2040,ind,22,1.25
Planning,2040,ind,23,1.25
Planning,2040,ind,24,1.25
Planning,2040,ind,25,1.25
Planning,2040,ind,26,1.25
Planning,2040,ind,27,1.25
Planning,2040,ind,28,1.25
Planning,2040,ind,29,1.25
Planning,2040,ind,30,1.25
Planning,2040,ind,31,1.25
Planning,2040,ind,32,1.25
Planning,2040,ind,33,1.25
Planning,2040,ind,34,1.25
Planning,2040,ind,35,1.25
Planning,2040,ind,36,1.25
Planning,2040,ind,37,1.25
Planning,2040,ind,38,1.25
Planning,2040,ind,39,1.25
Planning,2040,ind,40,1.25
Planning,2040,ind,41,1.25
Planning,2040,ind,42,1.25
Planning,2041,res,1,1.26
Planning,2041,res,2,1.26
Planning,2041,res,3,1.26
Planning,2041,res,4,1.26
Planning,2041,res,5,1.26
Planning,2041,res,6,1.26
Planning,2041,res,7,1.26
Planning,2041,res,8,1.26
Planning,2041,res,9,1.26
Planning,2041,res,10,1.26
Planning,2041,res,11,1.26
Planning,2041,res,12,1.26
Planning,2041,res,13,1.26
Planning,2041,res,14,1.26
Planning,2041,res,15,1.26
Planning,2041,res,16,1.26
Planning,2041,res,17,1.26
Planning,2041,res,18,1.26
Planning,2041,res,19,1.26
Planning,2041,res,20,1.26
Planning,2041,res,21,1.26
Planning,2041,res,22,1.26
Planning,2041,res,23,1.26
Planning,2041,res,24,1.26
Planning,2041,res,25,1.26
Planning,2041,res,26,1.26
Planning,2041,res,27,1.26
Planning,2041,res,28,1.26
Planning,2041,res,29,1.26
Planning,2041,res,30,1.26
Planning,2041,res,31,1.26
Planning,2041,res,32,1.26
Planning,2041,res,33,1.26
Planning,2041,res,34,1.26
Planning,2041,res,35,1.26
Planning,2041,res,36,1.26
Planning,2041,res,37,1.26
Planning,2041,res,38,1.26
Planning,2041,res,39,1.26
Planning,2041,res,40,1.26
Planning,2041,res,41,1.26
Planning,2041,res,42,1.26
Planning,2041,com,1,1.26
Planning,2041,com,2,1.26
Planning,2041,com,3,1.26
Planning,2041,com,4,1.26
Planning,2041,com,5,1.26
Planning,2041,com,6,1.26
Planning,2041,com,7,1.26
Planning,2041,com,8,1.26
Planning,2041,com,9,1.26
Planning,2041,com,10,1.26
Planning,2041,com,11,1.26
Planning,2041,com,12,1.26
Planning,2041,com,13,1.26
Planning,2041,com,14,1.26
Planning,2041,com,15,1.26
Planning,2041,com,16,1.26
Planning,2041,com,17,1.26
Planning,2041,com,18,1.26
Planning,2041,com,19,1.26
Planning,2041,com,20,1.26
Planning,2041,com,21,1.26
Planning,2041,com,22,1.26
Planning,2041,com,23,1.26
Planning,2041,com,24,1.26
Planning,2041,com,25,1.26
Planning,2041,com,26,1.26
Planning,2041,com,27,1.26
Planning,2041,com,28,1.26
Planning,2041,com,29,1.26
Planning,2041,com,30,1.26
Planning,2041,com,31,1.26
Planning,2041,com,32,1.26
Planning,2041,com,33,1.26
Planning,2041,com,34,1.26
Planning,2041,com,35,1.26
Planning,2041,com,36,1.26
Planning,2041,com,37,1.26
Planning,2041,com,38,1.26
Planning,2041,com,39,1.26
Planning,2041,com,40,1.26
Planning,2041,com,41,1.26
Planning,2041,com,42,1.26
Planning,2041,ind,1,1.26
Planning,2041,ind,2,1.26
Planning,2041,ind,3,1.26
Planning,2041,ind,4,1.26
Planning,2041,ind,5,1.26
Planning,2041,ind,6,1.26
Planning,2041,ind,7,1.26
Planning,2041,ind,8,1.26
Planning,2041,ind,9,1.26
Planning,2041,ind,10,1.26
Planning,2041,ind,11,1.26
Planning,2041,ind,12,1.26
Planning,2041,ind,13,1.26
Planning,2041,ind,14,1.26
Planning,2041,ind,15,1.26
Planning,2041,ind,16,1.26
Planning,2041,ind,17,1.26
Planning,2041,ind,18,1.26
Planning,2041,ind,19,1.26
Planning,2041,ind,20,1.26
Planning,2041,ind,21,1.26
Planning,2041,ind,22,1.26
Planning,2041,ind,23,1.26
Planning,2041,ind,24,1.26
Planning,2041,ind,25,1.26
Planning,2041,ind,26,1.26
Planning,2041,ind,27,1.26
Planning,2041,ind,28,1.26
Planning,2041,ind,29,1.26
Planning,2041,ind,30,1.26
Planning,2041,ind,31,1.26
Planning,2041,ind,32,1.26
Planning,2041,ind,33,1.26
Planning,2041,ind,34,1.26
Planning,2041,ind,35,1.26
Planning,2041,ind,36,1.26
Planning,2041,ind,37,1.26
Planning,2041,ind,38,1.26
Planning,2041,ind,39,1.26
Planning,2041,ind,40,1.26
Planning,2041,ind,41,1.26
Planning,2041,ind,42,1.26
Planning,2042,res,1,1.27
Planning,2042,res,2,1.27
Planning,2042,res,3,1.27
Planning,2042,res,4,1.27
Planning,2042,res,5,1.27
Planning,2042,res,6,1.27
Planning,2042,res,7,1.27
Planning,2042,res,8,1.27
Planning,2042,res,9,1.27
Planning,2042,res,10,1.27
Planning,2042,res,11,1.27
Planning,2042,res,12,1.27
Planning,2042,res,13,1.27
Planning,2042,res,14,1.27
Planning,2042,res,15,1.27
Planning,2042,res,16,1.27
Planning,2042,res,17,1.27
Planning,2042,res,18,1.27
Planning,2042,res,19,1.27
Planning,2042,res,20,1.27
Planning,2042,res,21,1.27
Planning,2042,res,22,1.27
Planning,2042,res,23,1.27
Planning,2042,res,24,1.27
Planning,2042,res,25,1.27
Planning,2042,res,26,1.27
Planning,2042,res,27,1.27
Planning,2042,res,28,1.27
Planning,2042,res,29,1.27
Planning,2042,res,30,1.27
Planning,2042,res,31,1.27
Planning,2042,res,32,1.27
Planning,2042,res,33,1.27
Planning,2042,res,34,1.27
Planning,2042,res,35,1.27
Planning,2042,res,36,1.27
Planning,2042,res,37,1.27
Planning,2042,res,38,1.27
Planning,2042,res,39,1.27
Planning,2042,res,40,1.27
Planning,2042,res,41,1.27
Planning,2042,res,42,1.27
Planning,2042,com,1,1.27
Planning,2042,com,2,1.27
Planning,2042,com,3,1.27
Planning,2042,com,4,1.27
Planning,2042,com,5,1.27
Planning,2042,com,6,1.27
Planning,2042,com,7,1.27
Planning,2042,com,8,1.27
Planning,2042,com,9,1.27
Planning,2042,com,10,1.27
Planning,2042,com,11,1.27
Planning,2042,com,12,1.27
Planning,2042,com,13,1.27
Planning,2042,com,14,1.27
Planning,2042,com,15,1.27
Planning,2042,com,16,1.27
Planning,2042,com,17,1.27
Planning,2042,com,18,1.27
Planning,2042,com,19,1.27
Planning,2042,com,20,1.27
Planning,2042,com,21,1.27
Planning,2042,com,22,1.27
Planning,2042,com,23,1.27
Planning,2042,com,24,1.27
Planning,2042,com,25,1.27
Planning,2042,com,26,1.27
Planning,2042,com,27,1.27
Planning,2042,com,28,1.27
Planning,2042,com,29,1.27
Planning,2042,com,30,1.27
Planning,2042,com,31,1.27
Planning,2042,com,32,1.27
Planning,2042,com,33,1.27
Planning,2042,com,34,1.27
Planning,2042,com,35,1.27
Planning,2042,com,36,1.27
Planning,2042,com,37,1.27
Planning,2042,com,38,1.27
Planning,2042,com,39,1.27
Planning,2042,com,40,1.27
Planning,2042,com,41,1.27
Planning,2042,com,42,1.27
Planning,2042,ind,1,1.27
Planning,2042,ind,2,1.27
Planning,2042,ind,3,1.27
Planning,2042,ind,4,1.27
Planning,2042,ind,5,1.27
Planning,2042,ind,6,1.27
Planning,2042,ind,7,1.27
Planning,2042,ind,8,1.27
Planning,2042,ind,9,1.27
Planning,2042,ind,10,1.27
Planning,2042,ind,11,1.27
Planning,2042,ind,12,1.27
Planning,2042,ind,13,1.27
Planning,2042,ind,14,1.27
Planning,2042,ind,15,1.27
Planning,2042,ind,16,1.27
Planning,2042,ind,17,1.27
Planning,2042,ind,18,1.27
Planning,2042,ind,19,1.27
Planning,2042,ind,20,1.27
Planning,2042,ind,21,1.27
Planning,2042,ind,22,1.27
Planning,2042,ind,23,1.27
Planning,2042,ind,24,1.27
Planning,2042,ind,25,1.27
Planning,2042,ind,26,1.27
Planning,2042,ind,27,1.27
Planning,2042,ind,28,1.27
Planning,2042,ind,29,1.27
Planning,2042,ind,30,1.27
Planning,2042,ind,31,1.27
Planning,2042,ind,32,1.27
Planning,2042,ind,33,1.27
Planning,2042,ind,34,1.27
Planning,2042,ind,35,1.27
Planning,2042,ind,36,1.27
Planning,2042,ind,37,1.27
Planning,2042,ind,38,1.27
Planning,2042,ind,39,1.27
Planning,2042,ind,40,1.27
Planning,2042,ind,41,1.27
Planning,2042,ind,42,1.27
Planning,2043,res,1,1.28
Planning,2043,res,2,1.28
Planning,2043,res,3,1.28
Planning,2043,res,4,1.28
Planning,2043,res,5,1.28
Planning,2043,res,6,1.28
Planning,2043,res,7,1.28
Planning,2043,res,8,1.28
Planning,2043,res,9,1.28
Planning,2043,res,10,1.28
Planning,2043,res,11,1.28
Planning,2043,res,12,1.28
Planning,2043,res,13,1.28
Planning,2043,res,14,1.28
Planning,2043,res,15,1.28
Planning,2043,res,16,1.28
Planning,2043,res,17,1.28
Planning,2043,res,18,1.28
Planning,2043,res,19,1.28
Planning,2043,res,20,1.28
Planning,2043,res,21,1.28
Planning,2043,res,22,1.28
Planning,2043,res,23,1.28
Planning,2043,res,24,1.28
Planning,2043,res,25,1.28
Planning,2043,res,26,1.28
Planning,2043,res,27,1.28
Planning,2043,res,28,1.28
Planning,2043,res,29,1.28
Planning,2043,res,30,1.28
Planning,2043,res,31,1.28
Planning,2043,res,32,1.28
Planning,2043,res,33,1.28
Planning,2043,res,34,1.28
Planning,2043,res,35,1.28
Planning,2043,res,36,1.28
Planning,2043,res,37,1.28
Planning,2043,res,38,1.28
Planning,2043,res,39,1.28
Planning,2043,res,40,1.28
Planning,2043,res,41,1.28
Planning,2043,res,42,1.28
Planning,2043,com,1,1.28
Planning,2043,com,2,1.28
Planning,2043,com,3,1.28
Planning,2043,com,4,1.28
Planning,2043,com,5,1.28
Planning,2043,com,6,1.28
Planning,2043,com,7,1.28
Planning,2043,com,8,1.28
Planning,2043,com,9,1.28
Planning,2043,com,10,1.28
Planning,2043,com,11,1.28
Planning,2043,com,12,1.28
Planning,2043,com,13,1.28
Planning,2043,com,14,1.28
Planning,2043,com,15,1.28
Planning,2043,com,16,1.28
Planning,2043,com,17,1.28
Planning,2043,com,18,1.28
Planning,2043,com,19,1.28
Planning,2043,com,20,1.28
Planning,2043,com,21,1.28
Planning,2043,com,22,1.28
Planning,2043,com,23,1.28
Planning,2043,com,24,1.28
Planning,2043,com,25,1.28
Planning,2043,com,26,1.28
Planning,2043,com,27,1.28
Planning,2043,com,28,1.28
Planning,2043,com,29,1.28
Planning,2043,com,30,1.28
Planning,2043,com,31,1.28
Planning,2043,com,32,1.28
Planning,2043,com,33,1.28
Planning,2043,com,34,1.28
Planning,2043,com,35,1.28
Planning,2043,com,36,1.28
Planning,2043,com,37,1.28
Planning,2043,com,38,1.28
Planning,2043,com,39,1.28
Planning,2043,com,40,1.28
Planning,2043,com,41,1.28
Planning,2043,com,42,1.28
Planning,2043,ind,1,1.28
Planning,2043,ind,2,1.28
Planning,2043,ind,3,1.28
Planning,2043,ind,4,1.28
Planning,2043,ind,5,1.28
Planning,2043,ind,6,1.28
Planning,2043,ind,7,1.28
Planning,2043,ind,8,1.28
Planning,2043,ind,9,1.28
Planning,2043,ind,10,1.28
Planning,2043,ind,11,1.28
Planning,2043,ind,12,1.28
Planning,2043,ind,13,1.28
Planning,2043,ind,14,1.28
Planning,2043,ind,15,1.28
Planning,2043,ind,16,1.28
Planning,2043,ind,17,1.28
Planning,2043,ind,18,1.28
Planning,2043,ind,19,1.28
Planning,2043,ind,20,1.28
Planning,2043,ind,21,1.28
Planning,2043,ind,22,1.28
Planning,2043,ind,23,1.28
Planning,2043,ind,24,1.28
Planning,2043,ind,25,1.28
Planning,2043,ind,26,1.28
Planning,2043,ind,27,1.28
Planning,2043,ind,28,1.28
Planning,2043,ind,29,1.28
Planning,2043,ind,30,1.28
Planning,2043,ind,31,1.28
Planning,2043,ind,32,1.28
Planning,2043,ind,33,1.28
Planning,2043,ind,34,1.28
Planning,2043,ind,35,1.28
Planning,2043,ind,36,1.28
Planning,2043,ind,37,1.28
Planning,2043,ind,38,1.28
Planning,2043,ind,39,1.28
Planning,2043,ind,40,1.28
Planning,2043,ind,41,1.28
Planning,2043,ind,42,1.28
Planning,2044,res,1,1.29
Planning,2044,res,2,1.29
Planning,2044,res,3,1.29
Planning,2044,res,4,1.29
Planning,2044,res,5,1.29
Planning,2044,res,6,1.29
Planning,2044,res,7,1.29
Planning,2044,res,8,1.29
Planning,2044,res,9,1.29
Planning,2044,res,10,1.29
Planning,2044,res,11,1.29
Planning,2044,res,12,1.29
Planning,2044,res,13,1.29
Planning,2044,res,14,1.29
Planning,2044,res,15,1.29
Planning,2044,res,16,1.29
Planning,2044,res,17,1.29
Planning,2044,res,18,1.29
Planning,2044,res,19,1.29
Planning,2044,res,20,1.29
Planning,2044,res,21,1.29
Planning,2044,res,22,1.29
