agent_id,control_reg,control_reg_id,state_id,state,sector_abbr,tariff_class,customers_in_bin,load_in_bin_kwh,load_per_customer_in_bin_kwh,max_demand_kw,avg_monthly_kwh,owner_occupancy_status,cap_cost_multiplier,developable_buildings_pct,bldg_size_class,rate_id_alias
530,Oriental,2,17,Morelos,res,DB2,8035,42771690,5323.172371,7128,399,1,1,0.6,small,83
531,Oriental,2,17,Morelos,ind,GDMTH,639,606959539,949858.4335,7128,71163,1,1,0.6,small,81
532,Oriental,2,17,Morelos,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
533,Oriental,2,17,Morelos,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
534,Oriental,2,17,Morelos,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
535,Oriental,2,17,Morelos,ind,DIST,4,264208828,66052207,7128,4948621,1,1,0.6,small,76
536,Oriental,2,17,Morelos,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
537,Oriental,2,17,Morelos,ind,DIST,2,200135836,100067918,7128,7497072,1,1,0.6,small,76
538,Oriental,2,17,Morelos,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
539,Oriental,2,17,Morelos,ind,DIT,3,406283085,135427695,7128,10146221,1,1,0.6,small,72
540,Oriental,2,17,Morelos,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
541,Oriental,2,17,Morelos,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
542,Oriental,2,17,Morelos,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
543,Oriental,2,17,Morelos,ind,GDMTO,2626,201897840,76884.17365,7128,5760,1,1,0.6,small,82
544,Oriental,2,17,Morelos,ind,GDMTO,0,0,0,7128,0,1,1,0.6,small,82
545,Occidental,3,18,Nayarit,res,DB2,8237,5847823.8,709.9458298,9351,53,1,1,0.6,small,191
546,Occidental,3,18,Nayarit,com,GDBT,45312,132679976,2928.142126,9351,219,1,1,0.6,small,181
547,Occidental,3,18,Nayarit,com,GDBT,41,1519917.9,37071.16829,9351,2777,1,1,0.6,small,181
548,Occidental,3,18,Nayarit,com,APBT,1,0,0,9351,0,1,1,0.6,small,185
549,Occidental,3,18,Nayarit,com,GDBT,501,29744419,59370.0978,9351,4448,1,1,0.6,small,181
550,Occidental,3,18,Nayarit,com,RAMT,122,41110.608,336.9721967,9351,25,1,1,0.6,small,187
551,Occidental,3,18,Nayarit,com,RABT,32,134450.37,4201.574063,9351,315,1,1,0.6,small,182
552,Occidental,3,18,Nayarit,res,DB2,198284,261903043,1320.848092,9351,99,1,1,0.6,small,191
553,Occidental,3,18,Nayarit,res,DB2,198539,339469885,1709.839805,9351,128,1,1,0.6,small,191
554,Occidental,3,18,Nayarit,res,DB1,1,0,0,9351,0,1,1,0.6,small,183
555,Occidental,3,18,Nayarit,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
556,Occidental,3,18,Nayarit,res,DB2,736,1575977.8,2141.274185,9351,160,1,1,0.6,small,191
557,Occidental,3,18,Nayarit,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
558,Occidental,3,18,Nayarit,com,APBT,1486,44740942,30108.30552,9351,2256,1,1,0.6,small,185
559,Occidental,3,18,Nayarit,com,RABT,331,13520118,40846.27795,9351,3060,1,1,0.6,small,182
560,Occidental,3,18,Nayarit,com,RAMT,67,540150.68,8061.950448,9351,604,1,1,0.6,small,187
561,Occidental,3,18,Nayarit,com,RABT,10,8533948.2,853394.82,9351,63936,1,1,0.6,small,182
562,Occidental,3,18,Nayarit,res,DB2,5350,31286895,5848.017757,9351,438,1,1,0.6,small,191
563,Occidental,3,18,Nayarit,ind,GDMTH,985,481893368,489231.8457,9351,36653,1,1,0.6,small,189
564,Occidental,3,18,Nayarit,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
565,Occidental,3,18,Nayarit,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
566,Occidental,3,18,Nayarit,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
567,Occidental,3,18,Nayarit,ind,DIST,5,8721308.5,1744261.7,9351,130680,1,1,0.6,small,184
568,Occidental,3,18,Nayarit,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
569,Occidental,3,18,Nayarit,ind,DIST,1,0,0,9351,0,1,1,0.6,small,184
570,Occidental,3,18,Nayarit,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
571,Occidental,3,18,Nayarit,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
572,Occidental,3,18,Nayarit,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
573,Occidental,3,18,Nayarit,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
574,Occidental,3,18,Nayarit,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
575,Occidental,3,18,Nayarit,ind,GDMTO,2809,160124830,57004.21146,9351,4271,1,1,0.6,small,190
576,Occidental,3,18,Nayarit,ind,GDMTO,0,0,0,9351,0,1,1,0.6,small,190
577,Noreste,6,19,NuevoLeon,res,DB2,28088,29445500,1048.330248,8710,79,1,1,0.6,small,155
578,Noreste,6,19,NuevoLeon,com,GDBT,131735,505008288,3833.516438,8710,287,1,1,0.6,small,145
579,Noreste,6,19,NuevoLeon,com,GDBT,683,16094269,23564.08346,8710,1765,1,1,0.6,small,145
580,Noreste,6,19,NuevoLeon,com,APBT,4567,138354241,30294.33786,8710,2270,1,1,0.6,small,149
581,Noreste,6,19,NuevoLeon,com,GDBT,723,43452378,60100.10788,8710,4503,1,1,0.6,small,145
582,Noreste,6,19,NuevoLeon,com,RAMT,46,62533.506,1359.424043,8710,102,1,1,0.6,small,151
583,Noreste,6,19,NuevoLeon,com,RABT,386,537374.38,1392.161606,8710,104,1,1,0.6,small,146
584,Noreste,6,19,NuevoLeon,res,DB1,2,0,0,8710,0,1,1,0.6,small,147
585,Noreste,6,19,NuevoLeon,res,DB2,34026,75566223,2220.837683,8710,166,1,1,0.6,small,155
586,Noreste,6,19,NuevoLeon,res,DB2,1562873,2707000000,1732.066521,8710,130,1,1,0.6,small,155
587,Noreste,6,19,NuevoLeon,res,DB2,13779,28085446,2038.278975,8710,153,1,1,0.6,small,155
588,Noreste,6,19,NuevoLeon,res,DB2,12993,21529092,1656.976218,8710,124,1,1,0.6,small,155
589,Noreste,6,19,NuevoLeon,res,DB2,1,1641.7548,1641.7548,8710,123,1,1,0.6,small,155
590,Noreste,6,19,NuevoLeon,com,APBT,2203,67033930,30428.47481,8710,2280,1,1,0.6,small,149
591,Noreste,6,19,NuevoLeon,com,RABT,2873,28622246,9962.494257,8710,746,1,1,0.6,small,146
592,Noreste,6,19,NuevoLeon,com,RAMT,559,580166.78,1037.865438,8710,78,1,1,0.6,small,151
593,Noreste,6,19,NuevoLeon,com,RABT,649,21830600,33637.28814,8710,2520,1,1,0.6,small,146
594,Noreste,6,19,NuevoLeon,res,DB2,12326,134311733,10896.61958,8710,816,1,1,0.6,small,155
595,Noreste,6,19,NuevoLeon,ind,GDMTH,16083,6686000000,415718.4605,8710,31147,1,1,0.6,small,153
596,Noreste,6,19,NuevoLeon,ind,GDMTH,0,0,0,8710,0,1,1,0.6,small,153
597,Noreste,6,19,NuevoLeon,ind,GDMTH,0,0,0,8710,0,1,1,0.6,small,153
598,Noreste,6,19,NuevoLeon,ind,GDMTH,6,27601329,4600221.5,8710,344648,1,1,0.6,small,153
599,Noreste,6,19,NuevoLeon,ind,DIST,102,2578000000,25274509.8,8710,1893271,1,1,0.6,small,148
600,Noreste,6,19,NuevoLeon,ind,DIST,0,0,0,8710,0,1,1,0.6,small,148
601,Noreste,6,19,NuevoLeon,ind,DIST,31,738340260,23817427.74,8710,1784398,1,1,0.6,small,148
602,Noreste,6,19,NuevoLeon,ind,DIST,0,0,0,8710,0,1,1,0.6,small,148
603,Noreste,6,19,NuevoLeon,ind,DIT,9,201935573,22437285.89,8710,1680998,1,1,0.6,small,144
604,Noreste,6,19,NuevoLeon,ind,DIT,0,0,0,8710,0,1,1,0.6,small,144
605,Noreste,6,19,NuevoLeon,ind,DIT,3,37368715,12456238.33,8710,933219,1,1,0.6,small,144
606,Noreste,6,19,NuevoLeon,ind,DIT,0,0,0,8710,0,1,1,0.6,small,144
607,Noreste,6,19,NuevoLeon,ind,GDMTO,29803,1291000000,43317.7868,8710,3245,1,1,0.6,small,154
608,Noreste,6,19,NuevoLeon,ind,GDMTO,0,0,0,8710,0,1,1,0.6,small,154
609,Oriental,2,20,Oaxaca,res,DB2,736840,614929191,834.5491436,7128,63,1,1,0.6,small,83
610,Oriental,2,20,Oaxaca,com,GDBT,141407,336102485,2376.844746,7128,178,1,1,0.6,small,73
611,Oriental,2,20,Oaxaca,com,GDBT,183,8732106.7,47716.43005,7128,3575,1,1,0.6,small,73
612,Oriental,2,20,Oaxaca,com,APBT,0,0,0,7128,0,1,1,0.6,small,77
613,Oriental,2,20,Oaxaca,com,GDBT,1912,53010274,27725.0387,7128,2077,1,1,0.6,small,73
614,Oriental,2,20,Oaxaca,com,RAMT,552,1169102.9,2117.940036,7128,159,1,1,0.6,small,79
615,Oriental,2,20,Oaxaca,com,RABT,1720,1594571,927.0761628,7128,69,1,1,0.6,small,74
616,Oriental,2,20,Oaxaca,res,DB2,31718,18134824,571.7518129,7128,43,1,1,0.6,small,83
617,Oriental,2,20,Oaxaca,res,DB2,305954,362634377,1185.257839,7128,89,1,1,0.6,small,83
618,Oriental,2,20,Oaxaca,res,DB2,172904,247465919,1431.233048,7128,107,1,1,0.6,small,83
619,Oriental,2,20,Oaxaca,res,DB2,133,690751.65,5193.621429,7128,389,1,1,0.6,small,83
620,Oriental,2,20,Oaxaca,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
621,Oriental,2,20,Oaxaca,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
622,Oriental,2,20,Oaxaca,com,APBT,3326,150218629,45164.95159,7128,3384,1,1,0.6,small,77
623,Oriental,2,20,Oaxaca,com,RABT,7709,48220781,6255.127902,7128,469,1,1,0.6,small,74
624,Oriental,2,20,Oaxaca,com,RAMT,164,826817.08,5041.567561,7128,378,1,1,0.6,small,79
625,Oriental,2,20,Oaxaca,com,RABT,21,1042794.6,49656.88571,7128,3720,1,1,0.6,small,74
626,Oriental,2,20,Oaxaca,res,DB2,5042,26294732,5215.13923,7128,391,1,1,0.6,small,83
627,Oriental,2,20,Oaxaca,ind,GDMTH,608,310048237,509947.7582,7128,38205,1,1,0.6,small,81
628,Oriental,2,20,Oaxaca,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
629,Oriental,2,20,Oaxaca,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
630,Oriental,2,20,Oaxaca,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
631,Oriental,2,20,Oaxaca,ind,DIST,14,126688732,9049195.143,7128,677964,1,1,0.6,small,76
632,Oriental,2,20,Oaxaca,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
633,Oriental,2,20,Oaxaca,ind,DIST,1,254909488,254909488,7128,19097777,1,1,0.6,small,76
634,Oriental,2,20,Oaxaca,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
635,Oriental,2,20,Oaxaca,ind,DIT,12,12711400,1059283.333,7128,79361,1,1,0.6,small,72
636,Oriental,2,20,Oaxaca,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
637,Oriental,2,20,Oaxaca,ind,DIT,1,68380129,68380129,7128,5123028,1,1,0.6,small,72
638,Oriental,2,20,Oaxaca,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
639,Oriental,2,20,Oaxaca,ind,GDMTO,3323,191998979,57778.808,7128,4329,1,1,0.6,small,82
640,Oriental,2,20,Oaxaca,ind,GDMTO,0,0,0,7128,0,1,1,0.6,small,82
641,Oriental,2,21,Puebla,res,DB2,1753836,1977000000,1127.243368,7128,84,1,1,0.6,small,83
642,Oriental,2,21,Puebla,com,GDBT,242861,628645131,2588.497663,7128,194,1,1,0.6,small,73
643,Oriental,2,21,Puebla,com,GDBT,285,16195150,56825.08772,7128,4257,1,1,0.6,small,73
644,Oriental,2,21,Puebla,com,APBT,0,0,0,7128,0,1,1,0.6,small,77
645,Oriental,2,21,Puebla,com,GDBT,1821,111566021,61266.34871,7128,4590,1,1,0.6,small,73
646,Oriental,2,21,Puebla,com,RAMT,142,4866388.1,34270.33873,7128,2568,1,1,0.6,small,79
647,Oriental,2,21,Puebla,com,RABT,295,289776.4,982.2928814,7128,74,1,1,0.6,small,74
648,Oriental,2,21,Puebla,res,DB2,18487,18010050,974.2007897,7128,73,1,1,0.6,small,83
649,Oriental,2,21,Puebla,res,DB2,13611,15057735,1106.291602,7128,83,1,1,0.6,small,83
650,Oriental,2,21,Puebla,res,DB2,5,3363.5952,672.71904,7128,50,1,1,0.6,small,83
651,Oriental,2,21,Puebla,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
652,Oriental,2,21,Puebla,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
653,Oriental,2,21,Puebla,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
654,Oriental,2,21,Puebla,com,APBT,3502,250633665,71568.72216,7128,5362,1,1,0.6,small,77
655,Oriental,2,21,Puebla,com,RABT,2378,164855060,69325.08831,7128,5194,1,1,0.6,small,74
656,Oriental,2,21,Puebla,com,RAMT,286,1659747.4,5803.312587,7128,435,1,1,0.6,small,79
657,Oriental,2,21,Puebla,com,RABT,1106,201735520,182401.0127,7128,13665,1,1,0.6,small,74
658,Oriental,2,21,Puebla,res,DB2,16215,76909912,4743.133642,7128,355,1,1,0.6,small,83
659,Oriental,2,21,Puebla,ind,GDMTH,2124,2469000000,1162429.379,7128,87076,1,1,0.6,small,81
660,Oriental,2,21,Puebla,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
661,Oriental,2,21,Puebla,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
662,Oriental,2,21,Puebla,ind,GDMTH,2,14841103,7420551.5,7128,555947,1,1,0.6,small,81
663,Oriental,2,21,Puebla,ind,DIST,15,596482554,39765503.6,7128,2979225,1,1,0.6,small,76
664,Oriental,2,21,Puebla,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
665,Oriental,2,21,Puebla,ind,DIST,4,408488616,102122154,7128,7650975,1,1,0.6,small,76
666,Oriental,2,21,Puebla,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
667,Oriental,2,21,Puebla,ind,DIT,4,842992077,210748019.3,7128,15789207,1,1,0.6,small,72
668,Oriental,2,21,Puebla,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
669,Oriental,2,21,Puebla,ind,DIT,1,139623691,139623691,7128,10460584,1,1,0.6,small,72
670,Oriental,2,21,Puebla,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
671,Oriental,2,21,Puebla,ind,GDMTO,6356,427256502,67220.97262,7128,5036,1,1,0.6,small,82
672,Oriental,2,21,Puebla,ind,GDMTO,0,0,0,7128,0,1,1,0.6,small,82
673,Occidental,3,22,Queretaro,res,DB2,629958,725609839,1151.838438,9351,86,1,1,0.6,small,191
674,Occidental,3,22,Queretaro,com,GDBT,79193,293109092,3701.1995,9351,277,1,1,0.6,small,181
675,Occidental,3,22,Queretaro,com,GDBT,69,4044483,58615.69565,9351,4391,1,1,0.6,small,181
676,Occidental,3,22,Queretaro,com,APBT,1,0,0,9351,0,1,1,0.6,small,185
677,Occidental,3,22,Queretaro,com,GDBT,632,86511669,136885.5522,9351,10255,1,1,0.6,small,181
678,Occidental,3,22,Queretaro,com,RAMT,23,225107.27,9787.272609,9351,733,1,1,0.6,small,187
679,Occidental,3,22,Queretaro,com,RABT,41,613228.79,14956.79976,9351,1121,1,1,0.6,small,182
680,Occidental,3,22,Queretaro,res,DB2,25259,29242109,1157.690685,9351,87,1,1,0.6,small,191
681,Occidental,3,22,Queretaro,res,DB2,4,1161.2412,290.3103,9351,22,1,1,0.6,small,191
682,Occidental,3,22,Queretaro,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
683,Occidental,3,22,Queretaro,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
684,Occidental,3,22,Queretaro,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
685,Occidental,3,22,Queretaro,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
686,Occidental,3,22,Queretaro,com,APBT,9178,116278512,12669.26476,9351,949,1,1,0.6,small,185
687,Occidental,3,22,Queretaro,com,RABT,46,164242.22,3570.483043,9351,268,1,1,0.6,small,182
688,Occidental,3,22,Queretaro,com,RAMT,138,1382317.5,10016.79348,9351,750,1,1,0.6,small,187
689,Occidental,3,22,Queretaro,com,RABT,1305,285790335,218996.4253,9351,16407,1,1,0.6,small,182
690,Occidental,3,22,Queretaro,res,DB2,10717,45941238,4286.7629,9351,321,1,1,0.6,small,191
691,Occidental,3,22,Queretaro,ind,GDMTH,1843,2531000000,1373304.395,9351,102892,1,1,0.6,small,189
692,Occidental,3,22,Queretaro,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
693,Occidental,3,22,Queretaro,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
694,Occidental,3,22,Queretaro,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
695,Occidental,3,22,Queretaro,ind,DIST,16,500917315,31307332.19,9351,2345540,1,1,0.6,small,184
696,Occidental,3,22,Queretaro,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
697,Occidental,3,22,Queretaro,ind,DIST,21,639243419,30440162.81,9351,2280572,1,1,0.6,small,184
698,Occidental,3,22,Queretaro,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
699,Occidental,3,22,Queretaro,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
700,Occidental,3,22,Queretaro,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
701,Occidental,3,22,Queretaro,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
702,Occidental,3,22,Queretaro,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
703,Occidental,3,22,Queretaro,ind,GDMTO,5415,319653984,59031.20665,9351,4423,1,1,0.6,small,190
704,Occidental,3,22,Queretaro,ind,GDMTO,0,0,0,9351,0,1,1,0.6,small,190
705,Peninsular,7,23,QuintanaRoo,res,DB1,0,0,0,1893,0,1,1,0.6,small,87
706,Peninsular,7,23,QuintanaRoo,com,GDBT,46432,303526827,6537.018156,1893,490,1,1,0.6,small,85
707,Peninsular,7,23,QuintanaRoo,com,GDBT,147,10140185,68980.85034,1893,5168,1,1,0.6,small,85
708,Peninsular,7,23,QuintanaRoo,com,APBT,0,0,0,1893,0,1,1,0.6,small,89
709,Peninsular,7,23,QuintanaRoo,com,GDBT,428,19623441,45849.16121,1893,3435,1,1,0.6,small,85
710,Peninsular,7,23,QuintanaRoo,com,RAMT,18,183329.29,10184.96056,1893,763,1,1,0.6,small,91
711,Peninsular,7,23,QuintanaRoo,com,RABT,25,25907.692,1036.30768,1893,78,1,1,0.6,small,86
712,Peninsular,7,23,QuintanaRoo,res,DB2,2501,633623.92,253.3482287,1893,19,1,1,0.6,small,95
713,Peninsular,7,23,QuintanaRoo,res,DB2,184111,313649753,1703.590513,1893,128,1,1,0.6,small,95
714,Peninsular,7,23,QuintanaRoo,res,DB2,379198,906165908,2389.690631,1893,179,1,1,0.6,small,95
715,Peninsular,7,23,QuintanaRoo,res,DB2,9628,5095993.6,529.2889074,1893,40,1,1,0.6,small,95
716,Peninsular,7,23,QuintanaRoo,res,DB1,0,0,0,1893,0,1,1,0.6,small,87
717,Peninsular,7,23,QuintanaRoo,res,DB1,0,0,0,1893,0,1,1,0.6,small,87
718,Peninsular,7,23,QuintanaRoo,com,APBT,3158,126834488,40162.91577,1893,3009,1,1,0.6,small,89
719,Peninsular,7,23,QuintanaRoo,com,RABT,193,4866828.6,25216.7285,1893,1889,1,1,0.6,small,86
720,Peninsular,7,23,QuintanaRoo,com,RAMT,65,323238.83,4972.905077,1893,373,1,1,0.6,small,91
721,Peninsular,7,23,QuintanaRoo,com,RABT,3,588362.21,196120.7367,1893,14693,1,1,0.6,small,86
722,Peninsular,7,23,QuintanaRoo,res,DB2,10538,101027624,9586.982729,1893,718,1,1,0.6,small,95
723,Peninsular,7,23,QuintanaRoo,ind,GDMTH,5027,2499000000,497115.5759,1893,37242,1,1,0.6,small,93
724,Peninsular,7,23,QuintanaRoo,ind,GDMTH,0,0,0,1893,0,1,1,0.6,small,93
725,Peninsular,7,23,QuintanaRoo,ind,GDMTH,0,0,0,1893,0,1,1,0.6,small,93
726,Peninsular,7,23,QuintanaRoo,ind,GDMTH,0,0,0,1893,0,1,1,0.6,small,93
727,Peninsular,7,23,QuintanaRoo,ind,DIST,4,119807978,29951994.5,1893,2243999,1,1,0.6,small,88
728,Peninsular,7,23,QuintanaRoo,ind,DIST,0,0,0,1893,0,1,1,0.6,small,88
729,Peninsular,7,23,QuintanaRoo,ind,DIST,0,0,0,1893,0,1,1,0.6,small,88
730,Peninsular,7,23,QuintanaRoo,ind,DIST,0,0,0,1893,0,1,1,0.6,small,88
731,Peninsular,7,23,QuintanaRoo,ind,DIT,0,0,0,1893,0,1,1,0.6,small,84
732,Peninsular,7,23,QuintanaRoo,ind,DIT,0,0,0,1893,0,1,1,0.6,small,84
733,Peninsular,7,23,QuintanaRoo,ind,DIT,0,0,0,1893,0,1,1,0.6,small,84
734,Peninsular,7,23,QuintanaRoo,ind,DIT,0,0,0,1893,0,1,1,0.6,small,84
735,Peninsular,7,23,QuintanaRoo,ind,GDMTO,5845,424332470,72597.51411,1893,5439,1,1,0.6,small,94
736,Peninsular,7,23,QuintanaRoo,ind,GDMTO,0,0,0,1893,0,1,1,0.6,small,94
737,Occidental,3,24,SanLuisPotosi,res,DB2,508771,653565968,1284.597526,9351,96,1,1,0.6,small,191
738,Occidental,3,24,SanLuisPotosi,com,GDBT,99854,248555564,2489.189857,9351,186,1,1,0.6,small,181
739,Occidental,3,24,SanLuisPotosi,com,GDBT,65,3754239.4,57757.52923,9351,4327,1,1,0.6,small,181
740,Occidental,3,24,SanLuisPotosi,com,APBT,0,0,0,9351,0,1,1,0.6,small,185
741,Occidental,3,24,SanLuisPotosi,com,GDBT,1165,56401565,48413.36052,9351,3627,1,1,0.6,small,181
742,Occidental,3,24,SanLuisPotosi,com,RAMT,23,13534.466,588.4550435,9351,44,1,1,0.6,small,187
743,Occidental,3,24,SanLuisPotosi,com,RABT,268,159330.3,594.5160448,9351,45,1,1,0.6,small,182
744,Occidental,3,24,SanLuisPotosi,res,DB2,93130,124461538,1336.427982,9351,100,1,1,0.6,small,191
745,Occidental,3,24,SanLuisPotosi,res,DB2,90614,100625407,1110.484108,9351,83,1,1,0.6,small,191
746,Occidental,3,24,SanLuisPotosi,res,DB2,22741,29685102,1305.356053,9351,98,1,1,0.6,small,191
747,Occidental,3,24,SanLuisPotosi,res,DB2,82304,138494070,1682.71372,9351,126,1,1,0.6,small,191
748,Occidental,3,24,SanLuisPotosi,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
749,Occidental,3,24,SanLuisPotosi,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
750,Occidental,3,24,SanLuisPotosi,com,APBT,13457,137036352,10183.27651,9351,763,1,1,0.6,small,185
751,Occidental,3,24,SanLuisPotosi,com,RABT,2406,61416485,25526.38612,9351,1912,1,1,0.6,small,182
752,Occidental,3,24,SanLuisPotosi,com,RAMT,290,1919918.8,6620.409655,9351,496,1,1,0.6,small,187
753,Occidental,3,24,SanLuisPotosi,com,RABT,2101,146128657,69551.95478,9351,5211,1,1,0.6,small,182
754,Occidental,3,24,SanLuisPotosi,res,DB2,8963,36294020,4049.316077,9351,303,1,1,0.6,small,191
755,Occidental,3,24,SanLuisPotosi,ind,GDMTH,1254,1517000000,1209728.868,9351,90635,1,1,0.6,small,189
756,Occidental,3,24,SanLuisPotosi,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
757,Occidental,3,24,SanLuisPotosi,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
758,Occidental,3,24,SanLuisPotosi,ind,GDMTH,1,214162.24,214162.24,9351,16045,1,1,0.6,small,189
759,Occidental,3,24,SanLuisPotosi,ind,DIST,35,1048000000,29942857.14,9351,2243014,1,1,0.6,small,184
760,Occidental,3,24,SanLuisPotosi,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
761,Occidental,3,24,SanLuisPotosi,ind,DIST,16,582879308,36429956.75,9351,2729326,1,1,0.6,small,184
762,Occidental,3,24,SanLuisPotosi,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
763,Occidental,3,24,SanLuisPotosi,ind,DIT,7,913475067,130496438.1,9351,9776772,1,1,0.6,small,180
764,Occidental,3,24,SanLuisPotosi,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
765,Occidental,3,24,SanLuisPotosi,ind,DIT,1,142244506,142244506,9351,10656935,1,1,0.6,small,180
766,Occidental,3,24,SanLuisPotosi,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
767,Occidental,3,24,SanLuisPotosi,ind,GDMTO,5237,290088983,55392.20603,9351,4150,1,1,0.6,small,190
768,Occidental,3,24,SanLuisPotosi,ind,GDMTO,0,0,0,9351,0,1,1,0.6,small,190
769,Noroeste,4,25,Sinaloa,res,DB1,2,0,0,4350,0,1,1,0.6,small,159
770,Noroeste,4,25,Sinaloa,com,GDBT,89918,407027134,4526.64799,4350,339,1,1,0.6,small,157
771,Noroeste,4,25,Sinaloa,com,GDBT,119,4218629.1,35450.66471,4350,2656,1,1,0.6,small,157
772,Noroeste,4,25,Sinaloa,com,APBT,0,0,0,4350,0,1,1,0.6,small,161
773,Noroeste,4,25,Sinaloa,com,GDBT,1375,73286573,53299.32582,4350,3993,1,1,0.6,small,157
774,Noroeste,4,25,Sinaloa,com,RAMT,5,36946.157,7389.2314,4350,554,1,1,0.6,small,163
775,Noroeste,4,25,Sinaloa,com,RABT,155,829713.51,5352.990387,4350,401,1,1,0.6,small,158
776,Noroeste,4,25,Sinaloa,res,DB1,0,0,0,4350,0,1,1,0.6,small,159
777,Noroeste,4,25,Sinaloa,res,DB2,909,3066904.7,3373.932563,4350,253,1,1,0.6,small,167
778,Noroeste,4,25,Sinaloa,res,DB1,1,0,0,4350,0,1,1,0.6,small,159
779,Noroeste,4,25,Sinaloa,res,DB2,287060,661349407,2303.871689,4350,173,1,1,0.6,small,167
780,Noroeste,4,25,Sinaloa,res,DB2,199142,382987746,1923.189212,4350,144,1,1,0.6,small,167
781,Noroeste,4,25,Sinaloa,res,DB2,450146,1090000000,2421.436601,4350,181,1,1,0.6,small,167
782,Noroeste,4,25,Sinaloa,com,APBT,4478,137026715,30599.98102,4350,2293,1,1,0.6,small,161
783,Noroeste,4,25,Sinaloa,com,RABT,2149,142513914,66316.38623,4350,4968,1,1,0.6,small,158
784,Noroeste,4,25,Sinaloa,com,RAMT,453,12767767,28184.91611,4350,2112,1,1,0.6,small,163
785,Noroeste,4,25,Sinaloa,com,RABT,956,124695188,130434.2971,4350,9772,1,1,0.6,small,158
786,Noroeste,4,25,Sinaloa,res,DB2,939,10784327,11484.90628,4350,860,1,1,0.6,small,167
787,Noroeste,4,25,Sinaloa,ind,GDMTH,2714,1497000000,551584.3773,4350,41338,1,1,0.6,small,165
788,Noroeste,4,25,Sinaloa,ind,GDMTH,34,7047386,207276.0588,4350,15529,1,1,0.6,small,165
789,Noroeste,4,25,Sinaloa,ind,GDMTH,0,0,0,4350,0,1,1,0.6,small,165
790,Noroeste,4,25,Sinaloa,ind,GDMTH,0,0,0,4350,0,1,1,0.6,small,165
