agent_id,control_reg,control_reg_id,state_id,state,sector_abbr,tariff_class,customers_in_bin,load_in_bin_kwh,load_per_customer_in_bin_kwh,max_demand_kw,avg_monthly_kwh,owner_occupancy_status,cap_cost_multiplier,developable_buildings_pct,bldg_size_class,rate_id_alias
261,Central,1,9,DistritoFederal,com,GDBT,874,406447821,465043.2735,8567,34841,1,1,0.6,small,49
262,Central,1,9,DistritoFederal,com,RAMT,10,67792.46,6779.246,8567,508,1,1,0.6,small,55
263,Central,1,9,DistritoFederal,com,RABT,1,509344.42,509344.42,8567,38160,1,1,0.6,small,50
264,Central,1,9,DistritoFederal,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
265,Central,1,9,DistritoFederal,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
266,Central,1,9,DistritoFederal,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
267,Central,1,9,DistritoFederal,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
268,Central,1,9,DistritoFederal,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
269,Central,1,9,DistritoFederal,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
270,Central,1,9,DistritoFederal,com,APBT,0,0,0,8567,0,1,1,0.6,small,53
271,Central,1,9,DistritoFederal,com,RABT,0,0,0,8567,0,1,1,0.6,small,50
272,Central,1,9,DistritoFederal,com,RAMT,1,80085.6,80085.6,8567,6000,1,1,0.6,small,55
273,Central,1,9,DistritoFederal,com,RABT,0,0,0,8567,0,1,1,0.6,small,50
274,Central,1,9,DistritoFederal,res,DB2,88443,448245443,5068.184514,8567,380,1,1,0.6,small,59
275,Central,1,9,DistritoFederal,ind,GDMTH,6207,6379000000,1027710.649,8567,76994,1,1,0.6,small,57
276,Central,1,9,DistritoFederal,ind,GDMTH,0,0,0,8567,0,1,1,0.6,small,57
277,Central,1,9,DistritoFederal,ind,GDMTH,0,0,0,8567,0,1,1,0.6,small,57
278,Central,1,9,DistritoFederal,ind,GDMTH,0,0,0,8567,0,1,1,0.6,small,57
279,Central,1,9,DistritoFederal,ind,DIST,9,434716476,48301830.67,8567,3618765,1,1,0.6,small,52
280,Central,1,9,DistritoFederal,ind,DIST,0,0,0,8567,0,1,1,0.6,small,52
281,Central,1,9,DistritoFederal,ind,DIST,2,47537971,23768985.5,8567,1780769,1,1,0.6,small,52
282,Central,1,9,DistritoFederal,ind,DIST,0,0,0,8567,0,1,1,0.6,small,52
283,Central,1,9,DistritoFederal,ind,DIT,3,372710894,124236964.7,8567,9307813,1,1,0.6,small,48
284,Central,1,9,DistritoFederal,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
285,Central,1,9,DistritoFederal,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
286,Central,1,9,DistritoFederal,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
287,Central,1,9,DistritoFederal,ind,GDMTO,6734,768814446,114169.0594,8567,8554,1,1,0.6,small,58
288,Central,1,9,DistritoFederal,ind,GDMTO,0,0,0,8567,0,1,1,0.6,small,58
289,Norte,5,10,Durango,res,DB2,295422,371028216,1255.926153,4258,94,1,1,0.6,small,119
290,Norte,5,10,Durango,com,GDBT,46601,155723219,3341.62827,4258,250,1,1,0.6,small,109
291,Norte,5,10,Durango,com,GDBT,10,534464.6,53446.46,4258,4004,1,1,0.6,small,109
292,Norte,5,10,Durango,com,APBT,0,0,0,4258,0,1,1,0.6,small,113
293,Norte,5,10,Durango,com,GDBT,916,42664095,46576.52293,4258,3490,1,1,0.6,small,109
294,Norte,5,10,Durango,com,RAMT,9,19100.416,2122.268444,4258,159,1,1,0.6,small,115
295,Norte,5,10,Durango,com,RABT,119,47557.499,399.6428487,4258,30,1,1,0.6,small,110
296,Norte,5,10,Durango,res,DB2,20014,20227287,1010.65689,4258,76,1,1,0.6,small,119
297,Norte,5,10,Durango,res,DB2,29961,30065549,1003.489503,4258,75,1,1,0.6,small,119
298,Norte,5,10,Durango,res,DB2,129834,178141608,1372.072092,4258,103,1,1,0.6,small,119
299,Norte,5,10,Durango,res,DB2,2809,9115569.9,3245.129904,4258,243,1,1,0.6,small,119
300,Norte,5,10,Durango,res,DB1,0,0,0,4258,0,1,1,0.6,small,111
301,Norte,5,10,Durango,res,DB2,14,3163.3812,225.9558,4258,17,1,1,0.6,small,119
302,Norte,5,10,Durango,com,APBT,5101,107822687,21137.55871,4258,1584,1,1,0.6,small,113
303,Norte,5,10,Durango,com,RABT,738,10146005,13747.97425,4258,1030,1,1,0.6,small,110
304,Norte,5,10,Durango,com,RAMT,137,167232.08,1220.672117,4258,91,1,1,0.6,small,115
305,Norte,5,10,Durango,com,RABT,3132,450331833,143784.1102,4258,10772,1,1,0.6,small,110
306,Norte,5,10,Durango,res,DB2,3315,19307170,5824.184012,4258,436,1,1,0.6,small,119
307,Norte,5,10,Durango,ind,GDMTH,1171,1140000000,973526.9001,4258,72930,1,1,0.6,small,117
308,Norte,5,10,Durango,ind,GDMTH,0,0,0,4258,0,1,1,0.6,small,117
309,Norte,5,10,Durango,ind,GDMTH,0,0,0,4258,0,1,1,0.6,small,117
310,Norte,5,10,Durango,ind,GDMTH,0,0,0,4258,0,1,1,0.6,small,117
311,Norte,5,10,Durango,ind,DIST,12,347458850,28954904.17,4258,2169297,1,1,0.6,small,112
312,Norte,5,10,Durango,ind,DIST,0,0,0,4258,0,1,1,0.6,small,112
313,Norte,5,10,Durango,ind,DIST,6,136085309,22680884.83,4258,1699248,1,1,0.6,small,112
314,Norte,5,10,Durango,ind,DIST,0,0,0,4258,0,1,1,0.6,small,112
315,Norte,5,10,Durango,ind,DIT,1,0,0,4258,0,1,1,0.6,small,108
316,Norte,5,10,Durango,ind,DIT,0,0,0,4258,0,1,1,0.6,small,108
317,Norte,5,10,Durango,ind,DIT,0,0,0,4258,0,1,1,0.6,small,108
318,Norte,5,10,Durango,ind,DIT,0,0,0,4258,0,1,1,0.6,small,108
319,Norte,5,10,Durango,ind,GDMTO,4369,216432976,49538.3328,4258,3711,1,1,0.6,small,118
320,Norte,5,10,Durango,ind,GDMTO,0,0,0,4258,0,1,1,0.6,small,118
321,Occidental,3,11,Guanajuato,res,DB2,1661513,1994000000,1200.110983,9351,90,1,1,0.6,small,191
322,Occidental,3,11,Guanajuato,com,GDBT,201407,626993846,3113.068791,9351,233,1,1,0.6,small,181
323,Occidental,3,11,Guanajuato,com,GDBT,49,3330386.4,67967.06939,9351,5092,1,1,0.6,small,181
324,Occidental,3,11,Guanajuato,com,APBT,6,0,0,9351,0,1,1,0.6,small,185
325,Occidental,3,11,Guanajuato,com,GDBT,2549,193364105,75858.80934,9351,5683,1,1,0.6,small,181
326,Occidental,3,11,Guanajuato,com,RAMT,206,435986.01,2116.436942,9351,159,1,1,0.6,small,187
327,Occidental,3,11,Guanajuato,com,RABT,293,617139.63,2106.278601,9351,158,1,1,0.6,small,182
328,Occidental,3,11,Guanajuato,res,DB2,40586,53124129,1308.927438,9351,98,1,1,0.6,small,191
329,Occidental,3,11,Guanajuato,res,DB2,5,8822.7636,1764.55272,9351,132,1,1,0.6,small,191
330,Occidental,3,11,Guanajuato,res,DB1,1,0,0,9351,0,1,1,0.6,small,183
331,Occidental,3,11,Guanajuato,res,DB1,1,0,0,9351,0,1,1,0.6,small,183
332,Occidental,3,11,Guanajuato,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
333,Occidental,3,11,Guanajuato,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
334,Occidental,3,11,Guanajuato,com,APBT,22882,326823621,14283.00066,9351,1070,1,1,0.6,small,185
335,Occidental,3,11,Guanajuato,com,RABT,325,4446646.2,13681.98831,9351,1025,1,1,0.6,small,182
336,Occidental,3,11,Guanajuato,com,RAMT,1628,32255530,19812.97912,9351,1484,1,1,0.6,small,187
337,Occidental,3,11,Guanajuato,com,RABT,12819,2130000000,166159.6068,9351,12446,1,1,0.6,small,182
338,Occidental,3,11,Guanajuato,res,DB2,21445,117850779,5495.489811,9351,412,1,1,0.6,small,191
339,Occidental,3,11,Guanajuato,ind,GDMTH,3576,3895000000,1089205.817,9351,81611,1,1,0.6,small,189
340,Occidental,3,11,Guanajuato,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
341,Occidental,3,11,Guanajuato,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
342,Occidental,3,11,Guanajuato,ind,GDMTH,2,26616609,13308304.5,9351,997056,1,1,0.6,small,189
343,Occidental,3,11,Guanajuato,ind,DIST,27,834746824,30916549.04,9351,2316263,1,1,0.6,small,184
344,Occidental,3,11,Guanajuato,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
345,Occidental,3,11,Guanajuato,ind,DIST,19,808144457,42533918.79,9351,3186634,1,1,0.6,small,184
346,Occidental,3,11,Guanajuato,ind,DIST,1,58680014,58680014,9351,4396297,1,1,0.6,small,184
347,Occidental,3,11,Guanajuato,ind,DIT,3,1485000000,495000000,9351,37094415,1,1,0.6,small,180
348,Occidental,3,11,Guanajuato,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
349,Occidental,3,11,Guanajuato,ind,DIT,1,0,0,9351,0,1,1,0.6,small,180
350,Occidental,3,11,Guanajuato,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
351,Occidental,3,11,Guanajuato,ind,GDMTO,12969,782043853,60301.01419,9351,4518,1,1,0.6,small,190
352,Occidental,3,11,Guanajuato,ind,GDMTO,0,0,0,9351,0,1,1,0.6,small,190
353,Oriental,2,12,Guerrero,res,DB2,140318,145137478,1034.346826,7128,77,1,1,0.6,small,83
354,Oriental,2,12,Guerrero,com,GDBT,96261,331078008,3439.37844,7128,258,1,1,0.6,small,73
355,Oriental,2,12,Guerrero,com,GDBT,203,14432573,71096.41872,7128,5327,1,1,0.6,small,73
356,Oriental,2,12,Guerrero,com,APBT,0,0,0,7128,0,1,1,0.6,small,77
357,Oriental,2,12,Guerrero,com,GDBT,926,47048208,50808,7128,3807,1,1,0.6,small,73
358,Oriental,2,12,Guerrero,com,RAMT,48,939324,19569.25,7128,1466,1,1,0.6,small,79
359,Oriental,2,12,Guerrero,com,RABT,208,245155.37,1178.631587,7128,88,1,1,0.6,small,74
360,Oriental,2,12,Guerrero,res,DB2,122930,124948045,1016.416212,7128,76,1,1,0.6,small,83
361,Oriental,2,12,Guerrero,res,DB2,582882,846583556,1452.409846,7128,109,1,1,0.6,small,83
362,Oriental,2,12,Guerrero,res,DB2,109390,138154120,1262.950178,7128,95,1,1,0.6,small,83
363,Oriental,2,12,Guerrero,res,DB2,18983,26154128,1377.76579,7128,103,1,1,0.6,small,83
364,Oriental,2,12,Guerrero,res,DB2,31237,41653308,1333.460576,7128,100,1,1,0.6,small,83
365,Oriental,2,12,Guerrero,res,DB2,27993,53066307,1895.699175,7128,142,1,1,0.6,small,83
366,Oriental,2,12,Guerrero,com,APBT,4458,135859788,30475.50202,7128,2283,1,1,0.6,small,77
367,Oriental,2,12,Guerrero,com,RABT,723,8642664.4,11953.89267,7128,896,1,1,0.6,small,74
368,Oriental,2,12,Guerrero,com,RAMT,81,753885.8,9307.232099,7128,697,1,1,0.6,small,79
369,Oriental,2,12,Guerrero,com,RABT,17,363548.58,21385.21059,7128,1602,1,1,0.6,small,74
370,Oriental,2,12,Guerrero,res,DB2,10844,103924093,9583.557082,7128,718,1,1,0.6,small,83
371,Oriental,2,12,Guerrero,ind,GDMTH,1146,787168784,686883.7557,7128,51461,1,1,0.6,small,81
372,Oriental,2,12,Guerrero,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
373,Oriental,2,12,Guerrero,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
374,Oriental,2,12,Guerrero,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
375,Oriental,2,12,Guerrero,ind,DIST,6,184409080,30734846.67,7128,2302650,1,1,0.6,small,76
376,Oriental,2,12,Guerrero,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
377,Oriental,2,12,Guerrero,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
378,Oriental,2,12,Guerrero,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
379,Oriental,2,12,Guerrero,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
380,Oriental,2,12,Guerrero,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
381,Oriental,2,12,Guerrero,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
382,Oriental,2,12,Guerrero,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
383,Oriental,2,12,Guerrero,ind,GDMTO,3391,258139367,76124.85019,7128,5703,1,1,0.6,small,82
384,Oriental,2,12,Guerrero,ind,GDMTO,0,0,0,7128,0,1,1,0.6,small,82
385,Central,1,13,Hidalgo,res,DB2,756623,714936458,944.9044742,8567,71,1,1,0.6,small,59
386,Central,1,13,Hidalgo,com,GDBT,104469,259062541,2479.803013,8567,186,1,1,0.6,small,49
387,Central,1,13,Hidalgo,com,GDBT,374,20723911,55411.52674,8567,4151,1,1,0.6,small,49
388,Central,1,13,Hidalgo,com,APBT,0,0,0,8567,0,1,1,0.6,small,53
389,Central,1,13,Hidalgo,com,GDBT,1207,166788379,138184.2411,8567,10353,1,1,0.6,small,49
390,Central,1,13,Hidalgo,com,RAMT,43,790431.52,18382.12837,8567,1377,1,1,0.6,small,55
391,Central,1,13,Hidalgo,com,RABT,44,761747.53,17312.44386,8567,1297,1,1,0.6,small,50
392,Central,1,13,Hidalgo,res,DB2,13077,5397569.2,412.7528638,8567,31,1,1,0.6,small,59
393,Central,1,13,Hidalgo,res,DB2,77140,70107161,908.8301919,8567,68,1,1,0.6,small,59
394,Central,1,13,Hidalgo,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
395,Central,1,13,Hidalgo,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
396,Central,1,13,Hidalgo,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
397,Central,1,13,Hidalgo,res,DB1,0,0,0,8567,0,1,1,0.6,small,51
398,Central,1,13,Hidalgo,com,APBT,2502,154728890,61842.08233,8567,4633,1,1,0.6,small,53
399,Central,1,13,Hidalgo,com,RABT,278,19526244,70238.28777,8567,5262,1,1,0.6,small,50
400,Central,1,13,Hidalgo,com,RAMT,77,388735.5,5048.512987,8567,378,1,1,0.6,small,55
401,Central,1,13,Hidalgo,com,RABT,222,46952078,211495.8468,8567,15845,1,1,0.6,small,50
402,Central,1,13,Hidalgo,res,DB2,6499,36058194,5548.268041,8567,416,1,1,0.6,small,59
403,Central,1,13,Hidalgo,ind,GDMTH,869,1376000000,1583429.229,8567,118620,1,1,0.6,small,57
404,Central,1,13,Hidalgo,ind,GDMTH,0,0,0,8567,0,1,1,0.6,small,57
405,Central,1,13,Hidalgo,ind,GDMTH,0,0,0,8567,0,1,1,0.6,small,57
406,Central,1,13,Hidalgo,ind,GDMTH,1,162520.38,162520.38,8567,12176,1,1,0.6,small,57
407,Central,1,13,Hidalgo,ind,DIST,3,223625.69,74541.89667,8567,5585,1,1,0.6,small,52
408,Central,1,13,Hidalgo,ind,DIST,0,0,0,8567,0,1,1,0.6,small,52
409,Central,1,13,Hidalgo,ind,DIST,0,0,0,8567,0,1,1,0.6,small,52
410,Central,1,13,Hidalgo,ind,DIST,0,0,0,8567,0,1,1,0.6,small,52
411,Central,1,13,Hidalgo,ind,DIT,7,677490033,96784290.43,8567,7251063,1,1,0.6,small,48
412,Central,1,13,Hidalgo,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
413,Central,1,13,Hidalgo,ind,DIT,3,454034391,151344797,8567,11338727,1,1,0.6,small,48
414,Central,1,13,Hidalgo,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
415,Central,1,13,Hidalgo,ind,GDMTO,2482,173112352,69747.12006,8567,5225,1,1,0.6,small,58
416,Central,1,13,Hidalgo,ind,GDMTO,0,0,0,8567,0,1,1,0.6,small,58
417,Occidental,3,14,Jalisco,res,DB2,2151340,2585000000,1201.576692,9351,90,1,1,0.6,small,191
418,Occidental,3,14,Jalisco,com,GDBT,350016,1177000000,3362.703419,9351,252,1,1,0.6,small,181
419,Occidental,3,14,Jalisco,com,GDBT,459,24977164,54416.4793,9351,4077,1,1,0.6,small,181
420,Occidental,3,14,Jalisco,com,APBT,6173,154947643,25100.86554,9351,1881,1,1,0.6,small,185
421,Occidental,3,14,Jalisco,com,GDBT,2681,267609583,99817.07684,9351,7478,1,1,0.6,small,181
422,Occidental,3,14,Jalisco,com,RAMT,827,756488.58,914.7383071,9351,69,1,1,0.6,small,187
423,Occidental,3,14,Jalisco,com,RABT,529,576269.28,1089.355917,9351,82,1,1,0.6,small,182
424,Occidental,3,14,Jalisco,res,DB2,115550,136671215,1182.788533,9351,89,1,1,0.6,small,191
425,Occidental,3,14,Jalisco,res,DB2,144207,217633018,1509.17097,9351,113,1,1,0.6,small,191
426,Occidental,3,14,Jalisco,res,DB2,4916,11849772,2410.449959,9351,181,1,1,0.6,small,191
427,Occidental,3,14,Jalisco,res,DB1,3,0,0,9351,0,1,1,0.6,small,183
428,Occidental,3,14,Jalisco,res,DB1,1,0,0,9351,0,1,1,0.6,small,183
429,Occidental,3,14,Jalisco,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
430,Occidental,3,14,Jalisco,com,APBT,6997,151588960,21664.85065,9351,1623,1,1,0.6,small,185
431,Occidental,3,14,Jalisco,com,RABT,5016,227798831,45414.43999,9351,3402,1,1,0.6,small,182
432,Occidental,3,14,Jalisco,com,RAMT,1245,37063722,29770.05783,9351,2230,1,1,0.6,small,187
433,Occidental,3,14,Jalisco,com,RABT,4611,650930805,141169.1184,9351,10576,1,1,0.6,small,182
434,Occidental,3,14,Jalisco,res,DB2,40854,194153108,4752.364713,9351,356,1,1,0.6,small,191
435,Occidental,3,14,Jalisco,ind,GDMTH,5778,4863000000,841640.7061,9351,63058,1,1,0.6,small,189
436,Occidental,3,14,Jalisco,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
437,Occidental,3,14,Jalisco,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
438,Occidental,3,14,Jalisco,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
439,Occidental,3,14,Jalisco,ind,DIST,50,1025000000,20500000,9351,1535124,1,1,0.6,small,184
440,Occidental,3,14,Jalisco,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
441,Occidental,3,14,Jalisco,ind,DIST,22,1023000000,46500000,9351,3485447,1,1,0.6,small,184
442,Occidental,3,14,Jalisco,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
443,Occidental,3,14,Jalisco,ind,DIT,1,225962415,225962415,9351,16929067,1,1,0.6,small,180
444,Occidental,3,14,Jalisco,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
445,Occidental,3,14,Jalisco,ind,DIT,1,141217.61,141217.61,9351,10580,1,1,0.6,small,180
446,Occidental,3,14,Jalisco,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
447,Occidental,3,14,Jalisco,ind,GDMTO,18609,1156000000,62120.47934,9351,4655,1,1,0.6,small,190
448,Occidental,3,14,Jalisco,ind,GDMTO,0,0,0,9351,0,1,1,0.6,small,190
449,Central,1,15,Mexico,res,DB2,4179746,4288000000,1025.89966,8567,77,1,1,0.6,small,59
450,Central,1,15,Mexico,com,GDBT,422454,1274000000,3015.712953,8567,226,1,1,0.6,small,49
451,Central,1,15,Mexico,com,GDBT,3870,279045019,72104.65607,8567,5402,1,1,0.6,small,49
452,Central,1,15,Mexico,com,APBT,555,273573451,492925.1369,8567,36930,1,1,0.6,small,53
453,Central,1,15,Mexico,com,GDBT,3214,891943666,277518.2533,8567,20792,1,1,0.6,small,49
454,Central,1,15,Mexico,com,RAMT,100,1317715.1,13177.151,8567,987,1,1,0.6,small,55
455,Central,1,15,Mexico,com,RABT,343,6804206.1,19837.33557,8567,1486,1,1,0.6,small,50
456,Central,1,15,Mexico,res,DB1,64,5552.6016,86.7594,8567,7,1,1,0.6,small,51
457,Central,1,15,Mexico,res,DB1,3,266.952,88.984,8567,7,1,1,0.6,small,51
458,Central,1,15,Mexico,res,DB2,2133,5384702.1,2524.473558,8567,189,1,1,0.6,small,59
459,Central,1,15,Mexico,res,DB1,2,0,0,8567,0,1,1,0.6,small,51
460,Central,1,15,Mexico,res,DB2,5,6700.4952,1340.09904,8567,100,1,1,0.6,small,59
461,Central,1,15,Mexico,res,DB1,1,0,0,8567,0,1,1,0.6,small,51
462,Central,1,15,Mexico,com,APBT,3420,277971819,81278.30965,8567,6089,1,1,0.6,small,53
463,Central,1,15,Mexico,com,RABT,991,37091085,37427.93643,8567,2804,1,1,0.6,small,50
464,Central,1,15,Mexico,com,RAMT,134,2036683.6,15199.13134,8567,1139,1,1,0.6,small,55
465,Central,1,15,Mexico,com,RABT,38,5353468.8,140880.7579,8567,10555,1,1,0.6,small,50
466,Central,1,15,Mexico,res,DB2,65459,288688393,4410.216976,8567,330,1,1,0.6,small,59
467,Central,1,15,Mexico,ind,GDMTH,5125,7682000000,1498926.829,8567,112296,1,1,0.6,small,57
468,Central,1,15,Mexico,ind,GDMTH,0,0,0,8567,0,1,1,0.6,small,57
469,Central,1,15,Mexico,ind,GDMTH,0,0,0,8567,0,1,1,0.6,small,57
470,Central,1,15,Mexico,ind,GDMTH,2,3749207.4,1874603.7,8567,140445,1,1,0.6,small,57
471,Central,1,15,Mexico,ind,DIST,39,1490000000,38205128.21,8567,2861457,1,1,0.6,small,52
472,Central,1,15,Mexico,ind,DIST,0,0,0,8567,0,1,1,0.6,small,52
473,Central,1,15,Mexico,ind,DIST,11,1681000000,152818181.8,8567,11446865,1,1,0.6,small,52
474,Central,1,15,Mexico,ind,DIST,0,0,0,8567,0,1,1,0.6,small,52
475,Central,1,15,Mexico,ind,DIT,4,394050210,98512552.5,8567,7380544,1,1,0.6,small,48
476,Central,1,15,Mexico,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
477,Central,1,15,Mexico,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
478,Central,1,15,Mexico,ind,DIT,0,0,0,8567,0,1,1,0.6,small,48
479,Central,1,15,Mexico,ind,GDMTO,9938,944710053,95060.37965,8567,7122,1,1,0.6,small,58
480,Central,1,15,Mexico,ind,GDMTO,0,0,0,8567,0,1,1,0.6,small,58
481,Occidental,3,16,MichoacandeOcampo,res,DB2,1249552,1325000000,1060.38004,9351,79,1,1,0.6,small,191
482,Occidental,3,16,MichoacandeOcampo,com,GDBT,221606,530707263,2394.823529,9351,179,1,1,0.6,small,181
483,Occidental,3,16,MichoacandeOcampo,com,GDBT,82,3294628.2,40178.39268,9351,3010,1,1,0.6,small,181
484,Occidental,3,16,MichoacandeOcampo,com,APBT,0,0,0,9351,0,1,1,0.6,small,185
485,Occidental,3,16,MichoacandeOcampo,com,GDBT,1991,110700296,55600.34957,9351,4166,1,1,0.6,small,181
486,Occidental,3,16,MichoacandeOcampo,com,RAMT,393,1354247.5,3445.922392,9351,258,1,1,0.6,small,187
487,Occidental,3,16,MichoacandeOcampo,com,RABT,448,724427.64,1617.025982,9351,121,1,1,0.6,small,182
488,Occidental,3,16,MichoacandeOcampo,res,DB2,18626,17318271,929.7901321,9351,70,1,1,0.6,small,191
489,Occidental,3,16,MichoacandeOcampo,res,DB2,87934,151275852,1720.334023,9351,129,1,1,0.6,small,191
490,Occidental,3,16,MichoacandeOcampo,res,DB2,57551,88139849,1531.508558,9351,115,1,1,0.6,small,191
491,Occidental,3,16,MichoacandeOcampo,res,DB2,101412,190929783,1882.71391,9351,141,1,1,0.6,small,191
492,Occidental,3,16,MichoacandeOcampo,res,DB2,2,453.8184,226.9092,9351,17,1,1,0.6,small,191
493,Occidental,3,16,MichoacandeOcampo,res,DB1,2,0,0,9351,0,1,1,0.6,small,183
494,Occidental,3,16,MichoacandeOcampo,com,APBT,10678,211094123,19769.0694,9351,1481,1,1,0.6,small,185
495,Occidental,3,16,MichoacandeOcampo,com,RABT,3341,94753411,28360.79348,9351,2125,1,1,0.6,small,182
496,Occidental,3,16,MichoacandeOcampo,com,RAMT,426,3999888.6,9389.409859,9351,703,1,1,0.6,small,187
497,Occidental,3,16,MichoacandeOcampo,com,RABT,3197,407354270,127417.6634,9351,9546,1,1,0.6,small,182
498,Occidental,3,16,MichoacandeOcampo,res,DB2,8044,36703698,4562.866484,9351,342,1,1,0.6,small,191
499,Occidental,3,16,MichoacandeOcampo,ind,GDMTH,1482,1193000000,804993.2524,9351,60335,1,1,0.6,small,189
500,Occidental,3,16,MichoacandeOcampo,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
501,Occidental,3,16,MichoacandeOcampo,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
502,Occidental,3,16,MichoacandeOcampo,ind,GDMTH,1,0,0,9351,0,1,1,0.6,small,189
503,Occidental,3,16,MichoacandeOcampo,ind,DIST,7,147543036,21077576.57,9351,1579129,1,1,0.6,small,184
504,Occidental,3,16,MichoacandeOcampo,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
505,Occidental,3,16,MichoacandeOcampo,ind,DIST,4,174248300,43562075,9351,3263664,1,1,0.6,small,184
506,Occidental,3,16,MichoacandeOcampo,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
507,Occidental,3,16,MichoacandeOcampo,ind,DIT,1,203863901,203863901,9351,15273450,1,1,0.6,small,180
508,Occidental,3,16,MichoacandeOcampo,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
509,Occidental,3,16,MichoacandeOcampo,ind,DIT,1,2482000000,2482000000,9351,186000000,1,1,0.6,small,180
510,Occidental,3,16,MichoacandeOcampo,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
511,Occidental,3,16,MichoacandeOcampo,ind,GDMTO,6121,359137453,58673.00327,9351,4396,1,1,0.6,small,190
512,Occidental,3,16,MichoacandeOcampo,ind,GDMTO,0,0,0,9351,0,1,1,0.6,small,190
513,Oriental,2,17,Morelos,res,DB2,137771,187192162,1358.719629,7128,102,1,1,0.6,small,83
514,Oriental,2,17,Morelos,com,GDBT,82977,253945351,3060.430613,7128,229,1,1,0.6,small,73
515,Oriental,2,17,Morelos,com,GDBT,274,21257962,77583.80292,7128,5813,1,1,0.6,small,73
516,Oriental,2,17,Morelos,com,APBT,68,17567577,258346.7206,7128,19355,1,1,0.6,small,77
517,Oriental,2,17,Morelos,com,GDBT,767,109644741,142952.7262,7128,10710,1,1,0.6,small,73
518,Oriental,2,17,Morelos,com,RAMT,6,4284.5796,714.0966,7128,54,1,1,0.6,small,79
519,Oriental,2,17,Morelos,com,RABT,101,287640.78,2847.928515,7128,213,1,1,0.6,small,74
520,Oriental,2,17,Morelos,res,DB2,530283,627188094,1182.742223,7128,89,1,1,0.6,small,83
521,Oriental,2,17,Morelos,res,DB1,7,0,0,7128,0,1,1,0.6,small,75
522,Oriental,2,17,Morelos,res,DB2,2,1174.5888,587.2944,7128,44,1,1,0.6,small,83
523,Oriental,2,17,Morelos,res,DB1,1,0,0,7128,0,1,1,0.6,small,75
524,Oriental,2,17,Morelos,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
525,Oriental,2,17,Morelos,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
526,Oriental,2,17,Morelos,com,APBT,1903,104082823,54694.07409,7128,4098,1,1,0.6,small,77
527,Oriental,2,17,Morelos,com,RABT,274,16519844,60291.40146,7128,4517,1,1,0.6,small,74
528,Oriental,2,17,Morelos,com,RAMT,63,1344690.6,21344.29524,7128,1599,1,1,0.6,small,79
529,Oriental,2,17,Morelos,com,RABT,210,47010781,223860.8619,7128,16772,1,1,0.6,small,74
