source,year,sector,sector_abbr,country_abbr,control_reg_id,escalation_factor
Planning,2050,Industrial,ind,MEX,4,1.19072689
Planning,2050,Industrial,ind,MEX,5,1.19072689
Planning,2050,Industrial,ind,MEX,6,1.19072689
Planning,2050,Industrial,ind,MEX,7,1.19072689
Planning,2050,Industrial,ind,MEX,8,1.19072689
Planning,2050,Industrial,ind,MEX,9,1.19072689
Low,2050,Industrial,ind,MEX,1,1.091323093
Low,2050,Industrial,ind,MEX,2,1.091323093
Low,2050,Industrial,ind,MEX,3,1.091323093
Low,2050,Industrial,ind,MEX,4,1.091323093
Low,2050,Industrial,ind,MEX,5,1.091323093
Low,2050,Industrial,ind,MEX,6,1.091323093
Low,2050,Industrial,ind,MEX,7,1.091323093
Low,2050,Industrial,ind,MEX,8,1.091323093
Low,2050,Industrial,ind,MEX,9,1.091323093
High,2050,Industrial,ind,MEX,1,1.416602756
High,2050,Industrial,ind,MEX,2,1.416602756
High,2050,Industrial,ind,MEX,3,1.416602756
High,2050,Industrial,ind,MEX,4,1.416602756
High,2050,Industrial,ind,MEX,5,1.416602756
High,2050,Industrial,ind,MEX,6,1.416602756
High,2050,Industrial,ind,MEX,7,1.416602756
High,2050,Industrial,ind,MEX,8,1.416602756
High,2050,Industrial,ind,MEX,9,1.416602756
