source,year,sector,sector_abbr,country_abbr,control_reg_id,escalation_factor
Planning,2015,Residential,res,MEX,1,1
Planning,2015,Residential,res,MEX,2,1
Planning,2015,Residential,res,MEX,3,1
Planning,2015,Residential,res,MEX,4,1
Planning,2015,Residential,res,MEX,5,1
Planning,2015,Residential,res,MEX,6,1
Planning,2015,Residential,res,MEX,7,1
Planning,2015,Residential,res,MEX,8,1
Planning,2015,Residential,res,MEX,9,1
Low,2015,Residential,res,MEX,1,1
Low,2015,Residential,res,MEX,2,1
Low,2015,Residential,res,MEX,3,1
Low,2015,Residential,res,MEX,4,1
Low,2015,Residential,res,MEX,5,1
Low,2015,Residential,res,MEX,6,1
Low,2015,Residential,res,MEX,7,1
Low,2015,Residential,res,MEX,8,1
Low,2015,Residential,res,MEX,9,1
High,2015,Residential,res,MEX,1,1
High,2015,Residential,res,MEX,2,1
High,2015,Residential,res,MEX,3,1
High,2015,Residential,res,MEX,4,1
High,2015,Residential,res,MEX,5,1
High,2015,Residential,res,MEX,6,1
High,2015,Residential,res,MEX,7,1
High,2015,Residential,res,MEX,8,1
High,2015,Residential,res,MEX,9,1
Planning,2015,Commercial,com,MEX,1,1
Planning,2015,Commercial,com,MEX,2,1
Planning,2015,Commercial,com,MEX,3,1
Planning,2015,Commercial,com,MEX,4,1
Planning,2015,Commercial,com,MEX,5,1
Planning,2015,Commercial,com,MEX,6,1
Planning,2015,Commercial,com,MEX,7,1
Planning,2015,Commercial,com,MEX,8,1
Planning,2015,Commercial,com,MEX,9,1
Low,2015,Commercial,com,MEX,1,1
Low,2015,Commercial,com,MEX,2,1
Low,2015,Commercial,com,MEX,3,1
Low,2015,Commercial,com,MEX,4,1
Low,2015,Commercial,com,MEX,5,1
Low,2015,Commercial,com,MEX,6,1
Low,2015,Commercial,com,MEX,7,1
Low,2015,Commercial,com,MEX,8,1
Low,2015,Commercial,com,MEX,9,1
High,2015,Commercial,com,MEX,1,1
High,2015,Commercial,com,MEX,2,1
High,2015,Commercial,com,MEX,3,1
High,2015,Commercial,com,MEX,4,1
High,2015,Commercial,com,MEX,5,1
High,2015,Commercial,com,MEX,6,1
High,2015,Commercial,com,MEX,7,1
High,2015,Commercial,com,MEX,8,1
High,2015,Commercial,com,MEX,9,1
Planning,2015,Industrial,ind,MEX,1,1
Planning,2015,Industrial,ind,MEX,2,1
Planning,2015,Industrial,ind,MEX,3,1
Planning,2015,Industrial,ind,MEX,4,1
Planning,2015,Industrial,ind,MEX,5,1
Planning,2015,Industrial,ind,MEX,6,1
Planning,2015,Industrial,ind,MEX,7,1
Planning,2015,Industrial,ind,MEX,8,1
Planning,2015,Industrial,ind,MEX,9,1
Low,2015,Industrial,ind,MEX,1,1
Low,2015,Industrial,ind,MEX,2,1
Low,2015,Industrial,ind,MEX,3,1
Low,2015,Industrial,ind,MEX,4,1
Low,2015,Industrial,ind,MEX,5,1
Low,2015,Industrial,ind,MEX,6,1
Low,2015,Industrial,ind,MEX,7,1
Low,2015,Industrial,ind,MEX,8,1
Low,2015,Industrial,ind,MEX,9,1
High,2015,Industrial,ind,MEX,1,1
High,2015,Industrial,ind,MEX,2,1
High,2015,Industrial,ind,MEX,3,1
High,2015,Industrial,ind,MEX,4,1
High,2015,Industrial,ind,MEX,5,1
High,2015,Industrial,ind,MEX,6,1
High,2015,Industrial,ind,MEX,7,1
High,2015,Industrial,ind,MEX,8,1
High,2015,Industrial,ind,MEX,9,1
Planning,2016,Residential,res,MEX,1,1.005
Planning,2016,Residential,res,MEX,2,1.005
Planning,2016,Residential,res,MEX,3,1.005
Planning,2016,Residential,res,MEX,4,1.005
Planning,2016,Residential,res,MEX,5,1.005
Planning,2016,Residential,res,MEX,6,1.005
Planning,2016,Residential,res,MEX,7,1.005
Planning,2016,Residential,res,MEX,8,1.005
Planning,2016,Residential,res,MEX,9,1.005
Low,2016,Residential,res,MEX,1,1.0025
Low,2016,Residential,res,MEX,2,1.0025
Low,2016,Residential,res,MEX,3,1.0025
Low,2016,Residential,res,MEX,4,1.0025
Low,2016,Residential,res,MEX,5,1.0025
Low,2016,Residential,res,MEX,6,1.0025
Low,2016,Residential,res,MEX,7,1.0025
Low,2016,Residential,res,MEX,8,1.0025
Low,2016,Residential,res,MEX,9,1.0025
High,2016,Residential,res,MEX,1,1.01
High,2016,Residential,res,MEX,2,1.01
High,2016,Residential,res,MEX,3,1.01
High,2016,Residential,res,MEX,4,1.01
High,2016,Residential,res,MEX,5,1.01
High,2016,Residential,res,MEX,6,1.01
High,2016,Residential,res,MEX,7,1.01
High,2016,Residential,res,MEX,8,1.01
High,2016,Residential,res,MEX,9,1.01
Planning,2016,Commercial,com,MEX,1,1.005
Planning,2016,Commercial,com,MEX,2,1.005
Planning,2016,Commercial,com,MEX,3,1.005
Planning,2016,Commercial,com,MEX,4,1.005
Planning,2016,Commercial,com,MEX,5,1.005
Planning,2016,Commercial,com,MEX,6,1.005
Planning,2016,Commercial,com,MEX,7,1.005
Planning,2016,Commercial,com,MEX,8,1.005
Planning,2016,Commercial,com,MEX,9,1.005
Low,2016,Commercial,com,MEX,1,1.0025
Low,2016,Commercial,com,MEX,2,1.0025
Low,2016,Commercial,com,MEX,3,1.0025
Low,2016,Commercial,com,MEX,4,1.0025
Low,2016,Commercial,com,MEX,5,1.0025
Low,2016,Commercial,com,MEX,6,1.0025
Low,2016,Commercial,com,MEX,7,1.0025
Low,2016,Commercial,com,MEX,8,1.0025
Low,2016,Commercial,com,MEX,9,1.0025
High,2016,Commercial,com,MEX,1,1.01
High,2016,Commercial,com,MEX,2,1.01
High,2016,Commercial,com,MEX,3,1.01
High,2016,Commercial,com,MEX,4,1.01
High,2016,Commercial,com,MEX,5,1.01
High,2016,Commercial,com,MEX,6,1.01
High,2016,Commercial,com,MEX,7,1.01
High,2016,Commercial,com,MEX,8,1.01
High,2016,Commercial,com,MEX,9,1.01
Planning,2016,Industrial,ind,MEX,1,1.005
Planning,2016,Industrial,ind,MEX,2,1.005
Planning,2016,Industrial,ind,MEX,3,1.005
Planning,2016,Industrial,ind,MEX,4,1.005
Planning,2016,Industrial,ind,MEX,5,1.005
Planning,2016,Industrial,ind,MEX,6,1.005
Planning,2016,Industrial,ind,MEX,7,1.005
Planning,2016,Industrial,ind,MEX,8,1.005
Planning,2016,Industrial,ind,MEX,9,1.005
Low,2016,Industrial,ind,MEX,1,1.0025
Low,2016,Industrial,ind,MEX,2,1.0025
Low,2016,Industrial,ind,MEX,3,1.0025
Low,2016,Industrial,ind,MEX,4,1.0025
Low,2016,Industrial,ind,MEX,5,1.0025
Low,2016,Industrial,ind,MEX,6,1.0025
Low,2016,Industrial,ind,MEX,7,1.0025
Low,2016,Industrial,ind,MEX,8,1.0025
Low,2016,Industrial,ind,MEX,9,1.0025
High,2016,Industrial,ind,MEX,1,1.01
High,2016,Industrial,ind,MEX,2,1.01
High,2016,Industrial,ind,MEX,3,1.01
High,2016,Industrial,ind,MEX,4,1.01
High,2016,Industrial,ind,MEX,5,1.01
High,2016,Industrial,ind,MEX,6,1.01
High,2016,Industrial,ind,MEX,7,1.01
High,2016,Industrial,ind,MEX,8,1.01
High,2016,Industrial,ind,MEX,9,1.01
Planning,2017,Residential,res,MEX,1,1.010025
Planning,2017,Residential,res,MEX,2,1.010025
Planning,2017,Residential,res,MEX,3,1.010025
Planning,2017,Residential,res,MEX,4,1.010025
Planning,2017,Residential,res,MEX,5,1.010025
Planning,2017,Residential,res,MEX,6,1.010025
Planning,2017,Residential,res,MEX,7,1.010025
Planning,2017,Residential,res,MEX,8,1.010025
Planning,2017,Residential,res,MEX,9,1.010025
Low,2017,Residential,res,MEX,1,1.00500625
Low,2017,Residential,res,MEX,2,1.00500625
Low,2017,Residential,res,MEX,3,1.00500625
Low,2017,Residential,res,MEX,4,1.00500625
Low,2017,Residential,res,MEX,5,1.00500625
Low,2017,Residential,res,MEX,6,1.00500625
Low,2017,Residential,res,MEX,7,1.00500625
Low,2017,Residential,res,MEX,8,1.00500625
Low,2017,Residential,res,MEX,9,1.00500625
High,2017,Residential,res,MEX,1,1.0201
High,2017,Residential,res,MEX,2,1.0201
High,2017,Residential,res,MEX,3,1.0201
High,2017,Residential,res,MEX,4,1.0201
High,2017,Residential,res,MEX,5,1.0201
High,2017,Residential,res,MEX,6,1.0201
High,2017,Residential,res,MEX,7,1.0201
High,2017,Residential,res,MEX,8,1.0201
High,2017,Residential,res,MEX,9,1.0201
Planning,2017,Commercial,com,MEX,1,1.010025
Planning,2017,Commercial,com,MEX,2,1.010025
Planning,2017,Commercial,com,MEX,3,1.010025
Planning,2017,Commercial,com,MEX,4,1.010025
Planning,2017,Commercial,com,MEX,5,1.010025
Planning,2017,Commercial,com,MEX,6,1.010025
Planning,2017,Commercial,com,MEX,7,1.010025
Planning,2017,Commercial,com,MEX,8,1.010025
Planning,2017,Commercial,com,MEX,9,1.010025
Low,2017,Commercial,com,MEX,1,1.00500625
Low,2017,Commercial,com,MEX,2,1.00500625
Low,2017,Commercial,com,MEX,3,1.00500625
Low,2017,Commercial,com,MEX,4,1.00500625
Low,2017,Commercial,com,MEX,5,1.00500625
Low,2017,Commercial,com,MEX,6,1.00500625
Low,2017,Commercial,com,MEX,7,1.00500625
Low,2017,Commercial,com,MEX,8,1.00500625
Low,2017,Commercial,com,MEX,9,1.00500625
High,2017,Commercial,com,MEX,1,1.0201
High,2017,Commercial,com,MEX,2,1.0201
High,2017,Commercial,com,MEX,3,1.0201
High,2017,Commercial,com,MEX,4,1.0201
High,2017,Commercial,com,MEX,5,1.0201
High,2017,Commercial,com,MEX,6,1.0201
High,2017,Commercial,com,MEX,7,1.0201
High,2017,Commercial,com,MEX,8,1.0201
High,2017,Commercial,com,MEX,9,1.0201
Planning,2017,Industrial,ind,MEX,1,1.010025
Planning,2017,Industrial,ind,MEX,2,1.010025
Planning,2017,Industrial,ind,MEX,3,1.010025
Planning,2017,Industrial,ind,MEX,4,1.010025
Planning,2017,Industrial,ind,MEX,5,1.010025
Planning,2017,Industrial,ind,MEX,6,1.010025
Planning,2017,Industrial,ind,MEX,7,1.010025
Planning,2017,Industrial,ind,MEX,8,1.010025
Planning,2017,Industrial,ind,MEX,9,1.010025
Low,2017,Industrial,ind,MEX,1,1.00500625
Low,2017,Industrial,ind,MEX,2,1.00500625
Low,2017,Industrial,ind,MEX,3,1.00500625
Low,2017,Industrial,ind,MEX,4,1.00500625
Low,2017,Industrial,ind,MEX,5,1.00500625
Low,2017,Industrial,ind,MEX,6,1.00500625
Low,2017,Industrial,ind,MEX,7,1.00500625
Low,2017,Industrial,ind,MEX,8,1.00500625
Low,2017,Industrial,ind,MEX,9,1.00500625
High,2017,Industrial,ind,MEX,1,1.0201
High,2017,Industrial,ind,MEX,2,1.0201
High,2017,Industrial,ind,MEX,3,1.0201
High,2017,Industrial,ind,MEX,4,1.0201
High,2017,Industrial,ind,MEX,5,1.0201
High,2017,Industrial,ind,MEX,6,1.0201
High,2017,Industrial,ind,MEX,7,1.0201
High,2017,Industrial,ind,MEX,8,1.0201
High,2017,Industrial,ind,MEX,9,1.0201
Planning,2018,Residential,res,MEX,1,1.015075125
Planning,2018,Residential,res,MEX,2,1.015075125
Planning,2018,Residential,res,MEX,3,1.015075125
Planning,2018,Residential,res,MEX,4,1.015075125
Planning,2018,Residential,res,MEX,5,1.015075125
Planning,2018,Residential,res,MEX,6,1.015075125
Planning,2018,Residential,res,MEX,7,1.015075125
Planning,2018,Residential,res,MEX,8,1.015075125
Planning,2018,Residential,res,MEX,9,1.015075125
Low,2018,Residential,res,MEX,1,1.007518766
Low,2018,Residential,res,MEX,2,1.007518766
Low,2018,Residential,res,MEX,3,1.007518766
Low,2018,Residential,res,MEX,4,1.007518766
Low,2018,Residential,res,MEX,5,1.007518766
Low,2018,Residential,res,MEX,6,1.007518766
Low,2018,Residential,res,MEX,7,1.007518766
Low,2018,Residential,res,MEX,8,1.007518766
Low,2018,Residential,res,MEX,9,1.007518766
High,2018,Residential,res,MEX,1,1.030301
High,2018,Residential,res,MEX,2,1.030301
High,2018,Residential,res,MEX,3,1.030301
High,2018,Residential,res,MEX,4,1.030301
High,2018,Residential,res,MEX,5,1.030301
High,2018,Residential,res,MEX,6,1.030301
High,2018,Residential,res,MEX,7,1.030301
High,2018,Residential,res,MEX,8,1.030301
High,2018,Residential,res,MEX,9,1.030301
Planning,2018,Commercial,com,MEX,1,1.015075125
Planning,2018,Commercial,com,MEX,2,1.015075125
Planning,2018,Commercial,com,MEX,3,1.015075125
Planning,2018,Commercial,com,MEX,4,1.015075125
Planning,2018,Commercial,com,MEX,5,1.015075125
Planning,2018,Commercial,com,MEX,6,1.015075125
Planning,2018,Commercial,com,MEX,7,1.015075125
Planning,2018,Commercial,com,MEX,8,1.015075125
Planning,2018,Commercial,com,MEX,9,1.015075125
Low,2018,Commercial,com,MEX,1,1.007518766
Low,2018,Commercial,com,MEX,2,1.007518766
Low,2018,Commercial,com,MEX,3,1.007518766
Low,2018,Commercial,com,MEX,4,1.007518766
Low,2018,Commercial,com,MEX,5,1.007518766
Low,2018,Commercial,com,MEX,6,1.007518766
Low,2018,Commercial,com,MEX,7,1.007518766
Low,2018,Commercial,com,MEX,8,1.007518766
Low,2018,Commercial,com,MEX,9,1.007518766
High,2018,Commercial,com,MEX,1,1.030301
High,2018,Commercial,com,MEX,2,1.030301
High,2018,Commercial,com,MEX,3,1.030301
High,2018,Commercial,com,MEX,4,1.030301
High,2018,Commercial,com,MEX,5,1.030301
High,2018,Commercial,com,MEX,6,1.030301
High,2018,Commercial,com,MEX,7,1.030301
High,2018,Commercial,com,MEX,8,1.030301
High,2018,Commercial,com,MEX,9,1.030301
Planning,2018,Industrial,ind,MEX,1,1.015075125
Planning,2018,Industrial,ind,MEX,2,1.015075125
Planning,2018,Industrial,ind,MEX,3,1.015075125
Planning,2018,Industrial,ind,MEX,4,1.015075125
Planning,2018,Industrial,ind,MEX,5,1.015075125
Planning,2018,Industrial,ind,MEX,6,1.015075125
Planning,2018,Industrial,ind,MEX,7,1.015075125
Planning,2018,Industrial,ind,MEX,8,1.015075125
Planning,2018,Industrial,ind,MEX,9,1.015075125
Low,2018,Industrial,ind,MEX,1,1.007518766
Low,2018,Industrial,ind,MEX,2,1.007518766
Low,2018,Industrial,ind,MEX,3,1.007518766
Low,2018,Industrial,ind,MEX,4,1.007518766
Low,2018,Industrial,ind,MEX,5,1.007518766
Low,2018,Industrial,ind,MEX,6,1.007518766
Low,2018,Industrial,ind,MEX,7,1.007518766
Low,2018,Industrial,ind,MEX,8,1.007518766
Low,2018,Industrial,ind,MEX,9,1.007518766
High,2018,Industrial,ind,MEX,1,1.030301
High,2018,Industrial,ind,MEX,2,1.030301
High,2018,Industrial,ind,MEX,3,1.030301
High,2018,Industrial,ind,MEX,4,1.030301
High,2018,Industrial,ind,MEX,5,1.030301
High,2018,Industrial,ind,MEX,6,1.030301
High,2018,Industrial,ind,MEX,7,1.030301
High,2018,Industrial,ind,MEX,8,1.030301
High,2018,Industrial,ind,MEX,9,1.030301
Planning,2019,Residential,res,MEX,1,1.020150501
Planning,2019,Residential,res,MEX,2,1.020150501
Planning,2019,Residential,res,MEX,3,1.020150501
Planning,2019,Residential,res,MEX,4,1.020150501
Planning,2019,Residential,res,MEX,5,1.020150501
Planning,2019,Residential,res,MEX,6,1.020150501
Planning,2019,Residential,res,MEX,7,1.020150501
Planning,2019,Residential,res,MEX,8,1.020150501
Planning,2019,Residential,res,MEX,9,1.020150501
Low,2019,Residential,res,MEX,1,1.010037563
Low,2019,Residential,res,MEX,2,1.010037563
Low,2019,Residential,res,MEX,3,1.010037563
Low,2019,Residential,res,MEX,4,1.010037563
Low,2019,Residential,res,MEX,5,1.010037563
Low,2019,Residential,res,MEX,6,1.010037563
Low,2019,Residential,res,MEX,7,1.010037563
Low,2019,Residential,res,MEX,8,1.010037563
Low,2019,Residential,res,MEX,9,1.010037563
High,2019,Residential,res,MEX,1,1.04060401
High,2019,Residential,res,MEX,2,1.04060401
High,2019,Residential,res,MEX,3,1.04060401
High,2019,Residential,res,MEX,4,1.04060401
High,2019,Residential,res,MEX,5,1.04060401
High,2019,Residential,res,MEX,6,1.04060401
High,2019,Residential,res,MEX,7,1.04060401
High,2019,Residential,res,MEX,8,1.04060401
High,2019,Residential,res,MEX,9,1.04060401
Planning,2019,Commercial,com,MEX,1,1.020150501
Planning,2019,Commercial,com,MEX,2,1.020150501
Planning,2019,Commercial,com,MEX,3,1.020150501
Planning,2019,Commercial,com,MEX,4,1.020150501
Planning,2019,Commercial,com,MEX,5,1.020150501
Planning,2019,Commercial,com,MEX,6,1.020150501
Planning,2019,Commercial,com,MEX,7,1.020150501
Planning,2019,Commercial,com,MEX,8,1.020150501
Planning,2019,Commercial,com,MEX,9,1.020150501
Low,2019,Commercial,com,MEX,1,1.010037563
Low,2019,Commercial,com,MEX,2,1.010037563
Low,2019,Commercial,com,MEX,3,1.010037563
Low,2019,Commercial,com,MEX,4,1.010037563
Low,2019,Commercial,com,MEX,5,1.010037563
Low,2019,Commercial,com,MEX,6,1.010037563
Low,2019,Commercial,com,MEX,7,1.010037563
Low,2019,Commercial,com,MEX,8,1.010037563
Low,2019,Commercial,com,MEX,9,1.010037563
High,2019,Commercial,com,MEX,1,1.04060401
High,2019,Commercial,com,MEX,2,1.04060401
High,2019,Commercial,com,MEX,3,1.04060401
High,2019,Commercial,com,MEX,4,1.04060401
High,2019,Commercial,com,MEX,5,1.04060401
High,2019,Commercial,com,MEX,6,1.04060401
High,2019,Commercial,com,MEX,7,1.04060401
High,2019,Commercial,com,MEX,8,1.04060401
High,2019,Commercial,com,MEX,9,1.04060401
Planning,2019,Industrial,ind,MEX,1,1.020150501
Planning,2019,Industrial,ind,MEX,2,1.020150501
Planning,2019,Industrial,ind,MEX,3,1.020150501
Planning,2019,Industrial,ind,MEX,4,1.020150501
Planning,2019,Industrial,ind,MEX,5,1.020150501
Planning,2019,Industrial,ind,MEX,6,1.020150501
Planning,2019,Industrial,ind,MEX,7,1.020150501
Planning,2019,Industrial,ind,MEX,8,1.020150501
Planning,2019,Industrial,ind,MEX,9,1.020150501
Low,2019,Industrial,ind,MEX,1,1.010037563
Low,2019,Industrial,ind,MEX,2,1.010037563
Low,2019,Industrial,ind,MEX,3,1.010037563
Low,2019,Industrial,ind,MEX,4,1.010037563
Low,2019,Industrial,ind,MEX,5,1.010037563
Low,2019,Industrial,ind,MEX,6,1.010037563
Low,2019,Industrial,ind,MEX,7,1.010037563
Low,2019,Industrial,ind,MEX,8,1.010037563
Low,2019,Industrial,ind,MEX,9,1.010037563
High,2019,Industrial,ind,MEX,1,1.04060401
High,2019,Industrial,ind,MEX,2,1.04060401
High,2019,Industrial,ind,MEX,3,1.04060401
High,2019,Industrial,ind,MEX,4,1.04060401
High,2019,Industrial,ind,MEX,5,1.04060401
High,2019,Industrial,ind,MEX,6,1.04060401
High,2019,Industrial,ind,MEX,7,1.04060401
High,2019,Industrial,ind,MEX,8,1.04060401
High,2019,Industrial,ind,MEX,9,1.04060401
Planning,2020,Residential,res,MEX,1,1.025251253
Planning,2020,Residential,res,MEX,2,1.025251253
Planning,2020,Residential,res,MEX,3,1.025251253
Planning,2020,Residential,res,MEX,4,1.025251253
Planning,2020,Residential,res,MEX,5,1.025251253
Planning,2020,Residential,res,MEX,6,1.025251253
Planning,2020,Residential,res,MEX,7,1.025251253
Planning,2020,Residential,res,MEX,8,1.025251253
Planning,2020,Residential,res,MEX,9,1.025251253
Low,2020,Residential,res,MEX,1,1.012562656
Low,2020,Residential,res,MEX,2,1.012562656
Low,2020,Residential,res,MEX,3,1.012562656
Low,2020,Residential,res,MEX,4,1.012562656
Low,2020,Residential,res,MEX,5,1.012562656
Low,2020,Residential,res,MEX,6,1.012562656
Low,2020,Residential,res,MEX,7,1.012562656
Low,2020,Residential,res,MEX,8,1.012562656
Low,2020,Residential,res,MEX,9,1.012562656
High,2020,Residential,res,MEX,1,1.05101005
High,2020,Residential,res,MEX,2,1.05101005
High,2020,Residential,res,MEX,3,1.05101005
High,2020,Residential,res,MEX,4,1.05101005
High,2020,Residential,res,MEX,5,1.05101005
High,2020,Residential,res,MEX,6,1.05101005
High,2020,Residential,res,MEX,7,1.05101005
High,2020,Residential,res,MEX,8,1.05101005
High,2020,Residential,res,MEX,9,1.05101005
Planning,2020,Commercial,com,MEX,1,1.025251253
Planning,2020,Commercial,com,MEX,2,1.025251253
Planning,2020,Commercial,com,MEX,3,1.025251253
Planning,2020,Commercial,com,MEX,4,1.025251253
Planning,2020,Commercial,com,MEX,5,1.025251253
Planning,2020,Commercial,com,MEX,6,1.025251253
Planning,2020,Commercial,com,MEX,7,1.025251253
Planning,2020,Commercial,com,MEX,8,1.025251253
Planning,2020,Commercial,com,MEX,9,1.025251253
Low,2020,Commercial,com,MEX,1,1.012562656
Low,2020,Commercial,com,MEX,2,1.012562656
Low,2020,Commercial,com,MEX,3,1.012562656
Low,2020,Commercial,com,MEX,4,1.012562656
Low,2020,Commercial,com,MEX,5,1.012562656
Low,2020,Commercial,com,MEX,6,1.012562656
Low,2020,Commercial,com,MEX,7,1.012562656
Low,2020,Commercial,com,MEX,8,1.012562656
Low,2020,Commercial,com,MEX,9,1.012562656
High,2020,Commercial,com,MEX,1,1.05101005
High,2020,Commercial,com,MEX,2,1.05101005
High,2020,Commercial,com,MEX,3,1.05101005
High,2020,Commercial,com,MEX,4,1.05101005
High,2020,Commercial,com,MEX,5,1.05101005
High,2020,Commercial,com,MEX,6,1.05101005
High,2020,Commercial,com,MEX,7,1.05101005
High,2020,Commercial,com,MEX,8,1.05101005
High,2020,Commercial,com,MEX,9,1.05101005
Planning,2020,Industrial,ind,MEX,1,1.025251253
Planning,2020,Industrial,ind,MEX,2,1.025251253
Planning,2020,Industrial,ind,MEX,3,1.025251253
Planning,2020,Industrial,ind,MEX,4,1.025251253
Planning,2020,Industrial,ind,MEX,5,1.025251253
Planning,2020,Industrial,ind,MEX,6,1.025251253
Planning,2020,Industrial,ind,MEX,7,1.025251253
Planning,2020,Industrial,ind,MEX,8,1.025251253
Planning,2020,Industrial,ind,MEX,9,1.025251253
Low,2020,Industrial,ind,MEX,1,1.012562656
Low,2020,Industrial,ind,MEX,2,1.012562656
Low,2020,Industrial,ind,MEX,3,1.012562656
Low,2020,Industrial,ind,MEX,4,1.012562656
Low,2020,Industrial,ind,MEX,5,1.012562656
Low,2020,Industrial,ind,MEX,6,1.012562656
Low,2020,Industrial,ind,MEX,7,1.012562656
Low,2020,Industrial,ind,MEX,8,1.012562656
Low,2020,Industrial,ind,MEX,9,1.012562656
High,2020,Industrial,ind,MEX,1,1.05101005
High,2020,Industrial,ind,MEX,2,1.05101005
High,2020,Industrial,ind,MEX,3,1.05101005
High,2020,Industrial,ind,MEX,4,1.05101005
High,2020,Industrial,ind,MEX,5,1.05101005
High,2020,Industrial,ind,MEX,6,1.05101005
High,2020,Industrial,ind,MEX,7,1.05101005
High,2020,Industrial,ind,MEX,8,1.05101005
High,2020,Industrial,ind,MEX,9,1.05101005
Planning,2021,Residential,res,MEX,1,1.030377509
Planning,2021,Residential,res,MEX,2,1.030377509
Planning,2021,Residential,res,MEX,3,1.030377509
Planning,2021,Residential,res,MEX,4,1.030377509
Planning,2021,Residential,res,MEX,5,1.030377509
Planning,2021,Residential,res,MEX,6,1.030377509
Planning,2021,Residential,res,MEX,7,1.030377509
Planning,2021,Residential,res,MEX,8,1.030377509
Planning,2021,Residential,res,MEX,9,1.030377509
Low,2021,Residential,res,MEX,1,1.015094063
Low,2021,Residential,res,MEX,2,1.015094063
Low,2021,Residential,res,MEX,3,1.015094063
Low,2021,Residential,res,MEX,4,1.015094063
Low,2021,Residential,res,MEX,5,1.015094063
Low,2021,Residential,res,MEX,6,1.015094063
Low,2021,Residential,res,MEX,7,1.015094063
Low,2021,Residential,res,MEX,8,1.015094063
Low,2021,Residential,res,MEX,9,1.015094063
High,2021,Residential,res,MEX,1,1.061520151
High,2021,Residential,res,MEX,2,1.061520151
High,2021,Residential,res,MEX,3,1.061520151
High,2021,Residential,res,MEX,4,1.061520151
High,2021,Residential,res,MEX,5,1.061520151
High,2021,Residential,res,MEX,6,1.061520151
High,2021,Residential,res,MEX,7,1.061520151
High,2021,Residential,res,MEX,8,1.061520151
High,2021,Residential,res,MEX,9,1.061520151
Planning,2021,Commercial,com,MEX,1,1.030377509
Planning,2021,Commercial,com,MEX,2,1.030377509
Planning,2021,Commercial,com,MEX,3,1.030377509
Planning,2021,Commercial,com,MEX,4,1.030377509
Planning,2021,Commercial,com,MEX,5,1.030377509
Planning,2021,Commercial,com,MEX,6,1.030377509
Planning,2021,Commercial,com,MEX,7,1.030377509
Planning,2021,Commercial,com,MEX,8,1.030377509
Planning,2021,Commercial,com,MEX,9,1.030377509
Low,2021,Commercial,com,MEX,1,1.015094063
Low,2021,Commercial,com,MEX,2,1.015094063
Low,2021,Commercial,com,MEX,3,1.015094063
Low,2021,Commercial,com,MEX,4,1.015094063
Low,2021,Commercial,com,MEX,5,1.015094063
Low,2021,Commercial,com,MEX,6,1.015094063
Low,2021,Commercial,com,MEX,7,1.015094063
Low,2021,Commercial,com,MEX,8,1.015094063
Low,2021,Commercial,com,MEX,9,1.015094063
High,2021,Commercial,com,MEX,1,1.061520151
High,2021,Commercial,com,MEX,2,1.061520151
High,2021,Commercial,com,MEX,3,1.061520151
High,2021,Commercial,com,MEX,4,1.061520151
High,2021,Commercial,com,MEX,5,1.061520151
High,2021,Commercial,com,MEX,6,1.061520151
High,2021,Commercial,com,MEX,7,1.061520151
High,2021,Commercial,com,MEX,8,1.061520151
High,2021,Commercial,com,MEX,9,1.061520151
Planning,2021,Industrial,ind,MEX,1,1.030377509
Planning,2021,Industrial,ind,MEX,2,1.030377509
Planning,2021,Industrial,ind,MEX,3,1.030377509
Planning,2021,Industrial,ind,MEX,4,1.030377509
Planning,2021,Industrial,ind,MEX,5,1.030377509
Planning,2021,Industrial,ind,MEX,6,1.030377509
Planning,2021,Industrial,ind,MEX,7,1.030377509
Planning,2021,Industrial,ind,MEX,8,1.030377509
Planning,2021,Industrial,ind,MEX,9,1.030377509
Low,2021,Industrial,ind,MEX,1,1.015094063
Low,2021,Industrial,ind,MEX,2,1.015094063
Low,2021,Industrial,ind,MEX,3,1.015094063
Low,2021,Industrial,ind,MEX,4,1.015094063
Low,2021,Industrial,ind,MEX,5,1.015094063
Low,2021,Industrial,ind,MEX,6,1.015094063
Low,2021,Industrial,ind,MEX,7,1.015094063
Low,2021,Industrial,ind,MEX,8,1.015094063
Low,2021,Industrial,ind,MEX,9,1.015094063
High,2021,Industrial,ind,MEX,1,1.061520151
High,2021,Industrial,ind,MEX,2,1.061520151
High,2021,Industrial,ind,MEX,3,1.061520151
High,2021,Industrial,ind,MEX,4,1.061520151
High,2021,Industrial,ind,MEX,5,1.061520151
High,2021,Industrial,ind,MEX,6,1.061520151
High,2021,Industrial,ind,MEX,7,1.061520151
High,2021,Industrial,ind,MEX,8,1.061520151
High,2021,Industrial,ind,MEX,9,1.061520151
Planning,2022,Residential,res,MEX,1,1.035529397
Planning,2022,Residential,res,MEX,2,1.035529397
Planning,2022,Residential,res,MEX,3,1.035529397
Planning,2022,Residential,res,MEX,4,1.035529397
Planning,2022,Residential,res,MEX,5,1.035529397
Planning,2022,Residential,res,MEX,6,1.035529397
Planning,2022,Residential,res,MEX,7,1.035529397
Planning,2022,Residential,res,MEX,8,1.035529397
Planning,2022,Residential,res,MEX,9,1.035529397
Low,2022,Residential,res,MEX,1,1.017631798
Low,2022,Residential,res,MEX,2,1.017631798
Low,2022,Residential,res,MEX,3,1.017631798
Low,2022,Residential,res,MEX,4,1.017631798
