state_id,real_discount
28,0.08382846343629449
18,0.08814329928672354
26,0.09648639420344374
23,0.11029181630873197
8,0.08327050712172293
20,0.09130965696435747
22,0.15141420326400348
5,0.092700304361765
29,0.07836870201783237
4,0.10364706383519821
32,0.10313687031798299
14,0.15267300955135307
11,0.11316212358952923
13,0.09063762256353822
7,0.09482515674332749
16,0.11662986057114293
6,0.1001678795715735
10,0.10453896499740155
27,0.07744107744107742
25,0.1544011544011544
17,0.1217252826345647
15,0.09588343822855303
30,0.09647119694973945
19,0.1163488100610793
3,0.09525403508487823
24,0.09268037030171133
1,0.10124056884277842
21,0.09389220325942947
2,0.10086201906868991
9,0.12796148556046383
12,0.11010115985316916
31,0.09776908188947146
28,0.062193174448068864
18,0.064889946854587
26,0.07010438117753715
23,0.07873276999334228
8,0.061844451751461645
20,0.06686892040310823
22,0.10443426184038694
5,0.06773807502648792
29,0.05878082356153003
4,0.0745797996973837
32,0.07426092874912418
14,0.10522101576998046
11,0.08052671204384057
13,0.06644889890259618
7,0.0690661077649645
16,0.08269404765734911
6,0.07240530953261824
10,0.07513723792376076
27,0.0582010582010582
25,0.10630110630110629
17,0.08587868644698772
15,0.06972753369323043
30,0.07009488289397196
19,0.08251839108855934
3,0.06933415672843371
24,0.06772561623895437
1,0.07307574032712133
21,0.06848301183752822
2,0.072839146718316
9,0.08977631327567469
12,0.07861360970861553
31,0.07090606098130446
28,0.05097631832925497
18,0.05259438177316586
26,0.05572304236693593
23,0.060900075656419035
8,0.050767084711290635
20,0.053781765902278594
22,0.07632097076464585
5,0.05430325867630641
29,0.048928907797331674
4,0.05840829347884387
32,0.05821697090988816
14,0.07679302312240192
11,0.061976440886718005
13,0.05352975300197137
7,0.05510007831939234
16,0.06327684225482313
6,0.0571035993799846
10,0.05874275641467012
27,0.04858104858104857
25,0.07744107744107742
17,0.06518762552860631
15,0.05549693387635192
30,0.055717343396796834
19,0.06317144831354927
3,0.05526090769747387
24,0.05429578340378628
1,0.05750585785668645
21,0.054750220762930596
2,0.057363901691403256
9,0.06752620162581846
12,0.06082857948558297
31,0.05620405024919634
