state_abbr,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AK,0.0414194317662,0.0332869408752,0.0251544499841,0.0268165927364,0.0284787354888,0.0308523112907,0.0332258870927,0.0333425900609,0.0334592930291,0.0343072613446,0.0351552296601,0.0368734529599,0.0385916762597,0.0417411683585,0.0448906604572,0.0467304217213,0.0485701829853,0.0490264669567,0.0494827509281,0.0507679335161,0.0520531161041,0.0526077608458,0.0531624055875,0.0552023275401,0.0572422494927,0.0583868891799,0.059531528867,0.059888256889,0.0602449849111,0.0597148155637,0.0591846462163,0.0598893943424,0.0605941424686,0.0625034165571,0.0644126906455,0.0640109821149,0.0636092735843
AL,0.0426742343341,0.036044885046,0.0294155357578,0.0304368267212,0.0314581176847,0.0333343652426,0.0352106128004,0.0345441516447,0.0338776904889,0.0340584673211,0.0342392441533,0.0341565254749,0.0340738067966,0.0337928093337,0.0335118118708,0.0334386124656,0.0333654130604,0.0333897355633,0.0334140580663,0.0336018288057,0.0337895995451,0.0343988419708,0.0350080843965,0.0355479148467,0.0360877452969,0.0365551870079,0.0370226287189,0.0375123131316,0.0380019975443,0.0387051325386,0.0394082675329,0.0404630747984,0.0415178820639,0.042806810971,0.044095739878,0.0442035877201,0.0443114355622
AR,0.0417511333961,0.0344142867648,0.0270774401335,0.0284521577204,0.0298268753073,0.0320964959803,0.0343661166534,0.0335509347869,0.0327357529204,0.0328826066092,0.0330294602981,0.0327002840142,0.0323711077303,0.0320597068503,0.0317483059703,0.0317001859238,0.0316520658772,0.0317379714916,0.031823877106,0.0320172674039,0.0322106577017,0.0328466028656,0.0334825480296,0.0342088050341,0.0349350620386,0.0353914438325,0.0358478256264,0.0362941816256,0.0367405376249,0.0374661465181,0.0381917554113,0.0390037756913,0.0398157959712,0.0409461360035,0.0420764760358,0.0422757628094,0.0424750495829
AZ,0.0373596281737,0.0302352853165,0.0231109424593,0.0251721482407,0.027233354022,0.0289837432064,0.0307341323908,0.0307687642926,0.0308033961944,0.0308758875253,0.0309483788562,0.0312089418699,0.0314695048836,0.0313544382644,0.0312393716453,0.0312467839249,0.0312541962044,0.0314153470211,0.0315764978378,0.0319168435173,0.0322571891968,0.033147307067,0.0340374249373,0.0348595231542,0.0356816213711,0.0362407231529,0.0367998249347,0.0372703595847,0.0377408942347,0.0384184443478,0.0390959944608,0.0401470305871,0.0411980667135,0.0421606024229,0.0431231381323,0.0432447330281,0.043366327924
CA,0.0414194317662,0.0332869408752,0.0251544499841,0.0268165927364,0.0284787354888,0.0308523112907,0.0332258870927,0.0333425900609,0.0334592930291,0.0343072613446,0.0351552296601,0.0368734529599,0.0385916762597,0.0417411683585,0.0448906604572,0.0467304217213,0.0485701829853,0.0490264669567,0.0494827509281,0.0507679335161,0.0520531161041,0.0526077608458,0.0531624055875,0.0552023275401,0.0572422494927,0.0583868891799,0.059531528867,0.059888256889,0.0602449849111,0.0597148155637,0.0591846462163,0.0598893943424,0.0605941424686,0.0625034165571,0.0644126906455,0.0640109821149,0.0636092735843
CO,0.0373596281737,0.0302352853165,0.0231109424593,0.0251721482407,0.027233354022,0.0289837432064,0.0307341323908,0.0307687642926,0.0308033961944,0.0308758875253,0.0309483788562,0.0312089418699,0.0314695048836,0.0313544382644,0.0312393716453,0.0312467839249,0.0312541962044,0.0314153470211,0.0315764978378,0.0319168435173,0.0322571891968,0.033147307067,0.0340374249373,0.0348595231542,0.0356816213711,0.0362407231529,0.0367998249347,0.0372703595847,0.0377408942347,0.0384184443478,0.0390959944608,0.0401470305871,0.0411980667135,0.0421606024229,0.0431231381323,0.0432447330281,0.043366327924
CT,0.0562388162593,0.0470933388974,0.0379478615356,0.037501614815,0.0370553680944,0.0371010044001,0.0371466407057,0.0369322803672,0.0367179200286,0.0367746072922,0.0368312945557,0.0365268341172,0.0362223736787,0.0359803284419,0.0357382832052,0.0358369979901,0.0359357127751,0.0371347731439,0.0383338335127,0.0385252960666,0.0387167586205,0.0397034763067,0.0406901939929,0.0413569582395,0.0420237224862,0.0423717559942,0.0427197895022,0.043081879617,0.0434439697318,0.0439230116159,0.0444020535,0.0456795900543,0.0469571266086,0.0479686231244,0.0489801196403,0.0491049482061,0.0492297767718
DC,0.0431184799389,0.036399253458,0.029680026977,0.0307694186215,0.0318588102659,0.0334379859583,0.0350171616507,0.0346586847898,0.0343002079288,0.0345506961269,0.0348011843249,0.034841307714,0.0348814311031,0.0347070713462,0.0345327115892,0.0345768385782,0.0346209655672,0.0346726991474,0.0347244327275,0.0348789481812,0.0350334636348,0.0356089716655,0.0361844796961,0.0367372000298,0.0372899203636,0.037806231311,0.0383225422585,0.0388878200852,0.0394530979118,0.0401250175595,0.0407969372072,0.0418097566287,0.0428225760501,0.0441924367224,0.0455622973946,0.0456630516692,0.0457638059438
DE,0.0431184799389,0.036399253458,0.029680026977,0.0307694186215,0.0318588102659,0.0334379859583,0.0350171616507,0.0346586847898,0.0343002079288,0.0345506961269,0.0348011843249,0.034841307714,0.0348814311031,0.0347070713462,0.0345327115892,0.0345768385782,0.0346209655672,0.0346726991474,0.0347244327275,0.0348789481812,0.0350334636348,0.0356089716655,0.0361844796961,0.0367372000298,0.0372899203636,0.037806231311,0.0383225422585,0.0388878200852,0.0394530979118,0.0401250175595,0.0407969372072,0.0418097566287,0.0428225760501,0.0441924367224,0.0455622973946,0.0456630516692,0.0457638059438
FL,0.0431184799389,0.036399253458,0.029680026977,0.0307694186215,0.0318588102659,0.0334379859583,0.0350171616507,0.0346586847898,0.0343002079288,0.0345506961269,0.0348011843249,0.034841307714,0.0348814311031,0.0347070713462,0.0345327115892,0.0345768385782,0.0346209655672,0.0346726991474,0.0347244327275,0.0348789481812,0.0350334636348,0.0356089716655,0.0361844796961,0.0367372000298,0.0372899203636,0.037806231311,0.0383225422585,0.0388878200852,0.0394530979118,0.0401250175595,0.0407969372072,0.0418097566287,0.0428225760501,0.0441924367224,0.0455622973946,0.0456630516692,0.0457638059438
