state_abbr,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AK,0.13099335232,0.127748462217,0.124503572113,0.125505158515,0.126506744918,0.126192618572,0.125878492227,0.125280534138,0.12468257605,0.124308097914,0.123933619777,0.123657394346,0.123381168915,0.123187438021,0.122993707128,0.122671440762,0.122349174396,0.121463438956,0.120577703515,0.12001482588,0.119451948245,0.119239654104,0.119027359963,0.118590264058,0.118153168153,0.117546971813,0.116940775472,0.116021596712,0.115102417952,0.114856858477,0.114611299003,0.1147673219,0.114923344798,0.114914300364,0.114905255931,0.115373056645,0.11584085736
AL,0.0859945402807,0.0859668112606,0.0859390822404,0.0866653227397,0.0873915632391,0.0874572983372,0.0875230334353,0.0868179364382,0.0861128394412,0.0858813500422,0.0856498606432,0.0858429418874,0.0860360231315,0.0859517219645,0.0858674207974,0.0860898271691,0.0863122335408,0.0861187053237,0.0859251771066,0.0854992501929,0.0850733232793,0.0850538332904,0.0850343433015,0.0849802240726,0.0849261048437,0.084578310733,0.0842305166224,0.0842156629033,0.0842008091841,0.0842476784884,0.0842945477927,0.0846923926852,0.0850902375778,0.0854570738503,0.0858239101229,0.0859082324546,0.0859925547862
AR,0.0914050610054,0.0883752153234,0.0853453696414,0.0861594039666,0.0869734382918,0.0874480455189,0.087922652746,0.0868357334961,0.0857488142463,0.0853719304552,0.0849950466641,0.0849988456698,0.0850026446755,0.0848643541485,0.0847260636215,0.0843413763559,0.0839566890902,0.0836485467353,0.0833404043804,0.0827781958162,0.082215987252,0.0817919104306,0.0813678336092,0.0810138461595,0.0806598587098,0.0804364824134,0.080213106117,0.079975895257,0.0797386843971,0.0794454961057,0.0791523078144,0.0789852506888,0.0788181935632,0.0786567238197,0.0784952540761,0.0785495814749,0.0786039088737
AZ,0.094375826244,0.0934091454547,0.0924424646653,0.092227075348,0.0920116860307,0.0916787889921,0.0913458919535,0.0909175410622,0.0904891901708,0.0899077282934,0.0893262664159,0.0885203534334,0.0877144404509,0.0871037695314,0.086493098612,0.0860422987018,0.0855914987916,0.0852005332689,0.0848095677462,0.0844993640978,0.0841891604494,0.0841979197057,0.0842066789619,0.0841712127276,0.0841357464932,0.0839752659712,0.0838147854492,0.0835281767878,0.0832415681264,0.0837410398702,0.084240511614,0.0844003382915,0.0845601649691,0.0848531124398,0.0851460599105,0.0852927547002,0.08543944949
CA,0.13099335232,0.127748462217,0.124503572113,0.125505158515,0.126506744918,0.126192618572,0.125878492227,0.125280534138,0.12468257605,0.124308097914,0.123933619777,0.123657394346,0.123381168915,0.123187438021,0.122993707128,0.122671440762,0.122349174396,0.121463438956,0.120577703515,0.12001482588,0.119451948245,0.119239654104,0.119027359963,0.118590264058,0.118153168153,0.117546971813,0.116940775472,0.116021596712,0.115102417952,0.114856858477,0.114611299003,0.1147673219,0.114923344798,0.114914300364,0.114905255931,0.115373056645,0.11584085736
CO,0.094375826244,0.0934091454547,0.0924424646653,0.092227075348,0.0920116860307,0.0916787889921,0.0913458919535,0.0909175410622,0.0904891901708,0.0899077282934,0.0893262664159,0.0885203534334,0.0877144404509,0.0871037695314,0.086493098612,0.0860422987018,0.0855914987916,0.0852005332689,0.0848095677462,0.0844993640978,0.0841891604494,0.0841979197057,0.0842066789619,0.0841712127276,0.0841357464932,0.0839752659712,0.0838147854492,0.0835281767878,0.0832415681264,0.0837410398702,0.084240511614,0.0844003382915,0.0845601649691,0.0848531124398,0.0851460599105,0.0852927547002,0.08543944949
CT,0.227938240186,0.230562539544,0.233186838901,0.234913395494,0.236639952087,0.243896690638,0.25115342919,0.24544258993,0.239731750671,0.239852375996,0.239973001322,0.238174195133,0.236375388944,0.26057433482,0.284773280697,0.28331150978,0.281849738862,0.278036669193,0.274223599524,0.271421209782,0.26861882004,0.25985903596,0.25109925188,0.24981262289,0.2485259939,0.245344812354,0.242163630808,0.239897436309,0.23763124181,0.238045415155,0.238459588499,0.239485113141,0.240510637783,0.243993277295,0.247475916806,0.243869099787,0.240262282767
DC,0.105217654919,0.102610841603,0.100004028287,0.100384221907,0.100764415526,0.102590407354,0.104416399181,0.103507307651,0.102598216122,0.102049680855,0.101501145588,0.100924234763,0.100347323938,0.0997096240967,0.0990719242559,0.0987938072024,0.0985156901488,0.0981679720968,0.0978202540447,0.0973146281648,0.0968090022848,0.0965988119013,0.0963886215178,0.0959969559512,0.0956052903845,0.0952496728033,0.0948940552221,0.0942574845247,0.0936209138273,0.0937357608503,0.0938506078733,0.0941739432297,0.0944972785861,0.0951502844376,0.0958032902892,0.0957531794594,0.0957030686297
DE,0.105217654919,0.102610841603,0.100004028287,0.100384221907,0.100764415526,0.102590407354,0.104416399181,0.103507307651,0.102598216122,0.102049680855,0.101501145588,0.100924234763,0.100347323938,0.0997096240967,0.0990719242559,0.0987938072024,0.0985156901488,0.0981679720968,0.0978202540447,0.0973146281648,0.0968090022848,0.0965988119013,0.0963886215178,0.0959969559512,0.0956052903845,0.0952496728033,0.0948940552221,0.0942574845247,0.0936209138273,0.0937357608503,0.0938506078733,0.0941739432297,0.0944972785861,0.0951502844376,0.0958032902892,0.0957531794594,0.0957030686297
FL,0.105217654919,0.102610841603,0.100004028287,0.100384221907,0.100764415526,0.102590407354,0.104416399181,0.103507307651,0.102598216122,0.102049680855,0.101501145588,0.100924234763,0.100347323938,0.0997096240967,0.0990719242559,0.0987938072024,0.0985156901488,0.0981679720968,0.0978202540447,0.0973146281648,0.0968090022848,0.0965988119013,0.0963886215178,0.0959969559512,0.0956052903845,0.0952496728033,0.0948940552221,0.0942574845247,0.0936209138273,0.0937357608503,0.0938506078733,0.0941739432297,0.0944972785861,0.0951502844376,0.0958032902892,0.0957531794594,0.0957030686297
