state_abbr,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AK,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917304003,0.0406346677844,0.0322047488708,0.0237748299571,0.0285862637679,0.0333976975787,0.0338494199726,0.0343011423665,0.0349852023995,0.0356692624325,0.0366264921279,0.0375837218233,0.0427944591777,0.0480051965322,0.0501482125926,0.052291228653,0.0553889470476,0.0584866654422,0.0574054530425,0.0563242406427,0.0566586661602,0.0569930916777,0.0573486956856,0.0577042996934,0.0587980234182,0.0598917471429,0.0610082102606,0.0621246733783,0.0618288793398,0.0615330853014,0.0613785343423,0.0612239833832,0.0612864701477,0.0613489569121,0.0622394194365,0.0631298819609,0.0631218785898,0.0631138752187
AL,0.0498297163303,0.043271581907,0.0367134474836,0.0395884629353,0.042463478387,0.0359675014227,0.0294715244584,0.0325331988723,0.0355948732862,0.0370851203795,0.0385753674728,0.0381393322628,0.0377032970528,0.0379872230381,0.0382711490235,0.0383314618813,0.0383917747391,0.0382375148477,0.0380832549564,0.0376731040192,0.0372629530821,0.0374791742721,0.0376953954622,0.0378329456439,0.0379704958256,0.0387229739664,0.0394754521072,0.0399802795436,0.0404851069801,0.0410150687571,0.0415450305341,0.0423363340879,0.0431276376416,0.0441333199191,0.0451390021966,0.04654923089,0.0479594595833,0.0487755294131,0.0495915992428,0.0502867521632,0.0509819050837
AR,0.0469806610818,0.0391849687672,0.0313892764527,0.0369391570482,0.0424890376436,0.034394621101,0.0263002045583,0.0298411653689,0.0333821261796,0.0355906237885,0.0377991213975,0.0367229362543,0.0356467511112,0.0355532268942,0.0354597026772,0.0356501716806,0.035840640684,0.0356432757725,0.035445910861,0.0351223079484,0.0347987050358,0.034926133032,0.0350535610282,0.0350830395493,0.0351125180704,0.0354878123981,0.0358631067258,0.0360800213644,0.0362969360031,0.0365226418937,0.0367483477844,0.037361090508,0.0379738332316,0.0389383318153,0.039902830399,0.0403267438168,0.0407506572345,0.0415016153017,0.0422525733688,0.0426502197221,0.0430478660754
AZ,0.0413587338839,0.0347206956733,0.0280826574627,0.0328925195776,0.0377023816924,0.0305093825054,0.0233163833184,0.0270350316165,0.0307536799146,0.0312233654015,0.0316930508884,0.0318059467347,0.0319188425809,0.032031282048,0.0321437215151,0.0336694655459,0.0351952095766,0.0350734198022,0.0349516300279,0.0346493605563,0.0343470910847,0.0342352882729,0.0341234854611,0.0343281166765,0.0345327478919,0.0349789266493,0.0354251054067,0.0362769785224,0.0371288516381,0.0374024347528,0.0376760178674,0.038061923571,0.0384478292746,0.0391377768368,0.039827724399,0.0405825924114,0.0413374604237,0.0420588499213,0.0427802394188,0.0433297646105,0.0438792898021
CA,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917304003,0.0406346677844,0.0322047488708,0.0237748299571,0.0285862637679,0.0333976975787,0.0338494199726,0.0343011423665,0.0349852023995,0.0356692624325,0.0366264921279,0.0375837218233,0.0427944591777,0.0480051965322,0.0501482125926,0.052291228653,0.0553889470476,0.0584866654422,0.0574054530425,0.0563242406427,0.0566586661602,0.0569930916777,0.0573486956856,0.0577042996934,0.0587980234182,0.0598917471429,0.0610082102606,0.0621246733783,0.0618288793398,0.0615330853014,0.0613785343423,0.0612239833832,0.0612864701477,0.0613489569121,0.0622394194365,0.0631298819609,0.0631218785898,0.0631138752187
CO,0.0413587338839,0.0347206956733,0.0280826574627,0.0328925195776,0.0377023816924,0.0305093825054,0.0233163833184,0.0270350316165,0.0307536799146,0.0312233654015,0.0316930508884,0.0318059467347,0.0319188425809,0.032031282048,0.0321437215151,0.0336694655459,0.0351952095766,0.0350734198022,0.0349516300279,0.0346493605563,0.0343470910847,0.0342352882729,0.0341234854611,0.0343281166765,0.0345327478919,0.0349789266493,0.0354251054067,0.0362769785224,0.0371288516381,0.0374024347528,0.0376760178674,0.038061923571,0.0384478292746,0.0391377768368,0.039827724399,0.0405825924114,0.0413374604237,0.0420588499213,0.0427802394188,0.0433297646105,0.0438792898021
CT,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036574,0.0616542795394,0.0490645344423,0.0364747893452,0.0368069087805,0.0371390282157,0.0385339445253,0.0399288608348,0.0402540152445,0.0405791696542,0.0435035322205,0.0464278947869,0.0454348422313,0.0444417896758,0.0440934513522,0.0437451130287,0.0432308377604,0.042716562492,0.0425864951363,0.0424564277805,0.0427332533724,0.0430100789643,0.0440991621267,0.0451882452891,0.0461672196954,0.0471461941018,0.0475621327651,0.0479780714283,0.0485356196595,0.0490931678906,0.0501203630088,0.051147558127,0.0536789753535,0.05621039258,0.0561182955511,0.0560261985222,0.0578336657826,0.059641133043
DC,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832900918,0.0440438435553,0.0371115346542,0.0301792257532,0.0328299135352,0.0354806013173,0.0366995894987,0.0379185776802,0.0381545964965,0.0383906153127,0.0387924828609,0.039194350409,0.0392575630111,0.0393207756131,0.0394207568463,0.0395207380796,0.0393485524533,0.0391763668271,0.039226793797,0.0392772207668,0.0393738885047,0.0394705562426,0.0403360473959,0.0412015385492,0.041880930864,0.0425603231787,0.0430388375149,0.0435173518512,0.0442811990682,0.0450450462852,0.0463482243707,0.0476514024561,0.0492541190786,0.050856835701,0.0514926379131,0.0521284401253,0.0529669656737,0.0538054912221
DE,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832900918,0.0440438435553,0.0371115346542,0.0301792257532,0.0328299135352,0.0354806013173,0.0366995894987,0.0379185776802,0.0381545964965,0.0383906153127,0.0387924828609,0.039194350409,0.0392575630111,0.0393207756131,0.0394207568463,0.0395207380796,0.0393485524533,0.0391763668271,0.039226793797,0.0392772207668,0.0393738885047,0.0394705562426,0.0403360473959,0.0412015385492,0.041880930864,0.0425603231787,0.0430388375149,0.0435173518512,0.0442811990682,0.0450450462852,0.0463482243707,0.0476514024561,0.0492541190786,0.050856835701,0.0514926379131,0.0521284401253,0.0529669656737,0.0538054912221
FL,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832900918,0.0440438435553,0.0371115346542,0.0301792257532,0.0328299135352,0.0354806013173,0.0366995894987,0.0379185776802,0.0381545964965,0.0383906153127,0.0387924828609,0.039194350409,0.0392575630111,0.0393207756131,0.0394207568463,0.0395207380796,0.0393485524533,0.0391763668271,0.039226793797,0.0392772207668,0.0393738885047,0.0394705562426,0.0403360473959,0.0412015385492,0.041880930864,0.0425603231787,0.0430388375149,0.0435173518512,0.0442811990682,0.0450450462852,0.0463482243707,0.0476514024561,0.0492541190786,0.050856835701,0.0514926379131,0.0521284401253,0.0529669656737,0.0538054912221
