country_abbr,control_reg_id,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
MEX,1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,3,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,5,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,6,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,7,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,8,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
MEX,9,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
