source,year,sector_abbr,country_abbr,control_reg_id,escalation_factor
Low,2032,ind,COL,18,1.085
Low,2032,ind,COL,19,1.085
Low,2032,ind,COL,20,1.085
Low,2032,ind,COL,21,1.085
Low,2032,ind,COL,22,1.085
Low,2032,ind,COL,23,1.085
Low,2032,ind,COL,24,1.085
Low,2032,ind,COL,25,1.085
Low,2032,ind,COL,26,1.085
Low,2032,ind,COL,27,1.085
Low,2032,ind,COL,28,1.085
Low,2032,ind,COL,29,1.085
Low,2032,ind,COL,30,1.085
Low,2032,ind,COL,31,1.085
Low,2032,ind,COL,32,1.085
Low,2032,ind,COL,33,1.085
Low,2032,ind,COL,34,1.085
Low,2032,ind,COL,35,1.085
Low,2032,ind,COL,36,1.085
Low,2032,ind,COL,37,1.085
Low,2032,ind,COL,38,1.085
Low,2032,ind,COL,39,1.085
Low,2032,ind,COL,40,1.085
Low,2032,ind,COL,41,1.085
Low,2032,ind,COL,42,1.085
Low,2033,res,COL,1,1.09
Low,2033,res,COL,2,1.09
Low,2033,res,COL,3,1.09
Low,2033,res,COL,4,1.09
Low,2033,res,COL,5,1.09
Low,2033,res,COL,6,1.09
Low,2033,res,COL,7,1.09
Low,2033,res,COL,8,1.09
Low,2033,res,COL,9,1.09
Low,2033,res,COL,10,1.09
Low,2033,res,COL,11,1.09
Low,2033,res,COL,12,1.09
Low,2033,res,COL,13,1.09
Low,2033,res,COL,14,1.09
Low,2033,res,COL,15,1.09
Low,2033,res,COL,16,1.09
Low,2033,res,COL,17,1.09
Low,2033,res,COL,18,1.09
Low,2033,res,COL,19,1.09
Low,2033,res,COL,20,1.09
Low,2033,res,COL,21,1.09
Low,2033,res,COL,22,1.09
Low,2033,res,COL,23,1.09
Low,2033,res,COL,24,1.09
Low,2033,res,COL,25,1.09
Low,2033,res,COL,26,1.09
Low,2033,res,COL,27,1.09
Low,2033,res,COL,28,1.09
Low,2033,res,COL,29,1.09
Low,2033,res,COL,30,1.09
Low,2033,res,COL,31,1.09
Low,2033,res,COL,32,1.09
Low,2033,res,COL,33,1.09
Low,2033,res,COL,34,1.09
Low,2033,res,COL,35,1.09
Low,2033,res,COL,36,1.09
Low,2033,res,COL,37,1.09
Low,2033,res,COL,38,1.09
Low,2033,res,COL,39,1.09
Low,2033,res,COL,40,1.09
Low,2033,res,COL,41,1.09
Low,2033,res,COL,42,1.09
Low,2033,com,COL,1,1.09
Low,2033,com,COL,2,1.09
Low,2033,com,COL,3,1.09
Low,2033,com,COL,4,1.09
Low,2033,com,COL,5,1.09
Low,2033,com,COL,6,1.09
Low,2033,com,COL,7,1.09
Low,2033,com,COL,8,1.09
Low,2033,com,COL,9,1.09
Low,2033,com,COL,10,1.09
Low,2033,com,COL,11,1.09
Low,2033,com,COL,12,1.09
Low,2033,com,COL,13,1.09
Low,2033,com,COL,14,1.09
Low,2033,com,COL,15,1.09
Low,2033,com,COL,16,1.09
Low,2033,com,COL,17,1.09
Low,2033,com,COL,18,1.09
Low,2033,com,COL,19,1.09
Low,2033,com,COL,20,1.09
Low,2033,com,COL,21,1.09
Low,2033,com,COL,22,1.09
Low,2033,com,COL,23,1.09
Low,2033,com,COL,24,1.09
Low,2033,com,COL,25,1.09
Low,2033,com,COL,26,1.09
Low,2033,com,COL,27,1.09
Low,2033,com,COL,28,1.09
Low,2033,com,COL,29,1.09
Low,2033,com,COL,30,1.09
Low,2033,com,COL,31,1.09
Low,2033,com,COL,32,1.09
Low,2033,com,COL,33,1.09
Low,2033,com,COL,34,1.09
Low,2033,com,COL,35,1.09
Low,2033,com,COL,36,1.09
Low,2033,com,COL,37,1.09
Low,2033,com,COL,38,1.09
Low,2033,com,COL,39,1.09
Low,2033,com,COL,40,1.09
Low,2033,com,COL,41,1.09
Low,2033,com,COL,42,1.09
Low,2033,ind,COL,1,1.09
Low,2033,ind,COL,2,1.09
Low,2033,ind,COL,3,1.09
Low,2033,ind,COL,4,1.09
Low,2033,ind,COL,5,1.09
Low,2033,ind,COL,6,1.09
Low,2033,ind,COL,7,1.09
Low,2033,ind,COL,8,1.09
Low,2033,ind,COL,9,1.09
Low,2033,ind,COL,10,1.09
Low,2033,ind,COL,11,1.09
Low,2033,ind,COL,12,1.09
Low,2033,ind,COL,13,1.09
Low,2033,ind,COL,14,1.09
Low,2033,ind,COL,15,1.09
Low,2033,ind,COL,16,1.09
Low,2033,ind,COL,17,1.09
Low,2033,ind,COL,18,1.09
Low,2033,ind,COL,19,1.09
Low,2033,ind,COL,20,1.09
Low,2033,ind,COL,21,1.09
Low,2033,ind,COL,22,1.09
Low,2033,ind,COL,23,1.09
Low,2033,ind,COL,24,1.09
Low,2033,ind,COL,25,1.09
Low,2033,ind,COL,26,1.09
Low,2033,ind,COL,27,1.09
Low,2033,ind,COL,28,1.09
Low,2033,ind,COL,29,1.09
Low,2033,ind,COL,30,1.09
Low,2033,ind,COL,31,1.09
Low,2033,ind,COL,32,1.09
Low,2033,ind,COL,33,1.09
Low,2033,ind,COL,34,1.09
Low,2033,ind,COL,35,1.09
Low,2033,ind,COL,36,1.09
Low,2033,ind,COL,37,1.09
Low,2033,ind,COL,38,1.09
Low,2033,ind,COL,39,1.09
Low,2033,ind,COL,40,1.09
Low,2033,ind,COL,41,1.09
Low,2033,ind,COL,42,1.09
Low,2034,res,COL,1,1.095
Low,2034,res,COL,2,1.095
Low,2034,res,COL,3,1.095
Low,2034,res,COL,4,1.095
Low,2034,res,COL,5,1.095
Low,2034,res,COL,6,1.095
Low,2034,res,COL,7,1.095
Low,2034,res,COL,8,1.095
Low,2034,res,COL,9,1.095
Low,2034,res,COL,10,1.095
Low,2034,res,COL,11,1.095
Low,2034,res,COL,12,1.095
Low,2034,res,COL,13,1.095
Low,2034,res,COL,14,1.095
Low,2034,res,COL,15,1.095
Low,2034,res,COL,16,1.095
Low,2034,res,COL,17,1.095
Low,2034,res,COL,18,1.095
Low,2034,res,COL,19,1.095
Low,2034,res,COL,20,1.095
Low,2034,res,COL,21,1.095
Low,2034,res,COL,22,1.095
Low,2034,res,COL,23,1.095
Low,2034,res,COL,24,1.095
Low,2034,res,COL,25,1.095
Low,2034,res,COL,26,1.095
Low,2034,res,COL,27,1.095
Low,2034,res,COL,28,1.095
Low,2034,res,COL,29,1.095
Low,2034,res,COL,30,1.095
Low,2034,res,COL,31,1.095
Low,2034,res,COL,32,1.095
Low,2034,res,COL,33,1.095
Low,2034,res,COL,34,1.095
Low,2034,res,COL,35,1.095
Low,2034,res,COL,36,1.095
Low,2034,res,COL,37,1.095
Low,2034,res,COL,38,1.095
Low,2034,res,COL,39,1.095
Low,2034,res,COL,40,1.095
Low,2034,res,COL,41,1.095
Low,2034,res,COL,42,1.095
Low,2034,com,COL,1,1.095
Low,2034,com,COL,2,1.095
Low,2034,com,COL,3,1.095
Low,2034,com,COL,4,1.095
Low,2034,com,COL,5,1.095
Low,2034,com,COL,6,1.095
Low,2034,com,COL,7,1.095
Low,2034,com,COL,8,1.095
Low,2034,com,COL,9,1.095
Low,2034,com,COL,10,1.095
Low,2034,com,COL,11,1.095
Low,2034,com,COL,12,1.095
Low,2034,com,COL,13,1.095
Low,2034,com,COL,14,1.095
Low,2034,com,COL,15,1.095
Low,2034,com,COL,16,1.095
Low,2034,com,COL,17,1.095
Low,2034,com,COL,18,1.095
Low,2034,com,COL,19,1.095
Low,2034,com,COL,20,1.095
Low,2034,com,COL,21,1.095
Low,2034,com,COL,22,1.095
Low,2034,com,COL,23,1.095
Low,2034,com,COL,24,1.095
Low,2034,com,COL,25,1.095
Low,2034,com,COL,26,1.095
Low,2034,com,COL,27,1.095
Low,2034,com,COL,28,1.095
Low,2034,com,COL,29,1.095
Low,2034,com,COL,30,1.095
Low,2034,com,COL,31,1.095
Low,2034,com,COL,32,1.095
Low,2034,com,COL,33,1.095
Low,2034,com,COL,34,1.095
Low,2034,com,COL,35,1.095
Low,2034,com,COL,36,1.095
Low,2034,com,COL,37,1.095
Low,2034,com,COL,38,1.095
Low,2034,com,COL,39,1.095
Low,2034,com,COL,40,1.095
Low,2034,com,COL,41,1.095
Low,2034,com,COL,42,1.095
Low,2034,ind,COL,1,1.095
Low,2034,ind,COL,2,1.095
Low,2034,ind,COL,3,1.095
Low,2034,ind,COL,4,1.095
Low,2034,ind,COL,5,1.095
Low,2034,ind,COL,6,1.095
Low,2034,ind,COL,7,1.095
Low,2034,ind,COL,8,1.095
Low,2034,ind,COL,9,1.095
Low,2034,ind,COL,10,1.095
Low,2034,ind,COL,11,1.095
Low,2034,ind,COL,12,1.095
Low,2034,ind,COL,13,1.095
Low,2034,ind,COL,14,1.095
Low,2034,ind,COL,15,1.095
Low,2034,ind,COL,16,1.095
Low,2034,ind,COL,17,1.095
Low,2034,ind,COL,18,1.095
Low,2034,ind,COL,19,1.095
Low,2034,ind,COL,20,1.095
Low,2034,ind,COL,21,1.095
Low,2034,ind,COL,22,1.095
Low,2034,ind,COL,23,1.095
Low,2034,ind,COL,24,1.095
Low,2034,ind,COL,25,1.095
Low,2034,ind,COL,26,1.095
Low,2034,ind,COL,27,1.095
Low,2034,ind,COL,28,1.095
Low,2034,ind,COL,29,1.095
Low,2034,ind,COL,30,1.095
Low,2034,ind,COL,31,1.095
Low,2034,ind,COL,32,1.095
Low,2034,ind,COL,33,1.095
Low,2034,ind,COL,34,1.095
Low,2034,ind,COL,35,1.095
Low,2034,ind,COL,36,1.095
Low,2034,ind,COL,37,1.095
Low,2034,ind,COL,38,1.095
Low,2034,ind,COL,39,1.095
Low,2034,ind,COL,40,1.095
Low,2034,ind,COL,41,1.095
Low,2034,ind,COL,42,1.095
Low,2035,res,COL,1,1.1
Low,2035,res,COL,2,1.1
Low,2035,res,COL,3,1.1
Low,2035,res,COL,4,1.1
Low,2035,res,COL,5,1.1
Low,2035,res,COL,6,1.1
Low,2035,res,COL,7,1.1
Low,2035,res,COL,8,1.1
Low,2035,res,COL,9,1.1
Low,2035,res,COL,10,1.1
Low,2035,res,COL,11,1.1
Low,2035,res,COL,12,1.1
Low,2035,res,COL,13,1.1
Low,2035,res,COL,14,1.1
Low,2035,res,COL,15,1.1
Low,2035,res,COL,16,1.1
Low,2035,res,COL,17,1.1
Low,2035,res,COL,18,1.1
Low,2035,res,COL,19,1.1
Low,2035,res,COL,20,1.1
Low,2035,res,COL,21,1.1
Low,2035,res,COL,22,1.1
Low,2035,res,COL,23,1.1
Low,2035,res,COL,24,1.1
Low,2035,res,COL,25,1.1
Low,2035,res,COL,26,1.1
Low,2035,res,COL,27,1.1
Low,2035,res,COL,28,1.1
Low,2035,res,COL,29,1.1
Low,2035,res,COL,30,1.1
Low,2035,res,COL,31,1.1
Low,2035,res,COL,32,1.1
Low,2035,res,COL,33,1.1
Low,2035,res,COL,34,1.1
Low,2035,res,COL,35,1.1
Low,2035,res,COL,36,1.1
Low,2035,res,COL,37,1.1
Low,2035,res,COL,38,1.1
Low,2035,res,COL,39,1.1
Low,2035,res,COL,40,1.1
Low,2035,res,COL,41,1.1
Low,2035,res,COL,42,1.1
Low,2035,com,COL,1,1.1
Low,2035,com,COL,2,1.1
Low,2035,com,COL,3,1.1
Low,2035,com,COL,4,1.1
Low,2035,com,COL,5,1.1
Low,2035,com,COL,6,1.1
Low,2035,com,COL,7,1.1
Low,2035,com,COL,8,1.1
Low,2035,com,COL,9,1.1
Low,2035,com,COL,10,1.1
Low,2035,com,COL,11,1.1
Low,2035,com,COL,12,1.1
Low,2035,com,COL,13,1.1
Low,2035,com,COL,14,1.1
Low,2035,com,COL,15,1.1
Low,2035,com,COL,16,1.1
Low,2035,com,COL,17,1.1
Low,2035,com,COL,18,1.1
Low,2035,com,COL,19,1.1
Low,2035,com,COL,20,1.1
Low,2035,com,COL,21,1.1
Low,2035,com,COL,22,1.1
Low,2035,com,COL,23,1.1
Low,2035,com,COL,24,1.1
Low,2035,com,COL,25,1.1
Low,2035,com,COL,26,1.1
Low,2035,com,COL,27,1.1
Low,2035,com,COL,28,1.1
Low,2035,com,COL,29,1.1
Low,2035,com,COL,30,1.1
Low,2035,com,COL,31,1.1
Low,2035,com,COL,32,1.1
Low,2035,com,COL,33,1.1
Low,2035,com,COL,34,1.1
Low,2035,com,COL,35,1.1
Low,2035,com,COL,36,1.1
Low,2035,com,COL,37,1.1
Low,2035,com,COL,38,1.1
Low,2035,com,COL,39,1.1
Low,2035,com,COL,40,1.1
Low,2035,com,COL,41,1.1
Low,2035,com,COL,42,1.1
Low,2035,ind,COL,1,1.1
Low,2035,ind,COL,2,1.1
Low,2035,ind,COL,3,1.1
Low,2035,ind,COL,4,1.1
Low,2035,ind,COL,5,1.1
Low,2035,ind,COL,6,1.1
Low,2035,ind,COL,7,1.1
Low,2035,ind,COL,8,1.1
Low,2035,ind,COL,9,1.1
Low,2035,ind,COL,10,1.1
Low,2035,ind,COL,11,1.1
Low,2035,ind,COL,12,1.1
Low,2035,ind,COL,13,1.1
Low,2035,ind,COL,14,1.1
Low,2035,ind,COL,15,1.1
Low,2035,ind,COL,16,1.1
Low,2035,ind,COL,17,1.1
Low,2035,ind,COL,18,1.1
Low,2035,ind,COL,19,1.1
Low,2035,ind,COL,20,1.1
Low,2035,ind,COL,21,1.1
Low,2035,ind,COL,22,1.1
Low,2035,ind,COL,23,1.1
Low,2035,ind,COL,24,1.1
Low,2035,ind,COL,25,1.1
Low,2035,ind,COL,26,1.1
Low,2035,ind,COL,27,1.1
Low,2035,ind,COL,28,1.1
Low,2035,ind,COL,29,1.1
Low,2035,ind,COL,30,1.1
Low,2035,ind,COL,31,1.1
Low,2035,ind,COL,32,1.1
Low,2035,ind,COL,33,1.1
Low,2035,ind,COL,34,1.1
Low,2035,ind,COL,35,1.1
Low,2035,ind,COL,36,1.1
Low,2035,ind,COL,37,1.1
Low,2035,ind,COL,38,1.1
Low,2035,ind,COL,39,1.1
Low,2035,ind,COL,40,1.1
Low,2035,ind,COL,41,1.1
Low,2035,ind,COL,42,1.1
Low,2036,res,COL,1,1.105
Low,2036,res,COL,2,1.105
Low,2036,res,COL,3,1.105
Low,2036,res,COL,4,1.105
Low,2036,res,COL,5,1.105
Low,2036,res,COL,6,1.105
Low,2036,res,COL,7,1.105
Low,2036,res,COL,8,1.105
Low,2036,res,COL,9,1.105
Low,2036,res,COL,10,1.105
Low,2036,res,COL,11,1.105
Low,2036,res,COL,12,1.105
Low,2036,res,COL,13,1.105
Low,2036,res,COL,14,1.105
Low,2036,res,COL,15,1.105
Low,2036,res,COL,16,1.105
Low,2036,res,COL,17,1.105
Low,2036,res,COL,18,1.105
Low,2036,res,COL,19,1.105
Low,2036,res,COL,20,1.105
Low,2036,res,COL,21,1.105
Low,2036,res,COL,22,1.105
Low,2036,res,COL,23,1.105
Low,2036,res,COL,24,1.105
Low,2036,res,COL,25,1.105
Low,2036,res,COL,26,1.105
Low,2036,res,COL,27,1.105
Low,2036,res,COL,28,1.105
Low,2036,res,COL,29,1.105
Low,2036,res,COL,30,1.105
Low,2036,res,COL,31,1.105
Low,2036,res,COL,32,1.105
Low,2036,res,COL,33,1.105
Low,2036,res,COL,34,1.105
Low,2036,res,COL,35,1.105
Low,2036,res,COL,36,1.105
Low,2036,res,COL,37,1.105
Low,2036,res,COL,38,1.105
Low,2036,res,COL,39,1.105
Low,2036,res,COL,40,1.105
Low,2036,res,COL,41,1.105
Low,2036,res,COL,42,1.105
Low,2036,com,COL,1,1.105
Low,2036,com,COL,2,1.105
Low,2036,com,COL,3,1.105
Low,2036,com,COL,4,1.105
Low,2036,com,COL,5,1.105
Low,2036,com,COL,6,1.105
Low,2036,com,COL,7,1.105
Low,2036,com,COL,8,1.105
Low,2036,com,COL,9,1.105
Low,2036,com,COL,10,1.105
Low,2036,com,COL,11,1.105
Low,2036,com,COL,12,1.105
Low,2036,com,COL,13,1.105
Low,2036,com,COL,14,1.105
Low,2036,com,COL,15,1.105
Low,2036,com,COL,16,1.105
Low,2036,com,COL,17,1.105
Low,2036,com,COL,18,1.105
Low,2036,com,COL,19,1.105
Low,2036,com,COL,20,1.105
Low,2036,com,COL,21,1.105
Low,2036,com,COL,22,1.105
Low,2036,com,COL,23,1.105
Low,2036,com,COL,24,1.105
Low,2036,com,COL,25,1.105
Low,2036,com,COL,26,1.105
Low,2036,com,COL,27,1.105
Low,2036,com,COL,28,1.105
Low,2036,com,COL,29,1.105
Low,2036,com,COL,30,1.105
Low,2036,com,COL,31,1.105
Low,2036,com,COL,32,1.105
Low,2036,com,COL,33,1.105
Low,2036,com,COL,34,1.105
Low,2036,com,COL,35,1.105
Low,2036,com,COL,36,1.105
Low,2036,com,COL,37,1.105
Low,2036,com,COL,38,1.105
Low,2036,com,COL,39,1.105
Low,2036,com,COL,40,1.105
Low,2036,com,COL,41,1.105
Low,2036,com,COL,42,1.105
Low,2036,ind,COL,1,1.105
Low,2036,ind,COL,2,1.105
Low,2036,ind,COL,3,1.105
Low,2036,ind,COL,4,1.105
Low,2036,ind,COL,5,1.105
Low,2036,ind,COL,6,1.105
Low,2036,ind,COL,7,1.105
Low,2036,ind,COL,8,1.105
Low,2036,ind,COL,9,1.105
Low,2036,ind,COL,10,1.105
Low,2036,ind,COL,11,1.105
Low,2036,ind,COL,12,1.105
Low,2036,ind,COL,13,1.105
Low,2036,ind,COL,14,1.105
Low,2036,ind,COL,15,1.105
Low,2036,ind,COL,16,1.105
Low,2036,ind,COL,17,1.105
Low,2036,ind,COL,18,1.105
Low,2036,ind,COL,19,1.105
Low,2036,ind,COL,20,1.105
Low,2036,ind,COL,21,1.105
Low,2036,ind,COL,22,1.105
Low,2036,ind,COL,23,1.105
Low,2036,ind,COL,24,1.105
Low,2036,ind,COL,25,1.105
Low,2036,ind,COL,26,1.105
Low,2036,ind,COL,27,1.105
Low,2036,ind,COL,28,1.105
Low,2036,ind,COL,29,1.105
Low,2036,ind,COL,30,1.105
Low,2036,ind,COL,31,1.105
Low,2036,ind,COL,32,1.105
Low,2036,ind,COL,33,1.105
Low,2036,ind,COL,34,1.105
Low,2036,ind,COL,35,1.105
Low,2036,ind,COL,36,1.105
Low,2036,ind,COL,37,1.105
Low,2036,ind,COL,38,1.105
Low,2036,ind,COL,39,1.105
Low,2036,ind,COL,40,1.105
Low,2036,ind,COL,41,1.105
Low,2036,ind,COL,42,1.105
Low,2037,res,COL,1,1.11
Low,2037,res,COL,2,1.11
Low,2037,res,COL,3,1.11
Low,2037,res,COL,4,1.11
Low,2037,res,COL,5,1.11
Low,2037,res,COL,6,1.11
Low,2037,res,COL,7,1.11
Low,2037,res,COL,8,1.11
Low,2037,res,COL,9,1.11
Low,2037,res,COL,10,1.11
Low,2037,res,COL,11,1.11
Low,2037,res,COL,12,1.11
Low,2037,res,COL,13,1.11
Low,2037,res,COL,14,1.11
Low,2037,res,COL,15,1.11
Low,2037,res,COL,16,1.11
Low,2037,res,COL,17,1.11
Low,2037,res,COL,18,1.11
Low,2037,res,COL,19,1.11
Low,2037,res,COL,20,1.11
Low,2037,res,COL,21,1.11
Low,2037,res,COL,22,1.11
Low,2037,res,COL,23,1.11
Low,2037,res,COL,24,1.11
Low,2037,res,COL,25,1.11
Low,2037,res,COL,26,1.11
Low,2037,res,COL,27,1.11
Low,2037,res,COL,28,1.11
Low,2037,res,COL,29,1.11
Low,2037,res,COL,30,1.11
Low,2037,res,COL,31,1.11
Low,2037,res,COL,32,1.11
Low,2037,res,COL,33,1.11
Low,2037,res,COL,34,1.11
Low,2037,res,COL,35,1.11
Low,2037,res,COL,36,1.11
Low,2037,res,COL,37,1.11
Low,2037,res,COL,38,1.11
Low,2037,res,COL,39,1.11
Low,2037,res,COL,40,1.11
Low,2037,res,COL,41,1.11
Low,2037,res,COL,42,1.11
Low,2037,com,COL,1,1.11
Low,2037,com,COL,2,1.11
Low,2037,com,COL,3,1.11
Low,2037,com,COL,4,1.11
Low,2037,com,COL,5,1.11
Low,2037,com,COL,6,1.11
Low,2037,com,COL,7,1.11
Low,2037,com,COL,8,1.11
Low,2037,com,COL,9,1.11
Low,2037,com,COL,10,1.11
Low,2037,com,COL,11,1.11
Low,2037,com,COL,12,1.11
Low,2037,com,COL,13,1.11
Low,2037,com,COL,14,1.11
Low,2037,com,COL,15,1.11
Low,2037,com,COL,16,1.11
Low,2037,com,COL,17,1.11
Low,2037,com,COL,18,1.11
Low,2037,com,COL,19,1.11
Low,2037,com,COL,20,1.11
Low,2037,com,COL,21,1.11
Low,2037,com,COL,22,1.11
Low,2037,com,COL,23,1.11
Low,2037,com,COL,24,1.11
Low,2037,com,COL,25,1.11
Low,2037,com,COL,26,1.11
Low,2037,com,COL,27,1.11
Low,2037,com,COL,28,1.11
Low,2037,com,COL,29,1.11
Low,2037,com,COL,30,1.11
Low,2037,com,COL,31,1.11
Low,2037,com,COL,32,1.11
Low,2037,com,COL,33,1.11
Low,2037,com,COL,34,1.11
Low,2037,com,COL,35,1.11
Low,2037,com,COL,36,1.11
Low,2037,com,COL,37,1.11
Low,2037,com,COL,38,1.11
Low,2037,com,COL,39,1.11
Low,2037,com,COL,40,1.11
Low,2037,com,COL,41,1.11
Low,2037,com,COL,42,1.11
Low,2037,ind,COL,1,1.11
Low,2037,ind,COL,2,1.11
Low,2037,ind,COL,3,1.11
Low,2037,ind,COL,4,1.11
Low,2037,ind,COL,5,1.11
Low,2037,ind,COL,6,1.11
Low,2037,ind,COL,7,1.11
Low,2037,ind,COL,8,1.11
Low,2037,ind,COL,9,1.11
Low,2037,ind,COL,10,1.11
Low,2037,ind,COL,11,1.11
Low,2037,ind,COL,12,1.11
Low,2037,ind,COL,13,1.11
Low,2037,ind,COL,14,1.11
Low,2037,ind,COL,15,1.11
Low,2037,ind,COL,16,1.11
Low,2037,ind,COL,17,1.11
Low,2037,ind,COL,18,1.11
Low,2037,ind,COL,19,1.11
Low,2037,ind,COL,20,1.11
Low,2037,ind,COL,21,1.11
Low,2037,ind,COL,22,1.11
Low,2037,ind,COL,23,1.11
Low,2037,ind,COL,24,1.11
Low,2037,ind,COL,25,1.11
Low,2037,ind,COL,26,1.11
Low,2037,ind,COL,27,1.11
Low,2037,ind,COL,28,1.11
Low,2037,ind,COL,29,1.11
Low,2037,ind,COL,30,1.11
Low,2037,ind,COL,31,1.11
Low,2037,ind,COL,32,1.11
Low,2037,ind,COL,33,1.11
Low,2037,ind,COL,34,1.11
Low,2037,ind,COL,35,1.11
Low,2037,ind,COL,36,1.11
Low,2037,ind,COL,37,1.11
Low,2037,ind,COL,38,1.11
Low,2037,ind,COL,39,1.11
Low,2037,ind,COL,40,1.11
Low,2037,ind,COL,41,1.11
Low,2037,ind,COL,42,1.11
Low,2038,res,COL,1,1.115
Low,2038,res,COL,2,1.115
Low,2038,res,COL,3,1.115
Low,2038,res,COL,4,1.115
Low,2038,res,COL,5,1.115
Low,2038,res,COL,6,1.115
Low,2038,res,COL,7,1.115
Low,2038,res,COL,8,1.115
Low,2038,res,COL,9,1.115
Low,2038,res,COL,10,1.115
Low,2038,res,COL,11,1.115
Low,2038,res,COL,12,1.115
Low,2038,res,COL,13,1.115
Low,2038,res,COL,14,1.115
Low,2038,res,COL,15,1.115
Low,2038,res,COL,16,1.115
Low,2038,res,COL,17,1.115
Low,2038,res,COL,18,1.115
Low,2038,res,COL,19,1.115
Low,2038,res,COL,20,1.115
Low,2038,res,COL,21,1.115
Low,2038,res,COL,22,1.115
Low,2038,res,COL,23,1.115
Low,2038,res,COL,24,1.115
Low,2038,res,COL,25,1.115
Low,2038,res,COL,26,1.115
Low,2038,res,COL,27,1.115
Low,2038,res,COL,28,1.115
Low,2038,res,COL,29,1.115
Low,2038,res,COL,30,1.115
Low,2038,res,COL,31,1.115
Low,2038,res,COL,32,1.115
Low,2038,res,COL,33,1.115
Low,2038,res,COL,34,1.115
Low,2038,res,COL,35,1.115
Low,2038,res,COL,36,1.115
Low,2038,res,COL,37,1.115
Low,2038,res,COL,38,1.115
Low,2038,res,COL,39,1.115
Low,2038,res,COL,40,1.115
Low,2038,res,COL,41,1.115
Low,2038,res,COL,42,1.115
Low,2038,com,COL,1,1.115
Low,2038,com,COL,2,1.115
Low,2038,com,COL,3,1.115
Low,2038,com,COL,4,1.115
Low,2038,com,COL,5,1.115
Low,2038,com,COL,6,1.115
Low,2038,com,COL,7,1.115
Low,2038,com,COL,8,1.115
Low,2038,com,COL,9,1.115
Low,2038,com,COL,10,1.115
Low,2038,com,COL,11,1.115
Low,2038,com,COL,12,1.115
Low,2038,com,COL,13,1.115
Low,2038,com,COL,14,1.115
Low,2038,com,COL,15,1.115
Low,2038,com,COL,16,1.115
Low,2038,com,COL,17,1.115
Low,2038,com,COL,18,1.115
Low,2038,com,COL,19,1.115
Low,2038,com,COL,20,1.115
Low,2038,com,COL,21,1.115
Low,2038,com,COL,22,1.115
Low,2038,com,COL,23,1.115
Low,2038,com,COL,24,1.115
Low,2038,com,COL,25,1.115
Low,2038,com,COL,26,1.115
Low,2038,com,COL,27,1.115
Low,2038,com,COL,28,1.115
Low,2038,com,COL,29,1.115
Low,2038,com,COL,30,1.115
Low,2038,com,COL,31,1.115
Low,2038,com,COL,32,1.115
Low,2038,com,COL,33,1.115
Low,2038,com,COL,34,1.115
Low,2038,com,COL,35,1.115
Low,2038,com,COL,36,1.115
Low,2038,com,COL,37,1.115
Low,2038,com,COL,38,1.115
Low,2038,com,COL,39,1.115
Low,2038,com,COL,40,1.115
Low,2038,com,COL,41,1.115
Low,2038,com,COL,42,1.115
Low,2038,ind,COL,1,1.115
Low,2038,ind,COL,2,1.115
Low,2038,ind,COL,3,1.115
Low,2038,ind,COL,4,1.115
Low,2038,ind,COL,5,1.115
Low,2038,ind,COL,6,1.115
Low,2038,ind,COL,7,1.115
Low,2038,ind,COL,8,1.115
Low,2038,ind,COL,9,1.115
Low,2038,ind,COL,10,1.115
Low,2038,ind,COL,11,1.115
Low,2038,ind,COL,12,1.115
Low,2038,ind,COL,13,1.115
Low,2038,ind,COL,14,1.115
Low,2038,ind,COL,15,1.115
Low,2038,ind,COL,16,1.115
Low,2038,ind,COL,17,1.115
Low,2038,ind,COL,18,1.115
Low,2038,ind,COL,19,1.115
Low,2038,ind,COL,20,1.115
Low,2038,ind,COL,21,1.115
Low,2038,ind,COL,22,1.115
Low,2038,ind,COL,23,1.115
Low,2038,ind,COL,24,1.115
Low,2038,ind,COL,25,1.115
Low,2038,ind,COL,26,1.115
Low,2038,ind,COL,27,1.115
Low,2038,ind,COL,28,1.115
Low,2038,ind,COL,29,1.115
Low,2038,ind,COL,30,1.115
Low,2038,ind,COL,31,1.115
Low,2038,ind,COL,32,1.115
Low,2038,ind,COL,33,1.115
Low,2038,ind,COL,34,1.115
Low,2038,ind,COL,35,1.115
Low,2038,ind,COL,36,1.115
Low,2038,ind,COL,37,1.115
Low,2038,ind,COL,38,1.115
Low,2038,ind,COL,39,1.115
Low,2038,ind,COL,40,1.115
Low,2038,ind,COL,41,1.115
Low,2038,ind,COL,42,1.115
Low,2039,res,COL,1,1.12
Low,2039,res,COL,2,1.12
Low,2039,res,COL,3,1.12
Low,2039,res,COL,4,1.12
Low,2039,res,COL,5,1.12
Low,2039,res,COL,6,1.12
Low,2039,res,COL,7,1.12
Low,2039,res,COL,8,1.12
Low,2039,res,COL,9,1.12
Low,2039,res,COL,10,1.12
Low,2039,res,COL,11,1.12
Low,2039,res,COL,12,1.12
Low,2039,res,COL,13,1.12
Low,2039,res,COL,14,1.12
Low,2039,res,COL,15,1.12
Low,2039,res,COL,16,1.12
Low,2039,res,COL,17,1.12
Low,2039,res,COL,18,1.12
Low,2039,res,COL,19,1.12
Low,2039,res,COL,20,1.12
Low,2039,res,COL,21,1.12
Low,2039,res,COL,22,1.12
Low,2039,res,COL,23,1.12
Low,2039,res,COL,24,1.12
