source,year,sector_abbr,state_id,escalation_factor
Planning,2015,ind,8,1.0
Planning,2015,ind,9,1.0
Planning,2015,ind,10,1.0
Planning,2015,ind,11,1.0
Planning,2015,ind,12,1.0
Planning,2015,ind,13,1.0
Planning,2015,ind,14,1.0
Planning,2015,ind,15,1.0
Planning,2015,ind,16,1.0
Planning,2015,ind,17,1.0
Planning,2015,ind,18,1.0
Planning,2015,ind,19,1.0
Planning,2015,ind,20,1.0
Planning,2015,ind,21,1.0
Planning,2015,ind,22,1.0
Planning,2015,ind,23,1.0
Planning,2015,ind,24,1.0
Planning,2015,ind,25,1.0
Planning,2015,ind,26,1.0
Planning,2015,ind,27,1.0
Planning,2015,ind,28,1.0
Planning,2015,ind,29,1.0
Planning,2015,ind,30,1.0
Planning,2015,ind,31,1.0
Planning,2015,ind,32,1.0
Planning,2015,ind,33,1.0
Planning,2015,ind,34,1.0
Planning,2015,ind,35,1.0
Planning,2016,res,1,1.025
Planning,2016,res,2,1.025
Planning,2016,res,3,1.025
Planning,2016,res,4,1.025
Planning,2016,res,5,1.025
Planning,2016,res,6,1.025
Planning,2016,res,7,1.025
Planning,2016,res,8,1.025
Planning,2016,res,9,1.025
Planning,2016,res,10,1.025
Planning,2016,res,11,1.025
Planning,2016,res,12,1.025
Planning,2016,res,13,1.025
Planning,2016,res,14,1.025
Planning,2016,res,15,1.025
Planning,2016,res,16,1.025
Planning,2016,res,17,1.025
Planning,2016,res,18,1.025
Planning,2016,res,19,1.025
Planning,2016,res,20,1.025
Planning,2016,res,21,1.025
Planning,2016,res,22,1.025
Planning,2016,res,23,1.025
Planning,2016,res,24,1.025
Planning,2016,res,25,1.025
Planning,2016,res,26,1.025
Planning,2016,res,27,1.025
Planning,2016,res,28,1.025
Planning,2016,res,29,1.025
Planning,2016,res,30,1.025
Planning,2016,res,31,1.025
Planning,2016,res,32,1.025
Planning,2016,res,33,1.025
Planning,2016,res,34,1.025
Planning,2016,res,35,1.025
Planning,2016,com,1,1.025
Planning,2016,com,2,1.025
Planning,2016,com,3,1.025
Planning,2016,com,4,1.025
Planning,2016,com,5,1.025
Planning,2016,com,6,1.025
Planning,2016,com,7,1.025
Planning,2016,com,8,1.025
Planning,2016,com,9,1.025
Planning,2016,com,10,1.025
Planning,2016,com,11,1.025
Planning,2016,com,12,1.025
Planning,2016,com,13,1.025
Planning,2016,com,14,1.025
Planning,2016,com,15,1.025
Planning,2016,com,16,1.025
Planning,2016,com,17,1.025
Planning,2016,com,18,1.025
Planning,2016,com,19,1.025
Planning,2016,com,20,1.025
Planning,2016,com,21,1.025
Planning,2016,com,22,1.025
Planning,2016,com,23,1.025
Planning,2016,com,24,1.025
Planning,2016,com,25,1.025
Planning,2016,com,26,1.025
Planning,2016,com,27,1.025
Planning,2016,com,28,1.025
Planning,2016,com,29,1.025
Planning,2016,com,30,1.025
Planning,2016,com,31,1.025
Planning,2016,com,32,1.025
Planning,2016,com,33,1.025
Planning,2016,com,34,1.025
Planning,2016,com,35,1.025
Planning,2016,ind,1,1.025
Planning,2016,ind,2,1.025
Planning,2016,ind,3,1.025
Planning,2016,ind,4,1.025
Planning,2016,ind,5,1.025
Planning,2016,ind,6,1.025
Planning,2016,ind,7,1.025
Planning,2016,ind,8,1.025
Planning,2016,ind,9,1.025
Planning,2016,ind,10,1.025
Planning,2016,ind,11,1.025
Planning,2016,ind,12,1.025
Planning,2016,ind,13,1.025
Planning,2016,ind,14,1.025
Planning,2016,ind,15,1.025
Planning,2016,ind,16,1.025
Planning,2016,ind,17,1.025
Planning,2016,ind,18,1.025
Planning,2016,ind,19,1.025
Planning,2016,ind,20,1.025
Planning,2016,ind,21,1.025
Planning,2016,ind,22,1.025
Planning,2016,ind,23,1.025
Planning,2016,ind,24,1.025
Planning,2016,ind,25,1.025
Planning,2016,ind,26,1.025
Planning,2016,ind,27,1.025
Planning,2016,ind,28,1.025
Planning,2016,ind,29,1.025
Planning,2016,ind,30,1.025
Planning,2016,ind,31,1.025
Planning,2016,ind,32,1.025
Planning,2016,ind,33,1.025
Planning,2016,ind,34,1.025
Planning,2016,ind,35,1.025
Planning,2017,res,1,1.05
Planning,2017,res,2,1.05
Planning,2017,res,3,1.05
Planning,2017,res,4,1.05
Planning,2017,res,5,1.05
Planning,2017,res,6,1.05
Planning,2017,res,7,1.05
Planning,2017,res,8,1.05
Planning,2017,res,9,1.05
Planning,2017,res,10,1.05
Planning,2017,res,11,1.05
Planning,2017,res,12,1.05
Planning,2017,res,13,1.05
Planning,2017,res,14,1.05
Planning,2017,res,15,1.05
Planning,2017,res,16,1.05
Planning,2017,res,17,1.05
Planning,2017,res,18,1.05
Planning,2017,res,19,1.05
Planning,2017,res,20,1.05
Planning,2017,res,21,1.05
Planning,2017,res,22,1.05
Planning,2017,res,23,1.05
Planning,2017,res,24,1.05
Planning,2017,res,25,1.05
Planning,2017,res,26,1.05
Planning,2017,res,27,1.05
Planning,2017,res,28,1.05
Planning,2017,res,29,1.05
Planning,2017,res,30,1.05
Planning,2017,res,31,1.05
Planning,2017,res,32,1.05
Planning,2017,res,33,1.05
Planning,2017,res,34,1.05
Planning,2017,res,35,1.05
Planning,2017,com,1,1.05
Planning,2017,com,2,1.05
Planning,2017,com,3,1.05
Planning,2017,com,4,1.05
Planning,2017,com,5,1.05
Planning,2017,com,6,1.05
Planning,2017,com,7,1.05
Planning,2017,com,8,1.05
Planning,2017,com,9,1.05
Planning,2017,com,10,1.05
Planning,2017,com,11,1.05
Planning,2017,com,12,1.05
Planning,2017,com,13,1.05
Planning,2017,com,14,1.05
Planning,2017,com,15,1.05
Planning,2017,com,16,1.05
Planning,2017,com,17,1.05
Planning,2017,com,18,1.05
Planning,2017,com,19,1.05
Planning,2017,com,20,1.05
Planning,2017,com,21,1.05
Planning,2017,com,22,1.05
Planning,2017,com,23,1.05
Planning,2017,com,24,1.05
Planning,2017,com,25,1.05
Planning,2017,com,26,1.05
Planning,2017,com,27,1.05
Planning,2017,com,28,1.05
Planning,2017,com,29,1.05
Planning,2017,com,30,1.05
Planning,2017,com,31,1.05
Planning,2017,com,32,1.05
Planning,2017,com,33,1.05
Planning,2017,com,34,1.05
Planning,2017,com,35,1.05
Planning,2017,ind,1,1.05
Planning,2017,ind,2,1.05
Planning,2017,ind,3,1.05
Planning,2017,ind,4,1.05
Planning,2017,ind,5,1.05
Planning,2017,ind,6,1.05
Planning,2017,ind,7,1.05
Planning,2017,ind,8,1.05
Planning,2017,ind,9,1.05
Planning,2017,ind,10,1.05
Planning,2017,ind,11,1.05
Planning,2017,ind,12,1.05
Planning,2017,ind,13,1.05
Planning,2017,ind,14,1.05
Planning,2017,ind,15,1.05
Planning,2017,ind,16,1.05
Planning,2017,ind,17,1.05
Planning,2017,ind,18,1.05
Planning,2017,ind,19,1.05
Planning,2017,ind,20,1.05
Planning,2017,ind,21,1.05
Planning,2017,ind,22,1.05
Planning,2017,ind,23,1.05
Planning,2017,ind,24,1.05
Planning,2017,ind,25,1.05
Planning,2017,ind,26,1.05
Planning,2017,ind,27,1.05
Planning,2017,ind,28,1.05
Planning,2017,ind,29,1.05
Planning,2017,ind,30,1.05
Planning,2017,ind,31,1.05
Planning,2017,ind,32,1.05
Planning,2017,ind,33,1.05
Planning,2017,ind,34,1.05
Planning,2017,ind,35,1.05
Planning,2018,res,1,1.075
Planning,2018,res,2,1.075
Planning,2018,res,3,1.075
Planning,2018,res,4,1.075
Planning,2018,res,5,1.075
Planning,2018,res,6,1.075
Planning,2018,res,7,1.075
Planning,2018,res,8,1.075
Planning,2018,res,9,1.075
Planning,2018,res,10,1.075
Planning,2018,res,11,1.075
Planning,2018,res,12,1.075
Planning,2018,res,13,1.075
Planning,2018,res,14,1.075
Planning,2018,res,15,1.075
Planning,2018,res,16,1.075
Planning,2018,res,17,1.075
Planning,2018,res,18,1.075
Planning,2018,res,19,1.075
Planning,2018,res,20,1.075
Planning,2018,res,21,1.075
Planning,2018,res,22,1.075
Planning,2018,res,23,1.075
Planning,2018,res,24,1.075
Planning,2018,res,25,1.075
Planning,2018,res,26,1.075
Planning,2018,res,27,1.075
Planning,2018,res,28,1.075
Planning,2018,res,29,1.075
Planning,2018,res,30,1.075
Planning,2018,res,31,1.075
Planning,2018,res,32,1.075
Planning,2018,res,33,1.075
Planning,2018,res,34,1.075
Planning,2018,res,35,1.075
Planning,2018,com,1,1.075
Planning,2018,com,2,1.075
Planning,2018,com,3,1.075
Planning,2018,com,4,1.075
Planning,2018,com,5,1.075
Planning,2018,com,6,1.075
Planning,2018,com,7,1.075
Planning,2018,com,8,1.075
Planning,2018,com,9,1.075
Planning,2018,com,10,1.075
Planning,2018,com,11,1.075
Planning,2018,com,12,1.075
Planning,2018,com,13,1.075
Planning,2018,com,14,1.075
Planning,2018,com,15,1.075
Planning,2018,com,16,1.075
Planning,2018,com,17,1.075
Planning,2018,com,18,1.075
Planning,2018,com,19,1.075
Planning,2018,com,20,1.075
Planning,2018,com,21,1.075
Planning,2018,com,22,1.075
Planning,2018,com,23,1.075
Planning,2018,com,24,1.075
Planning,2018,com,25,1.075
Planning,2018,com,26,1.075
Planning,2018,com,27,1.075
Planning,2018,com,28,1.075
Planning,2018,com,29,1.075
Planning,2018,com,30,1.075
Planning,2018,com,31,1.075
Planning,2018,com,32,1.075
Planning,2018,com,33,1.075
Planning,2018,com,34,1.075
Planning,2018,com,35,1.075
Planning,2018,ind,1,1.075
Planning,2018,ind,2,1.075
Planning,2018,ind,3,1.075
Planning,2018,ind,4,1.075
Planning,2018,ind,5,1.075
Planning,2018,ind,6,1.075
Planning,2018,ind,7,1.075
Planning,2018,ind,8,1.075
Planning,2018,ind,9,1.075
Planning,2018,ind,10,1.075
Planning,2018,ind,11,1.075
Planning,2018,ind,12,1.075
Planning,2018,ind,13,1.075
Planning,2018,ind,14,1.075
Planning,2018,ind,15,1.075
Planning,2018,ind,16,1.075
Planning,2018,ind,17,1.075
Planning,2018,ind,18,1.075
Planning,2018,ind,19,1.075
Planning,2018,ind,20,1.075
Planning,2018,ind,21,1.075
Planning,2018,ind,22,1.075
Planning,2018,ind,23,1.075
Planning,2018,ind,24,1.075
Planning,2018,ind,25,1.075
Planning,2018,ind,26,1.075
Planning,2018,ind,27,1.075
Planning,2018,ind,28,1.075
Planning,2018,ind,29,1.075
Planning,2018,ind,30,1.075
Planning,2018,ind,31,1.075
Planning,2018,ind,32,1.075
Planning,2018,ind,33,1.075
Planning,2018,ind,34,1.075
Planning,2018,ind,35,1.075
Planning,2019,res,1,1.1
Planning,2019,res,2,1.1
Planning,2019,res,3,1.1
Planning,2019,res,4,1.1
Planning,2019,res,5,1.1
Planning,2019,res,6,1.1
Planning,2019,res,7,1.1
Planning,2019,res,8,1.1
Planning,2019,res,9,1.1
Planning,2019,res,10,1.1
Planning,2019,res,11,1.1
Planning,2019,res,12,1.1
Planning,2019,res,13,1.1
Planning,2019,res,14,1.1
Planning,2019,res,15,1.1
Planning,2019,res,16,1.1
Planning,2019,res,17,1.1
Planning,2019,res,18,1.1
Planning,2019,res,19,1.1
Planning,2019,res,20,1.1
Planning,2019,res,21,1.1
Planning,2019,res,22,1.1
Planning,2019,res,23,1.1
Planning,2019,res,24,1.1
Planning,2019,res,25,1.1
Planning,2019,res,26,1.1
Planning,2019,res,27,1.1
Planning,2019,res,28,1.1
Planning,2019,res,29,1.1
Planning,2019,res,30,1.1
Planning,2019,res,31,1.1
Planning,2019,res,32,1.1
Planning,2019,res,33,1.1
Planning,2019,res,34,1.1
Planning,2019,res,35,1.1
Planning,2019,com,1,1.1
Planning,2019,com,2,1.1
Planning,2019,com,3,1.1
Planning,2019,com,4,1.1
Planning,2019,com,5,1.1
Planning,2019,com,6,1.1
Planning,2019,com,7,1.1
Planning,2019,com,8,1.1
Planning,2019,com,9,1.1
Planning,2019,com,10,1.1
Planning,2019,com,11,1.1
Planning,2019,com,12,1.1
Planning,2019,com,13,1.1
Planning,2019,com,14,1.1
Planning,2019,com,15,1.1
Planning,2019,com,16,1.1
Planning,2019,com,17,1.1
Planning,2019,com,18,1.1
Planning,2019,com,19,1.1
Planning,2019,com,20,1.1
Planning,2019,com,21,1.1
Planning,2019,com,22,1.1
Planning,2019,com,23,1.1
Planning,2019,com,24,1.1
Planning,2019,com,25,1.1
Planning,2019,com,26,1.1
Planning,2019,com,27,1.1
Planning,2019,com,28,1.1
Planning,2019,com,29,1.1
Planning,2019,com,30,1.1
Planning,2019,com,31,1.1
Planning,2019,com,32,1.1
Planning,2019,com,33,1.1
Planning,2019,com,34,1.1
Planning,2019,com,35,1.1
Planning,2019,ind,1,1.1
Planning,2019,ind,2,1.1
Planning,2019,ind,3,1.1
Planning,2019,ind,4,1.1
Planning,2019,ind,5,1.1
Planning,2019,ind,6,1.1
Planning,2019,ind,7,1.1
Planning,2019,ind,8,1.1
Planning,2019,ind,9,1.1
Planning,2019,ind,10,1.1
Planning,2019,ind,11,1.1
Planning,2019,ind,12,1.1
Planning,2019,ind,13,1.1
Planning,2019,ind,14,1.1
Planning,2019,ind,15,1.1
Planning,2019,ind,16,1.1
Planning,2019,ind,17,1.1
Planning,2019,ind,18,1.1
Planning,2019,ind,19,1.1
Planning,2019,ind,20,1.1
Planning,2019,ind,21,1.1
Planning,2019,ind,22,1.1
Planning,2019,ind,23,1.1
Planning,2019,ind,24,1.1
Planning,2019,ind,25,1.1
Planning,2019,ind,26,1.1
Planning,2019,ind,27,1.1
Planning,2019,ind,28,1.1
Planning,2019,ind,29,1.1
Planning,2019,ind,30,1.1
Planning,2019,ind,31,1.1
Planning,2019,ind,32,1.1
Planning,2019,ind,33,1.1
Planning,2019,ind,34,1.1
Planning,2019,ind,35,1.1
Planning,2020,res,1,1.125
Planning,2020,res,2,1.125
Planning,2020,res,3,1.125
Planning,2020,res,4,1.125
Planning,2020,res,5,1.125
Planning,2020,res,6,1.125
Planning,2020,res,7,1.125
Planning,2020,res,8,1.125
Planning,2020,res,9,1.125
Planning,2020,res,10,1.125
Planning,2020,res,11,1.125
Planning,2020,res,12,1.125
Planning,2020,res,13,1.125
Planning,2020,res,14,1.125
Planning,2020,res,15,1.125
Planning,2020,res,16,1.125
Planning,2020,res,17,1.125
Planning,2020,res,18,1.125
Planning,2020,res,19,1.125
Planning,2020,res,20,1.125
Planning,2020,res,21,1.125
Planning,2020,res,22,1.125
Planning,2020,res,23,1.125
Planning,2020,res,24,1.125
Planning,2020,res,25,1.125
Planning,2020,res,26,1.125
Planning,2020,res,27,1.125
Planning,2020,res,28,1.125
Planning,2020,res,29,1.125
Planning,2020,res,30,1.125
Planning,2020,res,31,1.125
Planning,2020,res,32,1.125
Planning,2020,res,33,1.125
Planning,2020,res,34,1.125
Planning,2020,res,35,1.125
Planning,2020,com,1,1.125
Planning,2020,com,2,1.125
Planning,2020,com,3,1.125
Planning,2020,com,4,1.125
Planning,2020,com,5,1.125
Planning,2020,com,6,1.125
Planning,2020,com,7,1.125
Planning,2020,com,8,1.125
Planning,2020,com,9,1.125
Planning,2020,com,10,1.125
Planning,2020,com,11,1.125
Planning,2020,com,12,1.125
Planning,2020,com,13,1.125
Planning,2020,com,14,1.125
Planning,2020,com,15,1.125
Planning,2020,com,16,1.125
Planning,2020,com,17,1.125
Planning,2020,com,18,1.125
Planning,2020,com,19,1.125
Planning,2020,com,20,1.125
Planning,2020,com,21,1.125
Planning,2020,com,22,1.125
Planning,2020,com,23,1.125
Planning,2020,com,24,1.125
Planning,2020,com,25,1.125
Planning,2020,com,26,1.125
Planning,2020,com,27,1.125
Planning,2020,com,28,1.125
Planning,2020,com,29,1.125
Planning,2020,com,30,1.125
Planning,2020,com,31,1.125
Planning,2020,com,32,1.125
Planning,2020,com,33,1.125
Planning,2020,com,34,1.125
Planning,2020,com,35,1.125
Planning,2020,ind,1,1.125
Planning,2020,ind,2,1.125
Planning,2020,ind,3,1.125
Planning,2020,ind,4,1.125
Planning,2020,ind,5,1.125
Planning,2020,ind,6,1.125
Planning,2020,ind,7,1.125
Planning,2020,ind,8,1.125
Planning,2020,ind,9,1.125
Planning,2020,ind,10,1.125
Planning,2020,ind,11,1.125
Planning,2020,ind,12,1.125
Planning,2020,ind,13,1.125
Planning,2020,ind,14,1.125
Planning,2020,ind,15,1.125
Planning,2020,ind,16,1.125
Planning,2020,ind,17,1.125
Planning,2020,ind,18,1.125
Planning,2020,ind,19,1.125
Planning,2020,ind,20,1.125
Planning,2020,ind,21,1.125
Planning,2020,ind,22,1.125
Planning,2020,ind,23,1.125
Planning,2020,ind,24,1.125
Planning,2020,ind,25,1.125
Planning,2020,ind,26,1.125
Planning,2020,ind,27,1.125
Planning,2020,ind,28,1.125
Planning,2020,ind,29,1.125
Planning,2020,ind,30,1.125
Planning,2020,ind,31,1.125
Planning,2020,ind,32,1.125
Planning,2020,ind,33,1.125
Planning,2020,ind,34,1.125
Planning,2020,ind,35,1.125
Planning,2021,res,1,1.15
Planning,2021,res,2,1.15
Planning,2021,res,3,1.15
Planning,2021,res,4,1.15
Planning,2021,res,5,1.15
Planning,2021,res,6,1.15
Planning,2021,res,7,1.15
Planning,2021,res,8,1.15
Planning,2021,res,9,1.15
Planning,2021,res,10,1.15
Planning,2021,res,11,1.15
Planning,2021,res,12,1.15
Planning,2021,res,13,1.15
Planning,2021,res,14,1.15
Planning,2021,res,15,1.15
Planning,2021,res,16,1.15
Planning,2021,res,17,1.15
Planning,2021,res,18,1.15
Planning,2021,res,19,1.15
Planning,2021,res,20,1.15
Planning,2021,res,21,1.15
Planning,2021,res,22,1.15
Planning,2021,res,23,1.15
Planning,2021,res,24,1.15
Planning,2021,res,25,1.15
Planning,2021,res,26,1.15
Planning,2021,res,27,1.15
Planning,2021,res,28,1.15
Planning,2021,res,29,1.15
Planning,2021,res,30,1.15
Planning,2021,res,31,1.15
Planning,2021,res,32,1.15
Planning,2021,res,33,1.15
Planning,2021,res,34,1.15
Planning,2021,res,35,1.15
Planning,2021,com,1,1.15
Planning,2021,com,2,1.15
Planning,2021,com,3,1.15
Planning,2021,com,4,1.15
Planning,2021,com,5,1.15
Planning,2021,com,6,1.15
Planning,2021,com,7,1.15
Planning,2021,com,8,1.15
Planning,2021,com,9,1.15
Planning,2021,com,10,1.15
Planning,2021,com,11,1.15
Planning,2021,com,12,1.15
Planning,2021,com,13,1.15
Planning,2021,com,14,1.15
Planning,2021,com,15,1.15
Planning,2021,com,16,1.15
Planning,2021,com,17,1.15
Planning,2021,com,18,1.15
Planning,2021,com,19,1.15
Planning,2021,com,20,1.15
Planning,2021,com,21,1.15
Planning,2021,com,22,1.15
Planning,2021,com,23,1.15
Planning,2021,com,24,1.15
Planning,2021,com,25,1.15
Planning,2021,com,26,1.15
Planning,2021,com,27,1.15
Planning,2021,com,28,1.15
Planning,2021,com,29,1.15
Planning,2021,com,30,1.15
Planning,2021,com,31,1.15
Planning,2021,com,32,1.15
Planning,2021,com,33,1.15
Planning,2021,com,34,1.15
Planning,2021,com,35,1.15
Planning,2021,ind,1,1.15
Planning,2021,ind,2,1.15
Planning,2021,ind,3,1.15
Planning,2021,ind,4,1.15
Planning,2021,ind,5,1.15
Planning,2021,ind,6,1.15
Planning,2021,ind,7,1.15
Planning,2021,ind,8,1.15
Planning,2021,ind,9,1.15
Planning,2021,ind,10,1.15
Planning,2021,ind,11,1.15
Planning,2021,ind,12,1.15
Planning,2021,ind,13,1.15
Planning,2021,ind,14,1.15
Planning,2021,ind,15,1.15
Planning,2021,ind,16,1.15
Planning,2021,ind,17,1.15
Planning,2021,ind,18,1.15
Planning,2021,ind,19,1.15
Planning,2021,ind,20,1.15
Planning,2021,ind,21,1.15
Planning,2021,ind,22,1.15
Planning,2021,ind,23,1.15
Planning,2021,ind,24,1.15
Planning,2021,ind,25,1.15
Planning,2021,ind,26,1.15
Planning,2021,ind,27,1.15
Planning,2021,ind,28,1.15
Planning,2021,ind,29,1.15
Planning,2021,ind,30,1.15
Planning,2021,ind,31,1.15
Planning,2021,ind,32,1.15
Planning,2021,ind,33,1.15
Planning,2021,ind,34,1.15
Planning,2021,ind,35,1.15
Planning,2022,res,1,1.175
Planning,2022,res,2,1.175
Planning,2022,res,3,1.175
Planning,2022,res,4,1.175
Planning,2022,res,5,1.175
Planning,2022,res,6,1.175
Planning,2022,res,7,1.175
Planning,2022,res,8,1.175
Planning,2022,res,9,1.175
Planning,2022,res,10,1.175
Planning,2022,res,11,1.175
Planning,2022,res,12,1.175
Planning,2022,res,13,1.175
Planning,2022,res,14,1.175
Planning,2022,res,15,1.175
Planning,2022,res,16,1.175
Planning,2022,res,17,1.175
Planning,2022,res,18,1.175
Planning,2022,res,19,1.175
Planning,2022,res,20,1.175
Planning,2022,res,21,1.175
Planning,2022,res,22,1.175
Planning,2022,res,23,1.175
Planning,2022,res,24,1.175
Planning,2022,res,25,1.175
Planning,2022,res,26,1.175
Planning,2022,res,27,1.175
Planning,2022,res,28,1.175
Planning,2022,res,29,1.175
Planning,2022,res,30,1.175
Planning,2022,res,31,1.175
Planning,2022,res,32,1.175
Planning,2022,res,33,1.175
Planning,2022,res,34,1.175
Planning,2022,res,35,1.175
Planning,2022,com,1,1.175
Planning,2022,com,2,1.175
Planning,2022,com,3,1.175
Planning,2022,com,4,1.175
Planning,2022,com,5,1.175
Planning,2022,com,6,1.175
Planning,2022,com,7,1.175
Planning,2022,com,8,1.175
Planning,2022,com,9,1.175
Planning,2022,com,10,1.175
Planning,2022,com,11,1.175
Planning,2022,com,12,1.175
Planning,2022,com,13,1.175
Planning,2022,com,14,1.175
Planning,2022,com,15,1.175
Planning,2022,com,16,1.175
Planning,2022,com,17,1.175
Planning,2022,com,18,1.175
Planning,2022,com,19,1.175
Planning,2022,com,20,1.175
Planning,2022,com,21,1.175
Planning,2022,com,22,1.175
Planning,2022,com,23,1.175
Planning,2022,com,24,1.175
Planning,2022,com,25,1.175
Planning,2022,com,26,1.175
Planning,2022,com,27,1.175
Planning,2022,com,28,1.175
Planning,2022,com,29,1.175
Planning,2022,com,30,1.175
Planning,2022,com,31,1.175
Planning,2022,com,32,1.175
Planning,2022,com,33,1.175
Planning,2022,com,34,1.175
Planning,2022,com,35,1.175
Planning,2022,ind,1,1.175
Planning,2022,ind,2,1.175
Planning,2022,ind,3,1.175
Planning,2022,ind,4,1.175
Planning,2022,ind,5,1.175
Planning,2022,ind,6,1.175
Planning,2022,ind,7,1.175
Planning,2022,ind,8,1.175
Planning,2022,ind,9,1.175
Planning,2022,ind,10,1.175
Planning,2022,ind,11,1.175
Planning,2022,ind,12,1.175
Planning,2022,ind,13,1.175
Planning,2022,ind,14,1.175
Planning,2022,ind,15,1.175
Planning,2022,ind,16,1.175
Planning,2022,ind,17,1.175
Planning,2022,ind,18,1.175
Planning,2022,ind,19,1.175
Planning,2022,ind,20,1.175
Planning,2022,ind,21,1.175
Planning,2022,ind,22,1.175
Planning,2022,ind,23,1.175
Planning,2022,ind,24,1.175
Planning,2022,ind,25,1.175
Planning,2022,ind,26,1.175
Planning,2022,ind,27,1.175
Planning,2022,ind,28,1.175
Planning,2022,ind,29,1.175
Planning,2022,ind,30,1.175
Planning,2022,ind,31,1.175
Planning,2022,ind,32,1.175
Planning,2022,ind,33,1.175
Planning,2022,ind,34,1.175
Planning,2022,ind,35,1.175
Planning,2023,res,1,1.2
Planning,2023,res,2,1.2
Planning,2023,res,3,1.2
Planning,2023,res,4,1.2
Planning,2023,res,5,1.2
Planning,2023,res,6,1.2
Planning,2023,res,7,1.2
Planning,2023,res,8,1.2
Planning,2023,res,9,1.2
Planning,2023,res,10,1.2
Planning,2023,res,11,1.2
Planning,2023,res,12,1.2
Planning,2023,res,13,1.2
Planning,2023,res,14,1.2
Planning,2023,res,15,1.2
Planning,2023,res,16,1.2
Planning,2023,res,17,1.2
Planning,2023,res,18,1.2
Planning,2023,res,19,1.2
Planning,2023,res,20,1.2
Planning,2023,res,21,1.2
Planning,2023,res,22,1.2
Planning,2023,res,23,1.2
Planning,2023,res,24,1.2
Planning,2023,res,25,1.2
Planning,2023,res,26,1.2
Planning,2023,res,27,1.2
Planning,2023,res,28,1.2
Planning,2023,res,29,1.2
Planning,2023,res,30,1.2
Planning,2023,res,31,1.2
Planning,2023,res,32,1.2
Planning,2023,res,33,1.2
Planning,2023,res,34,1.2
Planning,2023,res,35,1.2
Planning,2023,com,1,1.2
Planning,2023,com,2,1.2
Planning,2023,com,3,1.2
Planning,2023,com,4,1.2
Planning,2023,com,5,1.2
Planning,2023,com,6,1.2
Planning,2023,com,7,1.2
Planning,2023,com,8,1.2
Planning,2023,com,9,1.2
Planning,2023,com,10,1.2
Planning,2023,com,11,1.2
Planning,2023,com,12,1.2
Planning,2023,com,13,1.2
Planning,2023,com,14,1.2
Planning,2023,com,15,1.2
Planning,2023,com,16,1.2
Planning,2023,com,17,1.2
Planning,2023,com,18,1.2
Planning,2023,com,19,1.2
Planning,2023,com,20,1.2
Planning,2023,com,21,1.2
Planning,2023,com,22,1.2
Planning,2023,com,23,1.2
Planning,2023,com,24,1.2
Planning,2023,com,25,1.2
Planning,2023,com,26,1.2
Planning,2023,com,27,1.2
Planning,2023,com,28,1.2
Planning,2023,com,29,1.2
Planning,2023,com,30,1.2
Planning,2023,com,31,1.2
Planning,2023,com,32,1.2
Planning,2023,com,33,1.2
Planning,2023,com,34,1.2
Planning,2023,com,35,1.2
Planning,2023,ind,1,1.2
