source,year,sector_abbr,state_id,escalation_factor
Planning,2039,com,8,1.6
Planning,2039,com,9,1.6
Planning,2039,com,10,1.6
Planning,2039,com,11,1.6
Planning,2039,com,12,1.6
Planning,2039,com,13,1.6
Planning,2039,com,14,1.6
Planning,2039,com,15,1.6
Planning,2039,com,16,1.6
Planning,2039,com,17,1.6
Planning,2039,com,18,1.6
Planning,2039,com,19,1.6
Planning,2039,com,20,1.6
Planning,2039,com,21,1.6
Planning,2039,com,22,1.6
Planning,2039,com,23,1.6
Planning,2039,com,24,1.6
Planning,2039,com,25,1.6
Planning,2039,com,26,1.6
Planning,2039,com,27,1.6
Planning,2039,com,28,1.6
Planning,2039,com,29,1.6
Planning,2039,com,30,1.6
Planning,2039,com,31,1.6
Planning,2039,com,32,1.6
Planning,2039,com,33,1.6
Planning,2039,com,34,1.6
Planning,2039,com,35,1.6
Planning,2039,ind,1,1.6
Planning,2039,ind,2,1.6
Planning,2039,ind,3,1.6
Planning,2039,ind,4,1.6
Planning,2039,ind,5,1.6
Planning,2039,ind,6,1.6
Planning,2039,ind,7,1.6
Planning,2039,ind,8,1.6
Planning,2039,ind,9,1.6
Planning,2039,ind,10,1.6
Planning,2039,ind,11,1.6
Planning,2039,ind,12,1.6
Planning,2039,ind,13,1.6
Planning,2039,ind,14,1.6
Planning,2039,ind,15,1.6
Planning,2039,ind,16,1.6
Planning,2039,ind,17,1.6
Planning,2039,ind,18,1.6
Planning,2039,ind,19,1.6
Planning,2039,ind,20,1.6
Planning,2039,ind,21,1.6
Planning,2039,ind,22,1.6
Planning,2039,ind,23,1.6
Planning,2039,ind,24,1.6
Planning,2039,ind,25,1.6
Planning,2039,ind,26,1.6
Planning,2039,ind,27,1.6
Planning,2039,ind,28,1.6
Planning,2039,ind,29,1.6
Planning,2039,ind,30,1.6
Planning,2039,ind,31,1.6
Planning,2039,ind,32,1.6
Planning,2039,ind,33,1.6
Planning,2039,ind,34,1.6
Planning,2039,ind,35,1.6
Planning,2040,res,1,1.625
Planning,2040,res,2,1.625
Planning,2040,res,3,1.625
Planning,2040,res,4,1.625
Planning,2040,res,5,1.625
Planning,2040,res,6,1.625
Planning,2040,res,7,1.625
Planning,2040,res,8,1.625
Planning,2040,res,9,1.625
Planning,2040,res,10,1.625
Planning,2040,res,11,1.625
Planning,2040,res,12,1.625
Planning,2040,res,13,1.625
Planning,2040,res,14,1.625
Planning,2040,res,15,1.625
Planning,2040,res,16,1.625
Planning,2040,res,17,1.625
Planning,2040,res,18,1.625
Planning,2040,res,19,1.625
Planning,2040,res,20,1.625
Planning,2040,res,21,1.625
Planning,2040,res,22,1.625
Planning,2040,res,23,1.625
Planning,2040,res,24,1.625
Planning,2040,res,25,1.625
Planning,2040,res,26,1.625
Planning,2040,res,27,1.625
Planning,2040,res,28,1.625
Planning,2040,res,29,1.625
Planning,2040,res,30,1.625
Planning,2040,res,31,1.625
Planning,2040,res,32,1.625
Planning,2040,res,33,1.625
Planning,2040,res,34,1.625
Planning,2040,res,35,1.625
Planning,2040,com,1,1.625
Planning,2040,com,2,1.625
Planning,2040,com,3,1.625
Planning,2040,com,4,1.625
Planning,2040,com,5,1.625
Planning,2040,com,6,1.625
Planning,2040,com,7,1.625
Planning,2040,com,8,1.625
Planning,2040,com,9,1.625
Planning,2040,com,10,1.625
Planning,2040,com,11,1.625
Planning,2040,com,12,1.625
Planning,2040,com,13,1.625
Planning,2040,com,14,1.625
Planning,2040,com,15,1.625
Planning,2040,com,16,1.625
Planning,2040,com,17,1.625
Planning,2040,com,18,1.625
Planning,2040,com,19,1.625
Planning,2040,com,20,1.625
Planning,2040,com,21,1.625
Planning,2040,com,22,1.625
Planning,2040,com,23,1.625
Planning,2040,com,24,1.625
Planning,2040,com,25,1.625
Planning,2040,com,26,1.625
Planning,2040,com,27,1.625
Planning,2040,com,28,1.625
Planning,2040,com,29,1.625
Planning,2040,com,30,1.625
Planning,2040,com,31,1.625
Planning,2040,com,32,1.625
Planning,2040,com,33,1.625
Planning,2040,com,34,1.625
Planning,2040,com,35,1.625
Planning,2040,ind,1,1.625
Planning,2040,ind,2,1.625
Planning,2040,ind,3,1.625
Planning,2040,ind,4,1.625
Planning,2040,ind,5,1.625
Planning,2040,ind,6,1.625
Planning,2040,ind,7,1.625
Planning,2040,ind,8,1.625
Planning,2040,ind,9,1.625
Planning,2040,ind,10,1.625
Planning,2040,ind,11,1.625
Planning,2040,ind,12,1.625
Planning,2040,ind,13,1.625
Planning,2040,ind,14,1.625
Planning,2040,ind,15,1.625
Planning,2040,ind,16,1.625
Planning,2040,ind,17,1.625
Planning,2040,ind,18,1.625
Planning,2040,ind,19,1.625
Planning,2040,ind,20,1.625
Planning,2040,ind,21,1.625
Planning,2040,ind,22,1.625
Planning,2040,ind,23,1.625
Planning,2040,ind,24,1.625
Planning,2040,ind,25,1.625
Planning,2040,ind,26,1.625
Planning,2040,ind,27,1.625
Planning,2040,ind,28,1.625
Planning,2040,ind,29,1.625
Planning,2040,ind,30,1.625
Planning,2040,ind,31,1.625
Planning,2040,ind,32,1.625
Planning,2040,ind,33,1.625
Planning,2040,ind,34,1.625
Planning,2040,ind,35,1.625
Planning,2041,res,1,1.65
Planning,2041,res,2,1.65
Planning,2041,res,3,1.65
Planning,2041,res,4,1.65
Planning,2041,res,5,1.65
Planning,2041,res,6,1.65
Planning,2041,res,7,1.65
Planning,2041,res,8,1.65
Planning,2041,res,9,1.65
Planning,2041,res,10,1.65
Planning,2041,res,11,1.65
Planning,2041,res,12,1.65
Planning,2041,res,13,1.65
Planning,2041,res,14,1.65
Planning,2041,res,15,1.65
Planning,2041,res,16,1.65
Planning,2041,res,17,1.65
Planning,2041,res,18,1.65
Planning,2041,res,19,1.65
Planning,2041,res,20,1.65
Planning,2041,res,21,1.65
Planning,2041,res,22,1.65
Planning,2041,res,23,1.65
Planning,2041,res,24,1.65
Planning,2041,res,25,1.65
Planning,2041,res,26,1.65
Planning,2041,res,27,1.65
Planning,2041,res,28,1.65
Planning,2041,res,29,1.65
Planning,2041,res,30,1.65
Planning,2041,res,31,1.65
Planning,2041,res,32,1.65
Planning,2041,res,33,1.65
Planning,2041,res,34,1.65
Planning,2041,res,35,1.65
Planning,2041,com,1,1.65
Planning,2041,com,2,1.65
Planning,2041,com,3,1.65
Planning,2041,com,4,1.65
Planning,2041,com,5,1.65
Planning,2041,com,6,1.65
Planning,2041,com,7,1.65
Planning,2041,com,8,1.65
Planning,2041,com,9,1.65
Planning,2041,com,10,1.65
Planning,2041,com,11,1.65
Planning,2041,com,12,1.65
Planning,2041,com,13,1.65
Planning,2041,com,14,1.65
Planning,2041,com,15,1.65
Planning,2041,com,16,1.65
Planning,2041,com,17,1.65
Planning,2041,com,18,1.65
Planning,2041,com,19,1.65
Planning,2041,com,20,1.65
Planning,2041,com,21,1.65
Planning,2041,com,22,1.65
Planning,2041,com,23,1.65
Planning,2041,com,24,1.65
Planning,2041,com,25,1.65
Planning,2041,com,26,1.65
Planning,2041,com,27,1.65
Planning,2041,com,28,1.65
Planning,2041,com,29,1.65
Planning,2041,com,30,1.65
Planning,2041,com,31,1.65
Planning,2041,com,32,1.65
Planning,2041,com,33,1.65
Planning,2041,com,34,1.65
Planning,2041,com,35,1.65
Planning,2041,ind,1,1.65
Planning,2041,ind,2,1.65
Planning,2041,ind,3,1.65
Planning,2041,ind,4,1.65
Planning,2041,ind,5,1.65
Planning,2041,ind,6,1.65
Planning,2041,ind,7,1.65
Planning,2041,ind,8,1.65
Planning,2041,ind,9,1.65
Planning,2041,ind,10,1.65
Planning,2041,ind,11,1.65
Planning,2041,ind,12,1.65
Planning,2041,ind,13,1.65
Planning,2041,ind,14,1.65
Planning,2041,ind,15,1.65
Planning,2041,ind,16,1.65
Planning,2041,ind,17,1.65
Planning,2041,ind,18,1.65
Planning,2041,ind,19,1.65
Planning,2041,ind,20,1.65
Planning,2041,ind,21,1.65
Planning,2041,ind,22,1.65
Planning,2041,ind,23,1.65
Planning,2041,ind,24,1.65
Planning,2041,ind,25,1.65
Planning,2041,ind,26,1.65
Planning,2041,ind,27,1.65
Planning,2041,ind,28,1.65
Planning,2041,ind,29,1.65
Planning,2041,ind,30,1.65
Planning,2041,ind,31,1.65
Planning,2041,ind,32,1.65
Planning,2041,ind,33,1.65
Planning,2041,ind,34,1.65
Planning,2041,ind,35,1.65
Planning,2042,res,1,1.675
Planning,2042,res,2,1.675
Planning,2042,res,3,1.675
Planning,2042,res,4,1.675
Planning,2042,res,5,1.675
Planning,2042,res,6,1.675
Planning,2042,res,7,1.675
Planning,2042,res,8,1.675
Planning,2042,res,9,1.675
Planning,2042,res,10,1.675
Planning,2042,res,11,1.675
Planning,2042,res,12,1.675
Planning,2042,res,13,1.675
Planning,2042,res,14,1.675
Planning,2042,res,15,1.675
Planning,2042,res,16,1.675
Planning,2042,res,17,1.675
Planning,2042,res,18,1.675
Planning,2042,res,19,1.675
Planning,2042,res,20,1.675
Planning,2042,res,21,1.675
Planning,2042,res,22,1.675
Planning,2042,res,23,1.675
Planning,2042,res,24,1.675
Planning,2042,res,25,1.675
Planning,2042,res,26,1.675
Planning,2042,res,27,1.675
Planning,2042,res,28,1.675
Planning,2042,res,29,1.675
Planning,2042,res,30,1.675
Planning,2042,res,31,1.675
Planning,2042,res,32,1.675
Planning,2042,res,33,1.675
Planning,2042,res,34,1.675
Planning,2042,res,35,1.675
Planning,2042,com,1,1.675
Planning,2042,com,2,1.675
Planning,2042,com,3,1.675
Planning,2042,com,4,1.675
Planning,2042,com,5,1.675
Planning,2042,com,6,1.675
Planning,2042,com,7,1.675
Planning,2042,com,8,1.675
Planning,2042,com,9,1.675
Planning,2042,com,10,1.675
Planning,2042,com,11,1.675
Planning,2042,com,12,1.675
Planning,2042,com,13,1.675
Planning,2042,com,14,1.675
Planning,2042,com,15,1.675
Planning,2042,com,16,1.675
Planning,2042,com,17,1.675
Planning,2042,com,18,1.675
Planning,2042,com,19,1.675
Planning,2042,com,20,1.675
Planning,2042,com,21,1.675
Planning,2042,com,22,1.675
Planning,2042,com,23,1.675
Planning,2042,com,24,1.675
Planning,2042,com,25,1.675
Planning,2042,com,26,1.675
Planning,2042,com,27,1.675
Planning,2042,com,28,1.675
Planning,2042,com,29,1.675
Planning,2042,com,30,1.675
Planning,2042,com,31,1.675
Planning,2042,com,32,1.675
Planning,2042,com,33,1.675
Planning,2042,com,34,1.675
Planning,2042,com,35,1.675
Planning,2042,ind,1,1.675
Planning,2042,ind,2,1.675
Planning,2042,ind,3,1.675
Planning,2042,ind,4,1.675
Planning,2042,ind,5,1.675
Planning,2042,ind,6,1.675
Planning,2042,ind,7,1.675
Planning,2042,ind,8,1.675
Planning,2042,ind,9,1.675
Planning,2042,ind,10,1.675
Planning,2042,ind,11,1.675
Planning,2042,ind,12,1.675
Planning,2042,ind,13,1.675
Planning,2042,ind,14,1.675
Planning,2042,ind,15,1.675
Planning,2042,ind,16,1.675
Planning,2042,ind,17,1.675
Planning,2042,ind,18,1.675
Planning,2042,ind,19,1.675
Planning,2042,ind,20,1.675
Planning,2042,ind,21,1.675
Planning,2042,ind,22,1.675
Planning,2042,ind,23,1.675
Planning,2042,ind,24,1.675
Planning,2042,ind,25,1.675
Planning,2042,ind,26,1.675
Planning,2042,ind,27,1.675
Planning,2042,ind,28,1.675
Planning,2042,ind,29,1.675
Planning,2042,ind,30,1.675
Planning,2042,ind,31,1.675
Planning,2042,ind,32,1.675
Planning,2042,ind,33,1.675
Planning,2042,ind,34,1.675
Planning,2042,ind,35,1.675
Planning,2043,res,1,1.7000000000000002
Planning,2043,res,2,1.7000000000000002
Planning,2043,res,3,1.7000000000000002
Planning,2043,res,4,1.7000000000000002
Planning,2043,res,5,1.7000000000000002
Planning,2043,res,6,1.7000000000000002
Planning,2043,res,7,1.7000000000000002
Planning,2043,res,8,1.7000000000000002
Planning,2043,res,9,1.7000000000000002
Planning,2043,res,10,1.7000000000000002
Planning,2043,res,11,1.7000000000000002
Planning,2043,res,12,1.7000000000000002
Planning,2043,res,13,1.7000000000000002
Planning,2043,res,14,1.7000000000000002
Planning,2043,res,15,1.7000000000000002
Planning,2043,res,16,1.7000000000000002
Planning,2043,res,17,1.7000000000000002
Planning,2043,res,18,1.7000000000000002
Planning,2043,res,19,1.7000000000000002
Planning,2043,res,20,1.7000000000000002
Planning,2043,res,21,1.7000000000000002
Planning,2043,res,22,1.7000000000000002
Planning,2043,res,23,1.7000000000000002
Planning,2043,res,24,1.7000000000000002
Planning,2043,res,25,1.7000000000000002
Planning,2043,res,26,1.7000000000000002
Planning,2043,res,27,1.7000000000000002
Planning,2043,res,28,1.7000000000000002
Planning,2043,res,29,1.7000000000000002
Planning,2043,res,30,1.7000000000000002
Planning,2043,res,31,1.7000000000000002
Planning,2043,res,32,1.7000000000000002
Planning,2043,res,33,1.7000000000000002
Planning,2043,res,34,1.7000000000000002
Planning,2043,res,35,1.7000000000000002
Planning,2043,com,1,1.7000000000000002
Planning,2043,com,2,1.7000000000000002
Planning,2043,com,3,1.7000000000000002
Planning,2043,com,4,1.7000000000000002
Planning,2043,com,5,1.7000000000000002
Planning,2043,com,6,1.7000000000000002
Planning,2043,com,7,1.7000000000000002
Planning,2043,com,8,1.7000000000000002
Planning,2043,com,9,1.7000000000000002
Planning,2043,com,10,1.7000000000000002
Planning,2043,com,11,1.7000000000000002
Planning,2043,com,12,1.7000000000000002
Planning,2043,com,13,1.7000000000000002
Planning,2043,com,14,1.7000000000000002
Planning,2043,com,15,1.7000000000000002
Planning,2043,com,16,1.7000000000000002
Planning,2043,com,17,1.7000000000000002
Planning,2043,com,18,1.7000000000000002
Planning,2043,com,19,1.7000000000000002
Planning,2043,com,20,1.7000000000000002
Planning,2043,com,21,1.7000000000000002
Planning,2043,com,22,1.7000000000000002
Planning,2043,com,23,1.7000000000000002
Planning,2043,com,24,1.7000000000000002
Planning,2043,com,25,1.7000000000000002
Planning,2043,com,26,1.7000000000000002
Planning,2043,com,27,1.7000000000000002
Planning,2043,com,28,1.7000000000000002
Planning,2043,com,29,1.7000000000000002
Planning,2043,com,30,1.7000000000000002
Planning,2043,com,31,1.7000000000000002
Planning,2043,com,32,1.7000000000000002
Planning,2043,com,33,1.7000000000000002
Planning,2043,com,34,1.7000000000000002
Planning,2043,com,35,1.7000000000000002
Planning,2043,ind,1,1.7000000000000002
Planning,2043,ind,2,1.7000000000000002
Planning,2043,ind,3,1.7000000000000002
Planning,2043,ind,4,1.7000000000000002
Planning,2043,ind,5,1.7000000000000002
Planning,2043,ind,6,1.7000000000000002
Planning,2043,ind,7,1.7000000000000002
Planning,2043,ind,8,1.7000000000000002
Planning,2043,ind,9,1.7000000000000002
Planning,2043,ind,10,1.7000000000000002
Planning,2043,ind,11,1.7000000000000002
Planning,2043,ind,12,1.7000000000000002
Planning,2043,ind,13,1.7000000000000002
Planning,2043,ind,14,1.7000000000000002
Planning,2043,ind,15,1.7000000000000002
Planning,2043,ind,16,1.7000000000000002
Planning,2043,ind,17,1.7000000000000002
Planning,2043,ind,18,1.7000000000000002
Planning,2043,ind,19,1.7000000000000002
Planning,2043,ind,20,1.7000000000000002
Planning,2043,ind,21,1.7000000000000002
Planning,2043,ind,22,1.7000000000000002
Planning,2043,ind,23,1.7000000000000002
Planning,2043,ind,24,1.7000000000000002
Planning,2043,ind,25,1.7000000000000002
Planning,2043,ind,26,1.7000000000000002
Planning,2043,ind,27,1.7000000000000002
Planning,2043,ind,28,1.7000000000000002
Planning,2043,ind,29,1.7000000000000002
Planning,2043,ind,30,1.7000000000000002
Planning,2043,ind,31,1.7000000000000002
Planning,2043,ind,32,1.7000000000000002
Planning,2043,ind,33,1.7000000000000002
Planning,2043,ind,34,1.7000000000000002
Planning,2043,ind,35,1.7000000000000002
Planning,2044,res,1,1.725
Planning,2044,res,2,1.725
Planning,2044,res,3,1.725
Planning,2044,res,4,1.725
Planning,2044,res,5,1.725
Planning,2044,res,6,1.725
Planning,2044,res,7,1.725
Planning,2044,res,8,1.725
Planning,2044,res,9,1.725
Planning,2044,res,10,1.725
Planning,2044,res,11,1.725
Planning,2044,res,12,1.725
Planning,2044,res,13,1.725
Planning,2044,res,14,1.725
Planning,2044,res,15,1.725
Planning,2044,res,16,1.725
Planning,2044,res,17,1.725
Planning,2044,res,18,1.725
Planning,2044,res,19,1.725
Planning,2044,res,20,1.725
Planning,2044,res,21,1.725
Planning,2044,res,22,1.725
Planning,2044,res,23,1.725
Planning,2044,res,24,1.725
Planning,2044,res,25,1.725
Planning,2044,res,26,1.725
Planning,2044,res,27,1.725
Planning,2044,res,28,1.725
Planning,2044,res,29,1.725
Planning,2044,res,30,1.725
Planning,2044,res,31,1.725
Planning,2044,res,32,1.725
Planning,2044,res,33,1.725
Planning,2044,res,34,1.725
Planning,2044,res,35,1.725
Planning,2044,com,1,1.725
Planning,2044,com,2,1.725
Planning,2044,com,3,1.725
Planning,2044,com,4,1.725
Planning,2044,com,5,1.725
Planning,2044,com,6,1.725
Planning,2044,com,7,1.725
Planning,2044,com,8,1.725
Planning,2044,com,9,1.725
Planning,2044,com,10,1.725
Planning,2044,com,11,1.725
Planning,2044,com,12,1.725
Planning,2044,com,13,1.725
Planning,2044,com,14,1.725
Planning,2044,com,15,1.725
Planning,2044,com,16,1.725
Planning,2044,com,17,1.725
Planning,2044,com,18,1.725
Planning,2044,com,19,1.725
Planning,2044,com,20,1.725
Planning,2044,com,21,1.725
Planning,2044,com,22,1.725
Planning,2044,com,23,1.725
Planning,2044,com,24,1.725
Planning,2044,com,25,1.725
Planning,2044,com,26,1.725
Planning,2044,com,27,1.725
Planning,2044,com,28,1.725
Planning,2044,com,29,1.725
Planning,2044,com,30,1.725
Planning,2044,com,31,1.725
Planning,2044,com,32,1.725
Planning,2044,com,33,1.725
Planning,2044,com,34,1.725
Planning,2044,com,35,1.725
Planning,2044,ind,1,1.725
Planning,2044,ind,2,1.725
Planning,2044,ind,3,1.725
Planning,2044,ind,4,1.725
Planning,2044,ind,5,1.725
Planning,2044,ind,6,1.725
Planning,2044,ind,7,1.725
Planning,2044,ind,8,1.725
Planning,2044,ind,9,1.725
Planning,2044,ind,10,1.725
Planning,2044,ind,11,1.725
Planning,2044,ind,12,1.725
Planning,2044,ind,13,1.725
Planning,2044,ind,14,1.725
Planning,2044,ind,15,1.725
Planning,2044,ind,16,1.725
Planning,2044,ind,17,1.725
Planning,2044,ind,18,1.725
Planning,2044,ind,19,1.725
Planning,2044,ind,20,1.725
Planning,2044,ind,21,1.725
Planning,2044,ind,22,1.725
Planning,2044,ind,23,1.725
Planning,2044,ind,24,1.725
Planning,2044,ind,25,1.725
Planning,2044,ind,26,1.725
Planning,2044,ind,27,1.725
Planning,2044,ind,28,1.725
Planning,2044,ind,29,1.725
Planning,2044,ind,30,1.725
Planning,2044,ind,31,1.725
Planning,2044,ind,32,1.725
Planning,2044,ind,33,1.725
Planning,2044,ind,34,1.725
Planning,2044,ind,35,1.725
Planning,2045,res,1,1.75
Planning,2045,res,2,1.75
Planning,2045,res,3,1.75
Planning,2045,res,4,1.75
Planning,2045,res,5,1.75
Planning,2045,res,6,1.75
Planning,2045,res,7,1.75
Planning,2045,res,8,1.75
Planning,2045,res,9,1.75
Planning,2045,res,10,1.75
Planning,2045,res,11,1.75
Planning,2045,res,12,1.75
Planning,2045,res,13,1.75
Planning,2045,res,14,1.75
Planning,2045,res,15,1.75
Planning,2045,res,16,1.75
Planning,2045,res,17,1.75
Planning,2045,res,18,1.75
Planning,2045,res,19,1.75
Planning,2045,res,20,1.75
Planning,2045,res,21,1.75
Planning,2045,res,22,1.75
Planning,2045,res,23,1.75
Planning,2045,res,24,1.75
Planning,2045,res,25,1.75
Planning,2045,res,26,1.75
Planning,2045,res,27,1.75
Planning,2045,res,28,1.75
Planning,2045,res,29,1.75
Planning,2045,res,30,1.75
Planning,2045,res,31,1.75
Planning,2045,res,32,1.75
Planning,2045,res,33,1.75
Planning,2045,res,34,1.75
Planning,2045,res,35,1.75
Planning,2045,com,1,1.75
Planning,2045,com,2,1.75
Planning,2045,com,3,1.75
Planning,2045,com,4,1.75
Planning,2045,com,5,1.75
Planning,2045,com,6,1.75
Planning,2045,com,7,1.75
Planning,2045,com,8,1.75
Planning,2045,com,9,1.75
Planning,2045,com,10,1.75
Planning,2045,com,11,1.75
Planning,2045,com,12,1.75
Planning,2045,com,13,1.75
Planning,2045,com,14,1.75
Planning,2045,com,15,1.75
Planning,2045,com,16,1.75
Planning,2045,com,17,1.75
Planning,2045,com,18,1.75
Planning,2045,com,19,1.75
Planning,2045,com,20,1.75
Planning,2045,com,21,1.75
Planning,2045,com,22,1.75
Planning,2045,com,23,1.75
Planning,2045,com,24,1.75
Planning,2045,com,25,1.75
Planning,2045,com,26,1.75
Planning,2045,com,27,1.75
Planning,2045,com,28,1.75
Planning,2045,com,29,1.75
Planning,2045,com,30,1.75
Planning,2045,com,31,1.75
Planning,2045,com,32,1.75
Planning,2045,com,33,1.75
Planning,2045,com,34,1.75
Planning,2045,com,35,1.75
Planning,2045,ind,1,1.75
Planning,2045,ind,2,1.75
Planning,2045,ind,3,1.75
Planning,2045,ind,4,1.75
Planning,2045,ind,5,1.75
Planning,2045,ind,6,1.75
Planning,2045,ind,7,1.75
Planning,2045,ind,8,1.75
Planning,2045,ind,9,1.75
Planning,2045,ind,10,1.75
Planning,2045,ind,11,1.75
Planning,2045,ind,12,1.75
Planning,2045,ind,13,1.75
Planning,2045,ind,14,1.75
Planning,2045,ind,15,1.75
Planning,2045,ind,16,1.75
Planning,2045,ind,17,1.75
Planning,2045,ind,18,1.75
Planning,2045,ind,19,1.75
Planning,2045,ind,20,1.75
Planning,2045,ind,21,1.75
Planning,2045,ind,22,1.75
Planning,2045,ind,23,1.75
Planning,2045,ind,24,1.75
Planning,2045,ind,25,1.75
Planning,2045,ind,26,1.75
Planning,2045,ind,27,1.75
Planning,2045,ind,28,1.75
Planning,2045,ind,29,1.75
Planning,2045,ind,30,1.75
Planning,2045,ind,31,1.75
Planning,2045,ind,32,1.75
Planning,2045,ind,33,1.75
Planning,2045,ind,34,1.75
Planning,2045,ind,35,1.75
Planning,2046,res,1,1.775
Planning,2046,res,2,1.775
Planning,2046,res,3,1.775
Planning,2046,res,4,1.775
Planning,2046,res,5,1.775
Planning,2046,res,6,1.775
Planning,2046,res,7,1.775
Planning,2046,res,8,1.775
Planning,2046,res,9,1.775
Planning,2046,res,10,1.775
Planning,2046,res,11,1.775
Planning,2046,res,12,1.775
Planning,2046,res,13,1.775
Planning,2046,res,14,1.775
Planning,2046,res,15,1.775
Planning,2046,res,16,1.775
Planning,2046,res,17,1.775
Planning,2046,res,18,1.775
Planning,2046,res,19,1.775
Planning,2046,res,20,1.775
Planning,2046,res,21,1.775
Planning,2046,res,22,1.775
Planning,2046,res,23,1.775
Planning,2046,res,24,1.775
Planning,2046,res,25,1.775
Planning,2046,res,26,1.775
Planning,2046,res,27,1.775
Planning,2046,res,28,1.775
Planning,2046,res,29,1.775
Planning,2046,res,30,1.775
Planning,2046,res,31,1.775
Planning,2046,res,32,1.775
Planning,2046,res,33,1.775
Planning,2046,res,34,1.775
Planning,2046,res,35,1.775
Planning,2046,com,1,1.775
Planning,2046,com,2,1.775
Planning,2046,com,3,1.775
Planning,2046,com,4,1.775
Planning,2046,com,5,1.775
Planning,2046,com,6,1.775
Planning,2046,com,7,1.775
Planning,2046,com,8,1.775
Planning,2046,com,9,1.775
Planning,2046,com,10,1.775
Planning,2046,com,11,1.775
Planning,2046,com,12,1.775
Planning,2046,com,13,1.775
Planning,2046,com,14,1.775
Planning,2046,com,15,1.775
Planning,2046,com,16,1.775
Planning,2046,com,17,1.775
Planning,2046,com,18,1.775
Planning,2046,com,19,1.775
Planning,2046,com,20,1.775
Planning,2046,com,21,1.775
Planning,2046,com,22,1.775
Planning,2046,com,23,1.775
Planning,2046,com,24,1.775
Planning,2046,com,25,1.775
Planning,2046,com,26,1.775
Planning,2046,com,27,1.775
Planning,2046,com,28,1.775
Planning,2046,com,29,1.775
Planning,2046,com,30,1.775
Planning,2046,com,31,1.775
Planning,2046,com,32,1.775
Planning,2046,com,33,1.775
Planning,2046,com,34,1.775
Planning,2046,com,35,1.775
Planning,2046,ind,1,1.775
Planning,2046,ind,2,1.775
Planning,2046,ind,3,1.775
Planning,2046,ind,4,1.775
Planning,2046,ind,5,1.775
Planning,2046,ind,6,1.775
Planning,2046,ind,7,1.775
Planning,2046,ind,8,1.775
Planning,2046,ind,9,1.775
Planning,2046,ind,10,1.775
Planning,2046,ind,11,1.775
Planning,2046,ind,12,1.775
Planning,2046,ind,13,1.775
Planning,2046,ind,14,1.775
Planning,2046,ind,15,1.775
Planning,2046,ind,16,1.775
Planning,2046,ind,17,1.775
Planning,2046,ind,18,1.775
Planning,2046,ind,19,1.775
Planning,2046,ind,20,1.775
Planning,2046,ind,21,1.775
Planning,2046,ind,22,1.775
Planning,2046,ind,23,1.775
Planning,2046,ind,24,1.775
Planning,2046,ind,25,1.775
Planning,2046,ind,26,1.775
Planning,2046,ind,27,1.775
Planning,2046,ind,28,1.775
Planning,2046,ind,29,1.775
Planning,2046,ind,30,1.775
Planning,2046,ind,31,1.775
Planning,2046,ind,32,1.775
Planning,2046,ind,33,1.775
Planning,2046,ind,34,1.775
Planning,2046,ind,35,1.775
Planning,2047,res,1,1.8
Planning,2047,res,2,1.8
Planning,2047,res,3,1.8
Planning,2047,res,4,1.8
Planning,2047,res,5,1.8
Planning,2047,res,6,1.8
Planning,2047,res,7,1.8
Planning,2047,res,8,1.8
Planning,2047,res,9,1.8
Planning,2047,res,10,1.8
Planning,2047,res,11,1.8
Planning,2047,res,12,1.8
Planning,2047,res,13,1.8
Planning,2047,res,14,1.8
Planning,2047,res,15,1.8
Planning,2047,res,16,1.8
Planning,2047,res,17,1.8
Planning,2047,res,18,1.8
Planning,2047,res,19,1.8
Planning,2047,res,20,1.8
Planning,2047,res,21,1.8
Planning,2047,res,22,1.8
Planning,2047,res,23,1.8
Planning,2047,res,24,1.8
Planning,2047,res,25,1.8
Planning,2047,res,26,1.8
Planning,2047,res,27,1.8
Planning,2047,res,28,1.8
Planning,2047,res,29,1.8
Planning,2047,res,30,1.8
Planning,2047,res,31,1.8
Planning,2047,res,32,1.8
Planning,2047,res,33,1.8
Planning,2047,res,34,1.8
Planning,2047,res,35,1.8
Planning,2047,com,1,1.8
Planning,2047,com,2,1.8
Planning,2047,com,3,1.8
Planning,2047,com,4,1.8
Planning,2047,com,5,1.8
Planning,2047,com,6,1.8
Planning,2047,com,7,1.8
Planning,2047,com,8,1.8
Planning,2047,com,9,1.8
Planning,2047,com,10,1.8
Planning,2047,com,11,1.8
Planning,2047,com,12,1.8
Planning,2047,com,13,1.8
Planning,2047,com,14,1.8
Planning,2047,com,15,1.8
Planning,2047,com,16,1.8
Planning,2047,com,17,1.8
Planning,2047,com,18,1.8
Planning,2047,com,19,1.8
Planning,2047,com,20,1.8
Planning,2047,com,21,1.8
Planning,2047,com,22,1.8
Planning,2047,com,23,1.8
Planning,2047,com,24,1.8
Planning,2047,com,25,1.8
Planning,2047,com,26,1.8
Planning,2047,com,27,1.8
Planning,2047,com,28,1.8
Planning,2047,com,29,1.8
Planning,2047,com,30,1.8
Planning,2047,com,31,1.8
Planning,2047,com,32,1.8
Planning,2047,com,33,1.8
Planning,2047,com,34,1.8
Planning,2047,com,35,1.8
Planning,2047,ind,1,1.8
Planning,2047,ind,2,1.8
Planning,2047,ind,3,1.8
Planning,2047,ind,4,1.8
Planning,2047,ind,5,1.8
Planning,2047,ind,6,1.8
Planning,2047,ind,7,1.8
Planning,2047,ind,8,1.8
Planning,2047,ind,9,1.8
