sector_abbr,state_id,year,nem_system_size_limit_kw
res,11,2038,20000.0
res,11,2039,20000.0
res,11,2040,20000.0
res,11,2041,20000.0
res,11,2042,20000.0
res,11,2043,20000.0
res,11,2044,20000.0
res,11,2045,20000.0
res,11,2046,20000.0
res,11,2047,20000.0
res,11,2048,20000.0
res,11,2049,20000.0
res,11,2050,20000.0
res,12,2015,20000.0
res,12,2016,20000.0
res,12,2017,20000.0
res,12,2018,20000.0
res,12,2019,20000.0
res,12,2020,20000.0
res,12,2021,20000.0
res,12,2022,20000.0
res,12,2023,20000.0
res,12,2024,20000.0
res,12,2025,20000.0
res,12,2026,20000.0
res,12,2027,20000.0
res,12,2028,20000.0
res,12,2029,20000.0
res,12,2030,20000.0
res,12,2031,20000.0
res,12,2032,20000.0
res,12,2033,20000.0
res,12,2034,20000.0
res,12,2035,20000.0
res,12,2036,20000.0
res,12,2037,20000.0
res,12,2038,20000.0
res,12,2039,20000.0
res,12,2040,20000.0
res,12,2041,20000.0
res,12,2042,20000.0
res,12,2043,20000.0
res,12,2044,20000.0
res,12,2045,20000.0
res,12,2046,20000.0
res,12,2047,20000.0
res,12,2048,20000.0
res,12,2049,20000.0
res,12,2050,20000.0
res,13,2015,20000.0
res,13,2016,20000.0
res,13,2017,20000.0
res,13,2018,20000.0
res,13,2019,20000.0
res,13,2020,20000.0
res,13,2021,20000.0
res,13,2022,20000.0
res,13,2023,20000.0
res,13,2024,20000.0
res,13,2025,20000.0
res,13,2026,20000.0
res,13,2027,20000.0
res,13,2028,20000.0
res,13,2029,20000.0
res,13,2030,20000.0
res,13,2031,20000.0
res,13,2032,20000.0
res,13,2033,20000.0
res,13,2034,20000.0
res,13,2035,20000.0
res,13,2036,20000.0
res,13,2037,20000.0
res,13,2038,20000.0
res,13,2039,20000.0
res,13,2040,20000.0
res,13,2041,20000.0
res,13,2042,20000.0
res,13,2043,20000.0
res,13,2044,20000.0
res,13,2045,20000.0
res,13,2046,20000.0
res,13,2047,20000.0
res,13,2048,20000.0
res,13,2049,20000.0
res,13,2050,20000.0
res,14,2015,20000.0
res,14,2016,20000.0
res,14,2017,20000.0
res,14,2018,20000.0
res,14,2019,20000.0
res,14,2020,20000.0
res,14,2021,20000.0
res,14,2022,20000.0
res,14,2023,20000.0
res,14,2024,20000.0
res,14,2025,20000.0
res,14,2026,20000.0
res,14,2027,20000.0
res,14,2028,20000.0
res,14,2029,20000.0
res,14,2030,20000.0
res,14,2031,20000.0
res,14,2032,20000.0
res,14,2033,20000.0
res,14,2034,20000.0
res,14,2035,20000.0
res,14,2036,20000.0
res,14,2037,20000.0
res,14,2038,20000.0
res,14,2039,20000.0
res,14,2040,20000.0
res,14,2041,20000.0
res,14,2042,20000.0
res,14,2043,20000.0
res,14,2044,20000.0
res,14,2045,20000.0
res,14,2046,20000.0
res,14,2047,20000.0
res,14,2048,20000.0
res,14,2049,20000.0
res,14,2050,20000.0
res,15,2015,20000.0
res,15,2016,20000.0
res,15,2017,20000.0
res,15,2018,20000.0
res,15,2019,20000.0
res,15,2020,20000.0
res,15,2021,20000.0
res,15,2022,20000.0
res,15,2023,20000.0
res,15,2024,20000.0
res,15,2025,20000.0
res,15,2026,20000.0
res,15,2027,20000.0
res,15,2028,20000.0
res,15,2029,20000.0
res,15,2030,20000.0
res,15,2031,20000.0
res,15,2032,20000.0
res,15,2033,20000.0
res,15,2034,20000.0
res,15,2035,20000.0
res,15,2036,20000.0
res,15,2037,20000.0
res,15,2038,20000.0
res,15,2039,20000.0
res,15,2040,20000.0
res,15,2041,20000.0
res,15,2042,20000.0
res,15,2043,20000.0
res,15,2044,20000.0
res,15,2045,20000.0
res,15,2046,20000.0
res,15,2047,20000.0
res,15,2048,20000.0
res,15,2049,20000.0
res,15,2050,20000.0
res,16,2015,20000.0
res,16,2016,20000.0
res,16,2017,20000.0
res,16,2018,20000.0
res,16,2019,20000.0
res,16,2020,20000.0
res,16,2021,20000.0
res,16,2022,20000.0
res,16,2023,20000.0
res,16,2024,20000.0
res,16,2025,20000.0
res,16,2026,20000.0
res,16,2027,20000.0
res,16,2028,20000.0
res,16,2029,20000.0
res,16,2030,20000.0
res,16,2031,20000.0
res,16,2032,20000.0
res,16,2033,20000.0
res,16,2034,20000.0
res,16,2035,20000.0
res,16,2036,20000.0
res,16,2037,20000.0
res,16,2038,20000.0
res,16,2039,20000.0
res,16,2040,20000.0
res,16,2041,20000.0
res,16,2042,20000.0
res,16,2043,20000.0
res,16,2044,20000.0
res,16,2045,20000.0
res,16,2046,20000.0
res,16,2047,20000.0
res,16,2048,20000.0
res,16,2049,20000.0
res,16,2050,20000.0
res,17,2015,20000.0
res,17,2016,20000.0
res,17,2017,20000.0
res,17,2018,20000.0
res,17,2019,20000.0
res,17,2020,20000.0
res,17,2021,20000.0
res,17,2022,20000.0
res,17,2023,20000.0
res,17,2024,20000.0
res,17,2025,20000.0
res,17,2026,20000.0
res,17,2027,20000.0
res,17,2028,20000.0
res,17,2029,20000.0
res,17,2030,20000.0
res,17,2031,20000.0
res,17,2032,20000.0
res,17,2033,20000.0
res,17,2034,20000.0
res,17,2035,20000.0
res,17,2036,20000.0
res,17,2037,20000.0
res,17,2038,20000.0
res,17,2039,20000.0
res,17,2040,20000.0
res,17,2041,20000.0
res,17,2042,20000.0
res,17,2043,20000.0
res,17,2044,20000.0
res,17,2045,20000.0
res,17,2046,20000.0
res,17,2047,20000.0
res,17,2048,20000.0
res,17,2049,20000.0
res,17,2050,20000.0
res,18,2015,20000.0
res,18,2016,20000.0
res,18,2017,20000.0
res,18,2018,20000.0
res,18,2019,20000.0
res,18,2020,20000.0
res,18,2021,20000.0
res,18,2022,20000.0
res,18,2023,20000.0
res,18,2024,20000.0
res,18,2025,20000.0
res,18,2026,20000.0
res,18,2027,20000.0
res,18,2028,20000.0
res,18,2029,20000.0
res,18,2030,20000.0
res,18,2031,20000.0
res,18,2032,20000.0
res,18,2033,20000.0
res,18,2034,20000.0
res,18,2035,20000.0
res,18,2036,20000.0
res,18,2037,20000.0
res,18,2038,20000.0
res,18,2039,20000.0
res,18,2040,20000.0
res,18,2041,20000.0
res,18,2042,20000.0
res,18,2043,20000.0
res,18,2044,20000.0
res,18,2045,20000.0
res,18,2046,20000.0
res,18,2047,20000.0
res,18,2048,20000.0
res,18,2049,20000.0
res,18,2050,20000.0
res,19,2015,20000.0
res,19,2016,20000.0
res,19,2017,20000.0
res,19,2018,20000.0
res,19,2019,20000.0
res,19,2020,20000.0
res,19,2021,20000.0
res,19,2022,20000.0
res,19,2023,20000.0
res,19,2024,20000.0
res,19,2025,20000.0
res,19,2026,20000.0
res,19,2027,20000.0
res,19,2028,20000.0
res,19,2029,20000.0
res,19,2030,20000.0
res,19,2031,20000.0
res,19,2032,20000.0
res,19,2033,20000.0
res,19,2034,20000.0
res,19,2035,20000.0
res,19,2036,20000.0
res,19,2037,20000.0
res,19,2038,20000.0
res,19,2039,20000.0
res,19,2040,20000.0
res,19,2041,20000.0
res,19,2042,20000.0
res,19,2043,20000.0
res,19,2044,20000.0
res,19,2045,20000.0
res,19,2046,20000.0
res,19,2047,20000.0
res,19,2048,20000.0
res,19,2049,20000.0
res,19,2050,20000.0
res,20,2015,20000.0
res,20,2016,20000.0
res,20,2017,20000.0
res,20,2018,20000.0
res,20,2019,20000.0
res,20,2020,20000.0
res,20,2021,20000.0
res,20,2022,20000.0
res,20,2023,20000.0
res,20,2024,20000.0
res,20,2025,20000.0
res,20,2026,20000.0
res,20,2027,20000.0
res,20,2028,20000.0
res,20,2029,20000.0
res,20,2030,20000.0
res,20,2031,20000.0
res,20,2032,20000.0
res,20,2033,20000.0
res,20,2034,20000.0
res,20,2035,20000.0
res,20,2036,20000.0
res,20,2037,20000.0
res,20,2038,20000.0
res,20,2039,20000.0
res,20,2040,20000.0
res,20,2041,20000.0
res,20,2042,20000.0
res,20,2043,20000.0
res,20,2044,20000.0
res,20,2045,20000.0
res,20,2046,20000.0
res,20,2047,20000.0
res,20,2048,20000.0
res,20,2049,20000.0
res,20,2050,20000.0
res,22,2015,20000.0
res,22,2016,20000.0
res,22,2017,20000.0
res,22,2018,20000.0
res,22,2019,20000.0
res,22,2020,20000.0
res,22,2021,20000.0
res,22,2022,20000.0
res,22,2023,20000.0
res,22,2024,20000.0
res,22,2025,20000.0
res,22,2026,20000.0
res,22,2027,20000.0
res,22,2028,20000.0
res,22,2029,20000.0
res,22,2030,20000.0
res,22,2031,20000.0
res,22,2032,20000.0
res,22,2033,20000.0
res,22,2034,20000.0
res,22,2035,20000.0
res,22,2036,20000.0
res,22,2037,20000.0
res,22,2038,20000.0
res,22,2039,20000.0
res,22,2040,20000.0
res,22,2041,20000.0
res,22,2042,20000.0
