"","Region","Sector","Year","value","State"
"904","East North Central","Residential","2017",1.059771691,"MI"
"905","East North Central","Residential","2017",1.059771691,"OH"
"906","East North Central","Commercial","2017",1.047837451,"WI"
"907","East North Central","Commercial","2017",1.047837451,"IL"
"908","East North Central","Commercial","2017",1.047837451,"IN"
"909","East North Central","Commercial","2017",1.047837451,"MI"
"910","East North Central","Commercial","2017",1.047837451,"OH"
"911","East North Central","Industrial","2017",1.062770493,"WI"
"912","East North Central","Industrial","2017",1.062770493,"IL"
"913","East North Central","Industrial","2017",1.062770493,"IN"
"914","East North Central","Industrial","2017",1.062770493,"MI"
"915","East North Central","Industrial","2017",1.062770493,"OH"
"916","East South Central","Residential","2017",0.937119746,"KY"
"917","East South Central","Residential","2017",0.937119746,"TN"
"918","East South Central","Residential","2017",0.937119746,"MS"
"919","East South Central","Residential","2017",0.937119746,"AL"
"920","East South Central","Commercial","2017",0.933546741,"KY"
"921","East South Central","Commercial","2017",0.933546741,"TN"
"922","East South Central","Commercial","2017",0.933546741,"MS"
"923","East South Central","Commercial","2017",0.933546741,"AL"
"924","East South Central","Industrial","2017",0.929195497,"KY"
"925","East South Central","Industrial","2017",0.929195497,"TN"
"926","East South Central","Industrial","2017",0.929195497,"MS"
"927","East South Central","Industrial","2017",0.929195497,"AL"
"928","Middle Atlantic","Residential","2017",1.058746804,"PA"
"929","Middle Atlantic","Residential","2017",1.058746804,"NY"
"930","Middle Atlantic","Residential","2017",1.058746804,"NJ"
"931","Middle Atlantic","Commercial","2017",0.890872389,"PA"
"932","Middle Atlantic","Commercial","2017",0.890872389,"NY"
"933","Middle Atlantic","Commercial","2017",0.890872389,"NJ"
"934","Middle Atlantic","Industrial","2017",1.032920061,"PA"
"935","Middle Atlantic","Industrial","2017",1.032920061,"NY"
"936","Middle Atlantic","Industrial","2017",1.032920061,"NJ"
"937","Mountain","Residential","2017",1.009086306,"MT"
"938","Mountain","Residential","2017",1.009086306,"ID"
"939","Mountain","Residential","2017",1.009086306,"WY"
"940","Mountain","Residential","2017",1.009086306,"NV"
"941","Mountain","Residential","2017",1.009086306,"UT"
"942","Mountain","Residential","2017",1.009086306,"CO"
"943","Mountain","Residential","2017",1.009086306,"AZ"
"944","Mountain","Residential","2017",1.009086306,"NM"
"945","Mountain","Commercial","2017",0.957348159,"MT"
"946","Mountain","Commercial","2017",0.957348159,"ID"
"947","Mountain","Commercial","2017",0.957348159,"WY"
"948","Mountain","Commercial","2017",0.957348159,"NV"
"949","Mountain","Commercial","2017",0.957348159,"UT"
"950","Mountain","Commercial","2017",0.957348159,"CO"
"951","Mountain","Commercial","2017",0.957348159,"AZ"
"952","Mountain","Commercial","2017",0.957348159,"NM"
"953","Mountain","Industrial","2017",0.93750224,"MT"
"954","Mountain","Industrial","2017",0.93750224,"ID"
"955","Mountain","Industrial","2017",0.93750224,"WY"
"956","Mountain","Industrial","2017",0.93750224,"NV"
"957","Mountain","Industrial","2017",0.93750224,"UT"
"958","Mountain","Industrial","2017",0.93750224,"CO"
"959","Mountain","Industrial","2017",0.93750224,"AZ"
"960","Mountain","Industrial","2017",0.93750224,"NM"
"961","New England","Residential","2017",0.902041406,"ME"
"962","New England","Residential","2017",0.902041406,"VT"
"963","New England","Residential","2017",0.902041406,"NH"
"964","New England","Residential","2017",0.902041406,"MA"
"965","New England","Residential","2017",0.902041406,"RI"
"966","New England","Residential","2017",0.902041406,"CT"
"967","New England","Commercial","2017",0.940584891,"ME"
"968","New England","Commercial","2017",0.940584891,"VT"
"969","New England","Commercial","2017",0.940584891,"NH"
"970","New England","Commercial","2017",0.940584891,"MA"
"971","New England","Commercial","2017",0.940584891,"RI"
"972","New England","Commercial","2017",0.940584891,"CT"
"973","New England","Industrial","2017",0.822120421,"ME"
"974","New England","Industrial","2017",0.822120421,"VT"
"975","New England","Industrial","2017",0.822120421,"NH"
"976","New England","Industrial","2017",0.822120421,"MA"
"977","New England","Industrial","2017",0.822120421,"RI"
"978","New England","Industrial","2017",0.822120421,"CT"
"979","Pacific","Residential","2017",1.014608524,"AK"
"980","Pacific","Residential","2017",1.014608524,"WA"
"981","Pacific","Residential","2017",1.014608524,"OR"
"982","Pacific","Residential","2017",1.014608524,"CA"
"983","Pacific","Residential","2017",1.014608524,"HI"
"984","Pacific","Commercial","2017",1.009941657,"AK"
"985","Pacific","Commercial","2017",1.009941657,"WA"
"986","Pacific","Commercial","2017",1.009941657,"OR"
"987","Pacific","Commercial","2017",1.009941657,"CA"
"988","Pacific","Commercial","2017",1.009941657,"HI"
"989","Pacific","Industrial","2017",0.982638988,"AK"
"990","Pacific","Industrial","2017",0.982638988,"WA"
"991","Pacific","Industrial","2017",0.982638988,"OR"
"992","Pacific","Industrial","2017",0.982638988,"CA"
"993","Pacific","Industrial","2017",0.982638988,"HI"
"994","South Atlantic","Residential","2017",1.053724897,"WV"
"995","South Atlantic","Residential","2017",1.053724897,"MD"
"996","South Atlantic","Residential","2017",1.053724897,"VA"
"997","South Atlantic","Residential","2017",1.053724897,"NC"
"998","South Atlantic","Residential","2017",1.053724897,"SC"
"999","South Atlantic","Residential","2017",1.053724897,"GA"
"1000","South Atlantic","Residential","2017",1.053724897,"FL"
"1001","South Atlantic","Residential","2017",1.053724897,"DE"
"1002","South Atlantic","Commercial","2017",1.016255235,"WV"
"1003","South Atlantic","Commercial","2017",1.016255235,"MD"
"1004","South Atlantic","Commercial","2017",1.016255235,"VA"
"1005","South Atlantic","Commercial","2017",1.016255235,"NC"
"1006","South Atlantic","Commercial","2017",1.016255235,"SC"
"1007","South Atlantic","Commercial","2017",1.016255235,"GA"
"1008","South Atlantic","Commercial","2017",1.016255235,"FL"
"1009","South Atlantic","Commercial","2017",1.016255235,"DE"
"1010","South Atlantic","Industrial","2017",1.023769027,"WV"
"1011","South Atlantic","Industrial","2017",1.023769027,"MD"
"1012","South Atlantic","Industrial","2017",1.023769027,"VA"
"1013","South Atlantic","Industrial","2017",1.023769027,"NC"
"1014","South Atlantic","Industrial","2017",1.023769027,"SC"
"1015","South Atlantic","Industrial","2017",1.023769027,"GA"
"1016","South Atlantic","Industrial","2017",1.023769027,"FL"
"1017","South Atlantic","Industrial","2017",1.023769027,"DE"
"1018","West North Central","Residential","2017",1.036349326,"ND"
"1019","West North Central","Residential","2017",1.036349326,"MN"
"1020","West North Central","Residential","2017",1.036349326,"SD"
"1021","West North Central","Residential","2017",1.036349326,"NE"
"1022","West North Central","Residential","2017",1.036349326,"IA"
"1023","West North Central","Residential","2017",1.036349326,"KS"
"1024","West North Central","Residential","2017",1.036349326,"MO"
"1025","West North Central","Commercial","2017",1.023377987,"ND"
"1026","West North Central","Commercial","2017",1.023377987,"MN"
"1027","West North Central","Commercial","2017",1.023377987,"SD"
"1028","West North Central","Commercial","2017",1.023377987,"NE"
"1029","West North Central","Commercial","2017",1.023377987,"IA"
"1030","West North Central","Commercial","2017",1.023377987,"KS"
"1031","West North Central","Commercial","2017",1.023377987,"MO"
"1032","West North Central","Industrial","2017",1.011180848,"ND"
"1033","West North Central","Industrial","2017",1.011180848,"MN"
"1034","West North Central","Industrial","2017",1.011180848,"SD"
"1035","West North Central","Industrial","2017",1.011180848,"NE"
"1036","West North Central","Industrial","2017",1.011180848,"IA"
"1037","West North Central","Industrial","2017",1.011180848,"KS"
"1038","West North Central","Industrial","2017",1.011180848,"MO"
"1039","West South Central","Residential","2017",0.97487652,"OK"
"1040","West South Central","Residential","2017",0.97487652,"TX"
"1041","West South Central","Residential","2017",0.97487652,"AR"
"1042","West South Central","Residential","2017",0.97487652,"LA"
"1043","West South Central","Commercial","2017",1.088149562,"OK"
"1044","West South Central","Commercial","2017",1.088149562,"TX"
"1045","West South Central","Commercial","2017",1.088149562,"AR"
"1046","West South Central","Commercial","2017",1.088149562,"LA"
"1047","West South Central","Industrial","2017",1.016908153,"OK"
"1048","West South Central","Industrial","2017",1.016908153,"TX"
"1049","West South Central","Industrial","2017",1.016908153,"AR"
"1050","West South Central","Industrial","2017",1.016908153,"LA"
"1051","East North Central","Residential","2018",1.075340157,"WI"
"1052","East North Central","Residential","2018",1.075340157,"IL"
"1053","East North Central","Residential","2018",1.075340157,"IN"
"1054","East North Central","Residential","2018",1.075340157,"MI"
"1055","East North Central","Residential","2018",1.075340157,"OH"
"1056","East North Central","Commercial","2018",1.063395099,"WI"
"1057","East North Central","Commercial","2018",1.063395099,"IL"
"1058","East North Central","Commercial","2018",1.063395099,"IN"
"1059","East North Central","Commercial","2018",1.063395099,"MI"
"1060","East North Central","Commercial","2018",1.063395099,"OH"
"1061","East North Central","Industrial","2018",1.082763605,"WI"
"1062","East North Central","Industrial","2018",1.082763605,"IL"
"1063","East North Central","Industrial","2018",1.082763605,"IN"
"1064","East North Central","Industrial","2018",1.082763605,"MI"
"1065","East North Central","Industrial","2018",1.082763605,"OH"
"1066","East South Central","Residential","2018",0.943279853,"KY"
"1067","East South Central","Residential","2018",0.943279853,"TN"
"1068","East South Central","Residential","2018",0.943279853,"MS"
"1069","East South Central","Residential","2018",0.943279853,"AL"
"1070","East South Central","Commercial","2018",0.939949182,"KY"
"1071","East South Central","Commercial","2018",0.939949182,"TN"
"1072","East South Central","Commercial","2018",0.939949182,"MS"
"1073","East South Central","Commercial","2018",0.939949182,"AL"
"1074","East South Central","Industrial","2018",0.937056996,"KY"
"1075","East South Central","Industrial","2018",0.937056996,"TN"
"1076","East South Central","Industrial","2018",0.937056996,"MS"
"1077","East South Central","Industrial","2018",0.937056996,"AL"
"1078","Middle Atlantic","Residential","2018",1.06709263,"PA"
"1079","Middle Atlantic","Residential","2018",1.06709263,"NY"
"1080","Middle Atlantic","Residential","2018",1.06709263,"NJ"
"1081","Middle Atlantic","Commercial","2018",0.905070922,"PA"
"1082","Middle Atlantic","Commercial","2018",0.905070922,"NY"
"1083","Middle Atlantic","Commercial","2018",0.905070922,"NJ"
"1084","Middle Atlantic","Industrial","2018",1.048140426,"PA"
"1085","Middle Atlantic","Industrial","2018",1.048140426,"NY"
"1086","Middle Atlantic","Industrial","2018",1.048140426,"NJ"
"1087","Mountain","Residential","2018",1.013420995,"MT"
"1088","Mountain","Residential","2018",1.013420995,"ID"
"1089","Mountain","Residential","2018",1.013420995,"WY"
"1090","Mountain","Residential","2018",1.013420995,"NV"
"1091","Mountain","Residential","2018",1.013420995,"UT"
"1092","Mountain","Residential","2018",1.013420995,"CO"
"1093","Mountain","Residential","2018",1.013420995,"AZ"
"1094","Mountain","Residential","2018",1.013420995,"NM"
"1095","Mountain","Commercial","2018",0.959481348,"MT"
"1096","Mountain","Commercial","2018",0.959481348,"ID"
"1097","Mountain","Commercial","2018",0.959481348,"WY"
"1098","Mountain","Commercial","2018",0.959481348,"NV"
"1099","Mountain","Commercial","2018",0.959481348,"UT"
"1100","Mountain","Commercial","2018",0.959481348,"CO"
"1101","Mountain","Commercial","2018",0.959481348,"AZ"
"1102","Mountain","Commercial","2018",0.959481348,"NM"
"1103","Mountain","Industrial","2018",0.947030522,"MT"
"1104","Mountain","Industrial","2018",0.947030522,"ID"
"1105","Mountain","Industrial","2018",0.947030522,"WY"
"1106","Mountain","Industrial","2018",0.947030522,"NV"
"1107","Mountain","Industrial","2018",0.947030522,"UT"
"1108","Mountain","Industrial","2018",0.947030522,"CO"
"1109","Mountain","Industrial","2018",0.947030522,"AZ"
"1110","Mountain","Industrial","2018",0.947030522,"NM"
"1111","New England","Residential","2018",0.909042137,"ME"
"1112","New England","Residential","2018",0.909042137,"VT"
"1113","New England","Residential","2018",0.909042137,"NH"
"1114","New England","Residential","2018",0.909042137,"MA"
"1115","New England","Residential","2018",0.909042137,"RI"
"1116","New England","Residential","2018",0.909042137,"CT"
"1117","New England","Commercial","2018",0.951547122,"ME"
"1118","New England","Commercial","2018",0.951547122,"VT"
"1119","New England","Commercial","2018",0.951547122,"NH"
"1120","New England","Commercial","2018",0.951547122,"MA"
"1121","New England","Commercial","2018",0.951547122,"RI"
"1122","New England","Commercial","2018",0.951547122,"CT"
"1123","New England","Industrial","2018",0.830226973,"ME"
"1124","New England","Industrial","2018",0.830226973,"VT"
"1125","New England","Industrial","2018",0.830226973,"NH"
"1126","New England","Industrial","2018",0.830226973,"MA"
"1127","New England","Industrial","2018",0.830226973,"RI"
"1128","New England","Industrial","2018",0.830226973,"CT"
"1129","Pacific","Residential","2018",1.004964438,"AK"
"1130","Pacific","Residential","2018",1.004964438,"WA"
"1131","Pacific","Residential","2018",1.004964438,"OR"
"1132","Pacific","Residential","2018",1.004964438,"CA"
"1133","Pacific","Residential","2018",1.004964438,"HI"
"1134","Pacific","Commercial","2018",1.000276379,"AK"
"1135","Pacific","Commercial","2018",1.000276379,"WA"
"1136","Pacific","Commercial","2018",1.000276379,"OR"
"1137","Pacific","Commercial","2018",1.000276379,"CA"
"1138","Pacific","Commercial","2018",1.000276379,"HI"
"1139","Pacific","Industrial","2018",0.978692294,"AK"
"1140","Pacific","Industrial","2018",0.978692294,"WA"
"1141","Pacific","Industrial","2018",0.978692294,"OR"
"1142","Pacific","Industrial","2018",0.978692294,"CA"
"1143","Pacific","Industrial","2018",0.978692294,"HI"
"1144","South Atlantic","Residential","2018",1.067316481,"WV"
"1145","South Atlantic","Residential","2018",1.067316481,"MD"
"1146","South Atlantic","Residential","2018",1.067316481,"VA"
"1147","South Atlantic","Residential","2018",1.067316481,"NC"
"1148","South Atlantic","Residential","2018",1.067316481,"SC"
"1149","South Atlantic","Residential","2018",1.067316481,"GA"
"1150","South Atlantic","Residential","2018",1.067316481,"FL"
"1151","South Atlantic","Residential","2018",1.067316481,"DE"
"1152","South Atlantic","Commercial","2018",1.028081275,"WV"
"1153","South Atlantic","Commercial","2018",1.028081275,"MD"
"1154","South Atlantic","Commercial","2018",1.028081275,"VA"
"1155","South Atlantic","Commercial","2018",1.028081275,"NC"
"1156","South Atlantic","Commercial","2018",1.028081275,"SC"
"1157","South Atlantic","Commercial","2018",1.028081275,"GA"
"1158","South Atlantic","Commercial","2018",1.028081275,"FL"
"1159","South Atlantic","Commercial","2018",1.028081275,"DE"
"1160","South Atlantic","Industrial","2018",1.036498885,"WV"
"1161","South Atlantic","Industrial","2018",1.036498885,"MD"
"1162","South Atlantic","Industrial","2018",1.036498885,"VA"
"1163","South Atlantic","Industrial","2018",1.036498885,"NC"
"1164","South Atlantic","Industrial","2018",1.036498885,"SC"
"1165","South Atlantic","Industrial","2018",1.036498885,"GA"
"1166","South Atlantic","Industrial","2018",1.036498885,"FL"
"1167","South Atlantic","Industrial","2018",1.036498885,"DE"
"1168","West North Central","Residential","2018",1.040827379,"ND"
"1169","West North Central","Residential","2018",1.040827379,"MN"
"1170","West North Central","Residential","2018",1.040827379,"SD"
"1171","West North Central","Residential","2018",1.040827379,"NE"
"1172","West North Central","Residential","2018",1.040827379,"IA"
"1173","West North Central","Residential","2018",1.040827379,"KS"
"1174","West North Central","Residential","2018",1.040827379,"MO"
"1175","West North Central","Commercial","2018",1.025905658,"ND"
"1176","West North Central","Commercial","2018",1.025905658,"MN"
"1177","West North Central","Commercial","2018",1.025905658,"SD"
"1178","West North Central","Commercial","2018",1.025905658,"NE"
"1179","West North Central","Commercial","2018",1.025905658,"IA"
"1180","West North Central","Commercial","2018",1.025905658,"KS"
"1181","West North Central","Commercial","2018",1.025905658,"MO"
"1182","West North Central","Industrial","2018",1.021588589,"ND"
"1183","West North Central","Industrial","2018",1.021588589,"MN"
"1184","West North Central","Industrial","2018",1.021588589,"SD"
"1185","West North Central","Industrial","2018",1.021588589,"NE"
"1186","West North Central","Industrial","2018",1.021588589,"IA"
"1187","West North Central","Industrial","2018",1.021588589,"KS"
"1188","West North Central","Industrial","2018",1.021588589,"MO"
"1189","West South Central","Residential","2018",1.009403181,"OK"
"1190","West South Central","Residential","2018",1.009403181,"TX"
"1191","West South Central","Residential","2018",1.009403181,"AR"
"1192","West South Central","Residential","2018",1.009403181,"LA"
"1193","West South Central","Commercial","2018",1.132351403,"OK"
"1194","West South Central","Commercial","2018",1.132351403,"TX"
"1195","West South Central","Commercial","2018",1.132351403,"AR"
"1196","West South Central","Commercial","2018",1.132351403,"LA"
"1197","West South Central","Industrial","2018",1.05656159,"OK"
"1198","West South Central","Industrial","2018",1.05656159,"TX"
"1199","West South Central","Industrial","2018",1.05656159,"AR"
"1200","West South Central","Industrial","2018",1.05656159,"LA"
"1201","East North Central","Residential","2019",1.096532954,"WI"
"1202","East North Central","Residential","2019",1.096532954,"IL"
"1203","East North Central","Residential","2019",1.096532954,"IN"
"1204","East North Central","Residential","2019",1.096532954,"MI"
"1205","East North Central","Residential","2019",1.096532954,"OH"
"1206","East North Central","Commercial","2019",1.088939103,"WI"
"1207","East North Central","Commercial","2019",1.088939103,"IL"
"1208","East North Central","Commercial","2019",1.088939103,"IN"
"1209","East North Central","Commercial","2019",1.088939103,"MI"
"1210","East North Central","Commercial","2019",1.088939103,"OH"
"1211","East North Central","Industrial","2019",1.113065245,"WI"
"1212","East North Central","Industrial","2019",1.113065245,"IL"
"1213","East North Central","Industrial","2019",1.113065245,"IN"
"1214","East North Central","Industrial","2019",1.113065245,"MI"
"1215","East North Central","Industrial","2019",1.113065245,"OH"
"1216","East South Central","Residential","2019",0.941669875,"KY"
"1217","East South Central","Residential","2019",0.941669875,"TN"
"1218","East South Central","Residential","2019",0.941669875,"MS"
"1219","East South Central","Residential","2019",0.941669875,"AL"
"1220","East South Central","Commercial","2019",0.93732419,"KY"
"1221","East South Central","Commercial","2019",0.93732419,"TN"
"1222","East South Central","Commercial","2019",0.93732419,"MS"
"1223","East South Central","Commercial","2019",0.93732419,"AL"
"1224","East South Central","Industrial","2019",0.936622741,"KY"
"1225","East South Central","Industrial","2019",0.936622741,"TN"
"1226","East South Central","Industrial","2019",0.936622741,"MS"
"1227","East South Central","Industrial","2019",0.936622741,"AL"
"1228","Middle Atlantic","Residential","2019",1.08003735,"PA"
"1229","Middle Atlantic","Residential","2019",1.08003735,"NY"
"1230","Middle Atlantic","Residential","2019",1.08003735,"NJ"
"1231","Middle Atlantic","Commercial","2019",0.924625732,"PA"
"1232","Middle Atlantic","Commercial","2019",0.924625732,"NY"
"1233","Middle Atlantic","Commercial","2019",0.924625732,"NJ"
"1234","Middle Atlantic","Industrial","2019",1.074977835,"PA"
"1235","Middle Atlantic","Industrial","2019",1.074977835,"NY"
"1236","Middle Atlantic","Industrial","2019",1.074977835,"NJ"
"1237","Mountain","Residential","2019",1.016075457,"MT"
"1238","Mountain","Residential","2019",1.016075457,"ID"
"1239","Mountain","Residential","2019",1.016075457,"WY"
"1240","Mountain","Residential","2019",1.016075457,"NV"
"1241","Mountain","Residential","2019",1.016075457,"UT"
"1242","Mountain","Residential","2019",1.016075457,"CO"
"1243","Mountain","Residential","2019",1.016075457,"AZ"
"1244","Mountain","Residential","2019",1.016075457,"NM"
"1245","Mountain","Commercial","2019",0.959255826,"MT"
"1246","Mountain","Commercial","2019",0.959255826,"ID"
"1247","Mountain","Commercial","2019",0.959255826,"WY"
"1248","Mountain","Commercial","2019",0.959255826,"NV"
"1249","Mountain","Commercial","2019",0.959255826,"UT"
"1250","Mountain","Commercial","2019",0.959255826,"CO"
"1251","Mountain","Commercial","2019",0.959255826,"AZ"
"1252","Mountain","Commercial","2019",0.959255826,"NM"
"1253","Mountain","Industrial","2019",0.949671141,"MT"
"1254","Mountain","Industrial","2019",0.949671141,"ID"
"1255","Mountain","Industrial","2019",0.949671141,"WY"
"1256","Mountain","Industrial","2019",0.949671141,"NV"
"1257","Mountain","Industrial","2019",0.949671141,"UT"
"1258","Mountain","Industrial","2019",0.949671141,"CO"
"1259","Mountain","Industrial","2019",0.949671141,"AZ"
"1260","Mountain","Industrial","2019",0.949671141,"NM"
"1261","New England","Residential","2019",0.915865784,"ME"
"1262","New England","Residential","2019",0.915865784,"VT"
"1263","New England","Residential","2019",0.915865784,"NH"
"1264","New England","Residential","2019",0.915865784,"MA"
"1265","New England","Residential","2019",0.915865784,"RI"
"1266","New England","Residential","2019",0.915865784,"CT"
"1267","New England","Commercial","2019",0.960874748,"ME"
"1268","New England","Commercial","2019",0.960874748,"VT"
"1269","New England","Commercial","2019",0.960874748,"NH"
"1270","New England","Commercial","2019",0.960874748,"MA"
"1271","New England","Commercial","2019",0.960874748,"RI"
"1272","New England","Commercial","2019",0.960874748,"CT"
"1273","New England","Industrial","2019",0.845836079,"ME"
"1274","New England","Industrial","2019",0.845836079,"VT"
"1275","New England","Industrial","2019",0.845836079,"NH"
"1276","New England","Industrial","2019",0.845836079,"MA"
"1277","New England","Industrial","2019",0.845836079,"RI"
"1278","New England","Industrial","2019",0.845836079,"CT"
"1279","Pacific","Residential","2019",0.993809869,"AK"
"1280","Pacific","Residential","2019",0.993809869,"WA"
"1281","Pacific","Residential","2019",0.993809869,"OR"
"1282","Pacific","Residential","2019",0.993809869,"CA"
"1283","Pacific","Residential","2019",0.993809869,"HI"
"1284","Pacific","Commercial","2019",0.991612314,"AK"
"1285","Pacific","Commercial","2019",0.991612314,"WA"
"1286","Pacific","Commercial","2019",0.991612314,"OR"
"1287","Pacific","Commercial","2019",0.991612314,"CA"
"1288","Pacific","Commercial","2019",0.991612314,"HI"
"1289","Pacific","Industrial","2019",0.971598863,"AK"
"1290","Pacific","Industrial","2019",0.971598863,"WA"
"1291","Pacific","Industrial","2019",0.971598863,"OR"
"1292","Pacific","Industrial","2019",0.971598863,"CA"
"1293","Pacific","Industrial","2019",0.971598863,"HI"
"1294","South Atlantic","Residential","2019",1.074226791,"WV"
"1295","South Atlantic","Residential","2019",1.074226791,"MD"
"1296","South Atlantic","Residential","2019",1.074226791,"VA"
"1297","South Atlantic","Residential","2019",1.074226791,"NC"
"1298","South Atlantic","Residential","2019",1.074226791,"SC"
"1299","South Atlantic","Residential","2019",1.074226791,"GA"
"1300","South Atlantic","Residential","2019",1.074226791,"FL"
"1301","South Atlantic","Residential","2019",1.074226791,"DE"
"1302","South Atlantic","Commercial","2019",1.036193677,"WV"
"1303","South Atlantic","Commercial","2019",1.036193677,"MD"
"1304","South Atlantic","Commercial","2019",1.036193677,"VA"
"1305","South Atlantic","Commercial","2019",1.036193677,"NC"
"1306","South Atlantic","Commercial","2019",1.036193677,"SC"
"1307","South Atlantic","Commercial","2019",1.036193677,"GA"
"1308","South Atlantic","Commercial","2019",1.036193677,"FL"
"1309","South Atlantic","Commercial","2019",1.036193677,"DE"
"1310","South Atlantic","Industrial","2019",1.043904612,"WV"
"1311","South Atlantic","Industrial","2019",1.043904612,"MD"
"1312","South Atlantic","Industrial","2019",1.043904612,"VA"
"1313","South Atlantic","Industrial","2019",1.043904612,"NC"
"1314","South Atlantic","Industrial","2019",1.043904612,"SC"
"1315","South Atlantic","Industrial","2019",1.043904612,"GA"
"1316","South Atlantic","Industrial","2019",1.043904612,"FL"
"1317","South Atlantic","Industrial","2019",1.043904612,"DE"
"1318","West North Central","Residential","2019",1.045405649,"ND"
"1319","West North Central","Residential","2019",1.045405649,"MN"
"1320","West North Central","Residential","2019",1.045405649,"SD"
"1321","West North Central","Residential","2019",1.045405649,"NE"
"1322","West North Central","Residential","2019",1.045405649,"IA"
"1323","West North Central","Residential","2019",1.045405649,"KS"
"1324","West North Central","Residential","2019",1.045405649,"MO"
"1325","West North Central","Commercial","2019",1.028613532,"ND"
"1326","West North Central","Commercial","2019",1.028613532,"MN"
"1327","West North Central","Commercial","2019",1.028613532,"SD"
"1328","West North Central","Commercial","2019",1.028613532,"NE"
"1329","West North Central","Commercial","2019",1.028613532,"IA"
"1330","West North Central","Commercial","2019",1.028613532,"KS"
"1331","West North Central","Commercial","2019",1.028613532,"MO"
"1332","West North Central","Industrial","2019",1.029696223,"ND"
"1333","West North Central","Industrial","2019",1.029696223,"MN"
"1334","West North Central","Industrial","2019",1.029696223,"SD"
"1335","West North Central","Industrial","2019",1.029696223,"NE"
"1336","West North Central","Industrial","2019",1.029696223,"IA"
"1337","West North Central","Industrial","2019",1.029696223,"KS"
"1338","West North Central","Industrial","2019",1.029696223,"MO"
"1339","West South Central","Residential","2019",1.027938642,"OK"
"1340","West South Central","Residential","2019",1.027938642,"TX"
"1341","West South Central","Residential","2019",1.027938642,"AR"
"1342","West South Central","Residential","2019",1.027938642,"LA"
"1343","West South Central","Commercial","2019",1.154883335,"OK"
"1344","West South Central","Commercial","2019",1.154883335,"TX"
"1345","West South Central","Commercial","2019",1.154883335,"AR"
"1346","West South Central","Commercial","2019",1.154883335,"LA"
"1347","West South Central","Industrial","2019",1.079539851,"OK"
"1348","West South Central","Industrial","2019",1.079539851,"TX"
"1349","West South Central","Industrial","2019",1.079539851,"AR"
"1350","West South Central","Industrial","2019",1.079539851,"LA"
"1351","East North Central","Residential","2020",1.103856907,"WI"
"1352","East North Central","Residential","2020",1.103856907,"IL"
"1353","East North Central","Residential","2020",1.103856907,"IN"
"1354","East North Central","Residential","2020",1.103856907,"MI"
"1355","East North Central","Residential","2020",1.103856907,"OH"
"1356","East North Central","Commercial","2020",1.087299429,"WI"
"1357","East North Central","Commercial","2020",1.087299429,"IL"
"1358","East North Central","Commercial","2020",1.087299429,"IN"
"1359","East North Central","Commercial","2020",1.087299429,"MI"
"1360","East North Central","Commercial","2020",1.087299429,"OH"
"1361","East North Central","Industrial","2020",1.11359142,"WI"
"1362","East North Central","Industrial","2020",1.11359142,"IL"
"1363","East North Central","Industrial","2020",1.11359142,"IN"
"1364","East North Central","Industrial","2020",1.11359142,"MI"
"1365","East North Central","Industrial","2020",1.11359142,"OH"
"1366","East South Central","Residential","2020",0.93887924,"KY"
"1367","East South Central","Residential","2020",0.93887924,"TN"
"1368","East South Central","Residential","2020",0.93887924,"MS"
"1369","East South Central","Residential","2020",0.93887924,"AL"
"1370","East South Central","Commercial","2020",0.929097259,"KY"
"1371","East South Central","Commercial","2020",0.929097259,"TN"
"1372","East South Central","Commercial","2020",0.929097259,"MS"
"1373","East South Central","Commercial","2020",0.929097259,"AL"
"1374","East South Central","Industrial","2020",0.929472701,"KY"
"1375","East South Central","Industrial","2020",0.929472701,"TN"
"1376","East South Central","Industrial","2020",0.929472701,"MS"
"1377","East South Central","Industrial","2020",0.929472701,"AL"
"1378","Middle Atlantic","Residential","2020",1.078944999,"PA"
"1379","Middle Atlantic","Residential","2020",1.078944999,"NY"
"1380","Middle Atlantic","Residential","2020",1.078944999,"NJ"
"1381","Middle Atlantic","Commercial","2020",0.91864473,"PA"
"1382","Middle Atlantic","Commercial","2020",0.91864473,"NY"
"1383","Middle Atlantic","Commercial","2020",0.91864473,"NJ"
"1384","Middle Atlantic","Industrial","2020",1.0649327,"PA"
"1385","Middle Atlantic","Industrial","2020",1.0649327,"NY"
"1386","Middle Atlantic","Industrial","2020",1.0649327,"NJ"
"1387","Mountain","Residential","2020",1.021765142,"MT"
"1388","Mountain","Residential","2020",1.021765142,"ID"
"1389","Mountain","Residential","2020",1.021765142,"WY"
"1390","Mountain","Residential","2020",1.021765142,"NV"
"1391","Mountain","Residential","2020",1.021765142,"UT"
"1392","Mountain","Residential","2020",1.021765142,"CO"
"1393","Mountain","Residential","2020",1.021765142,"AZ"
"1394","Mountain","Residential","2020",1.021765142,"NM"
"1395","Mountain","Commercial","2020",0.955338322,"MT"
"1396","Mountain","Commercial","2020",0.955338322,"ID"
"1397","Mountain","Commercial","2020",0.955338322,"WY"
"1398","Mountain","Commercial","2020",0.955338322,"NV"
"1399","Mountain","Commercial","2020",0.955338322,"UT"
"1400","Mountain","Commercial","2020",0.955338322,"CO"
"1401","Mountain","Commercial","2020",0.955338322,"AZ"
"1402","Mountain","Commercial","2020",0.955338322,"NM"
"1403","Mountain","Industrial","2020",0.947018392,"MT"
"1404","Mountain","Industrial","2020",0.947018392,"ID"
