"","Region","Sector","Year","value","State"
"1","East North Central","Residential","2011",1,"WI"
"2","East North Central","Residential","2011",1,"IL"
"3","East North Central","Residential","2011",1,"IN"
"4","East North Central","Residential","2011",1,"MI"
"5","East North Central","Residential","2011",1,"OH"
"6","East North Central","Commercial","2011",1,"WI"
"7","East North Central","Commercial","2011",1,"IL"
"8","East North Central","Commercial","2011",1,"IN"
"9","East North Central","Commercial","2011",1,"MI"
"10","East North Central","Commercial","2011",1,"OH"
"11","East North Central","Industrial","2011",1,"WI"
"12","East North Central","Industrial","2011",1,"IL"
"13","East North Central","Industrial","2011",1,"IN"
"14","East North Central","Industrial","2011",1,"MI"
"15","East North Central","Industrial","2011",1,"OH"
"16","East South Central","Residential","2011",1,"KY"
"17","East South Central","Residential","2011",1,"TN"
"18","East South Central","Residential","2011",1,"MS"
"19","East South Central","Residential","2011",1,"AL"
"20","East South Central","Commercial","2011",1,"KY"
"21","East South Central","Commercial","2011",1,"TN"
"22","East South Central","Commercial","2011",1,"MS"
"23","East South Central","Commercial","2011",1,"AL"
"24","East South Central","Industrial","2011",1,"KY"
"25","East South Central","Industrial","2011",1,"TN"
"26","East South Central","Industrial","2011",1,"MS"
"27","East South Central","Industrial","2011",1,"AL"
"28","Middle Atlantic","Residential","2011",1,"PA"
"29","Middle Atlantic","Residential","2011",1,"NY"
"30","Middle Atlantic","Residential","2011",1,"NJ"
"31","Middle Atlantic","Commercial","2011",1,"PA"
"32","Middle Atlantic","Commercial","2011",1,"NY"
"33","Middle Atlantic","Commercial","2011",1,"NJ"
"34","Middle Atlantic","Industrial","2011",1,"PA"
"35","Middle Atlantic","Industrial","2011",1,"NY"
"36","Middle Atlantic","Industrial","2011",1,"NJ"
"37","Mountain","Residential","2011",1,"MT"
"38","Mountain","Residential","2011",1,"ID"
"39","Mountain","Residential","2011",1,"WY"
"40","Mountain","Residential","2011",1,"NV"
"41","Mountain","Residential","2011",1,"UT"
"42","Mountain","Residential","2011",1,"CO"
"43","Mountain","Residential","2011",1,"AZ"
"44","Mountain","Residential","2011",1,"NM"
"45","Mountain","Commercial","2011",1,"MT"
"46","Mountain","Commercial","2011",1,"ID"
"47","Mountain","Commercial","2011",1,"WY"
"48","Mountain","Commercial","2011",1,"NV"
"49","Mountain","Commercial","2011",1,"UT"
"50","Mountain","Commercial","2011",1,"CO"
"51","Mountain","Commercial","2011",1,"AZ"
"52","Mountain","Commercial","2011",1,"NM"
"53","Mountain","Industrial","2011",1,"MT"
"54","Mountain","Industrial","2011",1,"ID"
"55","Mountain","Industrial","2011",1,"WY"
"56","Mountain","Industrial","2011",1,"NV"
"57","Mountain","Industrial","2011",1,"UT"
"58","Mountain","Industrial","2011",1,"CO"
"59","Mountain","Industrial","2011",1,"AZ"
"60","Mountain","Industrial","2011",1,"NM"
"61","New England","Residential","2011",1,"ME"
"62","New England","Residential","2011",1,"VT"
"63","New England","Residential","2011",1,"NH"
"64","New England","Residential","2011",1,"MA"
"65","New England","Residential","2011",1,"RI"
"66","New England","Residential","2011",1,"CT"
"67","New England","Commercial","2011",1,"ME"
"68","New England","Commercial","2011",1,"VT"
"69","New England","Commercial","2011",1,"NH"
"70","New England","Commercial","2011",1,"MA"
"71","New England","Commercial","2011",1,"RI"
"72","New England","Commercial","2011",1,"CT"
"73","New England","Industrial","2011",1,"ME"
"74","New England","Industrial","2011",1,"VT"
"75","New England","Industrial","2011",1,"NH"
"76","New England","Industrial","2011",1,"MA"
"77","New England","Industrial","2011",1,"RI"
"78","New England","Industrial","2011",1,"CT"
"79","Pacific","Residential","2011",1,"AK"
"80","Pacific","Residential","2011",1,"WA"
"81","Pacific","Residential","2011",1,"OR"
"82","Pacific","Residential","2011",1,"CA"
"83","Pacific","Residential","2011",1,"HI"
"84","Pacific","Commercial","2011",1,"AK"
"85","Pacific","Commercial","2011",1,"WA"
"86","Pacific","Commercial","2011",1,"OR"
"87","Pacific","Commercial","2011",1,"CA"
"88","Pacific","Commercial","2011",1,"HI"
"89","Pacific","Industrial","2011",1,"AK"
"90","Pacific","Industrial","2011",1,"WA"
"91","Pacific","Industrial","2011",1,"OR"
"92","Pacific","Industrial","2011",1,"CA"
"93","Pacific","Industrial","2011",1,"HI"
"94","South Atlantic","Residential","2011",1,"WV"
"95","South Atlantic","Residential","2011",1,"MD"
"96","South Atlantic","Residential","2011",1,"VA"
"97","South Atlantic","Residential","2011",1,"NC"
"98","South Atlantic","Residential","2011",1,"SC"
"99","South Atlantic","Residential","2011",1,"GA"
"100","South Atlantic","Residential","2011",1,"FL"
"101","South Atlantic","Residential","2011",1,"DE"
"102","South Atlantic","Commercial","2011",1,"WV"
"103","South Atlantic","Commercial","2011",1,"MD"
"104","South Atlantic","Commercial","2011",1,"VA"
"105","South Atlantic","Commercial","2011",1,"NC"
"106","South Atlantic","Commercial","2011",1,"SC"
"107","South Atlantic","Commercial","2011",1,"GA"
"108","South Atlantic","Commercial","2011",1,"FL"
"109","South Atlantic","Commercial","2011",1,"DE"
"110","South Atlantic","Industrial","2011",1,"WV"
"111","South Atlantic","Industrial","2011",1,"MD"
"112","South Atlantic","Industrial","2011",1,"VA"
"113","South Atlantic","Industrial","2011",1,"NC"
"114","South Atlantic","Industrial","2011",1,"SC"
"115","South Atlantic","Industrial","2011",1,"GA"
"116","South Atlantic","Industrial","2011",1,"FL"
"117","South Atlantic","Industrial","2011",1,"DE"
"118","West North Central","Residential","2011",1,"ND"
"119","West North Central","Residential","2011",1,"MN"
"120","West North Central","Residential","2011",1,"SD"
"121","West North Central","Residential","2011",1,"NE"
"122","West North Central","Residential","2011",1,"IA"
"123","West North Central","Residential","2011",1,"KS"
"124","West North Central","Residential","2011",1,"MO"
"125","West North Central","Commercial","2011",1,"ND"
"126","West North Central","Commercial","2011",1,"MN"
"127","West North Central","Commercial","2011",1,"SD"
"128","West North Central","Commercial","2011",1,"NE"
"129","West North Central","Commercial","2011",1,"IA"
"130","West North Central","Commercial","2011",1,"KS"
"131","West North Central","Commercial","2011",1,"MO"
"132","West North Central","Industrial","2011",1,"ND"
"133","West North Central","Industrial","2011",1,"MN"
"134","West North Central","Industrial","2011",1,"SD"
"135","West North Central","Industrial","2011",1,"NE"
"136","West North Central","Industrial","2011",1,"IA"
"137","West North Central","Industrial","2011",1,"KS"
"138","West North Central","Industrial","2011",1,"MO"
"139","West South Central","Residential","2011",1,"OK"
"140","West South Central","Residential","2011",1,"TX"
"141","West South Central","Residential","2011",1,"AR"
"142","West South Central","Residential","2011",1,"LA"
"143","West South Central","Commercial","2011",1,"OK"
"144","West South Central","Commercial","2011",1,"TX"
"145","West South Central","Commercial","2011",1,"AR"
"146","West South Central","Commercial","2011",1,"LA"
"147","West South Central","Industrial","2011",1,"OK"
"148","West South Central","Industrial","2011",1,"TX"
"149","West South Central","Industrial","2011",1,"AR"
"150","West South Central","Industrial","2011",1,"LA"
"151","East North Central","Residential","2012",1.006126849,"WI"
"152","East North Central","Residential","2012",1.006126849,"IL"
"153","East North Central","Residential","2012",1.006126849,"IN"
"154","East North Central","Residential","2012",1.006126849,"MI"
"155","East North Central","Residential","2012",1.006126849,"OH"
"156","East North Central","Commercial","2012",0.976852219,"WI"
"157","East North Central","Commercial","2012",0.976852219,"IL"
"158","East North Central","Commercial","2012",0.976852219,"IN"
"159","East North Central","Commercial","2012",0.976852219,"MI"
"160","East North Central","Commercial","2012",0.976852219,"OH"
"161","East North Central","Industrial","2012",0.97765665,"WI"
"162","East North Central","Industrial","2012",0.97765665,"IL"
"163","East North Central","Industrial","2012",0.97765665,"IN"
"164","East North Central","Industrial","2012",0.97765665,"MI"
"165","East North Central","Industrial","2012",0.97765665,"OH"
"166","East South Central","Residential","2012",1.002367829,"KY"
"167","East South Central","Residential","2012",1.002367829,"TN"
"168","East South Central","Residential","2012",1.002367829,"MS"
"169","East South Central","Residential","2012",1.002367829,"AL"
"170","East South Central","Commercial","2012",0.990837161,"KY"
"171","East South Central","Commercial","2012",0.990837161,"TN"
"172","East South Central","Commercial","2012",0.990837161,"MS"
"173","East South Central","Commercial","2012",0.990837161,"AL"
"174","East South Central","Industrial","2012",0.971829068,"KY"
"175","East South Central","Industrial","2012",0.971829068,"TN"
"176","East South Central","Industrial","2012",0.971829068,"MS"
"177","East South Central","Industrial","2012",0.971829068,"AL"
"178","Middle Atlantic","Residential","2012",0.953632159,"PA"
"179","Middle Atlantic","Residential","2012",0.953632159,"NY"
"180","Middle Atlantic","Residential","2012",0.953632159,"NJ"
"181","Middle Atlantic","Commercial","2012",0.932512577,"PA"
"182","Middle Atlantic","Commercial","2012",0.932512577,"NY"
"183","Middle Atlantic","Commercial","2012",0.932512577,"NJ"
"184","Middle Atlantic","Industrial","2012",0.904129554,"PA"
"185","Middle Atlantic","Industrial","2012",0.904129554,"NY"
"186","Middle Atlantic","Industrial","2012",0.904129554,"NJ"
"187","Mountain","Residential","2012",1.019863926,"MT"
"188","Mountain","Residential","2012",1.019863926,"ID"
"189","Mountain","Residential","2012",1.019863926,"WY"
"190","Mountain","Residential","2012",1.019863926,"NV"
"191","Mountain","Residential","2012",1.019863926,"UT"
"192","Mountain","Residential","2012",1.019863926,"CO"
"193","Mountain","Residential","2012",1.019863926,"AZ"
"194","Mountain","Residential","2012",1.019863926,"NM"
"195","Mountain","Commercial","2012",0.997777995,"MT"
"196","Mountain","Commercial","2012",0.997777995,"ID"
"197","Mountain","Commercial","2012",0.997777995,"WY"
"198","Mountain","Commercial","2012",0.997777995,"NV"
"199","Mountain","Commercial","2012",0.997777995,"UT"
"200","Mountain","Commercial","2012",0.997777995,"CO"
"201","Mountain","Commercial","2012",0.997777995,"AZ"
"202","Mountain","Commercial","2012",0.997777995,"NM"
"203","Mountain","Industrial","2012",0.998310354,"MT"
"204","Mountain","Industrial","2012",0.998310354,"ID"
"205","Mountain","Industrial","2012",0.998310354,"WY"
"206","Mountain","Industrial","2012",0.998310354,"NV"
"207","Mountain","Industrial","2012",0.998310354,"UT"
"208","Mountain","Industrial","2012",0.998310354,"CO"
"209","Mountain","Industrial","2012",0.998310354,"AZ"
"210","Mountain","Industrial","2012",0.998310354,"NM"
"211","New England","Residential","2012",0.974970154,"ME"
"212","New England","Residential","2012",0.974970154,"VT"
"213","New England","Residential","2012",0.974970154,"NH"
"214","New England","Residential","2012",0.974970154,"MA"
"215","New England","Residential","2012",0.974970154,"RI"
"216","New England","Residential","2012",0.974970154,"CT"
"217","New England","Commercial","2012",0.941949585,"ME"
"218","New England","Commercial","2012",0.941949585,"VT"
"219","New England","Commercial","2012",0.941949585,"NH"
"220","New England","Commercial","2012",0.941949585,"MA"
"221","New England","Commercial","2012",0.941949585,"RI"
"222","New England","Commercial","2012",0.941949585,"CT"
"223","New England","Industrial","2012",0.925389875,"ME"
"224","New England","Industrial","2012",0.925389875,"VT"
"225","New England","Industrial","2012",0.925389875,"NH"
"226","New England","Industrial","2012",0.925389875,"MA"
"227","New England","Industrial","2012",0.925389875,"RI"
"228","New England","Industrial","2012",0.925389875,"CT"
"229","Pacific","Residential","2012",1.025255661,"AK"
"230","Pacific","Residential","2012",1.025255661,"WA"
"231","Pacific","Residential","2012",1.025255661,"OR"
"232","Pacific","Residential","2012",1.025255661,"CA"
"233","Pacific","Residential","2012",1.025255661,"HI"
"234","Pacific","Commercial","2012",1.008227202,"AK"
"235","Pacific","Commercial","2012",1.008227202,"WA"
"236","Pacific","Commercial","2012",1.008227202,"OR"
"237","Pacific","Commercial","2012",1.008227202,"CA"
"238","Pacific","Commercial","2012",1.008227202,"HI"
"239","Pacific","Industrial","2012",1.00303404,"AK"
"240","Pacific","Industrial","2012",1.00303404,"WA"
"241","Pacific","Industrial","2012",1.00303404,"OR"
"242","Pacific","Industrial","2012",1.00303404,"CA"
"243","Pacific","Industrial","2012",1.00303404,"HI"
"244","South Atlantic","Residential","2012",1.001461798,"WV"
"245","South Atlantic","Residential","2012",1.001461798,"MD"
"246","South Atlantic","Residential","2012",1.001461798,"VA"
"247","South Atlantic","Residential","2012",1.001461798,"NC"
"248","South Atlantic","Residential","2012",1.001461798,"SC"
"249","South Atlantic","Residential","2012",1.001461798,"GA"
"250","South Atlantic","Residential","2012",1.001461798,"FL"
"251","South Atlantic","Residential","2012",1.001461798,"DE"
"252","South Atlantic","Commercial","2012",0.97341412,"WV"
"253","South Atlantic","Commercial","2012",0.97341412,"MD"
"254","South Atlantic","Commercial","2012",0.97341412,"VA"
"255","South Atlantic","Commercial","2012",0.97341412,"NC"
"256","South Atlantic","Commercial","2012",0.97341412,"SC"
"257","South Atlantic","Commercial","2012",0.97341412,"GA"
"258","South Atlantic","Commercial","2012",0.97341412,"FL"
"259","South Atlantic","Commercial","2012",0.97341412,"DE"
"260","South Atlantic","Industrial","2012",0.96815775,"WV"
"261","South Atlantic","Industrial","2012",0.96815775,"MD"
"262","South Atlantic","Industrial","2012",0.96815775,"VA"
"263","South Atlantic","Industrial","2012",0.96815775,"NC"
"264","South Atlantic","Industrial","2012",0.96815775,"SC"
"265","South Atlantic","Industrial","2012",0.96815775,"GA"
"266","South Atlantic","Industrial","2012",0.96815775,"FL"
"267","South Atlantic","Industrial","2012",0.96815775,"DE"
"268","West North Central","Residential","2012",1.030875841,"ND"
"269","West North Central","Residential","2012",1.030875841,"MN"
"270","West North Central","Residential","2012",1.030875841,"SD"
"271","West North Central","Residential","2012",1.030875841,"NE"
"272","West North Central","Residential","2012",1.030875841,"IA"
"273","West North Central","Residential","2012",1.030875841,"KS"
"274","West North Central","Residential","2012",1.030875841,"MO"
"275","West North Central","Commercial","2012",1.013539007,"ND"
"276","West North Central","Commercial","2012",1.013539007,"MN"
"277","West North Central","Commercial","2012",1.013539007,"SD"
"278","West North Central","Commercial","2012",1.013539007,"NE"
"279","West North Central","Commercial","2012",1.013539007,"IA"
"280","West North Central","Commercial","2012",1.013539007,"KS"
"281","West North Central","Commercial","2012",1.013539007,"MO"
"282","West North Central","Industrial","2012",1.015353982,"ND"
"283","West North Central","Industrial","2012",1.015353982,"MN"
"284","West North Central","Industrial","2012",1.015353982,"SD"
"285","West North Central","Industrial","2012",1.015353982,"NE"
"286","West North Central","Industrial","2012",1.015353982,"IA"
"287","West North Central","Industrial","2012",1.015353982,"KS"
"288","West North Central","Industrial","2012",1.015353982,"MO"
"289","West South Central","Residential","2012",0.972972143,"OK"
"290","West South Central","Residential","2012",0.972972143,"TX"
"291","West South Central","Residential","2012",0.972972143,"AR"
"292","West South Central","Residential","2012",0.972972143,"LA"
"293","West South Central","Commercial","2012",0.916504436,"OK"
"294","West South Central","Commercial","2012",0.916504436,"TX"
"295","West South Central","Commercial","2012",0.916504436,"AR"
"296","West South Central","Commercial","2012",0.916504436,"LA"
"297","West South Central","Industrial","2012",0.873192188,"OK"
"298","West South Central","Industrial","2012",0.873192188,"TX"
"299","West South Central","Industrial","2012",0.873192188,"AR"
"300","West South Central","Industrial","2012",0.873192188,"LA"
"301","East North Central","Residential","2013",0.971851258,"WI"
"302","East North Central","Residential","2013",0.971851258,"IL"
"303","East North Central","Residential","2013",0.971851258,"IN"
"304","East North Central","Residential","2013",0.971851258,"MI"
"305","East North Central","Residential","2013",0.971851258,"OH"
"306","East North Central","Commercial","2013",0.982946811,"WI"
"307","East North Central","Commercial","2013",0.982946811,"IL"
"308","East North Central","Commercial","2013",0.982946811,"IN"
"309","East North Central","Commercial","2013",0.982946811,"MI"
"310","East North Central","Commercial","2013",0.982946811,"OH"
"311","East North Central","Industrial","2013",1.03050979,"WI"
"312","East North Central","Industrial","2013",1.03050979,"IL"
"313","East North Central","Industrial","2013",1.03050979,"IN"
"314","East North Central","Industrial","2013",1.03050979,"MI"
"315","East North Central","Industrial","2013",1.03050979,"OH"
"316","East South Central","Residential","2013",0.899565713,"KY"
"317","East South Central","Residential","2013",0.899565713,"TN"
"318","East South Central","Residential","2013",0.899565713,"MS"
"319","East South Central","Residential","2013",0.899565713,"AL"
"320","East South Central","Commercial","2013",0.919499144,"KY"
"321","East South Central","Commercial","2013",0.919499144,"TN"
"322","East South Central","Commercial","2013",0.919499144,"MS"
"323","East South Central","Commercial","2013",0.919499144,"AL"
"324","East South Central","Industrial","2013",0.947011322,"KY"
"325","East South Central","Industrial","2013",0.947011322,"TN"
"326","East South Central","Industrial","2013",0.947011322,"MS"
"327","East South Central","Industrial","2013",0.947011322,"AL"
"328","Middle Atlantic","Residential","2013",1.043729548,"PA"
"329","Middle Atlantic","Residential","2013",1.043729548,"NY"
"330","Middle Atlantic","Residential","2013",1.043729548,"NJ"
"331","Middle Atlantic","Commercial","2013",0.87968301,"PA"
"332","Middle Atlantic","Commercial","2013",0.87968301,"NY"
"333","Middle Atlantic","Commercial","2013",0.87968301,"NJ"
"334","Middle Atlantic","Industrial","2013",1.095683736,"PA"
"335","Middle Atlantic","Industrial","2013",1.095683736,"NY"
"336","Middle Atlantic","Industrial","2013",1.095683736,"NJ"
"337","Mountain","Residential","2013",0.991209452,"MT"
"338","Mountain","Residential","2013",0.991209452,"ID"
"339","Mountain","Residential","2013",0.991209452,"WY"
"340","Mountain","Residential","2013",0.991209452,"NV"
"341","Mountain","Residential","2013",0.991209452,"UT"
"342","Mountain","Residential","2013",0.991209452,"CO"
"343","Mountain","Residential","2013",0.991209452,"AZ"
"344","Mountain","Residential","2013",0.991209452,"NM"
"345","Mountain","Commercial","2013",0.960709927,"MT"
"346","Mountain","Commercial","2013",0.960709927,"ID"
"347","Mountain","Commercial","2013",0.960709927,"WY"
"348","Mountain","Commercial","2013",0.960709927,"NV"
"349","Mountain","Commercial","2013",0.960709927,"UT"
"350","Mountain","Commercial","2013",0.960709927,"CO"
"351","Mountain","Commercial","2013",0.960709927,"AZ"
"352","Mountain","Commercial","2013",0.960709927,"NM"
"353","Mountain","Industrial","2013",0.943954803,"MT"
"354","Mountain","Industrial","2013",0.943954803,"ID"
"355","Mountain","Industrial","2013",0.943954803,"WY"
"356","Mountain","Industrial","2013",0.943954803,"NV"
"357","Mountain","Industrial","2013",0.943954803,"UT"
"358","Mountain","Industrial","2013",0.943954803,"CO"
"359","Mountain","Industrial","2013",0.943954803,"AZ"
"360","Mountain","Industrial","2013",0.943954803,"NM"
"361","New England","Residential","2013",0.928403068,"ME"
"362","New England","Residential","2013",0.928403068,"VT"
"363","New England","Residential","2013",0.928403068,"NH"
"364","New England","Residential","2013",0.928403068,"MA"
"365","New England","Residential","2013",0.928403068,"RI"
"366","New England","Residential","2013",0.928403068,"CT"
"367","New England","Commercial","2013",0.960142066,"ME"
"368","New England","Commercial","2013",0.960142066,"VT"
"369","New England","Commercial","2013",0.960142066,"NH"
"370","New England","Commercial","2013",0.960142066,"MA"
"371","New England","Commercial","2013",0.960142066,"RI"
"372","New England","Commercial","2013",0.960142066,"CT"
"373","New England","Industrial","2013",0.907849962,"ME"
"374","New England","Industrial","2013",0.907849962,"VT"
"375","New England","Industrial","2013",0.907849962,"NH"
"376","New England","Industrial","2013",0.907849962,"MA"
"377","New England","Industrial","2013",0.907849962,"RI"
"378","New England","Industrial","2013",0.907849962,"CT"
"379","Pacific","Residential","2013",1.032897992,"AK"
"380","Pacific","Residential","2013",1.032897992,"WA"
"381","Pacific","Residential","2013",1.032897992,"OR"
"382","Pacific","Residential","2013",1.032897992,"CA"
"383","Pacific","Residential","2013",1.032897992,"HI"
"384","Pacific","Commercial","2013",1.026330265,"AK"
"385","Pacific","Commercial","2013",1.026330265,"WA"
"386","Pacific","Commercial","2013",1.026330265,"OR"
"387","Pacific","Commercial","2013",1.026330265,"CA"
"388","Pacific","Commercial","2013",1.026330265,"HI"
"389","Pacific","Industrial","2013",1.009386165,"AK"
"390","Pacific","Industrial","2013",1.009386165,"WA"
"391","Pacific","Industrial","2013",1.009386165,"OR"
"392","Pacific","Industrial","2013",1.009386165,"CA"
"393","Pacific","Industrial","2013",1.009386165,"HI"
"394","South Atlantic","Residential","2013",1.000994091,"WV"
"395","South Atlantic","Residential","2013",1.000994091,"MD"
"396","South Atlantic","Residential","2013",1.000994091,"VA"
"397","South Atlantic","Residential","2013",1.000994091,"NC"
"398","South Atlantic","Residential","2013",1.000994091,"SC"
"399","South Atlantic","Residential","2013",1.000994091,"GA"
"400","South Atlantic","Residential","2013",1.000994091,"FL"
"401","South Atlantic","Residential","2013",1.000994091,"DE"
"402","South Atlantic","Commercial","2013",1.003658411,"WV"
"403","South Atlantic","Commercial","2013",1.003658411,"MD"
"404","South Atlantic","Commercial","2013",1.003658411,"VA"
"405","South Atlantic","Commercial","2013",1.003658411,"NC"
"406","South Atlantic","Commercial","2013",1.003658411,"SC"
"407","South Atlantic","Commercial","2013",1.003658411,"GA"
"408","South Atlantic","Commercial","2013",1.003658411,"FL"
"409","South Atlantic","Commercial","2013",1.003658411,"DE"
"410","South Atlantic","Industrial","2013",1.020776217,"WV"
"411","South Atlantic","Industrial","2013",1.020776217,"MD"
"412","South Atlantic","Industrial","2013",1.020776217,"VA"
"413","South Atlantic","Industrial","2013",1.020776217,"NC"
"414","South Atlantic","Industrial","2013",1.020776217,"SC"
"415","South Atlantic","Industrial","2013",1.020776217,"GA"
"416","South Atlantic","Industrial","2013",1.020776217,"FL"
"417","South Atlantic","Industrial","2013",1.020776217,"DE"
"418","West North Central","Residential","2013",0.953286858,"ND"
"419","West North Central","Residential","2013",0.953286858,"MN"
"420","West North Central","Residential","2013",0.953286858,"SD"
"421","West North Central","Residential","2013",0.953286858,"NE"
"422","West North Central","Residential","2013",0.953286858,"IA"
"423","West North Central","Residential","2013",0.953286858,"KS"
"424","West North Central","Residential","2013",0.953286858,"MO"
"425","West North Central","Commercial","2013",0.985024589,"ND"
"426","West North Central","Commercial","2013",0.985024589,"MN"
"427","West North Central","Commercial","2013",0.985024589,"SD"
"428","West North Central","Commercial","2013",0.985024589,"NE"
"429","West North Central","Commercial","2013",0.985024589,"IA"
"430","West North Central","Commercial","2013",0.985024589,"KS"
"431","West North Central","Commercial","2013",0.985024589,"MO"
"432","West North Central","Industrial","2013",0.980837692,"ND"
"433","West North Central","Industrial","2013",0.980837692,"MN"
"434","West North Central","Industrial","2013",0.980837692,"SD"
"435","West North Central","Industrial","2013",0.980837692,"NE"
"436","West North Central","Industrial","2013",0.980837692,"IA"
"437","West North Central","Industrial","2013",0.980837692,"KS"
"438","West North Central","Industrial","2013",0.980837692,"MO"
"439","West South Central","Residential","2013",0.865378341,"OK"
"440","West South Central","Residential","2013",0.865378341,"TX"
"441","West South Central","Residential","2013",0.865378341,"AR"
"442","West South Central","Residential","2013",0.865378341,"LA"
"443","West South Central","Commercial","2013",0.946446934,"OK"
"444","West South Central","Commercial","2013",0.946446934,"TX"
"445","West South Central","Commercial","2013",0.946446934,"AR"
"446","West South Central","Commercial","2013",0.946446934,"LA"
"447","West South Central","Industrial","2013",0.908511764,"OK"
"448","West South Central","Industrial","2013",0.908511764,"TX"
"449","West South Central","Industrial","2013",0.908511764,"AR"
"450","West South Central","Industrial","2013",0.908511764,"LA"
"451","East North Central","Residential","2014",0.975083957,"WI"
"452","East North Central","Residential","2014",0.975083957,"IL"
"453","East North Central","Residential","2014",0.975083957,"IN"
"454","East North Central","Residential","2014",0.975083957,"MI"
"455","East North Central","Residential","2014",0.975083957,"OH"
"456","East North Central","Commercial","2014",0.970015929,"WI"
"457","East North Central","Commercial","2014",0.970015929,"IL"
"458","East North Central","Commercial","2014",0.970015929,"IN"
"459","East North Central","Commercial","2014",0.970015929,"MI"
"460","East North Central","Commercial","2014",0.970015929,"OH"
"461","East North Central","Industrial","2014",0.999204987,"WI"
"462","East North Central","Industrial","2014",0.999204987,"IL"
"463","East North Central","Industrial","2014",0.999204987,"IN"
"464","East North Central","Industrial","2014",0.999204987,"MI"
"465","East North Central","Industrial","2014",0.999204987,"OH"
"466","East South Central","Residential","2014",0.917328312,"KY"
"467","East South Central","Residential","2014",0.917328312,"TN"
"468","East South Central","Residential","2014",0.917328312,"MS"
"469","East South Central","Residential","2014",0.917328312,"AL"
"470","East South Central","Commercial","2014",0.924070731,"KY"
"471","East South Central","Commercial","2014",0.924070731,"TN"
"472","East South Central","Commercial","2014",0.924070731,"MS"
"473","East South Central","Commercial","2014",0.924070731,"AL"
"474","East South Central","Industrial","2014",0.936042185,"KY"
"475","East South Central","Industrial","2014",0.936042185,"TN"
"476","East South Central","Industrial","2014",0.936042185,"MS"
"477","East South Central","Industrial","2014",0.936042185,"AL"
"478","Middle Atlantic","Residential","2014",1.044312775,"PA"
"479","Middle Atlantic","Residential","2014",1.044312775,"NY"
"480","Middle Atlantic","Residential","2014",1.044312775,"NJ"
"481","Middle Atlantic","Commercial","2014",0.865468559,"PA"
"482","Middle Atlantic","Commercial","2014",0.865468559,"NY"
"483","Middle Atlantic","Commercial","2014",0.865468559,"NJ"
"484","Middle Atlantic","Industrial","2014",1.059342,"PA"
"485","Middle Atlantic","Industrial","2014",1.059342,"NY"
"486","Middle Atlantic","Industrial","2014",1.059342,"NJ"
"487","Mountain","Residential","2014",1.000043497,"MT"
"488","Mountain","Residential","2014",1.000043497,"ID"
"489","Mountain","Residential","2014",1.000043497,"WY"
"490","Mountain","Residential","2014",1.000043497,"NV"
"491","Mountain","Residential","2014",1.000043497,"UT"
"492","Mountain","Residential","2014",1.000043497,"CO"
"493","Mountain","Residential","2014",1.000043497,"AZ"
"494","Mountain","Residential","2014",1.000043497,"NM"
"495","Mountain","Commercial","2014",0.960447049,"MT"
"496","Mountain","Commercial","2014",0.960447049,"ID"
"497","Mountain","Commercial","2014",0.960447049,"WY"
"498","Mountain","Commercial","2014",0.960447049,"NV"
"499","Mountain","Commercial","2014",0.960447049,"UT"
"500","Mountain","Commercial","2014",0.960447049,"CO"
"501","Mountain","Commercial","2014",0.960447049,"AZ"
"502","Mountain","Commercial","2014",0.960447049,"NM"
"503","Mountain","Industrial","2014",0.937764638,"MT"
"504","Mountain","Industrial","2014",0.937764638,"ID"
"505","Mountain","Industrial","2014",0.937764638,"WY"
"506","Mountain","Industrial","2014",0.937764638,"NV"
"507","Mountain","Industrial","2014",0.937764638,"UT"
"508","Mountain","Industrial","2014",0.937764638,"CO"
"509","Mountain","Industrial","2014",0.937764638,"AZ"
"510","Mountain","Industrial","2014",0.937764638,"NM"
"511","New England","Residential","2014",0.91635821,"ME"
"512","New England","Residential","2014",0.91635821,"VT"
"513","New England","Residential","2014",0.91635821,"NH"
"514","New England","Residential","2014",0.91635821,"MA"
"515","New England","Residential","2014",0.91635821,"RI"
"516","New England","Residential","2014",0.91635821,"CT"
"517","New England","Commercial","2014",0.944888745,"ME"
"518","New England","Commercial","2014",0.944888745,"VT"
"519","New England","Commercial","2014",0.944888745,"NH"
"520","New England","Commercial","2014",0.944888745,"MA"
"521","New England","Commercial","2014",0.944888745,"RI"
"522","New England","Commercial","2014",0.944888745,"CT"
"523","New England","Industrial","2014",0.868410417,"ME"
"524","New England","Industrial","2014",0.868410417,"VT"
"525","New England","Industrial","2014",0.868410417,"NH"
"526","New England","Industrial","2014",0.868410417,"MA"
"527","New England","Industrial","2014",0.868410417,"RI"
"528","New England","Industrial","2014",0.868410417,"CT"
"529","Pacific","Residential","2014",1.040373792,"AK"
"530","Pacific","Residential","2014",1.040373792,"WA"
"531","Pacific","Residential","2014",1.040373792,"OR"
"532","Pacific","Residential","2014",1.040373792,"CA"
"533","Pacific","Residential","2014",1.040373792,"HI"
"534","Pacific","Commercial","2014",1.034878178,"AK"
"535","Pacific","Commercial","2014",1.034878178,"WA"
"536","Pacific","Commercial","2014",1.034878178,"OR"
"537","Pacific","Commercial","2014",1.034878178,"CA"
"538","Pacific","Commercial","2014",1.034878178,"HI"
"539","Pacific","Industrial","2014",1.013832262,"AK"
"540","Pacific","Industrial","2014",1.013832262,"WA"
