"State","Year","scenario","variable","marg.cost"
"Karnataka",2027,"Base","mc.total",2761.52712053274
"Karnataka",2028,"Base","mc.total",3000.67518002496
"Karnataka",2029,"Base","mc.total",2770.64572524769
"Karnataka",2030,"Base","mc.total",2768.68597619358
"Karnataka",2031,"Base","mc.total",2743.58544623403
"Karnataka",2032,"Base","mc.total",2612.34650480778
"Karnataka",2033,"Base","mc.total",2919.0206153131
"Karnataka",2034,"Base","mc.total",2847.29100711969
"Karnataka",2035,"Base","mc.total",2921.66317953702
"Karnataka",2036,"Base","mc.total",2931.23688595331
"Karnataka",2037,"Base","mc.total",2935.8859666486
"Karnataka",2038,"Base","mc.total",2972.63417965615
"Karnataka",2039,"Base","mc.total",3080.19671631706
"Karnataka",2040,"Base","mc.total",3085.1720131219
"Karnataka",2041,"Base","mc.total",3060.15481292018
"Karnataka",2042,"Base","mc.total",3061.15801055988
"Karnataka",2043,"Base","mc.total",3034.47480780306
"Karnataka",2044,"Base","mc.total",3054.64910763801
"Karnataka",2045,"Base","mc.total",3039.67893458716
"Karnataka",2046,"Base","mc.total",3064.70063848848
"Karnataka",2047,"Base","mc.total",3155.37328781487
"Kerala",2017,"Base","mc.total",2879.72952413223
"Kerala",2018,"Base","mc.total",2880.53556179691
"Kerala",2019,"Base","mc.total",2760.33141978016
"Kerala",2020,"Base","mc.total",2613.83835025004
"Kerala",2021,"Base","mc.total",2508.09144594342
"Kerala",2022,"Base","mc.total",2500.49677460389
"Kerala",2023,"Base","mc.total",2721.38653490901
"Kerala",2024,"Base","mc.total",2715.26910921596
"Kerala",2025,"Base","mc.total",2769.45786835775
"Kerala",2026,"Base","mc.total",2794.82184149466
"Kerala",2027,"Base","mc.total",2738.45804166662
"Kerala",2028,"Base","mc.total",2971.81400299015
"Kerala",2029,"Base","mc.total",2749.36309870143
"Kerala",2030,"Base","mc.total",2747.56781471834
"Kerala",2031,"Base","mc.total",2729.44141308092
"Kerala",2032,"Base","mc.total",2594.85906735724
"Kerala",2033,"Base","mc.total",2908.79515091537
"Kerala",2034,"Base","mc.total",2816.92041785277
"Kerala",2035,"Base","mc.total",2890.1284532518
"Kerala",2036,"Base","mc.total",2899.60962032082
"Kerala",2037,"Base","mc.total",2908.94338559971
"Kerala",2038,"Base","mc.total",2953.95119901914
"Kerala",2039,"Base","mc.total",3081.94474227602
"Kerala",2040,"Base","mc.total",3086.02076935483
"Kerala",2041,"Base","mc.total",3073.67711181263
"Kerala",2042,"Base","mc.total",3105.89996612977
"Kerala",2043,"Base","mc.total",3102.88449943645
"Kerala",2044,"Base","mc.total",3125.33240286076
"Kerala",2045,"Base","mc.total",3100.2819028361
"Kerala",2046,"Base","mc.total",3111.67184756056
"Kerala",2047,"Base","mc.total",3247.79259195181
"Madhya_Pradesh",2017,"Base","mc.total",2884.48038150209
"Madhya_Pradesh",2018,"Base","mc.total",2895.64037925416
"Madhya_Pradesh",2019,"Base","mc.total",2775.9194010343
"Madhya_Pradesh",2020,"Base","mc.total",2623.60745415548
"Madhya_Pradesh",2021,"Base","mc.total",2516.67136493363
"Madhya_Pradesh",2022,"Base","mc.total",2513.8472693048
"Madhya_Pradesh",2023,"Base","mc.total",2744.6188062315
"Madhya_Pradesh",2024,"Base","mc.total",2737.27297173254
"Madhya_Pradesh",2025,"Base","mc.total",2779.25677195945
"Madhya_Pradesh",2026,"Base","mc.total",2805.99333311779
"Madhya_Pradesh",2027,"Base","mc.total",2746.77522729945
"Madhya_Pradesh",2028,"Base","mc.total",2985.48406491856
"Madhya_Pradesh",2029,"Base","mc.total",2736.02827915889
"Madhya_Pradesh",2030,"Base","mc.total",2715.01805670328
"Madhya_Pradesh",2031,"Base","mc.total",2673.21242543755
"Madhya_Pradesh",2032,"Base","mc.total",2563.65095609398
"Madhya_Pradesh",2033,"Base","mc.total",2843.41866043089
"Madhya_Pradesh",2034,"Base","mc.total",2805.189194213
"Madhya_Pradesh",2035,"Base","mc.total",2878.38124482012
"Madhya_Pradesh",2036,"Base","mc.total",2886.05032483004
"Madhya_Pradesh",2037,"Base","mc.total",2878.83219105708
"Madhya_Pradesh",2038,"Base","mc.total",2904.30249745278
"Madhya_Pradesh",2039,"Base","mc.total",3043.02150810342
"Madhya_Pradesh",2040,"Base","mc.total",3084.41180327798
"Madhya_Pradesh",2041,"Base","mc.total",3073.80242056705
"Madhya_Pradesh",2042,"Base","mc.total",3037.39808322627
"Madhya_Pradesh",2043,"Base","mc.total",3025.66213181975
"Madhya_Pradesh",2044,"Base","mc.total",3038.26032359753
"Madhya_Pradesh",2045,"Base","mc.total",3015.67124333816
"Madhya_Pradesh",2046,"Base","mc.total",3023.46279505579
"Madhya_Pradesh",2047,"Base","mc.total",3103.76259983589
"Maharashtra",2017,"Base","mc.total",2978.30171424683
"Maharashtra",2018,"Base","mc.total",2977.78513074489
"Maharashtra",2019,"Base","mc.total",2859.81765391006
"Maharashtra",2020,"Base","mc.total",2710.5559049108
"Maharashtra",2021,"Base","mc.total",2602.63899887335
"Maharashtra",2022,"Base","mc.total",2598.68183563051
"Maharashtra",2023,"Base","mc.total",2831.28904363094
"Maharashtra",2024,"Base","mc.total",2826.59552606166
"Maharashtra",2025,"Base","mc.total",2883.31307179064
"Maharashtra",2026,"Base","mc.total",2910.84284593073
"Maharashtra",2027,"Base","mc.total",2853.91443323199
"Maharashtra",2028,"Base","mc.total",3101.74713477446
"Maharashtra",2029,"Base","mc.total",2843.39438082183
"Maharashtra",2030,"Base","mc.total",2820.76288588041
"Maharashtra",2031,"Base","mc.total",2777.68532259186
"Maharashtra",2032,"Base","mc.total",2664.9621401995
"Maharashtra",2033,"Base","mc.total",2978.89039531665
"Maharashtra",2034,"Base","mc.total",2930.42280391861
"Maharashtra",2035,"Base","mc.total",3008.81077154757
"Maharashtra",2036,"Base","mc.total",3025.50204740618
"Maharashtra",2037,"Base","mc.total",3018.77058279273
"Maharashtra",2038,"Base","mc.total",3048.65992966071
"Maharashtra",2039,"Base","mc.total",3201.80977517434
"Maharashtra",2040,"Base","mc.total",3267.35495722832
"Maharashtra",2041,"Base","mc.total",3244.60500585424
"Maharashtra",2042,"Base","mc.total",3247.32076737756
"Maharashtra",2043,"Base","mc.total",3223.26378690254
"Maharashtra",2044,"Base","mc.total",3247.39156879073
"Maharashtra",2045,"Base","mc.total",3242.30361593983
"Maharashtra",2046,"Base","mc.total",3275.10036993113
"Maharashtra",2047,"Base","mc.total",3368.87184311355
"Manipur",2017,"Base","mc.total",2878.98403014828
"Manipur",2018,"Base","mc.total",2888.77444108694
"Manipur",2019,"Base","mc.total",2768.31350757923
"Manipur",2020,"Base","mc.total",2606.68952131151
"Manipur",2021,"Base","mc.total",2489.09876503103
"Manipur",2022,"Base","mc.total",2485.86889483144
"Manipur",2023,"Base","mc.total",2712.77291057965
"Manipur",2024,"Base","mc.total",2678.7611910463
"Manipur",2025,"Base","mc.total",2718.18942457317
"Manipur",2026,"Base","mc.total",2757.34183549322
"Manipur",2027,"Base","mc.total",2704.41221304389
"Manipur",2028,"Base","mc.total",2895.24935351747
"Manipur",2029,"Base","mc.total",2672.32676485384
"Manipur",2030,"Base","mc.total",2652.13947727936
"Manipur",2031,"Base","mc.total",2618.61589061439
"Manipur",2032,"Base","mc.total",2533.92691447955
"Manipur",2033,"Base","mc.total",2729.64986526045
"Manipur",2034,"Base","mc.total",2769.5987133383
"Manipur",2035,"Base","mc.total",2829.65712668802
"Manipur",2036,"Base","mc.total",2834.93766014859
"Manipur",2037,"Base","mc.total",2824.06731803506
"Manipur",2038,"Base","mc.total",2841.75626524281
"Manipur",2039,"Base","mc.total",2973.09612926369
"Manipur",2040,"Base","mc.total",2999.13366478049
"Manipur",2041,"Base","mc.total",2986.05304442233
"Manipur",2042,"Base","mc.total",2952.74796859755
"Manipur",2043,"Base","mc.total",2935.07182014472
"Manipur",2044,"Base","mc.total",2936.06728444221
"Manipur",2045,"Base","mc.total",2911.9677863802
"Manipur",2046,"Base","mc.total",2923.00169741205
"Manipur",2047,"Base","mc.total",2992.40057663598
"Meghalaya",2017,"Base","mc.total",2879.2239782633
"Meghalaya",2018,"Base","mc.total",2887.54252259422
"Meghalaya",2019,"Base","mc.total",2766.26469630214
"Meghalaya",2020,"Base","mc.total",2599.4148498824
"Meghalaya",2021,"Base","mc.total",2486.51745101425
"Meghalaya",2022,"Base","mc.total",2481.18493584319
"Meghalaya",2023,"Base","mc.total",2713.01302578156
"Meghalaya",2024,"Base","mc.total",2678.89451242271
"Meghalaya",2025,"Base","mc.total",2718.21894274126
"Meghalaya",2026,"Base","mc.total",2757.26509003183
"Meghalaya",2027,"Base","mc.total",2704.23171814454
"Meghalaya",2028,"Base","mc.total",2894.9708249523
"Meghalaya",2029,"Base","mc.total",2671.99680242707
"Meghalaya",2030,"Base","mc.total",2651.73989208853
"Meghalaya",2031,"Base","mc.total",2618.15741572576
"Meghalaya",2032,"Base","mc.total",2533.43581793727
"Meghalaya",2033,"Base","mc.total",2729.01880769915
"Meghalaya",2034,"Base","mc.total",2768.51241745432
"Meghalaya",2035,"Base","mc.total",2827.65501430284
"Meghalaya",2036,"Base","mc.total",2832.81180868096
"Meghalaya",2037,"Base","mc.total",2822.07556056519
"Meghalaya",2038,"Base","mc.total",2839.76415762492
"Meghalaya",2039,"Base","mc.total",2970.24968830094
"Meghalaya",2040,"Base","mc.total",2999.61291368966
"Meghalaya",2041,"Base","mc.total",2991.57349670967
"Meghalaya",2042,"Base","mc.total",2956.72688397138
"Meghalaya",2043,"Base","mc.total",2944.82299107443
"Meghalaya",2044,"Base","mc.total",2950.78105409229
"Meghalaya",2045,"Base","mc.total",2932.85347647222
"Meghalaya",2046,"Base","mc.total",2946.96490704118
"Meghalaya",2047,"Base","mc.total",3013.97478064115
"Mizoram",2017,"Base","mc.total",2878.60907637505
"Mizoram",2018,"Base","mc.total",2888.20826554519
"Mizoram",2019,"Base","mc.total",2767.26337914155
"Mizoram",2020,"Base","mc.total",2605.6323746669
"Mizoram",2021,"Base","mc.total",2488.03740147573
"Mizoram",2022,"Base","mc.total",2484.74340298928
"Mizoram",2023,"Base","mc.total",2698.97723590008
"Mizoram",2024,"Base","mc.total",2665.90677425752
"Mizoram",2025,"Base","mc.total",2704.45258344219
"Mizoram",2026,"Base","mc.total",2746.16073831079
"Mizoram",2027,"Base","mc.total",2696.26526266901
"Mizoram",2028,"Base","mc.total",2892.72011668001
"Mizoram",2029,"Base","mc.total",2670.22545291058
"Mizoram",2030,"Base","mc.total",2650.64219941295
"Mizoram",2031,"Base","mc.total",2617.11785369772
"Mizoram",2032,"Base","mc.total",2532.46985338642
"Mizoram",2033,"Base","mc.total",2727.90438782485
"Mizoram",2034,"Base","mc.total",2761.80146901865
"Mizoram",2035,"Base","mc.total",2824.11399564593
"Mizoram",2036,"Base","mc.total",2830.01956464382
"Mizoram",2037,"Base","mc.total",2819.37427017027
"Mizoram",2038,"Base","mc.total",2837.00084719176
"Mizoram",2039,"Base","mc.total",2957.65816152911
"Mizoram",2040,"Base","mc.total",2979.7634508618
"Mizoram",2041,"Base","mc.total",2963.31235434196
"Mizoram",2042,"Base","mc.total",2929.53178306605
"Mizoram",2043,"Base","mc.total",2911.32066601544
"Mizoram",2044,"Base","mc.total",2910.78193123866
"Mizoram",2045,"Base","mc.total",2887.45104096899
"Mizoram",2046,"Base","mc.total",2886.82739210253
"Mizoram",2047,"Base","mc.total",2959.17484577502
"Nagaland",2017,"Base","mc.total",2877.75062654553
"Nagaland",2018,"Base","mc.total",2887.50998444809
"Nagaland",2019,"Base","mc.total",2767.51693573031
"Nagaland",2020,"Base","mc.total",2605.87350810659
"Nagaland",2021,"Base","mc.total",2488.26269700293
"Nagaland",2022,"Base","mc.total",2484.44058345438
"Nagaland",2023,"Base","mc.total",2711.71543427478
"Nagaland",2024,"Base","mc.total",2677.64520415501
"Nagaland",2025,"Base","mc.total",2716.97747048206
"Nagaland",2026,"Base","mc.total",2756.03091567545
"Nagaland",2027,"Base","mc.total",2703.04320346547
"Nagaland",2028,"Base","mc.total",2893.68790016635
"Nagaland",2029,"Base","mc.total",2670.89847587232
"Nagaland",2030,"Base","mc.total",2650.68120926476
"Nagaland",2031,"Base","mc.total",2617.13476468298
"Nagaland",2032,"Base","mc.total",2532.47005839599
"Nagaland",2033,"Base","mc.total",2727.88452720385
"Nagaland",2034,"Base","mc.total",2767.37702346192
"Nagaland",2035,"Base","mc.total",2825.12796239175
"Nagaland",2036,"Base","mc.total",2831.36969797499
"Nagaland",2037,"Base","mc.total",2820.75900047724
"Nagaland",2038,"Base","mc.total",2838.44147196904
"Nagaland",2039,"Base","mc.total",2968.82079404308
"Nagaland",2040,"Base","mc.total",2998.16577913143
"Nagaland",2041,"Base","mc.total",2988.67237790473
"Nagaland",2042,"Base","mc.total",2954.20457074899
"Nagaland",2043,"Base","mc.total",2939.31468677741
"Nagaland",2044,"Base","mc.total",2942.25880662553
"Nagaland",2045,"Base","mc.total",2921.21317181734
"Nagaland",2046,"Base","mc.total",2932.84342831921
"Nagaland",2047,"Base","mc.total",3001.65776486467
"Odisha",2017,"Base","mc.total",2826.34681048763
"Odisha",2018,"Base","mc.total",2829.04651651692
"Odisha",2019,"Base","mc.total",2697.07380679371
"Odisha",2020,"Base","mc.total",2543.48834690742
"Odisha",2021,"Base","mc.total",2438.98232922637
"Odisha",2022,"Base","mc.total",2429.38726379351
"Odisha",2023,"Base","mc.total",2644.25983516896
"Odisha",2024,"Base","mc.total",2633.95887018766
"Odisha",2025,"Base","mc.total",2684.81488932865
"Odisha",2026,"Base","mc.total",2711.4360340445
"Odisha",2027,"Base","mc.total",2667.75897636706
"Odisha",2028,"Base","mc.total",2895.05363664681
"Odisha",2029,"Base","mc.total",2669.43133181927
"Odisha",2030,"Base","mc.total",2652.42593934354
"Odisha",2031,"Base","mc.total",2616.24403206282
"Odisha",2032,"Base","mc.total",2507.42604741525
"Odisha",2033,"Base","mc.total",2774.539332886
"Odisha",2034,"Base","mc.total",2734.85262222777
"Odisha",2035,"Base","mc.total",2803.68338447651
"Odisha",2036,"Base","mc.total",2814.38346009605
"Odisha",2037,"Base","mc.total",2805.93750761535
"Odisha",2038,"Base","mc.total",2828.43003801762
"Odisha",2039,"Base","mc.total",2954.29592052689
"Odisha",2040,"Base","mc.total",2990.78717493592
"Odisha",2041,"Base","mc.total",2974.9944180348
"Odisha",2042,"Base","mc.total",2936.88689537061
"Odisha",2043,"Base","mc.total",2924.70490168348
"Odisha",2044,"Base","mc.total",2934.25651293205
"Odisha",2045,"Base","mc.total",2875.78292215263
"Odisha",2046,"Base","mc.total",2875.88639990946
"Odisha",2047,"Base","mc.total",2959.38131628584
"Puducherry",2017,"Base","mc.total",2852.75194762707
"Puducherry",2018,"Base","mc.total",2853.8329084719
"Puducherry",2019,"Base","mc.total",2734.99255274241
"Puducherry",2020,"Base","mc.total",2589.34797643396
"Puducherry",2021,"Base","mc.total",2484.3434664493
"Puducherry",2022,"Base","mc.total",2476.41095290173
"Puducherry",2023,"Base","mc.total",2695.64168422343
"Puducherry",2024,"Base","mc.total",2690.23909661536
"Puducherry",2025,"Base","mc.total",2744.3148296439
"Puducherry",2026,"Base","mc.total",2769.66089582505
"Puducherry",2027,"Base","mc.total",2714.04051264557
"Puducherry",2028,"Base","mc.total",2945.45826603421
"Puducherry",2029,"Base","mc.total",2726.23407364844
"Puducherry",2030,"Base","mc.total",2725.01613314765
"Puducherry",2031,"Base","mc.total",2707.44408609403
"Puducherry",2032,"Base","mc.total",2574.04282766812
"Puducherry",2033,"Base","mc.total",2884.68607917363
"Puducherry",2034,"Base","mc.total",2790.83633564242
"Puducherry",2035,"Base","mc.total",2863.03018108683
"Puducherry",2036,"Base","mc.total",2870.66565168972
"Puducherry",2037,"Base","mc.total",2879.94972518637
"Puducherry",2038,"Base","mc.total",2924.83918617586
"Puducherry",2039,"Base","mc.total",3050.54547858247
"Puducherry",2040,"Base","mc.total",3054.27204528982
"Puducherry",2041,"Base","mc.total",3041.45389872285
"Puducherry",2042,"Base","mc.total",3063.55390072086
"Puducherry",2043,"Base","mc.total",3056.32766066532
"Puducherry",2044,"Base","mc.total",3080.20804633767
"Puducherry",2045,"Base","mc.total",3061.07149767025
"Puducherry",2046,"Base","mc.total",3076.71008354612
"Puducherry",2047,"Base","mc.total",3209.49505885456
"Punjab",2017,"Base","mc.total",2912.3805252626
"Punjab",2018,"Base","mc.total",2919.79662878939
"Punjab",2019,"Base","mc.total",2797.43892959784
"Punjab",2020,"Base","mc.total",2646.10343601457
"Punjab",2021,"Base","mc.total",2540.06800539436
"Punjab",2022,"Base","mc.total",2537.31083169757
"Punjab",2023,"Base","mc.total",2769.72794989314
"Punjab",2024,"Base","mc.total",2763.01659529382
"Punjab",2025,"Base","mc.total",2812.4895371703
"Punjab",2026,"Base","mc.total",2850.0764749279
"Punjab",2027,"Base","mc.total",2798.8062027608
"Punjab",2028,"Base","mc.total",3041.03978998448
"Punjab",2029,"Base","mc.total",2798.72848708322
"Punjab",2030,"Base","mc.total",2794.28381854558
"Punjab",2031,"Base","mc.total",2849.28521808393
"Punjab",2032,"Base","mc.total",2765.1724705442
"Punjab",2033,"Base","mc.total",3137.24128127931
"Punjab",2034,"Base","mc.total",3010.70113891813
"Punjab",2035,"Base","mc.total",3062.69208295352
"Punjab",2036,"Base","mc.total",3133.03680137449
"Punjab",2037,"Base","mc.total",3165.65309838622
"Punjab",2038,"Base","mc.total",3230.82870756138
"Punjab",2039,"Base","mc.total",3286.59789629201
"Punjab",2040,"Base","mc.total",3312.64741462693
"Punjab",2041,"Base","mc.total",3304.61897232577
"Punjab",2042,"Base","mc.total",3294.17185889752
"Punjab",2043,"Base","mc.total",3293.58842699742
"Punjab",2044,"Base","mc.total",3305.15345990455
"Punjab",2045,"Base","mc.total",3303.91198875991
"Punjab",2046,"Base","mc.total",3305.72402509281
"Punjab",2047,"Base","mc.total",3380.7202733163
"Rajasthan",2017,"Base","mc.total",2912.68977496381
"Rajasthan",2018,"Base","mc.total",2919.81817992341
"Rajasthan",2019,"Base","mc.total",2792.05785542715
"Rajasthan",2020,"Base","mc.total",2641.41409158533
"Rajasthan",2021,"Base","mc.total",2532.94425027641
"Rajasthan",2022,"Base","mc.total",2530.09616911265
"Rajasthan",2023,"Base","mc.total",2762.86704759114
"Rajasthan",2024,"Base","mc.total",2757.74638327252
"Rajasthan",2025,"Base","mc.total",2808.02933136748
"Rajasthan",2026,"Base","mc.total",2842.94491392609
"Rajasthan",2027,"Base","mc.total",2788.2637122673
"Rajasthan",2028,"Base","mc.total",3033.62147018956
"Rajasthan",2029,"Base","mc.total",2790.92855305905
"Rajasthan",2030,"Base","mc.total",2789.39296884213
"Rajasthan",2031,"Base","mc.total",2843.65762386228
"Rajasthan",2032,"Base","mc.total",2750.96206109722
"Rajasthan",2033,"Base","mc.total",3125.05485826393
"Rajasthan",2034,"Base","mc.total",2999.64618305292
"Rajasthan",2035,"Base","mc.total",3032.63149686332
"Rajasthan",2036,"Base","mc.total",3083.40275940598
"Rajasthan",2037,"Base","mc.total",3091.07152505269
"Rajasthan",2038,"Base","mc.total",3129.11711016466
"Rajasthan",2039,"Base","mc.total",3188.53522166899
"Rajasthan",2040,"Base","mc.total",3200.47580895671
"Rajasthan",2041,"Base","mc.total",3190.08550874602
"Rajasthan",2042,"Base","mc.total",3174.13103755413
"Rajasthan",2043,"Base","mc.total",3174.24481836754
"Rajasthan",2044,"Base","mc.total",3185.27663784147
"Rajasthan",2045,"Base","mc.total",3178.22304805131
"Rajasthan",2046,"Base","mc.total",3179.13368042582
"Rajasthan",2047,"Base","mc.total",3247.83565544431
"Sikkim",2017,"Base","mc.total",2809.04508199612
"Sikkim",2018,"Base","mc.total",2811.56283105324
"Sikkim",2019,"Base","mc.total",2690.8640992643
"Sikkim",2020,"Base","mc.total",2538.69197393156
"Sikkim",2021,"Base","mc.total",2434.88373152072
"Sikkim",2022,"Base","mc.total",2428.04387960871
"Sikkim",2023,"Base","mc.total",2647.94748208358
"Sikkim",2024,"Base","mc.total",2629.16846744882
"Sikkim",2025,"Base","mc.total",2679.95501397365
"Sikkim",2026,"Base","mc.total",2709.04732897734
"Sikkim",2027,"Base","mc.total",2657.87055250857
"Sikkim",2028,"Base","mc.total",2884.7570657697
"Sikkim",2029,"Base","mc.total",2649.85623493778
"Sikkim",2030,"Base","mc.total",2631.15947715559
"Sikkim",2031,"Base","mc.total",2603.07404999378
"Sikkim",2032,"Base","mc.total",2506.71089130686
"Sikkim",2033,"Base","mc.total",2768.24470314432
"Sikkim",2034,"Base","mc.total",2731.09469330638
"Sikkim",2035,"Base","mc.total",2807.46106642261
"Sikkim",2036,"Base","mc.total",2819.37465451015
"Sikkim",2037,"Base","mc.total",2806.73206381906
"Sikkim",2038,"Base","mc.total",2825.62224020723
"Sikkim",2039,"Base","mc.total",2961.32023534821
"Sikkim",2040,"Base","mc.total",2993.62785226411
"Sikkim",2041,"Base","mc.total",2984.39024704604
"Sikkim",2042,"Base","mc.total",2950.49290775119
"Sikkim",2043,"Base","mc.total",2942.34711179624
"Sikkim",2044,"Base","mc.total",2954.27954709286
"Sikkim",2045,"Base","mc.total",2936.8514768149
"Sikkim",2046,"Base","mc.total",2954.8502254437
"Sikkim",2047,"Base","mc.total",3009.61945432782
"Tamil_Nadu",2017,"Base","mc.total",2952.20767097085
"Tamil_Nadu",2018,"Base","mc.total",2951.93591560452
"Tamil_Nadu",2019,"Base","mc.total",2828.42775425836
"Tamil_Nadu",2020,"Base","mc.total",2681.39304810225
"Tamil_Nadu",2021,"Base","mc.total",2573.46990590794
"Tamil_Nadu",2022,"Base","mc.total",2567.85086196785
"Tamil_Nadu",2023,"Base","mc.total",2793.26881475055
"Tamil_Nadu",2024,"Base","mc.total",2785.4832890204
"Tamil_Nadu",2025,"Base","mc.total",2840.77479104907
"Tamil_Nadu",2026,"Base","mc.total",2867.03344287943
"Tamil_Nadu",2027,"Base","mc.total",2808.84182898127
"Tamil_Nadu",2028,"Base","mc.total",3047.17783878618
"Tamil_Nadu",2029,"Base","mc.total",2815.08856156603
"Tamil_Nadu",2030,"Base","mc.total",2811.198467641
"Tamil_Nadu",2031,"Base","mc.total",2791.25347461205
"Tamil_Nadu",2032,"Base","mc.total",2655.00000353732
"Tamil_Nadu",2033,"Base","mc.total",2979.02692861983
"Tamil_Nadu",2034,"Base","mc.total",2896.01246295389
"Tamil_Nadu",2035,"Base","mc.total",2975.90675928055
"Tamil_Nadu",2036,"Base","mc.total",2990.44078816224
"Tamil_Nadu",2037,"Base","mc.total",3000.27989296555
"Tamil_Nadu",2038,"Base","mc.total",3045.22817030042
"Tamil_Nadu",2039,"Base","mc.total",3181.29839823496
"Tamil_Nadu",2040,"Base","mc.total",3186.92124264792
"Tamil_Nadu",2041,"Base","mc.total",3177.47983296619
"Tamil_Nadu",2042,"Base","mc.total",3196.7082828324
"Tamil_Nadu",2043,"Base","mc.total",3188.95858248019
"Tamil_Nadu",2044,"Base","mc.total",3212.72734085925
"Tamil_Nadu",2045,"Base","mc.total",3191.37076478341
"Tamil_Nadu",2046,"Base","mc.total",3205.58128530964
"Tamil_Nadu",2047,"Base","mc.total",3347.35524683622
"Telangana",2017,"Base","mc.total",2896.12960318232
"Telangana",2018,"Base","mc.total",2900.68295588127
"Telangana",2019,"Base","mc.total",2789.3651699886
"Telangana",2020,"Base","mc.total",2636.47287146616
"Telangana",2021,"Base","mc.total",2529.19822292164
"Telangana",2022,"Base","mc.total",2521.71279758758
"Telangana",2023,"Base","mc.total",2743.9395459756
"Telangana",2024,"Base","mc.total",2735.24457175779
"Telangana",2025,"Base","mc.total",2788.76823830234
"Telangana",2026,"Base","mc.total",2813.46106575022
"Telangana",2027,"Base","mc.total",2756.99271466565
"Telangana",2028,"Base","mc.total",2995.17368061322
"Telangana",2029,"Base","mc.total",2764.99339887571
"Telangana",2030,"Base","mc.total",2761.45129513058
"Telangana",2031,"Base","mc.total",2735.08085424872
"Telangana",2032,"Base","mc.total",2605.59582124958
"Telangana",2033,"Base","mc.total",2912.98085996367
"Telangana",2034,"Base","mc.total",2843.86426481933
"Telangana",2035,"Base","mc.total",2921.31309507649
"Telangana",2036,"Base","mc.total",2931.30204097726
"Telangana",2037,"Base","mc.total",2943.84240651245
"Telangana",2038,"Base","mc.total",2982.02568499041
"Telangana",2039,"Base","mc.total",3097.3158537125
"Telangana",2040,"Base","mc.total",3147.99379120306
"Telangana",2041,"Base","mc.total",3117.13629212212
"Telangana",2042,"Base","mc.total",3114.66710991634
"Telangana",2043,"Base","mc.total",3092.10425775563
"Telangana",2044,"Base","mc.total",3118.6080363461
"Telangana",2045,"Base","mc.total",3119.30738706727
"Telangana",2046,"Base","mc.total",3151.24418843924
"Telangana",2047,"Base","mc.total",3242.01405855416
"Tripura",2017,"Base","mc.total",2879.44109608751
"Tripura",2018,"Base","mc.total",2889.01464497983
"Tripura",2019,"Base","mc.total",2768.01009364599
"Tripura",2020,"Base","mc.total",2606.33224601852
"Tripura",2021,"Base","mc.total",2488.68308041393
"Tripura",2022,"Base","mc.total",2485.36685630024
"Tripura",2023,"Base","mc.total",2681.67753706025
"Tripura",2024,"Base","mc.total",2646.98967592352
"Tripura",2025,"Base","mc.total",2681.17050185155
"Tripura",2026,"Base","mc.total",2720.92079149113
"Tripura",2027,"Base","mc.total",2672.93915197109
"Tripura",2028,"Base","mc.total",2857.1544861777
"Tripura",2029,"Base","mc.total",2649.65735995162
"Tripura",2030,"Base","mc.total",2630.61122252182
"Tripura",2031,"Base","mc.total",2596.72490721863
"Tripura",2032,"Base","mc.total",2532.74569800494
"Tripura",2033,"Base","mc.total",2703.03663039693
"Tripura",2034,"Base","mc.total",2742.11514379193
"Tripura",2035,"Base","mc.total",2800.17280496315
"Tripura",2036,"Base","mc.total",2809.40570825908
"Tripura",2037,"Base","mc.total",2803.20384277421
"Tripura",2038,"Base","mc.total",2822.56701795423
"Tripura",2039,"Base","mc.total",2947.46530141048
"Tripura",2040,"Base","mc.total",2975.08456441632
"Tripura",2041,"Base","mc.total",2962.87898366274
"Tripura",2042,"Base","mc.total",2929.360762596
"Tripura",2043,"Base","mc.total",2918.69549326915
"Tripura",2044,"Base","mc.total",2922.50499712894
"Tripura",2045,"Base","mc.total",2906.26138850702
"Tripura",2046,"Base","mc.total",2921.36638978673
"Tripura",2047,"Base","mc.total",2993.56600565512
"Uttar_Pradesh",2017,"Base","mc.total",2957.52810423594
"Uttar_Pradesh",2018,"Base","mc.total",2968.09391998547
"Uttar_Pradesh",2019,"Base","mc.total",2845.82750227256
"Uttar_Pradesh",2020,"Base","mc.total",2691.87803733846
"Uttar_Pradesh",2021,"Base","mc.total",2583.95872169301
"Uttar_Pradesh",2022,"Base","mc.total",2582.77342644125
"Uttar_Pradesh",2023,"Base","mc.total",2818.61607308235
"Uttar_Pradesh",2024,"Base","mc.total",2809.81393378267
"Uttar_Pradesh",2025,"Base","mc.total",2860.68043948351
"Uttar_Pradesh",2026,"Base","mc.total",2896.60053589907
"Uttar_Pradesh",2027,"Base","mc.total",2841.95862334483
"Uttar_Pradesh",2028,"Base","mc.total",3088.30192540893
"Uttar_Pradesh",2029,"Base","mc.total",2832.18112597626
"Uttar_Pradesh",2030,"Base","mc.total",2819.11022739567
"Uttar_Pradesh",2031,"Base","mc.total",2871.30386330635
"Uttar_Pradesh",2032,"Base","mc.total",2792.83161432933
"Uttar_Pradesh",2033,"Base","mc.total",3169.42542548608
"Uttar_Pradesh",2034,"Base","mc.total",3055.28079095272
"Uttar_Pradesh",2035,"Base","mc.total",3114.79126584944
"Uttar_Pradesh",2036,"Base","mc.total",3188.22635403797
"Uttar_Pradesh",2037,"Base","mc.total",3220.9754930227
