Year 1 hourly electric load (kWh),Year 1 hourly sales/purchases without sytem ($),Hourly energy charge TOU period,Hourly demand charge TOU period,Hourly Energy (kWh)
260,-23.7952,2,1,0.171306
211.111,-19.3209,2,1,0.358343
211.112,-19.3209,2,1,0.420098
211.112,-19.3209,2,1,0.411775
211.113,-19.321,2,1,0.51573
211.112,-19.3209,2,1,0.413974
211.111,-19.3209,2,1,0.375286
260,-23.7952,2,1,0.257633
296.666,-27.1509,2,1,0.182381
296.666,-27.1509,2,1,0.00177139
289.309,-26.4776,2,1,0
323.484,-29.6052,2,1,0
299.041,-27.3682,2,1,0
274.595,-19.9136,1,1,0
250.151,-18.1409,1,1,0
237.928,-17.2546,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
432.699,-31.3793,1,1,0
511.235,-37.0747,1,1,0.0182556
1050.74,-76.1995,1,1,0.248462
1014,-92.8016,2,1,0.41678
965.057,-88.322,2,1,0.588
1078.5,-98.7041,2,1,0.711978
1139.14,-104.254,2,1,0.769066
1311.36,-120.015,2,1,0.76177
1364.63,-124.891,2,1,0.711865
1367.22,-125.128,2,1,0.627485
1426.17,-130.523,2,1,0.455101
1315.7,-120.413,2,1,0.227245
1112.31,-101.798,2,1,0.00496229
1098.08,-100.496,2,1,0
976.296,-89.3506,2,1,0
938.994,-85.9367,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
430.071,-31.1887,1,1,0
511.083,-37.0637,1,1,0.0169531
1050.63,-76.1918,1,1,0.244226
1088.14,-99.5865,2,1,0.45465
1206.4,-110.41,2,1,0.611947
1342.67,-122.881,2,1,0.699859
1320.84,-120.883,2,1,0.73209
1376.98,-126.021,2,1,0.710772
1393.79,-127.559,2,1,0.679815
1414.06,-129.415,2,1,0.581149
1477.77,-135.246,2,1,0.420246
1368.27,-125.224,2,1,0.204859
1161.53,-106.304,2,1,0.00458383
1141.73,-104.492,2,1,0
1014.01,-92.8026,2,1,0
970.955,-88.8618,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
430.835,-31.2441,1,1,0
510.967,-37.0553,1,1,0.0239679
1183,-85.791,1,1,0.268116
1349.24,-123.483,2,1,0.470442
1376.57,-125.984,2,1,0.605504
1412.31,-129.255,2,1,0.693814
1392.09,-127.405,2,1,0.731442
1463.81,-133.967,2,1,0.725763
1480.97,-135.539,2,1,0.700437
1495.19,-136.84,2,1,0.61328
1550.27,-141.881,2,1,0.454594
1441.07,-131.887,2,1,0.230724
1232.9,-112.835,2,1,0.00526628
1214.56,-111.157,2,1,0
1087.05,-99.4865,2,1,0
1042.79,-95.4357,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
734.968,-53.2999,1,1,0
802.221,-58.177,1,1,0.014377
1447.39,-104.965,1,1,0.216463
1458.8,-133.509,2,1,0.423288
1462.76,-133.872,2,1,0.589652
1495.3,-136.85,2,1,0.696168
1451.04,-132.799,2,1,0.747051
1493.03,-136.642,2,1,0.738187
1492.31,-136.576,2,1,0.680133
1490.34,-136.396,2,1,0.562414
1536.62,-140.631,2,1,0.390069
1426.63,-130.566,2,1,0.182687
1237.77,-113.281,2,1,0.00464902
1235.88,-113.108,2,1,0
1118.17,-102.335,2,1,0
1080.98,-98.9311,2,1,0
435.355,-31.5719,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
846.106,-61.3596,1,1,0
910.631,-66.039,1,1,0.0301815
1465.1,-106.249,1,1,0.25963
1481.41,-107.432,1,1,0.4718
1483.33,-107.571,1,1,0.636282
1490.65,-108.102,1,1,0.720126
1443.85,-104.708,1,1,0.643321
1493.13,-108.282,1,1,0.746806
1496.45,-108.522,1,1,0.683878
1495.04,-108.42,1,1,0.564929
1542.53,-111.864,1,1,0.321615
1427.58,-103.528,1,1,0.213443
1231.24,-89.2895,1,1,0.00762111
1229.81,-89.1857,1,1,0
1122.88,-81.4315,1,1,0
1089.41,-79.0042,1,1,0
609.643,-44.2113,1,1,0
510.828,-37.0452,1,1,0
424.313,-30.7712,1,1,0
395.37,-28.6723,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.597,-19.9137,1,1,0
847.124,-61.4334,1,1,0
806.572,-58.4926,1,1,0.0260418
1052.66,-76.3391,1,1,0.207103
1059.47,-76.8326,1,1,0.352216
1060.2,-76.8854,1,1,0.420159
1078.24,-78.1942,1,1,0.51731
1087.98,-78.9005,1,1,0.602612
1096.96,-79.5516,1,1,0.635458
850.211,-61.6573,1,1,0.69453
852.1,-61.7943,1,1,0.58983
900.063,-65.2725,1,1,0.453552
865.848,-62.7913,1,1,0.23035
733.52,-53.1949,1,1,0.00626698
658.098,-47.7253,1,1,0
714.495,-51.8152,1,1,0
670.567,-48.6295,1,1,0
437.846,-31.7526,1,1,0
275.882,-20.0069,1,1,0
288.346,-20.9109,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
323.484,-23.459,1,1,0
372.472,-27.0117,1,1,0.0269056
670.565,-48.6294,1,1,0.237873
616.034,-56.3795,2,1,0.399807
637.893,-58.38,2,1,0.442557
614.122,-56.2045,2,1,0.687959
674.336,-61.7152,2,1,0.735625
640.452,-58.6142,2,1,0.767442
695.006,-63.607,2,1,0.70921
657.398,-60.1651,2,1,0.596225
751.373,-68.7656,2,1,0.42222
743.635,-68.0575,2,1,0.208166
780.429,-71.4249,2,1,0.00454923
722.078,-66.0846,2,1,0
724.569,-66.3125,2,1,0
543.494,-49.7406,2,1,0
354.472,-25.7063,1,1,0
250.151,-18.1409,1,1,0
237.928,-17.2546,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
681.905,-49.4517,1,1,0
733.56,-53.1978,1,1,0.00111775
1402.19,-101.687,1,1,0.106732
1413.48,-129.361,2,1,0.167973
1409.07,-128.958,2,1,0.196846
1447.36,-132.463,2,1,0.266021
1411.91,-129.218,2,1,0.316764
1484.62,-135.872,2,1,0.341124
1485.97,-135.996,2,1,0.284116
1483.48,-135.768,2,1,0.267707
1533.93,-140.385,2,1,0.186188
1435.95,-131.418,2,1,0.186706
1242.59,-113.722,2,1,0.00719343
1209.38,-110.682,2,1,0
1067.98,-97.7415,2,1,0
1017.38,-93.1106,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
607.87,-44.0828,1,1,0
621.235,-45.052,1,1,0.00244255
1231.76,-89.3273,1,1,0.11461
1349.21,-123.48,2,1,0.300714
1372.02,-125.567,2,1,0.573624
1406.29,-128.704,2,1,0.604426
1377.98,-126.113,2,1,0.746192
1455.82,-133.237,2,1,0.686376
1480.78,-135.521,2,1,0.635791
1494.19,-136.748,2,1,0.505631
1544.88,-141.387,2,1,0.259875
1432.99,-131.148,2,1,0.122362
1214.99,-111.196,2,1,0.0047508
1184.83,-108.436,2,1,0
1068.21,-97.7622,2,1,0
1030.4,-94.3024,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
756.285,-54.8458,1,1,0
763.9,-55.398,1,1,0.00799043
1410.25,-102.272,1,1,0.147884
1431.14,-130.978,2,1,0.370074
1419.81,-129.941,2,1,0.55859
1465.57,-134.129,2,1,0.653526
1434.86,-131.318,2,1,0.684999
1502.53,-137.512,2,1,0.705585
1499.73,-137.256,2,1,0.672602
1494.79,-136.804,2,1,0.586536
1542.28,-141.15,2,1,0.437081
1431.01,-130.966,2,1,0.225186
1233.01,-112.845,2,1,0.00656509
1197.58,-109.602,2,1,0
1073.29,-98.2274,2,1,0
1041.38,-95.3067,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
832.19,-60.3504,1,1,0
829.955,-60.1884,1,1,0.00285926
1437.37,-104.238,1,1,0.0576328
1439.44,-131.738,2,1,0.178024
1432.03,-131.059,2,1,0.228825
1472.11,-134.728,2,1,0.45357
1439.4,-131.734,2,1,0.573239
1487.86,-136.169,2,1,0.761884
1486.16,-136.013,2,1,0.715304
1486.1,-136.008,2,1,0.608947
1534.34,-140.423,2,1,0.442454
1425.42,-130.454,2,1,0.227768
1237.39,-113.246,2,1,0.00714929
1220.84,-111.731,2,1,0
1098.45,-100.53,2,1,0
1061.37,-97.1363,2,1,0
378.04,-27.4154,1,1,0
355.26,-25.7635,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
359.364,-26.0611,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
837.69,-60.7493,1,1,0
903.306,-65.5078,1,1,0.00726883
1464.63,-106.215,1,1,0.203659
1457.19,-105.676,1,1,0.389121
1443.59,-104.689,1,1,0.601815
1469.79,-106.589,1,1,0.697809
1429.37,-103.658,1,1,0.759696
1493.48,-108.307,1,1,0.75617
1496.16,-108.502,1,1,0.72247
1494.55,-108.384,1,1,0.611263
1544.71,-112.022,1,1,0.445915
1437.61,-104.255,1,1,0.236493
1246.87,-90.4228,1,1,0.00649923
1209.97,-87.7472,1,1,0
1075.26,-77.9777,1,1,0
1041.16,-75.5048,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
717.188,-52.0104,1,1,0
631.116,-45.7686,1,1,0.0020805
1012.8,-73.4483,1,1,0.207637
1057.63,-76.6991,1,1,0.397612
1030.99,-74.7676,1,1,0.592486
1054.01,-76.4368,1,1,0.703836
1077.47,-78.1378,1,1,0.754538
1097.72,-79.6067,1,1,0.765836
859.246,-62.3125,1,1,0.715073
863.894,-62.6496,1,1,0.606674
900.738,-65.3215,1,1,0.442803
840.622,-60.9619,1,1,0.224777
669.827,-48.5758,1,1,0.00565096
610.729,-44.2901,1,1,0
323.485,-23.4591,1,1,0
299.041,-21.6865,1,1,0
274.595,-19.9137,1,1,0
250.151,-18.1409,1,1,0
237.929,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
323.484,-23.459,1,1,1.75E-05
296.666,-21.5142,1,1,0.00122332
653.064,-47.3602,1,1,0.201739
604.289,-55.3045,2,1,0.430303
621.554,-56.8846,2,1,0.597465
587.45,-53.7634,2,1,0.704056
614.786,-56.2652,2,1,0.758176
570.286,-52.1926,2,1,0.757761
667.782,-61.1154,2,1,0.693246
614.691,-56.2565,2,1,0.554932
724.973,-66.3495,2,1,0.390845
703.68,-64.4008,2,1,0.188742
762.795,-69.811,2,1,0.00691711
686.642,-62.8415,2,1,0
591.198,-54.1064,2,1,0
357.566,-32.7244,2,1,0
274.595,-19.9136,1,1,0
250.151,-18.1409,1,1,0
237.928,-17.2546,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
824.174,-59.7691,1,1,0
837.298,-60.7209,1,1,0.00488351
1448.11,-105.017,1,1,0.133628
1448.66,-132.581,2,1,0.208463
1437.22,-131.534,2,1,0.264924
1472.6,-134.773,2,1,0.27835
1441.51,-131.927,2,1,0.436327
1500.97,-137.369,2,1,0.437339
1496.33,-136.944,2,1,0.343322
1493.78,-136.711,2,1,0.512207
1543.05,-141.22,2,1,0.244274
1433.38,-131.183,2,1,0.180889
1241.72,-113.643,2,1,0.011324
1232.86,-112.831,2,1,0
1121.24,-102.615,2,1,0
1078.19,-98.6758,2,1,0
439.085,-31.8425,1,1,0
514.994,-37.3474,1,1,0
353.344,-25.6245,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
822.014,-59.6125,1,1,0
896.334,-65.0021,1,1,0.00357955
1466.1,-106.321,1,1,0.144822
1474.91,-134.984,2,1,0.279133
1479.73,-135.425,2,1,0.368424
1499.82,-137.263,2,1,0.538078
1454.46,-133.112,2,1,0.507342
1495.77,-136.893,2,1,0.460306
1492.91,-136.631,2,1,0.632113
1491.58,-136.51,2,1,0.565273
1540.85,-141.018,2,1,0.262482
1435.98,-131.421,2,1,0.14563
1246.86,-114.113,2,1,0.00490389
1236.11,-113.129,2,1,0
1125.05,-102.964,2,1,0
1086.27,-99.4153,2,1,0
570.431,-41.3677,1,1,0
524.158,-38.012,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
359.324,-26.0582,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
825.373,-59.8561,1,1,0
897.606,-65.0944,1,1,0.00403884
1464.85,-106.231,1,1,0.0503526
1470.87,-134.614,2,1,0.175577
1468.79,-134.424,2,1,0.217892
1489.7,-136.338,2,1,0.271537
1449.52,-132.66,2,1,0.305631
1497.53,-137.054,2,1,0.168659
1498.01,-137.098,2,1,0.311888
1500.23,-137.301,2,1,0.251324
1548.13,-141.685,2,1,0.104733
1437.92,-131.598,2,1,0.110085
1244.4,-113.888,2,1,0.00370156
1194.53,-109.323,2,1,0
1047.84,-95.8979,2,1,0
992.544,-90.8376,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
698.957,-50.6884,1,1,0
763.69,-55.3828,1,1,0.0799929
1411.05,-102.329,1,1,0.278396
1412.99,-129.317,2,1,0.440123
1412.22,-129.247,2,1,0.537269
1454.57,-133.122,2,1,0.722046
1415.05,-129.506,2,1,0.779041
1480.05,-135.454,2,1,0.787091
1484.05,-135.82,2,1,0.723805
1478.08,-135.274,2,1,0.632978
1521.46,-139.244,2,1,0.458218
1409.08,-128.959,2,1,0.19682
1211.89,-110.912,2,1,0.0151916
1182.27,-108.201,2,1,0
1055.93,-96.6389,2,1,0
1005.83,-92.0537,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
594.062,-43.0814,1,1,9.12E-07
668.335,-48.4676,1,1,0.0412081
1356.64,-98.3838,1,1,0.289642
1393.18,-101.033,1,1,0.483881
1379.97,-100.076,1,1,0.636934
1423.39,-103.224,1,1,0.726321
1399.33,-101.479,1,1,0.739145
1473.52,-106.859,1,1,0.710044
1474.46,-106.928,1,1,0.669039
1472.52,-106.787,1,1,0.551058
1521.18,-110.316,1,1,0.404957
1413.79,-102.528,1,1,0.160518
1224.26,-88.7833,1,1,0.00447561
1200.24,-87.0413,1,1,0
1079.14,-78.2592,1,1,0
1036.91,-75.1965,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
828.723,-60.099,1,1,3.45E-05
780.328,-56.5894,1,1,0.0176621
1034.48,-75.0207,1,1,0.206917
1012.59,-73.4331,1,1,0.421877
998.438,-72.4067,1,1,0.613309
1048.11,-76.0092,1,1,0.707298
1069.28,-77.5445,1,1,0.749888
1088.6,-78.9455,1,1,0.74645
847.968,-61.4946,1,1,0.692817
849.832,-61.6298,1,1,0.588317
899.443,-65.2276,1,1,0.422607
866.129,-62.8117,1,1,0.216533
574.473,-41.6608,1,1,0.00970881
689.966,-50.0364,1,1,0
673.437,-48.8377,1,1,0
583.23,-42.2959,1,1,0
429.922,-31.1779,1,1,0
512.286,-37.151,1,1,0
237.929,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.15,-18.1409,1,1,0
274.596,-19.9137,1,1,0
314.94,-22.8394,1,1,1.15E-05
453.148,-32.8623,1,1,0.0108555
620.715,-45.0142,1,1,0.104277
596.069,-54.5522,2,1,0.237898
651.268,-59.6041,2,1,0.22932
606.338,-55.4921,2,1,0.626799
687.945,-62.9607,2,1,0.72518
632.492,-57.8857,2,1,0.746122
695.824,-63.6818,2,1,0.681279
631.388,-57.7846,2,1,0.596301
749.637,-68.6068,2,1,0.43225
721.342,-66.0172,2,1,0.217455
784.694,-71.8151,2,1,0.0114783
701.653,-64.2152,2,1,0
786.106,-71.9445,2,1,0
606.964,-55.5494,2,1,0
661.916,-48.0022,1,1,0
629.447,-45.6475,1,1,0
571.565,-41.4499,1,1,0
541.224,-39.2496,1,1,0
375.979,-27.266,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
925.305,-67.1031,1,1,0
1004.22,-72.8261,1,1,0.00727294
1577.2,-114.379,1,1,0.131917
1583.42,-144.915,2,1,0.215343
1539.04,-140.853,2,1,0.285398
1534.99,-140.482,2,1,0.256609
1486.27,-136.023,2,1,0.341706
1531.05,-140.121,2,1,0.342151
1527.74,-139.819,2,1,0.574658
1525.99,-139.659,2,1,0.574768
1572.59,-143.923,2,1,0.434797
1459.26,-133.551,2,1,0.228972
1266.36,-115.898,2,1,0.00962218
1250.64,-114.459,2,1,0
1161.84,-106.332,2,1,0
1129.36,-103.359,2,1,0
422.271,-30.6231,1,1,0
578.22,-41.9325,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
362.677,-26.3014,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
931.844,-67.5773,1,1,5.71E-05
1000.92,-72.587,1,1,0.00614913
1586.85,-115.079,1,1,0.114304
1576.73,-144.303,2,1,0.156717
1523.99,-139.475,2,1,0.257812
1520.93,-139.195,2,1,0.607106
1472.13,-134.729,2,1,0.711957
1517.15,-138.849,2,1,0.741846
1514.75,-138.63,2,1,0.672889
1514.29,-138.588,2,1,0.557135
1561.86,-142.941,2,1,0.391732
1447.04,-132.433,2,1,0.190031
1253.78,-114.746,2,1,0.00943962
1236.84,-113.195,2,1,0
1147.96,-105.062,2,1,0
1134.36,-103.816,2,1,0
664.95,-48.2222,1,1,0
646.554,-46.8881,1,1,0
646.194,-46.862,1,1,0
316.385,-22.9443,1,1,0
549.163,-39.8253,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
910.45,-66.0258,1,1,6.12E-06
978.789,-70.9818,1,1,0.0155664
1562.79,-113.334,1,1,0.10023
1563.11,-143.056,2,1,0.220758
1511.16,-138.302,2,1,0.212777
1511.14,-138.299,2,1,0.33436
1465.44,-134.117,2,1,0.412524
1510.92,-138.279,2,1,0.49529
1509.37,-138.137,2,1,0.475332
1508.18,-138.028,2,1,0.345531
1556.06,-142.411,2,1,0.362657
1441.55,-131.931,2,1,0.162253
1247.9,-114.208,2,1,0.0135193
1226.99,-112.294,2,1,0
1137.25,-104.081,2,1,0
1122.37,-102.72,2,1,0
619.52,-44.9276,1,1,0
703.428,-51.0126,1,1,0
677.382,-49.1237,1,1,0
667.765,-48.4264,1,1,0
509.704,-36.9637,1,1,0
545.149,-39.5342,1,1,0
328.506,-23.8232,1,1,0
349.357,-25.3354,1,1,0
898.753,-65.1776,1,1,1.27E-05
979.589,-71.0398,1,1,0.0986465
1548.57,-112.303,1,1,0.271241
1555.19,-142.331,2,1,0.489489
1511.72,-138.352,2,1,0.610746
1512.29,-138.404,2,1,0.727665
1465.86,-134.156,2,1,0.739949
1510.94,-138.281,2,1,0.772228
1509.06,-138.109,2,1,0.713463
1507.29,-137.947,2,1,0.539016
1552.48,-142.083,2,1,0.428888
1439.26,-131.721,2,1,0.219714
1250.79,-114.473,2,1,0.00893624
1234.74,-113.003,2,1,0
1139.83,-104.317,2,1,0
1095.75,-100.283,2,1,0
613.009,-44.4554,1,1,0
536.575,-38.9124,1,1,0
444.695,-32.2493,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
365.65,-26.517,1,1,0
349.357,-25.3354,1,1,0
832.633,-60.3825,1,1,7.53E-05
923.854,-66.9979,1,1,0.0973785
1512.66,-109.698,1,1,0.28621
1523.39,-110.477,1,1,0.469753
1489.21,-107.997,1,1,0.594051
1496,-108.49,1,1,0.685232
1453.66,-105.419,1,1,0.725797
1496.34,-108.514,1,1,0.72602
1492.63,-108.245,1,1,0.675946
1492.99,-108.272,1,1,0.576809
1545.25,-112.061,1,1,0.42001
1434.58,-104.036,1,1,0.216372
1240,-89.9245,1,1,0.0103511
1219.64,-88.4483,1,1,0
1123.21,-81.4555,1,1,0
1087.85,-78.8909,1,1,0
633.282,-45.9256,1,1,0
369.955,-26.8291,1,1,0
563.672,-40.8775,1,1,0
263.767,-19.1284,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
845.999,-61.3518,1,1,5.94E-05
824.982,-59.8277,1,1,0.0986424
1093.15,-79.2753,1,1,0.297334
1094.41,-79.3664,1,1,0.48952
1077.16,-78.1158,1,1,0.623088
1104.76,-80.1174,1,1,0.707516
1113.88,-80.7782,1,1,0.745484
1116.09,-80.9386,1,1,0.735122
866.062,-62.8068,1,1,0.691041
865.552,-62.7698,1,1,0.593966
913.909,-66.2766,1,1,0.43899
877.748,-63.6543,1,1,0.215201
742,-53.8099,1,1,0.0122007
650.401,-47.1671,1,1,0
692.295,-50.2053,1,1,0
631.375,-45.7873,1,1,0
522.048,-37.8589,1,1,0
489.821,-35.5218,1,1,0
237.929,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.15,-18.1409,1,1,0
274.596,-19.9137,1,1,0
306.396,-22.2199,1,1,0
517.598,-37.5362,1,1,0.0139151
671.542,-48.7002,1,1,0.195165
587.243,-53.7444,2,1,0.256089
643.958,-58.935,2,1,0.41882
570.693,-52.2298,2,1,0.698289
663.228,-60.6986,2,1,0.716591
575.053,-52.6288,2,1,0.769625
671.855,-61.4881,2,1,0.70877
587.558,-53.7733,2,1,0.596369
735.731,-67.3341,2,1,0.440757
678.16,-62.0652,2,1,0.22937
766.401,-70.141,2,1,0.00968783
646.055,-59.127,2,1,0
697.168,-63.8049,2,1,0
703.263,-64.3626,2,1,0
625.848,-45.3865,1,1,0
395.448,-28.6779,1,1,0
459.471,-18108,1,1,0
359.774,-26.0908,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
845.031,-61.2817,1,1,4.98E-05
927.814,-67.2851,1,1,0.0237655
1509.24,-109.45,1,1,0.185994
1507.68,-137.982,2,1,0.373752
1484.19,-135.833,2,1,0.599254
1492.66,-136.608,2,1,0.687627
1452.94,-132.973,2,1,0.733504
1497.8,-137.079,2,1,0.719611
1493.99,-136.73,2,1,0.657753
1492.57,-136.6,2,1,0.543937
1539.6,-140.904,2,1,0.383752
1428.07,-130.697,2,1,0.196329
1237.24,-113.232,2,1,0.0167764
1217.42,-111.418,2,1,1.27E-06
1114.99,-102.044,2,1,0
1081.95,-99.0201,2,1,0
605.528,-43.9129,1,1,0
577.108,-41.8519,1,1,0
313.483,-22.7338,1,1,0
337.965,-24.5093,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
829.619,-60.1639,1,1,2.08E-06
917.257,-66.5194,1,1,0.00752539
1507.4,-109.316,1,1,0.244671
1525.72,-139.634,2,1,0.464083
1493.55,-136.689,2,1,0.632523
1494.76,-136.8,2,1,0.714339
1449.64,-132.671,2,1,0.751985
1496.16,-136.929,2,1,0.737759
1493.83,-136.716,2,1,0.691873
1491.67,-136.518,2,1,0.591315
1541.03,-141.035,2,1,0.433228
1427.65,-130.658,2,1,0.221671
1234.45,-112.977,2,1,0.0182523
1216.71,-111.353,2,1,3.76E-05
1128.33,-103.265,2,1,0
1107.97,-101.402,2,1,0
652.646,-47.3299,1,1,0
618.972,-44.8878,1,1,0
621.618,-45.0797,1,1,0
529.203,-38.3778,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
346.429,-25.123,1,1,0
371.799,-26.9628,1,1,0
840.179,-60.9298,1,1,4.98E-05
931.694,-67.5665,1,1,0.00798117
1514.94,-109.864,1,1,0.219924
1530.95,-140.113,2,1,0.430928
1498.65,-137.156,2,1,0.622928
1498.72,-137.162,2,1,0.648963
1454.71,-133.135,2,1,0.545129
1505.79,-137.81,2,1,0.667726
1507.36,-137.953,2,1,0.493722
1505.74,-137.805,2,1,0.434715
1551.06,-141.953,2,1,0.357788
1440.61,-131.845,2,1,0.188075
1256.83,-115.025,2,1,0.00673144
1242.79,-113.74,2,1,0
1137.49,-104.103,2,1,0
1107.32,-101.342,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
933.113,-67.6694,1,1,1.87E-05
1010.74,-73.2985,1,1,0.00937563
1553.4,-112.652,1,1,0.0971472
1509.66,-138.164,2,1,0.166936
1473.95,-134.895,2,1,0.227463
1495.01,-136.823,2,1,0.400109
1464.99,-134.076,2,1,0.57745
1532.24,-140.231,2,1,0.660709
1528.92,-139.927,2,1,0.596834
1527.23,-139.772,2,1,0.490226
1579.9,-144.593,2,1,0.377574
1393.92,-127.572,2,1,0.19119
1083.83,-99.1922,2,1,0.00956492
1126.05,-103.056,2,1,0
1037.83,-94.9821,2,1,0
987.556,-90.3811,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
743.183,-53.8956,1,1,0.000129653
