Year 1 hourly electric load (kWh),Year 1 hourly sales/purchases without sytem ($),Hourly energy charge TOU period,Hourly demand charge TOU period,Hourly Energy (kWh)
698.85,-47.5078,3,1,0
752.417,-51.1493,3,1,0
1024.86,-69.6698,3,1,0.00127707
1011.04,-68.7302,3,1,0.106811
1254.22,-85.262,3,1,0.262447
1212.17,-82.4036,3,1,0.432589
1159.56,-78.8272,3,1,0.565784
1155.71,-78.5653,3,1,0.647187
1139.62,-77.4716,3,1,0.684503
1135.79,-77.2113,3,1,0.673669
890.743,-60.5527,3,1,0.627794
889.765,-60.4862,3,1,0.538099
932.77,-63.4097,3,1,0.401337
893.366,-60.7311,3,1,0.233607
799.908,-54.3778,3,1,0.0872673
724.712,-49.2659,3,1,0.000487796
860.301,-58.4833,3,1,0
746.341,-50.7362,3,1,0
834.14,-56.7048,3,1,0
701.976,-47.7203,3,1,0
805.532,-54.7601,3,1,0
692.844,-47.0995,3,1,0
800.146,-54.394,3,1,0
670.671,-45.5922,3,1,0
749.233,-50.9329,3,1,0
787.827,-53.5565,3,1,0
744.876,-50.6366,3,1,0.000116585
895.397,-60.8691,3,1,0.0288664
854.548,-58.0922,3,1,0.205193
880.578,-120.895,4,2,0.402575
793.573,-108.95,4,2,0.573509
846.716,-116.246,4,2,0.659618
802.397,-110.161,4,2,0.696188
841.831,-283.343,5,3,0.685562
788.341,-265.34,5,3,0.636966
835.935,-281.359,5,3,0.538954
846.267,-284.837,5,3,0.399655
921.953,-310.311,5,3,0.236464
885.515,-298.047,5,3,0.09206
893.469,-122.664,4,2,0.00061528
872.257,-119.752,4,2,0
920.481,-126.373,4,2,0
845.59,-57.4832,3,1,0
861.77,-58.5832,3,1,0
780.173,-53.0362,3,1,0
878.964,-59.752,3,1,0
797.363,-54.2047,3,1,0
801.895,-54.5128,3,1,0
799.525,-54.3517,3,1,0
829.895,-56.4162,3,1,0
1019.71,-69.3201,3,1,7.48E-05
1107.93,-75.3172,3,1,0.0162772
1629.01,-110.74,3,1,0.215073
1575.62,-216.316,4,2,0.407771
1520.83,-208.795,4,2,0.531562
1517.68,-208.362,4,2,0.623255
1470.46,-201.879,4,2,0.665765
1524.82,-513.224,5,3,0.664
1528.4,-514.427,5,3,0.610007
1532.89,-515.94,5,3,0.544133
1587.6,-534.353,5,3,0.403353
1471.09,-495.139,5,3,0.25045
1264.46,-425.592,5,3,0.0681221
1240.54,-170.314,4,2,0.000203308
1118.53,-153.563,4,2,0
1125.16,-154.474,4,2,0
826.817,-56.207,3,1,0
750.971,-51.051,3,1,0
845.759,-57.4947,3,1,0
679.728,-46.2079,3,1,0
752.214,-51.1355,3,1,0
639.769,-43.4915,3,1,0
666.166,-45.2859,3,1,0
726.472,-49.3856,3,1,0
775.293,-52.7044,3,1,2.55E-05
819.084,-55.6813,3,1,0.0212748
872.75,-59.3296,3,1,0.22689
802.51,-110.177,4,2,0.452215
804.985,-110.516,4,2,0.554275
758.915,-104.191,4,2,0.648605
800.659,-109.923,4,2,0.697784
760.585,-255.998,5,3,0.729513
814.055,-273.995,5,3,0.684119
781.428,-263.013,5,3,0.597324
880.844,-296.475,5,3,0.453624
883.094,-297.232,5,3,0.266767
925.204,-311.405,5,3,0.0597059
859.143,-117.952,4,2,4.80E-05
911.298,-125.112,4,2,0
861.869,-118.326,4,2,0
877.791,-59.6722,3,1,0
805.203,-54.7377,3,1,0
832.327,-56.5816,3,1,0
835.238,-56.7795,3,1,0
873.781,-59.3997,3,1,0
824.258,-56.0331,3,1,0
880.341,-59.8456,3,1,0
873.033,-59.3488,3,1,0
1015.94,-69.0639,3,1,0.000953459
1098.66,-74.6868,3,1,0.049875
1630.7,-110.855,3,1,0.110143
1583.6,-217.412,4,2,0.195608
1535.6,-210.822,4,2,0.231783
1535.26,-210.776,4,2,0.534161
1483.2,-203.628,4,2,0.697286
1539.71,-518.237,5,3,0.683711
1543.51,-519.516,5,3,0.665081
1549.6,-521.564,5,3,0.570593
1604.74,-540.122,5,3,0.424676
1482.57,-499.004,5,3,0.179782
1275.07,-429.161,5,3,0.0975738
1248.73,-171.438,4,2,0.000201471
1122.57,-154.117,4,2,0
1123.45,-154.238,4,2,0
836.91,-56.8931,3,1,0
746.407,-50.7407,3,1,0
839.759,-57.0868,3,1,0
723.457,-49.1806,3,1,0
822.565,-55.918,3,1,0
709.724,-48.247,3,1,0
789.444,-53.6664,3,1,0
733.353,-49.8533,3,1,0
990.956,-67.3652,3,1,0.000136619
1087.96,-73.9598,3,1,0.0437725
1623.03,-110.334,3,1,0.160285
1584.02,-217.471,4,2,0.214513
1532.87,-210.448,4,2,0.241753
1532.76,-210.433,4,2,0.318372
1482.92,-203.59,4,2,0.359794
1537.85,-517.609,5,3,0.336482
1543.38,-519.47,5,3,0.446333
1546.32,-520.461,5,3,0.568983
1605.86,-540.499,5,3,0.438791
1487.1,-500.529,5,3,0.26057
1279.04,-430.5,5,3,0.0985493
1254.23,-172.193,4,2,0.000103941
1127.91,-154.85,4,2,0
1130.4,-155.193,4,2,0
848.206,-57.661,3,1,0
761.246,-51.7495,3,1,0
860.07,-58.4675,3,1,0
745.868,-50.7041,3,1,0
858.836,-58.3836,3,1,0
747.053,-50.7847,3,1,0
877.016,-59.6196,3,1,0
815.431,-55.433,3,1,0
1056.18,-71.799,3,1,0.000447258
1086.39,-73.8528,3,1,0.022655
1625.24,-110.484,3,1,0.133373
1591.86,-108.215,3,1,0.193785
1550.84,-105.426,3,1,0.242244
1562.16,-106.196,3,1,0.441737
1510.26,-102.667,3,1,0.592006
1563.55,-106.29,3,1,0.582046
1566.64,-106.5,3,1,0.593781
1574.19,-107.013,3,1,0.555758
1629.91,-110.801,3,1,0.399952
1509.82,-102.638,3,1,0.234623
1296.06,-88.1062,3,1,0.0658477
1267.66,-86.1754,3,1,0.000418678
1131.01,-76.8863,3,1,0
1132.26,-76.9709,3,1,0
851.89,-57.9115,3,1,0
764.709,-51.9849,3,1,0
867.039,-58.9413,3,1,0
702.317,-47.7435,3,1,0
815.102,-55.4106,3,1,0
702.006,-47.7224,3,1,0
814.751,-55.3868,3,1,0
706.594,-48.0343,3,1,0
1055.48,-71.7513,3,1,4.67E-05
986.056,-67.0321,3,1,0.0138379
1228.05,-83.483,3,1,0.19145
1191.33,-80.9868,3,1,0.448445
1142.76,-77.6848,3,1,0.508417
1142.12,-77.6415,3,1,0.613445
1141.28,-77.5843,3,1,0.703945
1141.35,-77.589,3,1,0.721007
892.668,-60.6835,3,1,0.685381
894.11,-60.7816,3,1,0.603749
943.13,-64.114,3,1,0.463219
906.532,-61.6261,3,1,0.27075
817.444,-55.5699,3,1,0.0648926
730.025,-49.6271,3,1,8.55E-05
871.301,-59.2311,3,1,0
763.308,-51.8897,3,1,0
850.154,-57.7934,3,1,0
713.001,-48.4698,3,1,0
815.025,-55.4054,3,1,0
701.369,-47.679,3,1,0
817.109,-55.5471,3,1,0
704.556,-47.8957,3,1,0
833.458,-56.6585,3,1,0
722.557,-49.1194,3,1,0
872.31,-59.2996,3,1,0.000220365
834.475,-56.7276,3,1,0.0137189
914.339,-62.1568,3,1,0.268644
802.937,-110.235,4,2,0.329594
832.798,-114.335,4,2,0.568981
759.532,-104.276,4,2,0.642021
834.447,-114.561,4,2,0.674539
761.179,-256.198,5,3,0.667091
830.458,-279.516,5,3,0.634543
752.07,-253.132,5,3,0.569829
865.515,-291.315,5,3,0.431997
829.362,-279.147,5,3,0.253166
895.124,-301.281,5,3,0.0815632
794.654,-109.098,4,2,0.000321058
887.802,-121.886,4,2,0
809.234,-111.1,4,2,0
858.031,-58.329,3,1,0
762.488,-51.8339,3,1,0
837.137,-56.9086,3,1,0
818.113,-55.6154,3,1,0
895.979,-60.9087,3,1,0
785.01,-53.365,3,1,0
777.163,-52.8315,3,1,0
775.461,-52.7158,3,1,0
1045.62,-71.081,3,1,0.000287637
1095.29,-74.4575,3,1,0.0256608
1625.73,-110.517,3,1,0.211413
1584.31,-217.509,4,2,0.385594
1535.52,-210.811,4,2,0.568425
1537.39,-211.068,4,2,0.643916
1487.84,-204.266,4,2,0.675821
1542.55,-519.192,5,3,0.667618
1544.97,-520.007,5,3,0.633729
1555.16,-523.434,5,3,0.580107
1616.39,-544.046,5,3,0.447302
1490.57,-501.696,5,3,0.264252
1275.75,-429.393,5,3,0.0661995
1258.37,-172.761,4,2,0.000101696
1141.54,-156.721,4,2,0
1146.76,-157.438,4,2,0
752.829,-51.1773,3,1,0
831.326,-56.5136,3,1,0
642.459,-43.6744,3,1,0
789.715,-53.6848,3,1,0
776.753,-52.8036,3,1,0
699.079,-47.5234,3,1,0
660.444,-44.897,3,1,0
568.567,-38.6512,3,1,0
1048.18,-71.2549,3,1,0.000280224
1098.07,-74.6471,3,1,0.0946148
1627.45,-110.634,3,1,0.289995
1584.2,-217.494,4,2,0.419794
1534.15,-210.623,4,2,0.387018
1535.16,-210.762,4,2,0.564663
1487.11,-204.165,4,2,0.39453
1540.21,-518.402,5,3,0.310627
1542.17,-519.063,5,3,0.295214
1546.56,-520.542,5,3,0.30762
1604.33,-539.984,5,3,0.230258
1484.27,-499.575,5,3,0.169217
1276.47,-429.634,5,3,0.0199176
1251.73,-171.851,4,2,0.000169987
1130.6,-155.221,4,2,0
1138.39,-156.29,4,2,0
860.929,-58.5259,3,1,0
827.006,-56.2198,3,1,0
864.917,-58.797,3,1,0
787.072,-53.5052,3,1,0
787.868,-53.5593,3,1,0
718.248,-48.8265,3,1,0
734.366,-49.9222,3,1,0
754.736,-51.3069,3,1,0
1018.35,-69.2271,3,1,0.00030343
1103.81,-75.0373,3,1,0.0955201
1629.64,-110.783,3,1,0.274585
1581.58,-217.135,4,2,0.456463
1532.44,-210.388,4,2,0.592541
1534.32,-210.647,4,2,0.678708
1484.24,-203.772,4,2,0.719733
1535.95,-516.969,5,3,0.718083
1536.26,-517.074,5,3,0.677637
1535.2,-516.717,5,3,0.591009
1583.59,-533.005,5,3,0.451626
1462.55,-492.266,5,3,0.264352
1253.42,-421.876,5,3,0.0717187
1227.24,-168.488,4,2,0.000155418
1100.43,-151.077,4,2,0
1106.07,-151.852,4,2,0
789.768,-53.6885,3,1,0
707.01,-48.0626,3,1,0
780.577,-53.0636,3,1,0
668.769,-45.4629,3,1,0
680.505,-46.2607,3,1,0
649.577,-44.1583,3,1,0
661.098,-44.9414,3,1,0
740.011,-50.3059,3,1,0
944.333,-64.1957,3,1,0.000135308
1065.43,-72.4278,3,1,0.0932735
1611.15,-109.526,3,1,0.278557
1561.67,-214.402,4,2,0.460854
1511.39,-207.499,4,2,0.593934
1513.27,-207.757,4,2,0.674805
1458.66,-200.259,4,2,0.7072
1510.58,-508.431,5,3,0.700321
1514.89,-509.883,5,3,0.666668
1519.29,-511.364,5,3,0.58353
1570.5,-528.6,5,3,0.447979
1452.3,-488.814,5,3,0.26407
1242.99,-418.365,5,3,0.067071
1219.64,-167.445,4,2,8.44E-05
1103.67,-151.523,4,2,0
1113.95,-152.934,4,2,0
832.115,-56.5672,3,1,0
783.913,-53.2904,3,1,0
836.232,-56.8471,3,1,0
763.486,-51.9018,3,1,0
799.496,-54.3498,3,1,0
726.653,-49.3978,3,1,0
750.199,-50.9985,3,1,0
768.82,-52.2644,3,1,0
982.684,-66.8028,3,1,0.000411191
1082.81,-73.6096,3,1,0.0960455
1612.95,-109.649,3,1,0.269871
1568.97,-106.659,3,1,0.45153
1519.87,-103.321,3,1,0.586435
1519.81,-103.317,3,1,0.67647
1466.67,-99.7045,3,1,0.718712
1520.02,-103.331,3,1,0.717041
1533.36,-104.238,3,1,0.674123
1549.82,-105.357,3,1,0.581955
1603.26,-108.989,3,1,0.441152
1477.25,-100.424,3,1,0.256387
1266.19,-86.0756,3,1,0.0769664
1236.46,-84.0548,3,1,0.000249588
1108.83,-75.3781,3,1,0
1111.86,-75.5842,3,1,0
826.31,-56.1726,3,1,0
732.062,-49.7656,3,1,0
816.099,-55.4784,3,1,0
646.532,-43.9513,3,1,0
723.275,-49.1682,3,1,0
608.957,-41.3969,3,1,0
644.309,-43.8001,3,1,0
709.375,-48.2233,3,1,0
970.226,-65.9559,3,1,0.000279115
981.977,-66.7548,3,1,0.0929685
1224.26,-83.2251,3,1,0.241272
1174.51,-79.8434,3,1,0.417195
1115.98,-75.8642,3,1,0.573868
1112.77,-75.646,3,1,0.657329
1114.85,-75.7873,3,1,0.697836
1112.79,-75.6476,3,1,0.692588
866.268,-58.8889,3,1,0.646178
871.146,-59.2205,3,1,0.551317
923.308,-62.7665,3,1,0.411964
885.549,-60.1996,3,1,0.240962
806.91,-54.8537,3,1,0.0831971
721.332,-49.0362,3,1,0.00031445
851.908,-57.9127,3,1,0
738.641,-50.2128,3,1,0
818.832,-55.6642,3,1,0
677.272,-46.041,3,1,0
759.58,-51.6362,3,1,0
650.546,-44.2241,3,1,0
746.247,-50.7299,3,1,0
624.581,-42.459,3,1,0
690.73,-46.9558,3,1,0
721.273,-49.0321,3,1,0
706.888,-48.0543,3,1,1.76E-05
821.31,-55.8326,3,1,0.101928
802.08,-54.5254,3,1,0.223514
829.573,-113.892,4,2,0.412277
735.808,-101.019,4,2,0.566528
780.314,-107.129,4,2,0.662819
745.289,-102.321,4,2,0.710124
801.673,-269.827,5,3,0.713063
777.112,-261.56,5,3,0.661326
824.098,-277.375,5,3,0.563496
841.455,-283.217,5,3,0.419977
916.326,-308.417,5,3,0.22796
885.03,-297.883,5,3,0.0580951
887.506,-121.846,4,2,8.89E-05
869.482,-119.371,4,2,0
898.818,-123.399,4,2,0
827.22,-56.2344,3,1,0
839.959,-57.1004,3,1,0
784.577,-53.3355,3,1,0
877.39,-59.645,3,1,0
835.264,-56.7813,3,1,0
873.647,-59.3905,3,1,0
847.893,-57.6398,3,1,0
936.802,-63.6838,3,1,0
1033.05,-70.2269,3,1,0.000274334
1098.26,-74.6596,3,1,0.0959552
1632.95,-111.008,3,1,0.245647
1588.96,-218.149,4,2,0.440625
1534.01,-210.605,4,2,0.607473
1539.74,-211.391,4,2,0.678929
1490.05,-204.57,4,2,0.741462
1544.16,-519.734,5,3,0.738001
1550,-521.7,5,3,0.696532
1561.79,-525.667,5,3,0.605873
1618.45,-544.738,5,3,0.466958
1497.73,-504.106,5,3,0.272559
1281.27,-431.249,5,3,0.0605462
1252.89,-172.01,4,2,4.78E-05
1127.77,-154.831,4,2,0
1130.61,-155.221,4,2,0
850.59,-57.8231,3,1,0
766.465,-52.1043,3,1,0
871.519,-59.2458,3,1,0
756.48,-51.4255,3,1,0
871.631,-59.2535,3,1,0
755.573,-51.3639,3,1,0
848.635,-57.6902,3,1,0
822.737,-55.9296,3,1,0
1062.77,-72.2472,3,1,0.000201994
1090.8,-74.1526,3,1,0.0305994
1627.71,-110.651,3,1,0.188274
1586.14,-217.762,4,2,0.384537
1539.15,-211.31,4,2,0.455917
1541.53,-211.637,4,2,0.627976
1491.85,-204.816,4,2,0.66938
1550.09,-521.728,5,3,0.682544
1559.2,-524.795,5,3,0.652425
1566.97,-527.412,5,3,0.578601
1619.46,-545.078,5,3,0.439201
1495.91,-503.492,5,3,0.25554
1278.16,-430.202,5,3,0.0741647
1252.34,-171.933,4,2,6.83E-05
1129.68,-155.094,4,2,0
1132.93,-155.54,4,2,0
871.404,-59.238,3,1,0
848.221,-57.662,3,1,0
850.972,-57.8491,3,1,0
776.569,-52.7911,3,1,0
758.208,-51.543,3,1,0
835.17,-56.7749,3,1,0
852.188,-57.9317,3,1,0
790.624,-53.7466,3,1,0
1068.09,-72.6086,3,1,0.000252471
1091.49,-74.1995,3,1,0.0925327
1626.23,-110.551,3,1,0.253568
1589.97,-218.287,4,2,0.439503
1546.48,-212.316,4,2,0.563288
1553.1,-213.226,4,2,0.665055
1498.67,-205.752,4,2,0.691264
1555.7,-523.617,5,3,0.719913
1569.93,-528.406,5,3,0.647516
1585.38,-533.607,5,3,0.559677
1649.7,-555.254,5,3,0.444693
1528.35,-514.413,5,3,0.248742
1296.57,-436.401,5,3,0.0727377
1255.94,-172.428,4,2,0.000172633
1128.53,-154.936,4,2,0
1135.31,-155.867,4,2,0
865.8,-58.8571,3,1,0
823.245,-55.9642,3,1,0
864.041,-58.7375,3,1,0
800.839,-54.441,3,1,0
834.49,-56.7286,3,1,0
756.93,-51.4561,3,1,0
756.214,-51.4075,3,1,0
847.769,-57.6313,3,1,0
1056.23,-71.8028,3,1,0.000181821
1095.58,-74.4776,3,1,0.00491567
1628.61,-110.713,3,1,0.139577
1585.91,-217.729,4,2,0.36389
1537.71,-211.112,4,2,0.3493
1544.26,-212.012,4,2,0.403514
1496.19,-205.412,4,2,0.611903
1557.53,-524.234,5,3,0.561379
1563.61,-526.28,5,3,0.526462
1574.09,-529.806,5,3,0.463276
1636.41,-550.782,5,3,0.363873
1504.63,-506.43,5,3,0.181218
1284.8,-432.439,5,3,0.0472207
1253.09,-172.036,4,2,7.67E-05
1131.21,-155.304,4,2,0
1134.31,-155.73,4,2,0
743.693,-50.5562,3,1,0
889.115,-60.4421,3,1,0
678.517,-46.1256,3,1,0
826.541,-56.1883,3,1,0
845.224,-57.4583,3,1,0
771.641,-52.4562,3,1,0
669.052,-45.4821,3,1,0
747.03,-50.7831,3,1,0
1068.09,-72.6088,3,1,7.21E-05
1092.05,-74.2374,3,1,0.0819007
1627.93,-110.666,3,1,0.262672
1593.61,-108.333,3,1,0.449651
1549.19,-105.314,3,1,0.578512
1549.09,-105.307,3,1,0.669501
1496.45,-101.729,3,1,0.712517
1553.71,-105.621,3,1,0.715757
1560.16,-106.06,3,1,0.671589
1569.69,-106.708,3,1,0.582088
1625.99,-110.535,3,1,0.444965
1502.66,-102.151,3,1,0.261114
1284.52,-87.3214,3,1,0.064914
1255.59,-85.3549,3,1,0.000114668
1128.39,-76.7081,3,1,0
1130.74,-76.8676,3,1,0
854.269,-58.0732,3,1,0
767.161,-52.1516,3,1,0
869.325,-59.0967,3,1,0
705.339,-47.9489,3,1,0
787.555,-53.538,3,1,0
671.54,-45.6513,3,1,0
755.783,-51.3781,3,1,0
835.949,-56.8278,3,1,0
1073.47,-72.9745,3,1,0.00013183
990.218,-67.315,3,1,0.085682
1229.28,-83.5665,3,1,0.196031
1190.78,-80.9493,3,1,0.417978
1142.26,-77.6507,3,1,0.500746
1143.4,-77.7281,3,1,0.611425
1142.13,-77.6423,3,1,0.634582
1140.74,-77.5473,3,1,0.664159
889.252,-60.4514,3,1,0.595037
892.282,-60.6573,3,1,0.525158
941.581,-64.0087,3,1,0.400538
902.24,-61.3343,3,1,0.212676
819.562,-55.7138,3,1,0.0840654
734.474,-49.9296,3,1,0.000144375
871.371,-59.2358,3,1,0
761.27,-51.7511,3,1,0
852.028,-57.9208,3,1,0
713.535,-48.5061,3,1,0
818.091,-55.6138,3,1,0
710.37,-48.2909,3,1,0
828.668,-56.3328,3,1,0
710.425,-48.2947,3,1,0
822.704,-55.9274,3,1,0
792.452,-53.8709,3,1,0
849.22,-57.73,3,1,0
841.649,-57.2153,3,1,0.0282264
919.158,-62.4843,3,1,0.252715
809.796,-111.177,4,2,0.421942
835.933,-114.765,4,2,0.562019
765.692,-105.122,4,2,0.678374
838.196,-115.076,4,2,0.727442
767.355,-258.276,5,3,0.724631
833.904,-280.675,5,3,0.682864
755.312,-254.223,5,3,0.570072
866.357,-291.598,5,3,0.439433
836.459,-281.535,5,3,0.228285
901.958,-303.581,5,3,0.0593533
809.409,-111.124,4,2,4.89E-05
907.957,-124.653,4,2,0
839.178,-115.211,4,2,0
890.615,-60.544,3,1,0
789.661,-53.6812,3,1,0
848.299,-57.6674,3,1,0
831.034,-56.4937,3,1,0
908.48,-61.7585,3,1,0
822.937,-55.9432,3,1,0
903.759,-61.4375,3,1,0
838.962,-57.0326,3,1,0
1063.93,-72.3262,3,1,6.92E-05
1087.9,-73.9551,3,1,0.0328569
1625.27,-110.486,3,1,0.20253
1588.32,-218.06,4,2,0.431592
1542.99,-211.837,4,2,0.581903
1547.94,-212.516,4,2,0.655875
1498.79,-205.769,4,2,0.73135
1560.93,-525.377,5,3,0.718133
1571.06,-528.788,5,3,0.681074
1581.95,-532.454,5,3,0.596382
1642.81,-552.935,5,3,0.459156
1517.72,-510.834,5,3,0.270415
1288.18,-433.575,5,3,0.0581187
1255.8,-172.409,4,2,3.87E-05
1128.3,-154.905,4,2,0
1130.89,-155.26,4,2,0
847.64,-57.6225,3,1,0
759.312,-51.6181,3,1,0
856.385,-58.217,3,1,0
745.791,-50.6989,3,1,0
860.061,-58.4669,3,1,0
747.297,-50.8012,3,1,0
856.103,-58.1979,3,1,0
789.535,-53.6726,3,1,0
1052.39,-71.5413,3,1,0.000103681
1095.87,-74.4973,3,1,0.0810145
1624.75,-110.451,3,1,0.276591
1583.87,-217.45,4,2,0.466835
1539.51,-211.36,4,2,0.610233
1546.75,-212.353,4,2,0.696821
1499.91,-205.923,4,2,0.73855
1563.61,-526.279,5,3,0.734034
1574.22,-529.85,5,3,0.685313
1592.84,-536.118,5,3,0.591012
1661.34,-559.174,5,3,0.448361
1524.6,-513.151,5,3,0.262459
1283.79,-432.099,5,3,0.0636175
1251.28,-171.788,4,2,9.91E-05
1137.95,-156.23,4,2,0
1131.22,-155.305,4,2,0
877.647,-59.6625,3,1,0
838.594,-57.0076,3,1,0
899.126,-61.1226,3,1,0
817.071,-55.5445,3,1,0
878.504,-59.7207,3,1,0
790,-53.7042,3,1,0
831.815,-56.5468,3,1,0
808.861,-54.9864,3,1,0
1059.21,-72.0051,3,1,1.35E-06
1095.72,-74.4871,3,1,0.0544112
1628.93,-110.735,3,1,0.117549
1584.79,-217.576,4,2,0.180792
1539.13,-211.307,4,2,0.258477
1546.13,-212.269,4,2,0.559017
1493.02,-204.977,4,2,0.539506
1548.32,-521.133,5,3,0.681368
1551.53,-522.212,5,3,0.674545
1556.84,-524.003,5,3,0.573906
1618.73,-544.833,5,3,0.371087
1500.29,-504.969,5,3,0.221739
1283.17,-431.888,5,3,0.0765186
1254.75,-172.265,4,2,0.000334288
1137.89,-156.221,4,2,0
1131.1,-155.289,4,2,0
838.938,-57.031,3,1,0
762.882,-51.8607,3,1,0
865.841,-58.8599,3,1,0
753.133,-51.198,3,1,0
867.555,-58.9764,3,1,0
752.178,-51.133,3,1,0
843.288,-57.3267,3,1,0
777.283,-52.8397,3,1,0
1066.66,-72.5112,3,1,0.000103598
1098.78,-74.6954,3,1,0.0657593
1631.34,-110.899,3,1,0.217454
1584.73,-217.568,4,2,0.276039
1536,-210.877,4,2,0.396977
1543.21,-211.867,4,2,0.57515
1492.4,-204.891,4,2,0.658757
1551.05,-522.053,5,3,0.673514
1558.92,-524.703,5,3,0.657106
1573.21,-529.512,5,3,0.550931
1636.79,-550.911,5,3,0.432349
1504.42,-506.358,5,3,0.249344
1275.82,-429.416,5,3,0.0636691
1251.15,-171.771,4,2,0.000143314
1138.55,-156.311,4,2,0
1134.06,-155.695,4,2,0
864.307,-58.7556,3,1,0
834.702,-56.7431,3,1,0
895.988,-60.9093,3,1,0
829.152,-56.3657,3,1,0
872.303,-59.2991,3,1,0
797.074,-54.1851,3,1,0
816.224,-55.4869,3,1,0
882.884,-60.0184,3,1,0
1078.4,-73.3095,3,1,1.19E-06
1096.47,-74.5382,3,1,0.0074782
1626.43,-110.565,3,1,0.217021
1584.31,-107.701,3,1,0.337948
1538.21,-104.568,3,1,0.572835
1545.4,-105.057,3,1,0.594142
1497.05,-101.77,3,1,0.676431
1560.42,-106.077,3,1,0.435899
1564.83,-106.377,3,1,0.387877
1573.6,-106.973,3,1,0.4137
1629.69,-110.786,3,1,0.27021
1495.2,-101.644,3,1,0.212917
1278.87,-86.9373,3,1,0.0471388
1252.51,-85.1458,3,1,0.000187026
1138.87,-77.4206,3,1,0
1134.79,-77.1432,3,1,0
855.576,-58.1621,3,1,0
909.906,-61.8554,3,1,0
782.327,-53.1826,3,1,0
807.618,-54.9019,3,1,0
661.43,-44.964,3,1,0
794.941,-54.0401,3,1,0
765.458,-52.0358,3,1,0
710.691,-48.3128,3,1,0
1061.82,-72.1824,3,1,1.36E-06
997.56,-67.8141,3,1,0.00271863
1235.54,-83.9921,3,1,0.173694
1193.86,-81.1585,3,1,0.387062
1141.26,-77.5827,3,1,0.564965
1142.25,-77.6503,3,1,0.674026
1142.91,-77.6949,3,1,0.637622
1143.37,-77.7261,3,1,0.704113
896.523,-60.9456,3,1,0.670186
899.121,-61.1222,3,1,0.572169
946.582,-64.3486,3,1,0.433747
906.017,-61.5911,3,1,0.235906
831.315,-56.5128,3,1,0.0519977
744.105,-50.5842,3,1,7.67E-05
890.067,-60.5067,3,1,0
750.978,-51.0515,3,1,0
768.032,-52.2108,3,1,0
800.739,-54.4342,3,1,0
786.151,-53.4426,3,1,0
389.962,-26.5096,3,1,0
592.246,-40.2609,3,1,0
696.68,-47.3603,3,1,0
358.549,-24.3742,3,1,0
274.595,-18.667,3,1,0
401.771,-27.3124,3,1,2.27E-05
707.423,-48.0906,3,1,0.0609199
812.451,-55.2304,3,1,0.277393
780.097,-107.099,4,2,0.428907
662.012,-90.8877,4,2,0.571252
784.984,-107.77,4,2,0.680853
773.45,-106.187,4,2,0.70226
845.12,-284.45,5,3,0.683923
774.679,-260.741,5,3,0.652651
845.078,-284.436,5,3,0.551768
823.998,-277.341,5,3,0.429524
928.779,-312.608,5,3,0.23993
857.819,-288.725,5,3,0.062118
904.083,-124.122,4,2,8.00E-05
867.33,-119.076,4,2,0
935.174,-128.39,4,2,0
819.098,-55.6823,3,1,0
806.564,-54.8302,3,1,0
817.311,-55.5608,3,1,0
874.986,-59.4816,3,1,0
853.021,-57.9884,3,1,0
618.033,-42.0139,3,1,0
707.165,-48.0731,3,1,0
787.907,-53.5619,3,1,0
1079.41,-73.378,3,1,2.15E-05
1099.43,-74.7389,3,1,0.0652735
1632.75,-110.994,3,1,0.260388
1588.69,-218.112,4,2,0.435371
1539.24,-211.323,4,2,0.569406
1540.28,-211.464,4,2,0.673254
1490.65,-204.652,4,2,0.719992
1548.05,-521.043,5,3,0.711973
1554.23,-523.124,5,3,0.606382
1558.21,-524.463,5,3,0.52867
1603.97,-539.863,5,3,0.404563
1479.39,-497.932,5,3,0.227604
1277.8,-430.081,5,3,0.0531976
1255.66,-172.39,4,2,0.000268563
1140.27,-156.548,4,2,0
1134.58,-155.766,4,2,0
754.74,-51.3072,3,1,0
790.207,-53.7182,3,1,0
803.561,-55081.9,3,1,0
771.255,-52.4299,3,1,0
750.392,-51.0116,3,1,0
768.342,-52.2319,3,1,0
702.503,-47.7562,3,1,0
781.088,-53.0984,3,1,0
1075.53,-73.1147,3,1,0
1094.32,-74.3916,3,1,0.0511142
1627.7,-110.651,3,1,0.109338
1588.16,-218.038,4,2,0.241045
1543.38,-211.89,4,2,0.455427
1548.01,-212.526,4,2,0.564411
1494.78,-205.218,4,2,0.705115
1553.93,-523.023,5,3,0.684146
1564.21,-526.48,5,3,0.660501
1580.72,-532.039,5,3,0.599142
1654.13,-556.747,5,3,0.450681
1535.22,-516.724,5,3,0.260793
1312.32,-441.702,5,3,0.0483738
1277.06,-175.327,4,2,3.04E-05
1151.14,-158.039,4,2,0
1137.22,-156.129,4,2,0
856.641,-58.2345,3,1,0
771.809,-52.4676,3,1,0
873.617,-59.3885,3,1,0
755.633,-51.3679,3,1,0
868.449,-59.0371,3,1,0
753.469,-51.2208,3,1,0
880.237,-59.8385,3,1,0
795.034,-54.0464,3,1,0
1068.18,-72.6152,3,1,0
1092.65,-74.2781,3,1,0.0416896
1624.46,-110.431,3,1,0.205763
1584.69,-217.563,4,2,0.38577
1537.76,-211.119,4,2,0.534262
1543.1,-211.852,4,2,0.611147
1493.3,-205.015,4,2,0.701713
1549.8,-521.632,5,3,0.560719
