,micro_id,county_id,bin_id,year,state_abbr,census_division_abbr,utility_type,pca_reg,reeds_reg,incentive_array_id,elec_rate_cents_per_kwh,carbon_price_cents_per_kwh,fixed_om_dollars_per_kw_per_yr,variable_om_dollars_per_kwh,installed_costs_dollars_per_kw,inverter_cost_dollars_per_kw,ann_cons_kwh,customers_in_bin,initial_customers_in_bin,load_kwh_in_bin,initial_load_kwh_in_bin,load_kwh_per_customer_in_bin,nem_system_limit_kw,excess_generation_factor,naep,aep,system_size_kw,npanels,tilt,azimuth,derate,pct_shaded,solar_re_9809_gid,density_w_per_sqft,inverter_lifetime_yrs,available_rooftop_space_sqm
18,12554,287,9,2016,CA,PAC,IOU,p9,22,241,6.576277152769895,0.0,0.0,0.0,2416.2935633751194,185.6976678712026,101449.0,1.28790076203329,1.26264780591499,22215606.4519715,21780006.3254623,17249470.694386665,1000.0,0.606,1526.5955638562043,244380.16046736142,160.08179655,615.08,25,SE,0.825,0.35,44847,14.872099940511603,20,1000.0
19,12554,287,10,2016,CA,PAC,IOU,p9,22,241,6.576277152769895,0.0,0.0,0.0,2416.2935633751194,185.6976678712026,3024.0,1.40884727273938,1.38122281641115,724392.099535816,710188.332878251,514173.6180723839,1000.0,0.592,1506.363654077564,34771.505095737644,23.0830749279,88.6917690373,25,SW,0.825,0.35,44847,14.872099940511603,20,1000.0
20,12563,288,1,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,9739.0,7.11057739998155,6.9711543137074,2756464.52412502,2702416.20012257,387656.9185692529,1000.0,0.604,1584.0554194053138,25444.637164202275,16.0629715681,61.7185261849,25,S,0.825,0.35,47863,14.872099940511603,20,1000.0
21,12569,288,2,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,73752.0,3.29955580497587,3.23485863232929,9686401.20613867,9496471.77072418,2935668.2470807615,1000.0,0.605,1600.7041745818738,192201.869721367,120.073323212,461.356014445,25,S,0.825,0.35,47363,14.872099940511603,20,1000.0
22,12576,288,3,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,17242.0,2.25598242701646,2.21174747746712,1548305.03681013,1517946.11451973,686310.7700966278,1000.0,0.616,1453.9868203698195,43682.30789508371,30.0431250704,115.434270271,25,S,0.825,0.35,46853,14.872099940511603,20,1000.0
23,12588,288,4,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,68052.0,5.2818564632864,5.17829065028079,14307398.1072461,14026860.8894569,2708782.0743890335,1000.0,0.606,1582.7644396037426,176898.36775823467,111.765442369,429.434762567,25,S,0.825,0.35,44836,14.872099940511603,20,1000.0
24,12591,288,5,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,34215.0,6.50014961105513,6.37269569711287,8852645.44007443,8679064.15693571,1361914.105025874,1000.0,0.623,1328.57821095275,85102.94811637676,64.0556554479,246.120129847,25,SE,0.825,0.35,47858,14.872099940511603,20,1000.0
25,12606,288,6,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,204669.0,1.8544401423542,1.81807857093549,15107689.8612841,14811460.6483178,8146765.978709356,1000.0,0.619,1509.049303039244,241571.32351304757,160.08179655,615.08,25,SE,0.825,0.35,48865,14.872099940511603,20,1000.0
26,12607,288,7,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,64945.0,7.11057739998155,6.9711543137074,18381619.1107197,18021195.2065879,2585109.2079761913,1000.0,0.609,1504.1276340014094,167536.40382780365,111.384433103,427.970816106,25,SW,0.825,0.35,47864,14.872099940511603,20,1000.0
27,12609,288,8,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,5140.0,7.11057739998155,6.9711543137074,1454792.8590207,1426267.50884382,204595.60133955846,1000.0,0.612,1481.1576782726277,13157.747717755434,8.88342133371,34.1326428845,25,SW,0.825,0.35,46857,14.872099940511603,20,1000.0
28,12613,288,9,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,205140.0,2.24070275132972,2.19676740326443,18296489.5545166,17937734.8573692,8165513.941400198,1000.0,0.617,1285.3624786506746,205763.134800361,160.08179655,615.08,25,SW,0.825,0.35,46347,14.872099940511603,20,1000.0
29,12618,288,10,2016,CA,PAC,IOU,p9,20,241,6.576277152769895,0.0,0.0,0.0,2433.1435008037492,186.9926239691287,175887.0,5.2818564632864,5.17829065028079,36978859.2677539,36253783.5958372,7001110.220391229,1000.0,0.611,1491.7501987353612,238802.05181737617,160.08179655,615.08,25,SW,0.825,0.35,47361,14.872099940511603,20,1000.0
