,micro_id,county_id,bin_id,year,state_abbr,census_division_abbr,utility_type,pca_reg,reeds_reg,incentive_array_id,elec_rate_cents_per_kwh,carbon_price_cents_per_kwh,fixed_om_dollars_per_kw_per_yr,variable_om_dollars_per_kwh,installed_costs_dollars_per_kw,inverter_cost_dollars_per_kw,ann_cons_kwh,customers_in_bin,initial_customers_in_bin,load_kwh_in_bin,initial_load_kwh_in_bin,load_kwh_per_customer_in_bin,nem_system_limit_kw,excess_generation_factor,naep,aep,system_size_kw,npanels,tilt,azimuth,derate,pct_shaded,solar_re_9809_gid,density_w_per_sqft,inverter_lifetime_yrs,available_rooftop_space_sqm,business_model,metric,sector,loan_term_yrs,loan_rate,down_payment,discount_rate,tax_rate,length_of_irr_analysis_yrs,market_share_last_year,number_of_adopters_last_year,installed_capacity_last_year,market_value_last_year,value_of_increment,value_of_pbi_fit,value_of_ptc,pbi_fit_length,ptc_length,value_of_rebate,value_of_tax_credit_or_deduction,ic,metric_value_precise,lcoe,metric_value_bounded,metric_value_as_factor,metric_value,max_market_share,source,diffusion_market_share,market_share,new_market_share,new_adopters,new_capacity,new_market_value,number_of_adopters,installed_capacity,market_value
10,14893,286,7,2016,CA,PAC,IOU,p9,23,243,15.64870118157309,0.0,0.0,0.0,3601.799024358055,283.5169223679442,7088.0,3057.80821411932,2997.85119031305,14604347.9492846,14317988.1855732,4776.083693493133,1000.0,0.594,1486.038133923684,1285.6166564475752,0.865130326806,3.32407789568,25,SW,0.825,0.35,44851,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.056122116915132816,168.24575499691952,790.76323039937,3238781.64020513,0.0,57.852749540140884,0.0,10,10,0.0,0.0,3116.025567032416,2.228066594770735,19.416215868740778,2.228066594770735,22,2.2,0.053615856,NREL,0.056122116915132816,0.056122116915132816,0.0,0.0,0.0,0.0,168.24575499691952,790.76323039937,3238781.64020513
11,21200,400,10,2016,CA,PAC,Muni,p10,33,286,12.09674120900811,0.0,0.0,0.0,3504.1486837641355,275.8303402332556,3075.0,21618.4694124469,21194.5778553401,55509946.5985516,54421516.2730898,2567.7093756966665,1000.0,0.542,1725.7511861946975,779.6952227671266,0.451800484916,1.7359465489,25,SW,0.825,0.35,73300,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.0417555580906179,884.991426844779,4477.76919992597,17842674.622195538,0.0,70.17257004904138,0.0,10,10,0.0,0.0,1583.1760745423996,2.2227755804723928,16.26594931480652,2.2227755804723928,22,2.2,0.053615856,NREL,0.047566740223060205,0.047566740223060205,0.005811182132442305,125.62886318036192,56.75918130433333,198892.61045910956,1010.6202900251409,4534.528381230303,18041567.232654646
12,18094,340,9,2016,CA,PAC,IOU,p9,24,243,15.64870118157309,0.0,0.0,0.0,3623.1251768448965,285.1956182302422,5802.0,2505.12742571581,2456.00728011354,10904826.6171333,10691006.4873856,4353.0027675208585,1000.0,0.608,1519.6112065906361,1131.3280072673874,0.744485169865,2.86052473267,25,SW,0.825,0.35,50374,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.0358262265071325,87.9894731205141,445.198157525041,1834224.2164051305,0.0,50.90976032703243,0.0,10,10,0.0,0.0,2697.362962725531,2.1856147036115243,19.09967252916107,2.1856147036115243,22,2.2,0.053615856,NREL,0.0438676036511055,0.0438676036511055,0.008041377143973003,20.144674423891043,14.997411360345644,54337.49868716797,108.13414754440515,460.19556888538665,1888561.7150922983
13,18062,340,2,2016,CA,PAC,IOU,p9,24,243,15.64870118157309,0.0,0.0,0.0,3623.1251768448965,285.1956182302422,4923.0,1955.36436383461,1917.02388611236,7222187.35554942,7080575.83877394,3693.525099018474,1000.0,0.607,1561.0079242192285,962.3812062744936,0.616512697561,2.36881793052,25,S,0.825,0.35,49878,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.04548384386560586,87.19361512257159,358.6873777855343,1477798.2867462274,0.0,43.30715428235221,0.0,10,10,0.0,0.0,2233.702676377822,2.165409505125808,18.593164049465976,2.165409505125808,22,2.2,0.053615856,NREL,0.04964132702635632,0.04964132702635632,0.004157483160750458,8.129394415773923,5.011874880806111,18158.650063845136,95.3230095383455,363.6992526663404,1495956.9368100725
14,16692,308,8,2016,CA,PAC,IOU,p9,29,243,15.64870118157309,0.0,0.0,0.0,3578.0685638876057,281.648970526807,6277.0,4495.11938775874,4406.97979192034,32237183.4692065,31605081.8325554,7171.596722657891,1000.0,0.593,1670.107132090146,1935.1908312436142,1.15872257178,4.45214318436,25,SW,0.825,0.35,69740,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.0542689288971701,239.16207297899,1210.08241627136,4923561.129076611,0.0,87.08358740596263,0.0,10,10,0.0,0.0,4145.988808353018,6.093377839620704,17.16245445130572,6.093377839620704,61,6.1,0.074082332,NREL,0.06367557625520405,0.06367557625520405,0.009406647358033947,42.28400291290793,48.99542860039769,175309.00284928267,281.4460758918979,1259.0778448717576,5098870.131925894
15,17012,315,4,2016,CA,PAC,IOU,p9,25,243,15.64870118157309,0.0,0.0,0.0,3864.502005089952,304.1956832011552,11486.0,29977.4554996397,29389.6622545487,310773799.821555,304680195.903485,10366.917226356643,1000.0,0.599,1661.5725432151403,2756.179714553416,1.65877784019,6.37349839853,25,S,0.825,0.35,56195,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.06390320652561035,1878.0936567703668,7800.31523971034,34278469.05075317,0.0,124.02808715490372,0.0,10,10,0.0,0.0,6410.350289413035,6.13507439485035,18.631563450052536,6.13507439485035,61,6.1,0.074082332,NREL,0.06914950612969455,0.06914950612969455,0.005246299604084195,157.27071291921132,260.8771735012709,1008160.3600778606,2035.364369689578,8061.192413211611,35286629.41083103
16,16595,307,9,2016,CA,PAC,IOU,p9,29,243,15.64870118157309,0.0,0.0,0.0,3589.8763392115998,282.5784238631068,37657.0,3706.65718574393,3633.97763308229,46865885.7143805,45946946.7788044,12643.706543629114,1000.0,0.596,1616.281545216929,3386.6420851266184,2.09532930395,8.05085385129,25,SW,0.825,0.35,66997,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.06857314900908797,249.1932897290443,1029.0824363841157,4200929.375599009,0.0,152.39889383069783,0.0,10,10,0.0,0.0,7521.9730911068145,9.32328445772242,17.792523348756077,9.32328445772242,93,9.3,0.092290299,NREL,0.07991665621631044,0.07991665621631044,0.011343507207222478,42.046492501189256,88.10124786605577,316272.58516937005,291.2397822302336,1117.1836842501714,4517201.960768379
17,17456,327,7,2016,CA,PAC,IOU,p9,26,197,16.568319948411904,0.0,0.0,0.0,3693.9200434880545,290.7682619492222,20695.0,12295.3470889693,12054.2618519307,186444620.530141,182788843.657001,15163.83548841892,1000.0,0.603,1509.057119574773,3991.288302735301,2.64488881896,10.162418525,25,SW,0.825,0.35,54768,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.0441955366384978,532.744571327048,2695.51451071223,11322566.772316635,0.0,179.60797362308853,0.0,10,10,0.0,0.0,9770.007821153793,9.26100816184503,19.60906481378559,9.26100816184503,93,9.3,0.092290299,NREL,0.06208917041659897,0.06208917041659897,0.017893633778101173,220.008437984659,581.8978577024792,2149484.1598299476,752.753009311707,3277.412368414709,13472050.932146583
18,16591,307,8,2016,CA,PAC,IOU,p9,29,243,15.64870118157309,0.0,0.0,0.0,3589.8763392115998,282.5784238631068,9157.0,2089.33889318705,2048.37146390887,6423781.9691167,6297825.45991833,3074.552429030772,1000.0,0.607,1651.0689258953305,801.1023063550241,0.485202218872,1.86428555411,25,SE,0.825,0.35,65143,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.0473534350130552,96.9974249988053,490.775468504012,2003447.935333642,0.0,36.04960378597608,0.0,10,10,0.0,0.0,1741.8159652615607,2.394039560500848,17.417641795808873,2.394039560500848,24,2.4,0.054630677,NREL,0.05111288897868794,0.05111288897868794,0.0037594539656327364,7.854773387542767,3.811153476372487,13681.569689933625,104.85219838634806,494.5866219803845,2017129.5050235756
19,17351,325,5,2016,CA,PAC,IOU,p9,22,243,15.64870118157309,0.0,0.0,0.0,3636.1286960839698,286.219194984437,4398.0,2666.17983429136,2613.90179832486,12549510.2830196,12303441.4539408,4706.925662557604,1000.0,0.617,1531.6283846539388,1195.2249265677124,0.780362220068,2.99837461014,25,SE,0.825,0.35,50856,14.872099940511603,20,1000.0,tpo,monthly_bill_savings,residential,20,0.06,0.0,0.1,0.33,0,0.05570659716948381,145.61157451987293,678.9643311201811,2807384.717134169,0.0,53.78512169554706,0.0,10,10,0.0,0.0,2837.497461729049,2.3705025462187717,19.017827760830937,2.3705025462187717,24,2.4,0.054630677,NREL,0.05570659716948381,0.05570659716948381,0.0,0.0,0.0,0.0,145.61157451987293,678.9643311201811,2807384.717134169
