815
2090
80
523
452
844
1857
2034
2306
888
1368
974
1031
471
1856
1165
1325
1271
40
1831
1966
277
751
1512
154
275
1740
2318
1853
1163
333
784
1172
321
1626
527
1207
233
1492
98
1851
1737
292
874
218
1979
1372
1427
45
2330
956
1161
414
785
1084
1298
2145
1449
2094
413
1792
149
1182
1791
186
1330
953
2154
